,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
3,1016,20,vettel,6,2,1,Finished,80816,158013,234859,311692,388227,464980,541634,618410,695168.0,771915.0,848623.0,925900.0,1002778.0,1079772.0,1156739.0,1233538.0,1310192.0,1387418.0,1464148.0,1540961.0,1618203.0,1695473.0,1772306.0,1849464.0,1926389.0,2019927.0,2098494.0,2173827.0,2249611.0,2325438.0,2401397.0,2477308.0,2553217.0,2629066.0,2705333.0,2781237.0,2856961.0,2932768.0,3008882.0,3084332.0,3159540.0,3234968.0,3310446.0,3385729.0,3461192.0,3536228.0,3611571.0,3688826.0,3764490.0,3840067.0,3915888.0,3990791.0,4065825.0,4141397.0,4216802.0,4291822.0,4366697.0,4441616.0,4517066.0,4592258.0,4667766.0,4742787.0,4818160.0,4893802.0,4969221.0,5044327.0,5119507.0,5194703.0,5270343.0,5345742.0
0,1016,1,hamilton,131,1,1,Finished,82018,159605,236739,313570,390375,467201,543952,620735,697623.0,774300.0,851167.0,927938.0,1005381.0,1082538.0,1159234.0,1235888.0,1312641.0,1389245.0,1466255.0,1543423.0,1620408.0,1697360.0,1774273.0,1851119.0,1928110.0,2005349.0,2082604.0,2176210.0,2254582.0,2330324.0,2405926.0,2481460.0,2556931.0,2632165.0,2708252.0,2783657.0,2858939.0,2934359.0,3009677.0,3085212.0,3160839.0,3236199.0,3311519.0,3386838.0,3461777.0,3536969.0,3612257.0,3689653.0,3765603.0,3840775.0,3916535.0,3992161.0,4067577.0,4143000.0,4218693.0,4293605.0,4369486.0,4444503.0,4519655.0,4594589.0,4669497.0,4744310.0,4819183.0,4894316.0,4969882.0,5045060.0,5120263.0,5195288.0,5270840.0,5347084.0
16,1016,844,leclerc,6,3,1,Finished,83464,161429,238438,315264,391926,469526,547082,624105,700973.0,778135.0,855193.0,932301.0,1009175.0,1086725.0,1163441.0,1240295.0,1316828.0,1393510.0,1470270.0,1547221.0,1623736.0,1700463.0,1777058.0,1853874.0,1930854.0,2007638.0,2084915.0,2161856.0,2238748.0,2315784.0,2393144.0,2470297.0,2563908.0,2643571.0,2718995.0,2794549.0,2869921.0,2945608.0,3021480.0,3097426.0,3172723.0,3248166.0,3323535.0,3398977.0,3474612.0,3550101.0,3625106.0,3700198.0,3775787.0,3851798.0,3927068.0,4002162.0,4077809.0,4153090.0,4228263.0,4303270.0,4378415.0,4453087.0,4528070.0,4603182.0,4677916.0,4753164.0,4827520.0,4902210.0,4977209.0,5051703.0,5127262.0,5202102.0,5276962.0,5351780.0
7,1016,817,ricciardo,4,6,11,+1 Lap,84280,163083,241046,318534,396700,474605,552571,646481,726628.0,804863.0,883121.0,960818.0,1038577.0,1115419.0,1192619.0,1269595.0,1347103.0,1424154.0,1501247.0,1578309.0,1655228.0,1732095.0,1809023.0,1886197.0,1964066.0,2040906.0,2117774.0,2194568.0,2271437.0,2348419.0,2425642.0,2502557.0,2579232.0,2656570.0,2733760.0,2810827.0,2887641.0,2965471.0,3043168.0,3120520.0,3197559.0,3274533.0,3351519.0,3428166.0,3505021.0,3581317.0,3657650.0,3734056.0,3810902.0,3887593.0,3964479.0,4041040.0,4117531.0,4193893.0,4269968.0,4346771.0,4423187.0,4499790.0,4576724.0,4653403.0,4730178.0,4807977.0,4885000.0,4961747.0,5038662.0,5115903.0,5193118.0,5272733.0,5350157.0,
15,1016,842,gasly,9,8,11,+1 Lap,85163,163797,241751,319518,397563,475910,569704,649832,727050.0,805744.0,885166.0,963314.0,1041412.0,1118851.0,1197015.0,1274862.0,1352881.0,1430938.0,1508421.0,1586300.0,1664247.0,1741981.0,1819559.0,1897033.0,1974292.0,2051838.0,2129082.0,2206559.0,2283437.0,2360733.0,2438247.0,2515202.0,2592019.0,2668588.0,2745380.0,2822249.0,2899320.0,2976260.0,3053251.0,3130267.0,3207550.0,3284224.0,3360591.0,3437572.0,3514498.0,3590764.0,3667386.0,3743825.0,3820796.0,3897114.0,3973271.0,4049552.0,4126882.0,4203174.0,4279533.0,4355854.0,4432081.0,4508915.0,4586214.0,4663456.0,4740377.0,4817022.0,4896424.0,4973372.0,5050145.0,5127165.0,5205252.0,5283491.0,5360625.0,
5,1016,807,hulkenberg,4,7,11,+1 Lap,85830,164790,242453,320223,398181,477162,555499,633225,711019.0,789053.0,867088.0,944807.0,1021999.0,1099716.0,1176866.0,1270532.0,1350608.0,1427984.0,1504691.0,1581689.0,1659145.0,1736793.0,1814705.0,1891810.0,1969219.0,2046318.0,2124077.0,2201247.0,2277977.0,2354777.0,2432584.0,2509439.0,2586309.0,2663076.0,2739929.0,2816654.0,2893035.0,2970231.0,3047075.0,3123809.0,3200379.0,3277085.0,3353539.0,3429966.0,3506310.0,3582620.0,3659030.0,3735179.0,3811734.0,3889181.0,3966067.0,4042590.0,4118741.0,4195101.0,4271329.0,4347807.0,4423802.0,4500293.0,4577301.0,4654422.0,4732063.0,4809512.0,4886662.0,4965408.0,5042641.0,5121877.0,5198016.0,5274269.0,5350559.0,
8,1016,822,bottas,131,4,1,Finished,86523,165470,243554,321137,399590,477744,556015,634669,712625.0,790886.0,868557.0,946136.0,1023664.0,1100899.0,1178283.0,1255625.0,1332707.0,1409823.0,1486917.0,1563840.0,1640735.0,1717621.0,1794331.0,1871095.0,1947890.0,2024737.0,2101485.0,2178493.0,2256135.0,2349688.0,2427794.0,2503483.0,2579589.0,2656898.0,2734266.0,2811729.0,2888287.0,2965374.0,3041642.0,3117677.0,3192892.0,3268474.0,3343520.0,3418453.0,3494766.0,3571216.0,3647380.0,3723140.0,3799298.0,3874652.0,3950213.0,4025706.0,4100601.0,4175919.0,4251544.0,4327204.0,4402755.0,4477998.0,4553180.0,4628409.0,4703837.0,4778740.0,4853833.0,4929189.0,5004562.0,5079410.0,5170650.0,5249856.0,5322934.0,5398127.0
17,1016,846,norris,1,20,22,Suspension,88019,166807,244855,322878,401328,480300,559629,646205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1016,830,max_verstappen,9,5,1,Finished,88355,167402,245324,323151,401606,479527,557455,635216,713107.0,791293.0,869114.0,946673.0,1024221.0,1101569.0,1178913.0,1256311.0,1333380.0,1410436.0,1487961.0,1565887.0,1642736.0,1719548.0,1796595.0,1873126.0,1949875.0,2026697.0,2104046.0,2181138.0,2257983.0,2334662.0,2411837.0,2489025.0,2565593.0,2642541.0,2719658.0,2796957.0,2873371.0,2949785.0,3026418.0,3103151.0,3180211.0,3256965.0,3333670.0,3410964.0,3487716.0,3564322.0,3641062.0,3733847.0,3812706.0,3888421.0,3963818.0,4040228.0,4116161.0,4192009.0,4267854.0,4343836.0,4419820.0,4495660.0,4571511.0,4647671.0,4723833.0,4799863.0,4875737.0,4951684.0,5027347.0,5102372.0,5177139.0,5252672.0,5328893.0,5404739.0
10,1016,826,kvyat,5,10,11,+1 Lap,88760,168633,247776,326740,405883,484887,564271,643516,722839.0,801791.0,880811.0,975220.0,1056389.0,1134945.0,1213452.0,1291669.0,1369646.0,1447558.0,1525361.0,1603200.0,1680627.0,1757947.0,1835608.0,1913352.0,1991125.0,2068607.0,2145697.0,2223415.0,2301134.0,2378586.0,2455511.0,2533200.0,2611466.0,2688908.0,2765935.0,2842958.0,2920317.0,2997428.0,3074290.0,3150958.0,3227766.0,3304298.0,3381007.0,3457205.0,3533634.0,3610047.0,3687193.0,3765692.0,3843495.0,3920585.0,3997979.0,4075019.0,4151958.0,4229969.0,4306802.0,4383764.0,4460468.0,4537437.0,4613847.0,4690220.0,4766785.0,4843495.0,4920038.0,4996289.0,5072511.0,5149226.0,5227190.0,5304266.0,5381599.0,
