,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1,bottas,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,4
2,max_verstappen,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,12,0,0,0,0,0,0
3,raikkonen,4,4,4,4,4,4,4,4,4,4,4,4,4,10,9,8,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3
4,ricciardo,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,5,5,5,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5
5,hulkenberg,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,7,7,7,7,10,10,10,10,9,8,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6
6,leclerc,7,7,7,7,7,7,7,7,8,8,8,8,8,7,7,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ocon,8,8,8,8,8,8,8,9,9,9,9,9,9,8,8,9,9,9,8,13,12,11,11,11,10,9,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7
8,sainz,9,9,9,9,9,9,10,10,10,10,10,10,10,9,10,10,10,16,15,15,14,13,13,13,12,12,11,11,11,11,11,10,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,kevin_magnussen,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,10,9,8,7,7,7,7,7,11,10,10,10,10,10,11,9,9,9,9,9,9,9,9,10,9,9,9,9,8,8,8,8,8,8,9
10,alonso,11,11,11,11,12,12,12,12,12,12,12,12,12,17,16,16,16,15,14,14,13,12,12,12,11,10,9,9,9,9,9,7,10,10,10,10,10,10,10,10,9,10,10,10,10,9,9,9,9,9,9,8
11,gasly,12,12,12,12,13,13,13,13,13,13,13,13,13,12,12,12,12,11,10,9,15,14,14,14,13,13,12,12,12,12,12,12,14,13,13,13,13,11,11,11,12,12,12,12,12,11,11,11,11,10,10,10
12,grosjean,13,13,13,14,14,14,14,14,14,14,14,14,14,13,13,13,13,12,11,10,8,8,8,8,8,7,15,15,15,15,15,14,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,ericsson,14,14,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,12,11,9,9,9,9,15,15,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,vandoorne,15,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,13,12,11,16,16,16,16,16,16,16,16,16,16,15,13,15,15,15,15,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12
15,sirotkin,16,17,17,17,17,17,18,18,18,18,18,18,18,16,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,17,16,16,16,16,16,16,14,14,14,14,15,15,15,15,15,14,14,14,14,14,14
16,hamilton,17,15,14,13,11,10,9,8,7,6,6,6,6,5,5,5,5,4,3,3,3,2,3,3,3,6,6,6,6,6,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
17,stroll,18,18,18,18,19,19,19,19,19,19,19,19,19,18,18,18,18,19,18,18,18,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13
18,perez,19,19,19,19,18,18,17,17,17,17,17,17,17,19,19,19,19,18,16,16,16,15,15,15,14,14,13,13,13,13,13,13,15,14,14,14,14,12,12,12,11,11,11,11,11,10,10,10,10,11,11,11
