,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
3,998,20,vettel,6,1,1,Finished,94886,187804.0,280527.0,373635.0,466626.0,559985.0,653300.0,746602.0,839700.0,933056.0,1026743.0,1120527.0,1214507.0,1308384.0,1402567.0,1496985.0,1591040.0,1685392.0,1779760.0,1873505.0,1985603.0,2078636.0,2171492.0,2264621.0,2357366.0,2450788.0,2544241.0,2637274.0,2730404.0,2823499.0,2916388.0,3009563.0,3123707.0,3277671.0,3428828.0,3571694.0,3711885.0,3803791.0,3953815.0,4098748.0,4241517.0,4333267.0,4424801.0,4517886.0,4610076.0,4702006.0,4792702.0,4884460.0,4975653.0,5066769.0,5158190.0,5249784.0
8,998,822,bottas,131,4,1,Finished,96818,191278.0,284545.0,378161.0,471814.0,565308.0,659011.0,752231.0,845538.0,939144.0,1032830.0,1126358.0,1220353.0,1314444.0,1408404.0,1502198.0,1596271.0,1690287.0,1784163.0,1878000.0,1971608.0,2083111.0,2175347.0,2268018.0,2360968.0,2454372.0,2547164.0,2640449.0,2733281.0,2825913.0,2918837.0,3011632.0,3131399.0,3277120.0,3427226.0,3570689.0,3711228.0,3803020.0,3952392.0,4097745.0,4240798.0,4332671.0,4424048.0,4517199.0,4609432.0,4701237.0,4794648.0,4887851.0,4981911.0,5074210.0,5166419.0,5258667.0
11,998,830,max_verstappen,9,15,23,Brakes,98960,193326.0,287277.0,381310.0,475404.0,569322.0,663107.0,756854.0,850393.0,944218.0,1038042.0,1131864.0,1226203.0,1320486.0,1414780.0,1508598.0,1602066.0,1715292.0,1808704.0,1902328.0,1996012.0,2089890.0,2183382.0,2276848.0,2370617.0,2464198.0,2557625.0,2651095.0,2744179.0,2837813.0,2930975.0,3024488.0,3144019.0,3288885.0,3430739.0,3573801.0,3713338.0,3807613.0,3955992.0,4100870.0,4243122.0,4335129.0,4428818.0,4520998.0,4613112.0,4720679.0,,,,,,
2,998,8,raikkonen,6,3,1,Finished,100019,194309.0,288044.0,382069.0,476374.0,570217.0,664425.0,758194.0,851878.0,945962.0,1040228.0,1134319.0,1228390.0,1350952.0,1443222.0,1536270.0,1629315.0,1721450.0,1814038.0,1907452.0,2001767.0,2094503.0,2187628.0,2281048.0,2374271.0,2467716.0,2560907.0,2654186.0,2747002.0,2840691.0,2933770.0,3027213.0,3147611.0,3293318.0,3434252.0,3575165.0,3713630.0,3808927.0,3957019.0,4101720.0,4243673.0,4335908.0,4427197.0,4519204.0,4611450.0,4703293.0,4795817.0,4888559.0,4979935.0,5071476.0,5162271.0,5253436.0
7,998,817,ricciardo,9,5,1,Finished,100783,195205.0,289181.0,383205.0,477408.0,571518.0,665414.0,759350.0,853350.0,947439.0,1041574.0,1135455.0,1229967.0,1324208.0,1418592.0,1512408.0,1606591.0,1700024.0,1813124.0,1906515.0,1999900.0,2093095.0,2186839.0,2280107.0,2373138.0,2466344.0,2559278.0,2652371.0,2745309.0,2837949.0,2949590.0,3042509.0,3171442.0,3302566.0,3435377.0,3576626.0,3714363.0,3811091.0,3957994.0,4102759.0,4244255.0,4336847.0,4429443.0,4521703.0,4614029.0,4705618.0,4797327.0,4889433.0,4982481.0,5075056.0,5167001.0,5259284.0
5,998,807,hulkenberg,4,6,1,Finished,101799,197231.0,292164.0,387252.0,482555.0,578163.0,673992.0,769409.0,864901.0,961525.0,1056946.0,1152190.0,1248036.0,1343651.0,1439118.0,1534148.0,1630431.0,1725731.0,1820774.0,1915046.0,2030650.0,2125931.0,2221374.0,2317003.0,2412644.0,2507861.0,2603494.0,2698829.0,2793826.0,2888650.0,2983705.0,3092198.0,3220019.0,3322074.0,3437137.0,3578451.0,3715093.0,3815105.0,3959290.0,4103773.0,4244724.0,4339153.0,4433328.0,4527519.0,4621422.0,4715385.0,4809162.0,4902567.0,4996437.0,5090339.0,5184220.0,5278004.0
18,998,844,leclerc,15,19,27,Tyre,102640,198365.0,293574.0,388835.0,484514.0,579872.0,675571.0,770950.0,867043.0,962956.0,1058353.0,1153690.0,1249375.0,1344812.0,1440082.0,1535388.0,1631606.0,1726875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,998,839,ocon,10,7,1,Finished,103209,199619.0,295027.0,390432.0,486122.0,581806.0,677315.0,773590.0,869302.0,965019.0,1060555.0,1155800.0,1251527.0,1347291.0,1442670.0,1538828.0,1634070.0,1729344.0,1823726.0,1938282.0,2033521.0,2128293.0,2223522.0,2318358.0,2413592.0,2509215.0,2604705.0,2699714.0,2794817.0,2889906.0,2984898.0,3094092.0,3222599.0,3323323.0,3437938.0,3579366.0,3715589.0,3816670.0,3960282.0,4105264.0,4245147.0,4340275.0,4434719.0,4528811.0,4622912.0,4717059.0,4810745.0,4904351.0,4998326.0,5092190.0,5185835.0,5279714.0
12,998,832,sainz,4,17,4,Collision,103739,200453.0,295819.0,391096.0,487124.0,583292.0,679918.0,775489.0,871108.0,966918.0,1062482.0,1158034.0,1253938.0,1349612.0,1446094.0,1541900.0,1637431.0,1752425.0,1847163.0,1942337.0,2037901.0,2133211.0,2228497.0,2323271.0,2417873.0,2513218.0,2608006.0,2703036.0,2797930.0,2892597.0,2987838.0,3095187.0,3240009.0,3345303.0,3447618.0,3583611.0,3717353.0,,,,,,,,,,,,,,,
9,998,825,kevin_magnussen,210,9,1,Finished,104840,201831.0,297651.0,394490.0,490320.0,587119.0,682994.0,778748.0,874425.0,970453.0,1066173.0,1161705.0,1257411.0,1353770.0,1449430.0,1544484.0,1639712.0,1734758.0,1829542.0,1924317.0,2019007.0,2113817.0,2208298.0,2303113.0,2397077.0,2511544.0,2606436.0,2701299.0,2796503.0,2891508.0,2986469.0,3096315.0,3225657.0,3325161.0,3438737.0,3579806.0,3716190.0,3818183.0,3960984.0,4106369.0,4245957.0,4341295.0,4435467.0,4529615.0,4623646.0,4717874.0,4811674.0,4905278.0,4999344.0,5093160.0,5186836.0,5282972.0
