,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
3,61.0,4.0,alonso,1.0,1.0,Finished,83725.0,187191.0,317986.0,396055.0,473437.0,550320.0,627721.0,704632.0,781531.0,858480.0,935527.0,1013583.0,1091145.0,1168178.0,1244916.0,1321193.0,1397587.0,1473989.0,1550510.0,1626467.0,1702610.0,1778521.0,1873659.0,1951525.0,2027801.0,2105447.0,2182349.0,2259204.0,2335975.0,2413280.0,2491382.0,2568448.0,2645447.0,2722812.0,2800020.0,2876963.0,2953928.0,3031454.0,3108056.0,3184532.0,3261941.0,3338507.0,3415205.0,3492287.0,3568571.0,3645129.0,3722130.0,3799276.0,3876085.0,3969826.0,4049151.0,4127117.0,4204342.0,4281791.0,4359419.0,4437491.0,4515754.0,4594348.0,4673400.0,4753366.0,4886149.0,5011084.0,5133338.0,5211259.0,5289450.0,5367030.0,5443772.0,5520820.0,5599247.0,5677308.0
4,61.0,8.0,raikkonen,3.0,1.0,Finished,84079.0,188233.0,318427.0,396523.0,474085.0,551296.0,628646.0,705626.0,782428.0,859082.0,936143.0,1013864.0,1091625.0,1168686.0,1245580.0,1322117.0,1398738.0,1475201.0,1551581.0,1627613.0,1703853.0,1779694.0,1855721.0,1931896.0,2031438.0,2110977.0,2188217.0,2265838.0,2343217.0,2420823.0,2497848.0,2575109.0,2652198.0,2729507.0,2807318.0,2885738.0,2962667.0,3039298.0,3116151.0,3192874.0,3269900.0,3346518.0,3423265.0,3500575.0,3577756.0,3657292.0,3734340.0,3811688.0,3889151.0,3967927.0,4047277.0,4124793.0,4227160.0,4307199.0,4384985.0,4462707.0,4539987.0,4617769.0,4695907.0,4774354.0,4892396.0,5016699.0,5137194.0,5216691.0,5294422.0,5371356.0,5448047.0,5524963.0,5605658.0,5686121.0
11,61.0,21.0,fisichella,4.0,1.0,Finished,84665.0,189572.0,319926.0,397892.0,475650.0,552837.0,637355.0,716204.0,793851.0,871724.0,949385.0,1027374.0,1105105.0,1182771.0,1261891.0,1339115.0,1416676.0,1493966.0,1572163.0,1649142.0,1726852.0,1804719.0,1883579.0,1962495.0,2059984.0,2139747.0,2217935.0,2295846.0,2373969.0,2451857.0,2529577.0,2607221.0,2684992.0,2763496.0,2840995.0,2918823.0,2996306.0,3073632.0,3150711.0,3229468.0,3306949.0,3384741.0,3464326.0,3541396.0,3621081.0,3698138.0,3774917.0,3853563.0,3930232.0,4007004.0,4084485.0,4181229.0,4261182.0,4338984.0,4416358.0,4494229.0,4572263.0,4650963.0,4729139.0,4810822.0,4902233.0,5026250.0,5141385.0,5221966.0,5300661.0,5379846.0,5458186.0,5536201.0,5613910.0,5692987.0
8,61.0,15.0,trulli,6.0,11.0,+1 Lap,86139.0,191863.0,321039.0,400106.0,478678.0,557095.0,635328.0,713708.0,792124.0,870025.0,947867.0,1025612.0,1103499.0,1181076.0,1258579.0,1336150.0,1413968.0,1491718.0,1569560.0,1647410.0,1725445.0,1803977.0,1882773.0,1961922.0,2063455.0,2145215.0,2223915.0,2302987.0,2381398.0,2459765.0,2538220.0,2616384.0,2694343.0,2772134.0,2850005.0,2927583.0,3005138.0,3083576.0,3162608.0,3241237.0,3321887.0,3400188.0,3478502.0,3556743.0,3634634.0,3712869.0,3790988.0,3886562.0,3967961.0,4047937.0,4127857.0,4206150.0,4284125.0,4361682.0,4439206.0,4517166.0,4595618.0,4674047.0,4755152.0,4887762.0,5012323.0,5135952.0,5215947.0,5296576.0,5376150.0,5454319.0,5532249.0,5610582.0,5688881.0,
2,61.0,3.0,rosberg,21.0,3.0,Accident,86579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,61.0,31.0,montoya,18.0,3.0,Accident,86632.0,226651.0,333567.0,416105.0,494598.0,573514.0,653833.0,733352.0,813046.0,892472.0,971969.0,1050550.0,1133407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,61.0,30.0,michael_schumacher,2.0,1.0,Finished,87304.0,192621.0,321239.0,400635.0,479024.0,557512.0,635806.0,714129.0,792483.0,870577.0,948369.0,1026589.0,1104201.0,1181882.0,1259482.0,1338177.0,1415816.0,1493336.0,1570711.0,1648025.0,1726057.0,1804220.0,1883197.0,1961003.0,2037752.0,2114732.0,2191295.0,2268901.0,2345575.0,2422177.0,2499472.0,2594494.0,2674266.0,2751630.0,2828405.0,2905198.0,2982749.0,3061938.0,3138988.0,3215804.0,3292765.0,3369921.0,3447620.0,3529172.0,3607303.0,3684911.0,3761970.0,3840198.0,3917666.0,3995761.0,4072988.0,4151785.0,4228823.0,4308005.0,4385383.0,4463480.0,4557068.0,4636348.0,4713848.0,4792573.0,4896714.0,5020280.0,5139274.0,5218967.0,5297155.0,5374420.0,5450821.0,5526814.0,5602814.0,5679419.0
10,61.0,18.0,button,9.0,11.0,+1 Lap,88841.0,193656.0,322437.0,403310.0,482648.0,561332.0,640445.0,719260.0,798799.0,877207.0,956015.0,1034557.0,1113550.0,1191721.0,1270034.0,1348243.0,1426283.0,1504919.0,1583822.0,1661989.0,1739990.0,1818399.0,1896637.0,1975131.0,2053813.0,2134834.0,2233380.0,2313755.0,2392366.0,2471669.0,2550615.0,2629401.0,2707940.0,2786801.0,2866044.0,2945505.0,3024481.0,3103339.0,3182930.0,3263258.0,3342510.0,3421474.0,3500620.0,3580606.0,3659574.0,3739025.0,3817035.0,3895449.0,3974621.0,4053240.0,4132612.0,4228830.0,4310844.0,4389731.0,4469278.0,4547913.0,4626393.0,4704451.0,4784281.0,4893186.0,5017348.0,5138188.0,5218661.0,5299037.0,5378438.0,5459565.0,5540294.0,5619356.0,5698332.0,
20,61.0,35.0,villeneuve,16.0,3.0,Accident,89315.0,195010.0,324051.0,404908.0,484583.0,563759.0,642533.0,721355.0,800220.0,879935.0,958516.0,1036932.0,1115116.0,1194502.0,1273012.0,1351126.0,1429278.0,1509349.0,1587982.0,1666291.0,1745737.0,1824129.0,1902238.0,1980589.0,2058737.0,2137181.0,2215972.0,2294120.0,2371514.0,2449161.0,2526898.0,2604523.0,2699908.0,2780493.0,2858466.0,2937114.0,3015611.0,3093883.0,3171696.0,3250110.0,3329718.0,3408529.0,3486772.0,3565074.0,3643084.0,3721631.0,3801129.0,3879751.0,3957815.0,4036091.0,4114204.0,4192189.0,4270773.0,4349158.0,4445852.0,4525644.0,4603619.0,4681352.0,,,,,,,,,,,,
6,61.0,13.0,massa,5.0,1.0,Finished,89929.0,195887.0,325094.0,405595.0,485130.0,564354.0,643463.0,722147.0,801057.0,880809.0,959358.0,1037632.0,1116044.0,1195028.0,1274046.0,1352515.0,1430437.0,1508368.0,1586063.0,1664977.0,1742636.0,1820099.0,1897858.0,1975881.0,2054069.0,2134433.0,2211849.0,2289261.0,2366881.0,2444284.0,2521592.0,2599402.0,2677387.0,2755639.0,2833188.0,2931731.0,3013270.0,3091023.0,3169052.0,3247908.0,3329049.0,3407540.0,3485795.0,3563979.0,3642373.0,3720900.0,3800776.0,3879197.0,3957026.0,4035018.0,4112986.0,4191093.0,4270311.0,4348347.0,4426719.0,4505172.0,4582660.0,4660368.0,4738100.0,4820582.0,4904464.0,5027221.0,5142404.0,5224148.0,5304223.0,5382629.0,5461262.0,5541570.0,5621661.0,5702480.0
