,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,barrichello,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,button,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,massa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6
3,vettel,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4
4,webber,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,9,9,9,9,8,8,7,7,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,alonso,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,10,10,10,9,9,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,4,8,8,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
6,rosberg,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,2,2,2,2,2,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,glock,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
8,heidfeld,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,6,6,6,6,6,6,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9,raikkonen,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,kovalainen,11,12,11,11,11,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,nakajima,12,10,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,11,11,10,10,10,10,10,10,10,10,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,11,10,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
12,kubica,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,9,8,7,7,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
13,piquet_jr,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,10,10,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
14,hamilton,15,15,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,10,9,8,8,8,7,7,7,6,6,6,6,6,7,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
