,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
16,5.0,22.0,barrichello,2.0,1.0,Finished,104931.0,251493.0,389363.0,526249.0,666309.0,750890.0,835062.0,919000.0,1002888.0,1086607.0,1169941.0,1253044.0,1336138.0,1419164.0,1502238.0,1585319.0,1668412.0,1751431.0,1836664.0,1941397.0,2024966.0,2108318.0,2191672.0,2274960.0,2358337.0,2441346.0,2524350.0,2607112.0,2689892.0,2772721.0,2857665.0,2962099.0,3046196.0,3130102.0,3213833.0,3297728.0,3381286.0,3465341.0,3548832.0,3632743.0,3716396.0,3800312.0,3884173.0,3967690.0,4051072.0,4134666.0,4218349.0,4301885.0,4385270.0,4471525.0,4578042.0,4663817.0,4749284.0,4834503.0,4919565.0,5004503.0,5089260.0,5173888.0,5258676.0,5343341.0,5427914.0,5512375.0,5597000.0,5681703.0,5766835.0,5852258.0
13,5.0,18.0,button,1.0,1.0,Finished,105986.0,252452.0,390421.0,527191.0,666764.0,751877.0,836202.0,920100.0,1003949.0,1087693.0,1171278.0,1254503.0,1337755.0,1420705.0,1503833.0,1586897.0,1669796.0,1755410.0,1862753.0,1946918.0,2031118.0,2115290.0,2199546.0,2283671.0,2367795.0,2451937.0,2535694.0,2619301.0,2702947.0,2786315.0,2869775.0,2953665.0,3037407.0,3120843.0,3204229.0,3287623.0,3371029.0,3454492.0,3537977.0,3621431.0,3704875.0,3788512.0,3872073.0,3955656.0,4039120.0,4122711.0,4206248.0,4292465.0,4400740.0,4485965.0,4570927.0,4655715.0,4740413.0,4825242.0,4909787.0,4994072.0,5078184.0,5162281.0,5246377.0,5330369.0,5414870.0,5499384.0,5583716.0,5667967.0,5752247.0,5839202.0
11,5.0,13.0,massa,6.0,1.0,Finished,107282.0,253520.0,391468.0,527984.0,667357.0,753378.0,838009.0,922387.0,1006590.0,1090599.0,1174358.0,1258109.0,1341597.0,1424686.0,1508456.0,1592117.0,1675460.0,1758821.0,1842352.0,1927897.0,2034728.0,2118919.0,2202916.0,2286730.0,2370799.0,2454791.0,2538905.0,2622561.0,2706049.0,2789659.0,2873208.0,2956979.0,3041042.0,3124932.0,3208732.0,3292362.0,3376042.0,3459608.0,3542976.0,3626241.0,3709411.0,3792589.0,3878090.0,3986129.0,4071897.0,4157594.0,4243184.0,4328611.0,4414241.0,4499726.0,4585592.0,4671630.0,4757487.0,4843002.0,4928215.0,5013650.0,5099066.0,5183903.0,5268658.0,5353456.0,5438014.0,5523275.0,5611647.0,5700717.0,5791964.0,5890029.0
14,5.0,20.0,vettel,4.0,1.0,Finished,108214.0,254182.0,392053.0,528651.0,667965.0,753904.0,838836.0,923122.0,1007491.0,1091603.0,1175349.0,1258936.0,1342516.0,1425932.0,1509449.0,1592816.0,1676344.0,1759700.0,1843305.0,1928762.0,2035475.0,2119859.0,2203887.0,2287819.0,2371989.0,2455748.0,2539874.0,2623956.0,2707501.0,2791027.0,2874391.0,2957997.0,3041947.0,3125899.0,3209616.0,3293432.0,3377091.0,3460660.0,3544099.0,3627618.0,3710708.0,3793979.0,3879661.0,3987679.0,4072783.0,4158358.0,4243939.0,4329506.0,4415081.0,4500468.0,4586335.0,4672014.0,4758075.0,4843820.0,4928828.0,5014324.0,5099607.0,5184479.0,5269569.0,5354058.0,5438724.0,5523522.0,5607608.0,5691161.0,5774799.0,5858143.0
12,5.0,17.0,webber,3.0,1.0,Finished,109246.0,255375.0,393938.0,529808.0,668770.0,754749.0,839748.0,924308.0,1008378.0,1092429.0,1176257.0,1259921.0,1343573.0,1427218.0,1510698.0,1594305.0,1677751.0,1760863.0,1846509.0,1956507.0,2041562.0,2126660.0,2211438.0,2296126.0,2380529.0,2464632.0,2548490.0,2632507.0,2716496.0,2800460.0,2884227.0,2967880.0,3051444.0,3134888.0,3218453.0,3302162.0,3385550.0,3469072.0,3552569.0,3636118.0,3719565.0,3802990.0,3886569.0,3970209.0,4053885.0,4137618.0,4221208.0,4305053.0,4388980.0,4475232.0,4580816.0,4665853.0,4750693.0,4836208.0,4921173.0,5005967.0,5090565.0,5175144.0,5259864.0,5344417.0,5428954.0,5513590.0,5598139.0,5682934.0,5768005.0,5853126.0
4,5.0,4.0,alonso,5.0,1.0,Finished,110860.0,256470.0,394592.0,531016.0,669004.0,755652.0,841000.0,925626.0,1009987.0,1094145.0,1178122.0,1261958.0,1345890.0,1429310.0,1512851.0,1596628.0,1680221.0,1766366.0,1874437.0,1959140.0,2044047.0,2128754.0,2213557.0,2298307.0,2383072.0,2467776.0,2552369.0,2636750.0,2721013.0,2805133.0,2889170.0,2973335.0,3057585.0,3141616.0,3225558.0,3309522.0,3393457.0,3477447.0,3561513.0,3645399.0,3729070.0,3812997.0,3896872.0,3984093.0,4092823.0,4178717.0,4264405.0,4349942.0,4435204.0,4521133.0,4606741.0,4691988.0,4777075.0,4862017.0,4947175.0,5032364.0,5117128.0,5201807.0,5286473.0,5370957.0,5455694.0,5540292.0,5624988.0,5709441.0,5793893.0,5882368.0
3,5.0,3.0,rosberg,8.0,1.0,Finished,111701.0,257422.0,395167.0,531758.0,669602.0,757072.0,842725.0,927843.0,1012542.0,1097275.0,1181606.0,1265822.0,1350849.0,1435630.0,1520203.0,1604442.0,1688260.0,1772517.0,1856689.0,1942658.0,2026841.0,2110935.0,2195138.0,2278759.0,2365046.0,2471772.0,2556598.0,2641414.0,2726005.0,2810341.0,2894557.0,2978756.0,3062987.0,3147245.0,3231287.0,3315234.0,3399151.0,3483119.0,3567500.0,3651542.0,3735667.0,3820253.0,3904667.0,3989183.0,4073715.0,4158882.0,4244437.0,4329858.0,4417977.0,4526455.0,4613423.0,4699295.0,4785061.0,4871205.0,4956797.0,5042892.0,5129149.0,5215142.0,5301044.0,5386051.0,5472666.0,5559244.0,5645953.0,5731847.0,5817715.0,5904413.0
9,5.0,10.0,glock,10.0,11.0,+1 Lap,112932.0,259055.0,396970.0,533787.0,670144.0,757626.0,843495.0,928754.0,1014127.0,1098536.0,1183065.0,1267581.0,1351986.0,1436767.0,1521530.0,1605904.0,1692511.0,1800808.0,1886120.0,1971138.0,2056100.0,2141406.0,2226237.0,2311469.0,2396360.0,2481250.0,2566121.0,2651122.0,2735728.0,2820616.0,2905432.0,2993490.0,3078931.0,3164245.0,3249113.0,3333826.0,3418285.0,3502615.0,3587143.0,3671721.0,3756183.0,3840853.0,3925318.0,4009452.0,4094650.0,4180559.0,4268616.0,4374783.0,4460783.0,4547346.0,4634605.0,4721420.0,4807568.0,4894059.0,4980049.0,5065842.0,5152159.0,5238997.0,5325387.0,5411105.0,5496800.0,5582514.0,5669685.0,5755243.0,5840990.0,
2,5.0,2.0,heidfeld,7.0,1.0,Finished,115307.0,260455.0,398568.0,535327.0,670624.0,758675.0,844904.0,930480.0,1015969.0,1101036.0,1185864.0,1270946.0,1356596.0,1441466.0,1527312.0,1611999.0,1697489.0,1782147.0,1866994.0,1951448.0,2037046.0,2122157.0,2207000.0,2291602.0,2376046.0,2460206.0,2544360.0,2628460.0,2712338.0,2796413.0,2883091.0,2987999.0,3072574.0,3156969.0,3241093.0,3325173.0,3409129.0,3493247.0,3577311.0,3661313.0,3745211.0,3829170.0,3913455.0,3997454.0,4081438.0,4165330.0,4249350.0,4333762.0,4418273.0,4505253.0,4610999.0,4697227.0,4783420.0,4869209.0,4954896.0,5040547.0,5125932.0,5210974.0,5296320.0,5381394.0,5466412.0,5551263.0,5636344.0,5721293.0,5806421.0,5891514.0
7,5.0,8.0,raikkonen,15.0,9.0,Hydraulics,115745.0,261268.0,399360.0,536248.0,670903.0,759369.0,845487.0,930986.0,1016477.0,1101603.0,1186480.0,1271200.0,1357060.0,1441854.0,1527883.0,1612373.0,1697924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
