,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
11,19,13,massa,6,19,20,Spun off,103304,201267.0,298562.0,396141.0,493184.0,589986.0,687262.0,784167.0,881195.0,977458.0,1073815.0,1169923.0,1266158.0,1362118.0,1458032.0,1554020.0,1652938.0,1775606.0,1873473.0,1971219.0,2068354.0,2165545.0,2262476.0,2359222.0,2455930.0,2552891.0,2649832.0,2746648.0,2842989.0,2939371.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,8,raikkonen,6,1,1,Finished,104338,202456.0,300261.0,397731.0,494913.0,591998.0,688921.0,785628.0,882477.0,979121.0,1075620.0,1171960.0,1268155.0,1364026.0,1460014.0,1555980.0,1651659.0,1750214.0,1872221.0,1969041.0,2065647.0,2162018.0,2258584.0,2355092.0,2451895.0,2548651.0,2645287.0,2741859.0,2838268.0,2934431.0,3030563.0,3127930.0,3225217.0,3321868.0,3418549.0,3514763.0,3610168.0,3710134.0,3832761.0,3929120.0,4026060.0,4122639.0,4219479.0,4316784.0,4413771.0,4510484.0,4606892.0,4703499.0,4799740.0,4896965.0,4993168.0,5089644.0,5185629.0,5281986.0,5378573.0,5478555.0
7,19,9,kubica,2,2,1,Finished,105825,204588.0,303106.0,401303.0,499439.0,597267.0,694972.0,792541.0,889993.0,986982.0,1083939.0,1180780.0,1277550.0,1374250.0,1470826.0,1567535.0,1663793.0,1759993.0,1856096.0,1952335.0,2052875.0,2176295.0,2273559.0,2370839.0,2468353.0,2565659.0,2662917.0,2760358.0,2857983.0,2955450.0,3053062.0,3150297.0,3247553.0,3344758.0,3441564.0,3537947.0,3634759.0,3731080.0,3827001.0,3923297.0,4019813.0,4116392.0,4216374.0,4337026.0,4433810.0,4530453.0,4627069.0,4724075.0,4820712.0,4917348.0,5014369.0,5111236.0,5207866.0,5304223.0,5400802.0,5498125.0
15,19,17,webber,9,7,1,Finished,106561,205930.0,305011.0,403847.0,502453.0,600618.0,698900.0,797112.0,895075.0,992807.0,1090256.0,1187760.0,1285152.0,1382408.0,1479477.0,1579836.0,1706032.0,1805487.0,1904430.0,2003244.0,2101879.0,2200467.0,2299084.0,2397674.0,2495901.0,2594082.0,2691980.0,2790029.0,2887644.0,2985441.0,3082850.0,3180513.0,3277854.0,3375126.0,3472279.0,3569186.0,3666220.0,3763159.0,3863523.0,3985423.0,4084604.0,4182776.0,4281203.0,4379542.0,4477353.0,4574921.0,4672647.0,4770467.0,4867774.0,4964970.0,5062180.0,5159160.0,5255856.0,5352562.0,5449289.0,5546685.0
0,19,1,hamilton,1,5,1,Finished,107175,206556.0,305652.0,404666.0,503806.0,602443.0,700975.0,798745.0,896485.0,993971.0,1091352.0,1188631.0,1285764.0,1382950.0,1480064.0,1577076.0,1673227.0,1769215.0,1868449.0,2003940.0,2102304.0,2201158.0,2299805.0,2398139.0,2496827.0,2595000.0,2692755.0,2790613.0,2888706.0,2986320.0,3083780.0,3181081.0,3278668.0,3375895.0,3472948.0,3569955.0,3666859.0,3763790.0,3860938.0,3957599.0,4054628.0,4151003.0,4247207.0,4346553.0,4468890.0,4564980.0,4660959.0,4756901.0,4852975.0,4949179.0,5044953.0,5141010.0,5236472.0,5332351.0,5428232.0,5525103.0
13,19,15,trulli,7,4,1,Finished,107964,207561.0,306476.0,405327.0,504394.0,602947.0,701906.0,800172.0,897821.0,995423.0,1092815.0,1190103.0,1287152.0,1384409.0,1481118.0,1578114.0,1678182.0,1802846.0,1900649.0,1998359.0,2095864.0,2193400.0,2291000.0,2388877.0,2486565.0,2584383.0,2681951.0,2779326.0,2876710.0,2973563.0,3070985.0,3168679.0,3266673.0,3363635.0,3461043.0,3557716.0,3654429.0,3750924.0,3847677.0,3948749.0,4072234.0,4169976.0,4267270.0,4364418.0,4461567.0,4558657.0,4655698.0,4752480.0,4849375.0,4945915.0,5042351.0,5138644.0,5234712.0,5331187.0,5427631.0,5524387.0
4,19,5,kovalainen,1,3,1,Finished,109043,208575.0,307821.0,407196.0,506670.0,605961.0,705043.0,803298.0,901295.0,998718.0,1095879.0,1193073.0,1290195.0,1387075.0,1483766.0,1580656.0,1677056.0,1773425.0,1869347.0,1968246.0,2094243.0,2191989.0,2290051.0,2387998.0,2485733.0,2583465.0,2680828.0,2778198.0,2875346.0,2972554.0,3070326.0,3168102.0,3265907.0,3363068.0,3460127.0,3556619.0,3653212.0,3749817.0,3846626.0,3943814.0,4040877.0,4137891.0,4234310.0,4330359.0,4429906.0,4551096.0,4647446.0,4744158.0,4840789.0,4937181.0,5033548.0,5129901.0,5226424.0,5323204.0,5419682.0,5517005.0
12,19,14,coulthard,9,9,1,Finished,109564,209989.0,310474.0,412450.0,514211.0,614908.0,714942.0,814706.0,914206.0,1013131.0,1111615.0,1209999.0,1308115.0,1406526.0,1504481.0,1602590.0,1700243.0,1797872.0,1895375.0,1992684.0,2090176.0,2187500.0,2288278.0,2412853.0,2511088.0,2609588.0,2708121.0,2806645.0,2904745.0,3002895.0,3100605.0,3198644.0,3296529.0,3394115.0,3491146.0,3588449.0,3685834.0,3783169.0,3880817.0,3977703.0,4075306.0,4172677.0,4269475.0,4369572.0,4491099.0,4588149.0,4685139.0,4781943.0,4878764.0,4975908.0,5072810.0,5169188.0,5266025.0,5362236.0,5458442.0,5554775.0
3,19,4,alonso,4,8,1,Finished,109893,210651.0,310998.0,412422.0,512932.0,612403.0,711987.0,811450.0,910151.0,1008675.0,1107077.0,1205291.0,1303345.0,1400932.0,1498231.0,1595786.0,1692914.0,1790061.0,1886900.0,1983703.0,2080366.0,2180797.0,2304729.0,2403301.0,2502535.0,2600566.0,2698238.0,2796233.0,2894206.0,2991863.0,3089565.0,3187436.0,3284973.0,3382207.0,3479287.0,3576109.0,3672870.0,3769461.0,3866013.0,3962301.0,4063661.0,4185875.0,4283874.0,4381335.0,4479461.0,4576764.0,4674060.0,4771392.0,4868577.0,4965666.0,5062733.0,5160246.0,5256963.0,5353992.0,5450383.0,5548596.0
1,19,2,heidfeld,2,6,1,Finished,110353,211076.0,311439.0,411880.0,510216.0,608281.0,706974.0,805520.0,903857.0,1001201.0,1098228.0,1195279.0,1292383.0,1388976.0,1485527.0,1582511.0,1682950.0,1806934.0,1905412.0,2004716.0,2103092.0,2201742.0,2300418.0,2398867.0,2497346.0,2595751.0,2693761.0,2791487.0,2889384.0,2987934.0,3085709.0,3183281.0,3280883.0,3378149.0,3475042.0,3571793.0,3668945.0,3765468.0,3862157.0,3958433.0,4059349.0,4179352.0,4276420.0,4372722.0,4470511.0,4567371.0,4664108.0,4760586.0,4856679.0,4952968.0,5049180.0,5144934.0,5241158.0,5336768.0,5432134.0,5528388.0
