,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,massa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,4,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,raikkonen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,kubica,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2
3,webber,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,12,11,11,10,10,10,8,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,7,10,10,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7
4,hamilton,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,11,11,11,9,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
5,trulli,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,9,9,8,8,8,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,7,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
6,kovalainen,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,3,2,7,6,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3
7,coulthard,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,9,7,7,6,5,5,4,13,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9
8,alonso,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,6,6,5,4,4,12,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,6,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8
9,heidfeld,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,7,12,12,12,12,12,10,9,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,5,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6
10,button,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,8,8,7,6,7,14,14,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,9,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10
11,piquet_jr,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,9,9,9,7,6,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,vettel,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,11,11,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,rosberg,14,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,17,17,17,17,17,17,17,17,19,18,18,18,18,18,17,17,17,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
14,sutil,15,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,barrichello,16,15,16,16,16,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,12,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,0
16,nakajima,17,16,15,15,15,14,14,13,13,13,13,13,13,13,13,13,18,18,17,17,15,15,15,15,13,13,13,13,13,16,15,15,15,15,15,15,15,15,14,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0
17,fisichella,18,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,16,16,16,16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,15,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,0
18,sato,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,16,16,18,18,17,18,18,18,18,18,18,19,19,18,17,17,17,17,17,18,18,18,18,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
19,davidson,20,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17,17,16,16,19,19,19,19,19,19,19,18,18,17,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
