,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
3,990,20,vettel,6,1,1,Finished,95238,195743.0,326422.0,442972.0,538693.0,634062.0,729583.0,825278.0,921093.0,1016814.0,1112783.0,1208962.0,1305059.0,1401355.0,1497849.0,1594281.0,1690874.0,1790184.0,1904892.0,1999588.0,2094041.0,2188702.0,2283315.0,2378348.0,2474650.0,2569239.0,2663966.0,2758910.0,2853863.0,2949365.0,3044680.0,3139567.0,3234447.0,3329536.0,3424265.0,3519077.0,3613668.0,3708265.0,3803013.0,3897813.0,3992890.0,4087875.0,4182953.0,4278094.0,4373576.0,4469013.0,4564032.0,4659298.0,4754600.0,4849934.0,4945340.0,5040752.0,5136557.0,5232335.0,5328282.0,5424907.0,5521940.0
8,990,822,bottas,131,2,1,Finished,96705,198246.0,327549.0,444305.0,540634.0,636326.0,732082.0,828021.0,923906.0,1019831.0,1116098.0,1212224.0,1308295.0,1404569.0,1500776.0,1597072.0,1693156.0,1789520.0,1885845.0,1985189.0,2101772.0,2195512.0,2290241.0,2384827.0,2479257.0,2574269.0,2669268.0,2763901.0,2858529.0,2953540.0,3048884.0,3143912.0,3238834.0,3333820.0,3429313.0,3524298.0,3619533.0,3714749.0,3809955.0,3905340.0,4000214.0,4095400.0,4191144.0,4285690.0,4380322.0,4474813.0,4570001.0,4664734.0,4759932.0,4854580.0,4949040.0,5043639.0,5138261.0,5233689.0,5329303.0,5425667.0,5522639.0
2,990,8,raikkonen,6,18,36,Wheel,97661,201247.0,329253.0,447217.0,543177.0,638932.0,734736.0,830764.0,926925.0,1023006.0,1119149.0,1215314.0,1311879.0,1408247.0,1504591.0,1601349.0,1698105.0,1795085.0,1894272.0,2009066.0,2103477.0,2197814.0,2292401.0,2387107.0,2481873.0,2576614.0,2671369.0,2766061.0,2860855.0,2955559.0,3050449.0,3145744.0,3240692.0,3335841.0,3433729.0,,,,,,,,,,,,,,,,,,,,,,
7,990,817,ricciardo,9,20,10,Electrical,98684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,990,842,gasly,5,4,1,Finished,100323,204808.0,334242.0,452231.0,549847.0,646804.0,743666.0,841601.0,939714.0,1036743.0,1133771.0,1230884.0,1328036.0,1425120.0,1524776.0,1641224.0,1736949.0,1834167.0,1930430.0,2026798.0,2122383.0,2218356.0,2314363.0,2410586.0,2506831.0,2602981.0,2699070.0,2795136.0,2891114.0,2987219.0,3083640.0,3179921.0,3276367.0,3375444.0,3491493.0,3586784.0,3681824.0,3776947.0,3872364.0,3967416.0,4062359.0,4157380.0,4252436.0,4347376.0,4442314.0,4537177.0,4632258.0,4727586.0,4822717.0,4917618.0,5012803.0,5107912.0,5203054.0,5298060.0,5393311.0,5488624.0,5584174.0
9,990,825,kevin_magnussen,210,5,1,Finished,100943,205997.0,335384.0,452933.0,551554.0,649615.0,747305.0,844905.0,942449.0,1039913.0,1137113.0,1234360.0,1334225.0,1450573.0,1548429.0,1644558.0,1740999.0,1837514.0,1934145.0,2030980.0,2127954.0,2225278.0,2321844.0,2418171.0,2514351.0,2611074.0,2710393.0,2826483.0,2920810.0,3017918.0,3114151.0,3208939.0,3304048.0,3399363.0,3494682.0,3590041.0,3685319.0,3780391.0,3875604.0,3970789.0,4065995.0,4161169.0,4256353.0,4351490.0,4446532.0,4541759.0,4636993.0,4732402.0,4827870.0,4923349.0,5019402.0,5115262.0,5211278.0,5307368.0,5403454.0,5499171.0,5596986.0
14,990,839,ocon,10,10,11,+1 Lap,102078,208660.0,338165.0,454366.0,553932.0,652354.0,750020.0,847935.0,945843.0,1043633.0,1141612.0,1239563.0,1337703.0,1436207.0,1537198.0,1653876.0,1750242.0,1848136.0,1946071.0,2044754.0,2141781.0,2238667.0,2335954.0,2433121.0,2530472.0,2628031.0,2725267.0,2822758.0,2919746.0,3016928.0,3113941.0,3211536.0,3308585.0,3405803.0,3506771.0,3621905.0,3717101.0,3812144.0,3907624.0,4003338.0,4099324.0,4195397.0,4291362.0,4387675.0,4483729.0,4579663.0,4675839.0,4773562.0,4869673.0,4966072.0,5062423.0,5158936.0,5255744.0,5351219.0,5447230.0,5543685.0,
5,990,807,hulkenberg,4,6,1,Finished,102566,210214.0,338871.0,454310.0,552553.0,650226.0,747948.0,845547.0,943277.0,1040905.0,1138436.0,1235912.0,1333300.0,1430617.0,1530627.0,1647388.0,1742974.0,1839071.0,1935353.0,2032106.0,2128613.0,2225783.0,2324347.0,2420108.0,2516133.0,2612494.0,2709133.0,2805280.0,2901660.0,2998067.0,3094452.0,3191119.0,3288086.0,3384963.0,3481915.0,3578821.0,3675694.0,3772385.0,3871830.0,3986468.0,4081976.0,4177414.0,4272492.0,4367700.0,4462811.0,4557931.0,4652871.0,4747679.0,4842664.0,4937331.0,5032158.0,5127020.0,5221935.0,5316892.0,5411618.0,5509813.0,5620964.0
1,990,4,alonso,1,7,11,+1 Lap,102922,211734.0,340402.0,454700.0,552994.0,651076.0,748729.0,846473.0,944134.0,1042130.0,1139739.0,1237550.0,1335056.0,1435223.0,1551462.0,1648364.0,1745136.0,1842082.0,1938849.0,2035721.0,2132492.0,2229264.0,2326127.0,2422813.0,2519562.0,2616033.0,2712384.0,2808952.0,2905424.0,3001806.0,3098522.0,3195567.0,3292023.0,3388448.0,3484992.0,3582002.0,3678391.0,3774753.0,3874131.0,3989194.0,4084534.0,4180229.0,4275724.0,4371463.0,4466983.0,4561598.0,4655766.0,4750080.0,4844304.0,4938679.0,5033517.0,5128084.0,5223019.0,5317856.0,5412827.0,5523550.0,
0,990,1,hamilton,131,3,1,Finished,103446,212664.0,341186.0,454822.0,551754.0,647667.0,744218.0,839654.0,935515.0,1031768.0,1127534.0,1223400.0,1319654.0,1416004.0,1512093.0,1608147.0,1704300.0,1800427.0,1896703.0,1992681.0,2088855.0,2184901.0,2281014.0,2377387.0,2474314.0,2574697.0,2689244.0,2783370.0,2877644.0,2972239.0,3066660.0,3161036.0,3255409.0,3349833.0,3444142.0,3538499.0,3633583.0,3727875.0,3822252.0,3916443.0,4011121.0,4105565.0,4200105.0,4294889.0,4389829.0,4486920.0,4581993.0,4677005.0,4772390.0,4867061.0,4961014.0,5055001.0,5149830.0,5244780.0,5339338.0,5433460.0,5528452.0
