,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,bottas,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,raikkonen,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ricciardo,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,gasly,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,9,8,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,kevin_magnussen,6,5,5,5,5,6,6,6,6,6,6,6,7,15,13,10,9,9,8,8,7,7,6,6,6,6,7,11,10,9,9,8,8,8,8,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,ocon,7,6,6,7,9,9,9,9,9,9,9,9,9,8,9,16,15,14,13,12,11,11,11,10,10,10,10,8,8,8,8,9,9,9,10,13,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,10,10,10,0
7,hulkenberg,8,7,7,6,7,7,7,7,7,7,7,7,6,6,6,11,10,10,9,9,8,8,7,7,7,7,6,6,6,6,6,6,6,6,5,4,4,4,4,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,alonso,9,8,8,8,8,8,8,8,8,8,8,8,8,7,15,13,11,11,10,10,9,9,8,8,8,8,8,7,7,7,7,7,7,7,6,5,5,5,6,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9,hamilton,10,9,9,9,6,5,5,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10,max_verstappen,11,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,brendon_hartley,12,10,10,10,10,10,10,10,10,10,10,10,10,9,7,5,5,5,5,6,17,16,15,15,15,15,14,13,12,12,11,11,11,11,11,9,9,9,9,9,10,11,13,13,13,12,12,12,12,12,12,12,12,12,12,12,0
12,sainz,13,11,11,11,11,11,11,11,11,11,11,11,11,10,8,8,16,16,15,14,12,12,12,11,12,13,16,15,15,15,14,15,14,14,14,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,11,11,11,0
13,ericsson,14,12,12,12,12,12,12,12,12,12,12,12,12,11,10,6,6,6,6,7,6,6,9,14,14,12,12,12,11,11,10,10,10,10,9,8,8,8,8,6,6,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,0
14,stroll,15,13,13,13,15,15,15,15,15,16,17,17,17,17,17,17,17,17,17,17,16,17,16,16,16,16,15,16,16,17,17,17,17,17,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
15,grosjean,16,14,14,14,13,13,14,14,14,13,13,13,13,12,11,7,7,8,16,16,13,13,13,12,11,11,11,9,9,10,15,14,13,13,13,11,11,11,11,11,11,10,10,10,12,14,14,14,14,14,14,14,14,14,14,14,0
16,leclerc,17,15,16,17,17,17,17,17,17,17,15,15,15,14,14,14,13,15,14,15,15,14,14,13,13,14,13,14,13,13,13,13,15,15,17,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,0
17,vandoorne,18,16,15,15,14,14,13,13,13,14,16,16,16,16,16,15,14,13,12,11,10,10,10,9,9,9,9,10,14,14,12,12,12,12,12,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,0
18,sirotkin,19,17,17,16,16,16,16,16,16,15,14,14,14,13,12,12,12,12,11,13,14,15,17,17,17,17,17,17,17,16,16,16,16,16,15,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
