,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,1009,1,hamilton,131,1,1,Finished,134661,302958,459009,623247,727229,831915,960299.0,1107761.0,1212656.0,1317800.0,1422724.0,1527916.0,1632937.0,1737704.0,1843067.0,1947951.0,2052925.0,2158080.0,2262343.0,2366331.0,2470517.0,2574636.0,2679020.0,2783544.0,2887794.0,2992231.0,3097296.0,3201302.0,3304781.0,3408026.0,3511326.0,3614786.0,3718249.0,3821432.0,3925237.0,4028436.0,4131573.0,4235170.0,4338580.0,4441556.0,4545202.0,4648072.0,4750749.0,4853878.0,4956949.0,5059337.0,5162948.0,5265733.0,5369184.0,5471277.0,5572647.0,5674543.0,5775900.0,5877686.0,5980382.0
7,1009,822,bottas,131,5,1,Finished,142875,304187,460618,624388,729164,834796,963655.0,1098657.0,1203768.0,1308749.0,1413783.0,1518911.0,1623765.0,1728344.0,1833202.0,1939429.0,2063868.0,2166963.0,2270578.0,2374507.0,2478904.0,2583004.0,2687094.0,2791248.0,2895410.0,2999987.0,3104812.0,3208248.0,3311277.0,3414435.0,3517961.0,3620936.0,3724029.0,3827386.0,3934185.0,4039003.0,4142199.0,4248565.0,4354040.0,4459526.0,4581957.0,4682910.0,4785221.0,4887176.0,4989417.0,5093472.0,5197403.0,5301941.0,5405043.0,5508693.0,5611506.0,5714308.0,5819047.0,5923774.0,6028339.0
3,1009,20,vettel,6,2,1,Finished,144248,304868,462639,625656,730526,836023,965535.0,1100734.0,1205146.0,1310201.0,1415573.0,1520830.0,1626168.0,1731089.0,1838186.0,1963400.0,2067002.0,2170387.0,2274162.0,2378059.0,2481877.0,2585581.0,2689429.0,2793347.0,2897296.0,3001809.0,3106571.0,3210036.0,3313053.0,3416080.0,3519515.0,3622540.0,3725809.0,3829177.0,3932618.0,4036116.0,4138764.0,4241532.0,4344390.0,4447338.0,4550405.0,4653166.0,4756266.0,4859004.0,4961584.0,5064334.0,5168066.0,5270834.0,5373621.0,5475629.0,5577079.0,5679312.0,5780800.0,5881667.0,5982963.0
2,1009,8,raikkonen,6,19,75,Power loss,144723,307077,463342,626157,731355,846737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1009,844,leclerc,15,7,1,Finished,147322,307988,464334,626595,732526,838861,970399.0,1116402.0,1222707.0,1329263.0,1436876.0,1543988.0,1651428.0,1758990.0,1867189.0,1975195.0,2083126.0,2190921.0,2298564.0,2405868.0,2512812.0,2619439.0,2725724.0,2832309.0,2939871.0,3046547.0,3153339.0,3258366.0,3363235.0,3467617.0,3572332.0,3676581.0,3780373.0,3884849.0,3989359.0,4094193.0,4198474.0,4303681.0,4408656.0,4513011.0,4616966.0,4720766.0,4824549.0,4928070.0,5032027.0,5137447.0,5242242.0,5346538.0,5450745.0,5554458.0,5658037.0,5761547.0,5864572.0,5967448.0,6071171.0
6,1009,817,ricciardo,9,4,1,Finished,148804,309475,466678,627197,733364,840780,973157.0,1105286.0,1209147.0,1313740.0,1418410.0,1523012.0,1628129.0,1732923.0,1837965.0,1942596.0,2047203.0,2151670.0,2255964.0,2360322.0,2464305.0,2568173.0,2672054.0,2777365.0,2882592.0,2987431.0,3094129.0,3198433.0,3301839.0,3405106.0,3508599.0,3611801.0,3716414.0,3837832.0,3939081.0,4041772.0,4144717.0,4249307.0,4352513.0,4455005.0,4556900.0,4659328.0,4761248.0,4863660.0,4965996.0,5068618.0,5172050.0,5276295.0,5379555.0,5481849.0,5584101.0,5686964.0,5789417.0,5892440.0,5995761.0
4,1009,154,grosjean,210,9,11,+1 Lap,149795,310569,467781,627843,734416,841593,975161.0,1120076.0,1227111.0,1334986.0,1442210.0,1549704.0,1657797.0,1765844.0,1873425.0,1981221.0,2088951.0,2196277.0,2303650.0,2411020.0,2518791.0,2626247.0,2734020.0,2840922.0,2947833.0,3054857.0,3162938.0,3269359.0,3375658.0,3484328.0,3591779.0,3697075.0,3802452.0,3907174.0,4012311.0,4117465.0,4222438.0,4327373.0,4432325.0,4537287.0,4641742.0,4745861.0,4849779.0,4954808.0,5061827.0,5166787.0,5273305.0,5381791.0,5486344.0,5590008.0,5693790.0,5797581.0,5900945.0,6004140.0,
13,1009,839,ocon,10,17,5,Engine,150399,311411,468457,628237,735538,844301,977801.0,1109995.0,1215914.0,1322288.0,1428833.0,1535923.0,1643362.0,1750821.0,1858364.0,1968208.0,2076702.0,2185228.0,2310020.0,2415439.0,2522047.0,2628666.0,2735565.0,2842129.0,2948578.0,3055601.0,3163587.0,3270144.0,3376325.0,3483262.0,3590005.0,3694915.0,3799147.0,3903342.0,4007596.0,4112306.0,4217818.0,4321938.0,4426217.0,4530154.0,4633745.0,4737437.0,4841338.0,4945745.0,,,,,,,,,,,
10,1009,830,max_verstappen,9,3,1,Finished,152833,312144,469235,628646,736009,842610,974489.0,1106837.0,1211204.0,1315249.0,1419623.0,1524146.0,1629021.0,1734053.0,1839229.0,1944329.0,2051007.0,2172603.0,2276068.0,2379861.0,2483576.0,2587235.0,2691104.0,2795125.0,2898838.0,3003229.0,3107959.0,3211631.0,3314739.0,3417739.0,3521190.0,3624453.0,3727428.0,3830753.0,3934852.0,4039725.0,4143194.0,4246752.0,4349452.0,4451881.0,4554642.0,4657017.0,4759354.0,4862019.0,4964350.0,5066631.0,5170269.0,5274265.0,5377460.0,5479647.0,5581556.0,5684429.0,5786737.0,5889345.0,5993088.0
5,1009,815,perez,10,8,1,Finished,153936,313813,470680,629222,737276,845173,979022.0,1110905.0,1216984.0,1323869.0,1430542.0,1537446.0,1644685.0,1752027.0,1859557.0,1966985.0,2073547.0,2179822.0,2285862.0,2391927.0,2498115.0,2603968.0,2709960.0,2816198.0,2922499.0,3030955.0,3155729.0,3259640.0,3363994.0,3468661.0,3573754.0,3678167.0,3782832.0,3887627.0,3992614.0,4097059.0,4201421.0,4306205.0,4411104.0,4515773.0,4619989.0,4724203.0,4828076.0,4931900.0,5035883.0,5140946.0,5244668.0,5348893.0,5452687.0,5556250.0,5659270.0,5762577.0,5865393.0,5968212.0,6071657.0
11,1009,832,sainz,4,6,1,Finished,155068,315017,472143,629614,738045,845892,982604.0,1112528.0,1218695.0,1325713.0,1432591.0,1539617.0,1647370.0,1754557.0,1861925.0,1969047.0,2077421.0,2184090.0,2289824.0,2395752.0,2501471.0,2606805.0,2711990.0,2817720.0,2923846.0,3030197.0,3135890.0,3240014.0,3343959.0,3447627.0,3551445.0,3655205.0,3758745.0,3862597.0,3966404.0,4070671.0,4176769.0,4300043.0,4403271.0,4506548.0,4609531.0,4711715.0,4814653.0,4917999.0,5021816.0,5126313.0,5229830.0,5334256.0,5437975.0,5540655.0,5644174.0,5746909.0,5848448.0,5949799.0,6052930.0
9,1009,828,ericsson,15,18,75,Power loss,157243,317125,473633,630235,738770,846745,981813.0,1111824.0,1218032.0,1324930.0,1431840.0,1538933.0,1646860.0,1756162.0,1863887.0,1971525.0,2080154.0,2187923.0,2294466.0,2401043.0,2507389.0,2613466.0,2719774.0,2826407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
