,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1,951,3,rosberg,131,1,1,Finished,125911,309075,472313,574328,677042,779604,881488,983987,1086184,1188276,1290320,1391944,1493398,1594843,1696207,1797831,1900430,2002577,2104555,2206850,2313254,2434757,2536297,2637488,2738681,2839980,2940950,3041936,3143186,3244287,3346065,3448460,3550411,3651280.0,3752795.0,3853245.0,3952861.0,4052824.0,4153108.0,4253494.0,4354536.0,4456025.0,4556691.0,4657563.0,4758876.0,4859994.0,4961643.0,5062736.0,5163368.0,5263166.0,5362963.0,5462057.0,5561997.0
3,951,8,raikkonen,6,3,1,Finished,127594,309971,473404,577779,680612,783501,888321,991029,1093914,1196473,1298992,1401834,1504607,1607119,1710036,1813396,1915772,2018115,2120318,2226749,2348984,2450693,2552385,2653963,2755698,2857233,2958529,3060311,3161725,3263391,3365075,3466838,3568458,3670284.0,3772081.0,3873719.0,3975252.0,4077435.0,4178614.0,4279776.0,4380915.0,4481636.0,4582310.0,4682708.0,4783008.0,4883648.0,4983749.0,5084710.0,5185535.0,5286770.0,5388444.0,5490095.0,5593995.0
10,951,822,bottas,3,4,1,Finished,128947,311120,473828,577310,679939,783005,886371,989329,1091901,1194497,1297145,1399769,1502662,1605575,1708793,1816764,1939302,2041848,2146122,2248454,2351156,2453556,2555853,2657819,2760028,2862088,2964317,3066313,3168338,3270456,3372422,3474235,3576165,3678025.0,3780555.0,3881954.0,3983113.0,4084384.0,4185988.0,4287423.0,4388845.0,4490313.0,4591718.0,4693335.0,4794757.0,4896336.0,4998101.0,5099906.0,5202074.0,5304208.0,5406679.0,5509143.0,5612214.0
4,951,13,massa,3,5,1,Finished,130032,312164,474369,580370,683872,786984,890572,993557,1096229,1198959,1301896,1404672,1507847,1610955,1714206,1818012,1921961,2031362,2154509,2256746,2358984,2461398,2564030,2666405,2768669,2871133,2973220,3075234,3177173,3278927,3380830,3482558,3584148,3685613.0,3787345.0,3888827.0,3990424.0,4091833.0,4193314.0,4294951.0,4396914.0,4499184.0,4601492.0,4704180.0,4807391.0,4915109.0,5036522.0,5136379.0,5236290.0,5336584.0,5436415.0,5536158.0,5636424.0
0,951,1,hamilton,131,2,1,Finished,130775,312797,474772,578568,681445,784152,887254,989972,1092656,1195238,1297803,1400470,1503943,1606493,1709496,1812644,1919023,2042274,2143534,2244704,2346271,2447744,2549284,2650206,2751674,2852789,2953986,3054634,3155531,3256500,3357253,3458102,3558843,3659660.0,3760529.0,3860795.0,3961551.0,4062945.0,4164746.0,4266379.0,4367704.0,4469224.0,4570310.0,4671495.0,4772410.0,4872925.0,4974025.0,5075633.0,5177133.0,5278478.0,5380111.0,5482531.0,5587019.0
14,951,830,max_verstappen,5,19,131,Power Unit,132634,313750,475158,580974,684926,788511,892316,995939,1099577,1203192,1306985,1410587,1514207,1617745,1721153,1824474,1928003,2031793,2135538,2239219,2343060,2451187,2575290,2677936,2780536,2883169,2985783,3088240,3190785,3292976,3395275,3497304,3599884,,,,,,,,,,,,,,,,,,,,
2,951,4,alonso,1,6,11,+1 Lap,135276,314843,475640,581699,686198,790351,894917,999273,1103241,1207561,1311867,1416221,1520318,1624497,1728612,1832877,1936868,2040839,2145187,2249636,2357795,2481848,2585389,2689022,2792917,2896036,2999200,3102932,3205982,3309302,3412939,3515933,3618769,3722032.0,3825147.0,3927365.0,4029658.0,4132159.0,4234580.0,4337435.0,4439746.0,4540772.0,4644001.0,4746461.0,4848919.0,4951977.0,5055301.0,5155777.0,5259608.0,5362314.0,5464756.0,5565103.0,
12,951,826,kvyat,9,15,11,+1 Lap,135725,325924,481137,586855,693502,801808,908302,1018763,1152803,1257284,1361709,1466116,1571065,1675583,1780293,1885525,1990940,2094763,2198793,2302427,2406362,2510100,2613622,2716875,2820326,2924236,3030156,3134371,3238376,3342668,3446447,3551977,3654983,3758099.0,3862449.0,3965244.0,4067819.0,4170645.0,4273275.0,4376186.0,4478802.0,4583278.0,4686455.0,4788799.0,4891396.0,4994575.0,5096955.0,5200013.0,5302792.0,5408777.0,5512184.0,5615730.0,
6,951,154,grosjean,210,8,11,+1 Lap,135967,316435,476493,582601,687305,792267,897087,1001970,1106475,1211120,1315413,1419633,1523930,1628508,1732913,1837237,1946662,2072545,2176273,2279838,2383865,2487525,2591280,2694646,2798196,2901685,3004782,3108531,3214096,3317657,3421061,3524617,3627763,3730945.0,3833939.0,3936728.0,4039391.0,4141722.0,4244186.0,4346751.0,4449452.0,4551930.0,4654209.0,4756411.0,4858775.0,4961234.0,5064779.0,5167105.0,5269286.0,5371404.0,5473430.0,5575693.0,
11,951,825,kevin_magnussen,4,7,11,+1 Lap,137527,317354,477092,583215,688569,793597,898436,1003012,1107861,1212551,1316910,1421263,1525740,1630171,1734335,1843186,1967392,2071354,2175162,2278750,2382277,2485738,2589357,2692732,2796495,2900219,3003842,3107327,3212873,3316495,3419750,3522995,3626227,3729621.0,3832404.0,3935199.0,4037794.0,4140202.0,4242593.0,4344983.0,4447536.0,4550382.0,4652713.0,4754989.0,4857390.0,4959599.0,5061932.0,5165441.0,5267520.0,5369352.0,5471487.0,5573741.0,
17,951,835,jolyon_palmer,4,13,11,+1 Lap,138297,318122,477784,583933,689654,795303,900553,1005517,1110321,1214939,1319595,1424125,1528582,1637471,1762477,1866117,1970308,2074729,2178613,2282188,2385993,2491992,2595760,2699418,2802953,2906308,3009669,3113536,3217203,3322070,3425683,3529467,3632650,3735944.0,3838839.0,3941863.0,4044523.0,4147256.0,4250302.0,4353207.0,4458158.0,4561255.0,4664277.0,4767382.0,4870098.0,4973244.0,5078006.0,5181178.0,5285251.0,5391476.0,5494943.0,5598112.0,
16,951,832,sainz,5,12,11,+1 Lap,139684,319210,478139,584261,690666,796246,902679,1008220,1113438,1218868,1328809,1454072,1557841,1661933,1765636,1869238,1972561,2076276,2179857,2283266,2386678,2490245,2593569,2696858,2799954,2903315,3006447,3109438,3215470,3318888,3423754,3526481,3629150,3732542.0,3835212.0,3938269.0,4041159.0,4143698.0,4246445.0,4348907.0,4451112.0,4553377.0,4656005.0,4759698.0,4862453.0,4965127.0,5068409.0,5173202.0,5276185.0,5379750.0,5484675.0,5588066.0,
15,951,831,nasr,15,16,11,+1 Lap,141088,320605,478442,584754,691206,796748,903384,1010403,1116987,1223956,1329225,1439385,1564789,1668895,1773169,1877522,1981861,2086292,2191174,2295818,2400349,2504774,2608882,2713626,2817884,2922505,3028555,3133285,3237574,3341937,3449344,3553646,3657446,3762139.0,3865775.0,3968715.0,4071703.0,4174456.0,4277430.0,4382082.0,4485108.0,4588246.0,4691683.0,4795856.0,4898546.0,5001042.0,5103730.0,5206085.0,5308450.0,5410703.0,5513689.0,5617320.0,
8,951,817,ricciardo,9,11,11,+1 Lap,141271,328333,482776,590495,696325,803196,909257,1015153,1120749,1226385,1331831,1436885,1542015,1646821,1751838,1856564,1961195,2065856,2170413,2274391,2378557,2483567,2587784,2691940,2795911,2899549,3003087,3106698,3219749,3344586,3446976,3548299,3652572,3755093.0,3857254.0,3959915.0,4061564.0,4165885.0,4267448.0,4369254.0,4470830.0,4572908.0,4674167.0,4776142.0,4877664.0,4978843.0,5080079.0,5181910.0,5283652.0,5385904.0,5487108.0,5588842.0,
5,951,18,button,1,10,11,+1 Lap,142586,323608,479361,585270,691708,797308,903877,1009477,1114467,1219512,1324956,1429006,1533151,1637275,1741377,1845388,1949227,2053059,2157553,2265623,2390662,2494209,2597686,2700777,2803734,2907053,3010249,3114314,3217689,3320816,3424597,3527727,3630392,3733322.0,3836050.0,3939092.0,4041915.0,4144450.0,4247266.0,4349725.0,4452038.0,4554151.0,4656629.0,4760454.0,4863010.0,4965669.0,5069081.0,5172416.0,5274326.0,5376046.0,5478398.0,5581179.0,
18,951,836,wehrlein,209,18,12,+2 Laps,143577,324721,479982,586096,692696,798154,904659,1010999,1117771,1223396,1328457,1433608,1543414,1671367,1775827,1879870,1983773,2087661,2192093,2296746,2401191,2505592,2610121,2714423,2819201,2923512,3030816,3135625,3239553,3343956,3450589,3554563,3658507,3763223.0,3867015.0,3971222.0,4075452.0,4181017.0,4291836.0,4446722.0,4559016.0,4661483.0,4763390.0,4866637.0,4969507.0,5072827.0,5178004.0,5281983.0,5391965.0,5496339.0,5599352.0,,
