,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
10,vergne,11,11,11,11,10,10,10,10,9,11,11,11,12,16,14,14,13,12,11,11,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,15,15,15,15,15,15,15,14,14,14,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
11,grosjean,12,12,12,13,15,15,16,16,15,15,15,15,15,12,11,11,10,11,10,10,10,11,12,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,gutierrez,13,13,14,15,14,14,14,14,13,13,13,13,13,11,17,17,17,17,16,16,16,15,15,14,14,14,14,14,14,14,14,16,14,14,14,14,14,13,12,12,13,14,14,14,13,13,13,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
13,maldonado,14,15,15,16,16,16,15,15,14,14,14,14,14,10,8,8,8,9,17,15,14,14,14,13,13,13,13,13,13,13,12,12,12,11,10,10,9,9,13,13,12,12,12,12,12,12,11,11,11,11,11,11,10,9,9,9,9,10,10,11,11,11,11,11,11,11,0
14,ricciardo,15,14,13,12,12,12,11,11,10,9,8,8,11,15,13,12,11,10,9,9,8,8,8,8,8,8,7,7,8,8,7,7,7,6,7,8,8,8,8,7,7,7,7,7,7,7,8,8,8,8,8,8,7,7,7,5,5,5,5,5,5,6,6,6,6,6,6
15,chilton,16,16,17,18,18,18,18,18,18,17,17,17,17,17,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
16,hamilton,17,17,16,14,13,13,12,12,11,10,10,10,7,5,3,2,2,2,2,3,3,3,3,3,3,5,8,8,7,7,6,6,5,4,3,3,3,3,3,3,2,2,5,5,5,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
17,kobayashi,18,18,19,19,19,19,19,19,19,18,18,18,18,19,19,19,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0
18,jules_bianchi,19,19,18,17,17,17,17,17,17,16,16,16,16,14,12,13,12,14,13,17,17,17,17,17,17,17,16,16,16,16,16,15,15,15,15,16,16,16,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
19,ericsson,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0
