,0,1,2
0,3,131,1:16.540
1,822,3,1:16.759
2,13,3,1:17.078
3,825,1,1:17.214
4,817,9,1:17.273
5,20,9,1:17.577
6,4,6,1:17.649
7,826,5,1:17.965
8,807,10,1:18.014
9,815,10,1:18.035
10,18,1,1:18.193
11,8,6,1:18.273
12,818,5,1:18.285
13,821,15,1:18.739
14,154,208,1:18.894
15,1,131,1:18.683
16,16,15,1:19.142
17,824,206,1:19.676
18,813,208,1:20.195
19,155,207,1:20.408
20,820,206,1:20.489
21,828,207,3:00.00
