,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
13,909,818,vergne,5,13,11,+1 Lap,124224,238571,323310,408079,491698,575269,658846,742517,827045,912504,997269,1081946,1169909,1268800,1352666,1436958,1520624,1603925,1687368,1771591,1855768,1939959,2023407,2107358,2192189,2277002,2361483.0,2446530.0,2531246.0,2615770.0,2700242.0,2785049.0,2869638.0,2954137.0,3038790.0,3124034.0,3212687.0,3317238.0,3399349.0,3481550.0,3563786.0,3647362.0,3731289.0,3814667.0,3898089.0,3981732.0,4065302.0,4150236.0,4237092.0,4334838.0,4416871.0,4498834.0,4580922.0,4662819.0,4745132.0,4827409.0,4910373.0,4992249.0,5074191.0,5156533.0,5239004.0,5321583.0,5404206.0,5486573.0,5569087.0,5651755.0,
7,909,154,grosjean,208,21,47,Water leak,124645,239098,325042,410770,496717,582002,667503,752225,836751,921381,1006072,1090761,1175179,1260208,1346454,1431496,1516090,1601278,1686040,1770928,1857234,1942941,2028570,2118222,2215356,2299493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,909,821,gutierrez,15,14,11,+1 Lap,125303,239510,325863,411783,495591,579129,663187,747106,831520,915654,1000201,1084988,1170044,1258641,1358679,1442232,1526128,1610941,1695657,1780347,1864457,1947837,2031572,2115933,2200044,2284191,2368254.0,2452731.0,2537096.0,2622505.0,2711083.0,2812782.0,2895317.0,2978354.0,3061407.0,3144603.0,3227955.0,3311123.0,3394562.0,3478018.0,3562123.0,3646904.0,3730732.0,3813938.0,3897451.0,3980731.0,4064374.0,4147974.0,4232614.0,4319240.0,4417402.0,4500424.0,4583234.0,4665603.0,4749014.0,4831814.0,4914411.0,4996900.0,5079311.0,5161719.0,5243727.0,5326158.0,5408896.0,5491932.0,5574843.0,5658091.0,
10,909,813,maldonado,208,12,11,+1 Lap,126109,240147,326476,412316,497209,582420,666377,750491,834979,918916,1003049,1087049,1171069,1255652,1339911,1425836,1510486,1598882,1696183,1779441,1862650,1946308,2029592,2113359,2196990,2280787,2365071.0,2449036.0,2533786.0,2618544.0,2702529.0,2786942.0,2872736.0,2956588.0,3040963.0,3125440.0,3210586.0,3299046.0,3395668.0,3478407.0,3560712.0,3643893.0,3726793.0,3810152.0,3893242.0,3976330.0,4059378.0,4142327.0,4225202.0,4308251.0,4391628.0,4474841.0,4558529.0,4642628.0,4726390.0,4809764.0,4892998.0,4977086.0,5060267.0,5144518.0,5228384.0,5311693.0,5395446.0,5481983.0,5566803.0,5651018.0,
12,909,817,ricciardo,9,6,1,Finished,126569,239730,325354,409190,492884,576844,660429,743473,827420,911230,995413,1079992,1168629,1266109,1349880,1433392,1516483,1599553,1683062,1766275,1849294,1931939,2014536,2097189,2179908,2263047,2345945.0,2429186.0,2513504.0,2597168.0,2680575.0,2764097.0,2847780.0,2931677.0,3018393.0,3115273.0,3196758.0,3277961.0,3359370.0,3440471.0,3521501.0,3603577.0,3686751.0,3769803.0,3853171.0,3939751.0,4035476.0,4116502.0,4197542.0,4279162.0,4360638.0,4442327.0,4523173.0,4604041.0,4685371.0,4766943.0,4848362.0,4929841.0,5012464.0,5094859.0,5176872.0,5260378.0,5342852.0,5426300.0,5509371.0,5591907.0,5675463.0
14,909,820,chilton,206,17,12,+2 Laps,127643,240999,327548,414605,500314,585628,670755,755911,841563,927110,1012533,1098136,1183949,1270860,1358746,1449161,1553181,1637514,1721989,1806981,1891995,1977194,2062873,2149083,2234157,2319155,2404285.0,2489892.0,2575932.0,2661438.0,2747335.0,2837926.0,2938693.0,3022648.0,3106827.0,3192087.0,3276360.0,3361601.0,3445934.0,3530287.0,3614755.0,3700001.0,3784379.0,3869039.0,3953881.0,4039116.0,4127283.0,4227445.0,4310508.0,4393543.0,4477671.0,4561206.0,4644358.0,4728739.0,4812461.0,4896598.0,4980982.0,5064523.0,5148118.0,5231846.0,5320518.0,5406107.0,5490345.0,5576328.0,5661470.0,,
0,909,1,hamilton,131,3,1,Finished,129422,241155,326707,410894,493952,577289,661176,744113,827793,911545,996632,1080774,1164870,1248418,1330770,1413360,1495788,1578228,1661300,1745118,1828527,1911874,1995467,2079445,2163233,2250764,2348081.0,2430109.0,2512035.0,2595149.0,2677388.0,2760003.0,2842495.0,2924490.0,3006181.0,3088327.0,3170524.0,3252740.0,3335090.0,3417518.0,3499980.0,3585033.0,3681647.0,3762371.0,3842713.0,3923661.0,4004334.0,4085020.0,4165275.0,4249460.0,4345654.0,4425940.0,4505848.0,4586189.0,4666613.0,4747275.0,4827994.0,4908442.0,4989032.0,5070264.0,5152224.0,5234215.0,5316205.0,5398583.0,5480422.0,5562404.0,5645444.0
8,909,155,kobayashi,207,16,12,+2 Laps,130574,242145,328772,415157,501132,586784,672105,758176,843674,929901,1015610,1102013,1187771,1275588,1366413,1466388,1550590,1635567,1720493,1805582,1891034,1976407,2061880,2148196,2233203,2318391,2403163.0,2488439.0,2574951.0,2660487.0,2746176.0,2835001.0,2936878.0,3021129.0,3105075.0,3189361.0,3274508.0,3358929.0,3443850.0,3528115.0,3612495.0,3697063.0,3782378.0,3866871.0,3951598.0,4037180.0,4121686.0,4209663.0,4309532.0,4392398.0,4475620.0,4560038.0,4643326.0,4727152.0,4810927.0,4895348.0,4978364.0,5062877.0,5146047.0,5229296.0,5312995.0,5396929.0,5482396.0,5565703.0,5649390.0,,
17,909,824,jules_bianchi,206,15,11,+1 Lap,131313,242588,327968,414019,499440,584548,669475,754157,839117,924009,1009345,1094109,1179003,1264223,1349449,1435130,1520113,1606683,1691844,1780456,1880305,1964295,2048297,2132522,2217004,2301925,2386631.0,2471307.0,2555919.0,2640419.0,2727322.0,2811805.0,2897176.0,2981837.0,3066458.0,3151523.0,3236157.0,3320946.0,3407002.0,3491810.0,3576761.0,3662335.0,3747160.0,3831946.0,3920022.0,4021739.0,4104883.0,4187843.0,4271738.0,4355513.0,4438692.0,4521761.0,4606539.0,4691640.0,4774580.0,4857147.0,4939669.0,5022360.0,5105666.0,5189363.0,5272875.0,5356391.0,5440298.0,5524654.0,5608452.0,5692992.0,
20,909,828,ericsson,207,18,12,+2 Laps,133129,243145,332931,442454,528102,614002,699962,785591,870998,956471,1042378,1128237,1214274,1300506,1386825,1473407,1560308,1651049,1752769,1837324,1921923,2007897,2092749,2178447,2264732,2350508,2435735.0,2521058.0,2606256.0,2691606.0,2776727.0,2864171.0,2949510.0,3035039.0,3120713.0,3206053.0,3291577.0,3377112.0,3463732.0,3549189.0,3639261.0,3739185.0,3824012.0,3907428.0,3990864.0,4074611.0,4157881.0,4241274.0,4324504.0,4408280.0,4492414.0,4576372.0,4661473.0,4746921.0,4831219.0,4916376.0,5000751.0,5085283.0,5171169.0,5256064.0,5342496.0,5428369.0,5514305.0,5600557.0,5690325.0,,
