,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
1,909,3,rosberg,131,1,1,Finished,113344,233261,315581,398175,480340,562447,644254,726388,808770,890851,973054,1055520,1138268,1221259,1307654,1405608,1488265,1570520,1652593,1734595,1816435,1898336,1980354,2063186,2145669,2227715,2310337.0,2392966.0,2475774.0,2559222.0,2642255.0,2725541.0,2808137.0,2890773.0,2973497.0,3056430.0,3139379.0,3222557.0,3306100.0,3391904.0,3479277.0,3577538.0,3659281.0,3740763.0,3822302.0,3903611.0,3985048.0,4066574.0,4148575.0,4230735.0,4312528.0,4394476.0,4476356.0,4559147.0,4641131.0,4722716.0,4804038.0,4885837.0,4967871.0,5049728.0,5131552.0,5213329.0,5295516.0,5377742.0,5459825.0,5541616.0,5622914.0
16,909,822,bottas,3,2,1,Finished,114220,234061,317281,400001,482897,565702,648720,731433,814318,897115,980234,1063710,1147314,1230945,1317732,1414918,1497300,1579698,1661935,1743840,1826872,1909387,1992179,2074806,2157635,2240535,2323471.0,2406785.0,2490120.0,2573243.0,2656352.0,2739403.0,2822242.0,2905117.0,2988219.0,3071335.0,3154777.0,3238436.0,3322022.0,3409014.0,3507003.0,3589210.0,3671388.0,3753421.0,3834915.0,3917370.0,3999390.0,4081696.0,4164126.0,4246544.0,4329087.0,4411706.0,4494010.0,4576987.0,4659703.0,4741848.0,4823841.0,4905946.0,4987949.0,5069768.0,5151696.0,5233663.0,5315692.0,5398049.0,5479880.0,5561684.0,5643703.0
6,909,20,vettel,9,4,1,Finished,115278,234631,318181,401083,483838,566681,649742,732845,816200,899281,982525,1066188,1150080,1236878,1334761,1417488,1500102,1583138,1666325,1749420,1832653,1915837,1998881,2082019,2165037,2248184,2331369.0,2414826.0,2498353.0,2581855.0,2665471.0,2749121.0,2833414.0,2920027.0,3017042.0,3098829.0,3180882.0,3263260.0,3344805.0,3426952.0,3508737.0,3590933.0,3672932.0,3755041.0,3840372.0,3936899.0,4019502.0,4102459.0,4184283.0,4266621.0,4348980.0,4430918.0,4512782.0,4594760.0,4676565.0,4758596.0,4840475.0,4922185.0,5004122.0,5086326.0,5168529.0,5250815.0,5333183.0,5416027.0,5498999.0,5582322.0,5666928.0
2,909,4,alonso,6,5,1,Finished,115736,235002,318869,401930,484555,567798,650967,734138,817310,900678,983921,1070161,1167747,1251577,1335475,1418744,1501853,1585197,1668292,1751133,1834370,1917174,2000105,2082973,2165883,2249038,2332360.0,2416183.0,2500328.0,2584360.0,2668061.0,2752015.0,2839148.0,2935036.0,3016248.0,3098128.0,3180457.0,3262657.0,3344269.0,3426017.0,3507848.0,3590186.0,3672176.0,3754236.0,3836489.0,3918889.0,4001261.0,4083955.0,4167271.0,4250198.0,4333280.0,4416500.0,4500180.0,4584557.0,4671642.0,4768939.0,4849487.0,4930322.0,5012742.0,5095292.0,5177211.0,5259089.0,5340808.0,5423333.0,5506688.0,5590353.0,5675381.0
9,909,807,hulkenberg,10,7,1,Finished,116476,235376,319872,403612,486693,569700,653073,736434,820080,903938,987897,1071988,1156208,1243445,1341577,1424701,1507859,1591044,1674541,1757135,1840109,1923525,2006723,2089927,2173149,2256324,2339603.0,2423850.0,2507908.0,2591752.0,2675763.0,2759750.0,2844379.0,2928513.0,3012196.0,3096166.0,3180177.0,3265474.0,3353567.0,3450834.0,3533296.0,3616187.0,3698430.0,3780528.0,3863049.0,3945955.0,4028795.0,4111977.0,4194843.0,4277377.0,4359777.0,4441886.0,4524880.0,4607970.0,4690371.0,4773041.0,4855611.0,4938312.0,5021254.0,5104805.0,5187337.0,5270749.0,5353620.0,5436574.0,5519375.0,5602603.0,5687092.0
5,909,18,button,1,8,1,Finished,117463,235800,320375,404376,487462,570514,653890,737168,820925,904802,988973,1073131,1160489,1261166,1344080,1427559,1511067,1594006,1677045,1760500,1843613,1926901,2010115,2093390,2176730,2260079,2343325.0,2427199.0,2510877.0,2594750.0,2682024.0,2778082.0,2859981.0,2942281.0,3024921.0,3107610.0,3190306.0,3272652.0,3355157.0,3437846.0,3520314.0,3602987.0,3686034.0,3769115.0,3852003.0,3935542.0,4018816.0,4102062.0,4185592.0,4268556.0,4351639.0,4434727.0,4517718.0,4601069.0,4684647.0,4768757.0,4852544.0,4936151.0,5020092.0,5104286.0,5192020.0,5288391.0,5369759.0,5451105.0,5533894.0,5617158.0,5707625.0
19,909,826,kvyat,5,20,44,Oil leak,117962,236210,321444,405958,489592,573298,656936,740642,837411,936359,1019689,1103322,1187878,1272410,1356704,1440755,1525416,1610427,1695158,1779120,1864054,1949360,2033659,2118134,2202572,2288904,2373526.0,2458062.0,2542645.0,2628260.0,2713779.0,2802755.0,2901551.0,2983730.0,3066843.0,3149385.0,3231885.0,3314744.0,3397362.0,3479960.0,3562849.0,3645807.0,3728669.0,3811656.0,,,,,,,,,,,,,,,,,,,,,,,
11,909,815,perez,10,10,11,+1 Lap,118775,236581,321217,405344,488809,572295,656150,740262,825405,910157,994942,1079652,1164811,1254702,1355078,1437990,1521605,1605087,1688449,1772487,1857844,1941738,2025580,2110230,2194177,2278184,2362496.0,2447592.0,2533037.0,2617371.0,2702046.0,2786600.0,2871799.0,2959664.0,3057913.0,3140921.0,3223987.0,3307343.0,3390792.0,3474222.0,3556883.0,3639903.0,3722702.0,3805162.0,3887570.0,3970420.0,4053041.0,4135906.0,4219038.0,4302422.0,4385717.0,4472553.0,4570008.0,4650760.0,4731727.0,4812961.0,4894474.0,4975565.0,5056831.0,5137939.0,5219516.0,5301976.0,5384621.0,5467567.0,5550514.0,5633317.0,
3,909,8,raikkonen,6,11,11,+1 Lap,120335,237296,322453,406971,490912,574572,658124,741943,826096,910481,996326,1080530,1166349,1251336,1336657,1421236,1505391,1589687,1673706,1761834,1859600,1943234,2026015,2108160,2191258,2273837,2357097.0,2440735.0,2524942.0,2608863.0,2693271.0,2777946.0,2863699.0,2952583.0,3051227.0,3133880.0,3217292.0,3300519.0,3384175.0,3467450.0,3550414.0,3633652.0,3717149.0,3800304.0,3883479.0,3967267.0,4050929.0,4134292.0,4217764.0,4301298.0,4384562.0,4467946.0,4554846.0,4652416.0,4733754.0,4815937.0,4897744.0,4979504.0,5061329.0,5143442.0,5225948.0,5308816.0,5391646.0,5474704.0,5557622.0,5641664.0,
4,909,16,sutil,15,19,23,Brakes,121097,237798,323011,407493,492410,576423,661854,745527,829113,913590,997974,1082651,1167436,1252622,1337603,1425864,1525738,1609351,1692466,1775548,1859221,1943790,2028889,2112909,2196581,2280394,2364285.0,2448344.0,2533461.0,2618121.0,2703655.0,2791891.0,2891645.0,2974323.0,3057218.0,3140264.0,3223305.0,3306714.0,3390042.0,3473231.0,3555760.0,3640586.0,3723952.0,3807229.0,3890277.0,3973563.0,4060429.0,,,,,,,,,,,,,,,,,,,,
