,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,162329.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,6,6,6,5,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,7,7,6,6,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,163162.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,5,5,4,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,164571.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,165667.0,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,2,1,1,1,8,8,7,7,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,1,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,170676.0,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,11,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,11,10,9,9,8,8,8,8,8,8,8,8,8,7,8,10,10,10,10,10,10,9,9,9,9,9,8,8,7
5,184168.0,6,18,18,18,18,17,17,17,16,16,16,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
6,167999.0,7,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,8,7,7,7,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,7,7,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,171880.0,8,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,4,3,3,3,2,2,2,1,1,1,1,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,3,3,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8,170327.0,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,2,2,2,1,1,1,2,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,4,4,3,3,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10
9,171469.0,10,8,8,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,172884.0,11,10,12,12,12,13,13,13,13,15,15,15,15,15,15,15,14,14,14,13,12,12,12,12,12,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
11,172970.0,12,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,5,4,4,4,3,3,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,3,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
12,173432.0,13,12,11,11,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,174348.0,14,13,13,15,15,14,14,14,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,12,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
14,174966.0,15,14,15,13,13,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,11,11,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,10,10,10,10,9
15,176231.0,16,16,16,16,16,15,15,15,14,13,13,13,13,13,14,14,13,13,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,175483.0,17,15,14,14,14,12,12,12,10,10,10,10,10,10,10,10,9,9,8,8,8,7,7,6,6,5,5,5,4,4,4,4,4,5,10,10,10,10,10,11,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,9,9,8
17,176707.0,18,17,17,17,17,16,16,16,15,14,14,14,14,14,13,13,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
18,223235.0,19,19,19,19,19,18,18,18,17,17,17,17,17,17,17,17,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
