,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
9,33.0,9.0,kubica,2.0,1.0,Finished,82310.0,162329.0,241979.0,321588.0,401451.0,481343.0,561301.0,641122.0,720917.0,800493.0,879942.0,959708.0,1039487.0,1118925.0,1198469.0,1277761.0,1360989.0,1470719.0,1550967.0,1631104.0,1711429.0,1792027.0,1872474.0,1952925.0,2033281.0,2113379.0,2193599.0,2273850.0,2353963.0,2434104.0,2514311.0,2594569.0,2674769.0,2754607.0,2834799.0,2914507.0,2994095.0,3074013.0,3153749.0,3233381.0,3312919.0,3392369.0,3471667.0,3551026.0,3630836.0,3715108.0,3822965.0,3903280.0,3984064.0,4064890.0,4146043.0,4227001.0,4308110.0,4389698.0,4470568.0,4550841.0,4630921.0,4710841.0,4790588.0,4870342.0,4950010.0,5029606.0,5109024.0,5188457.0,5267957.0,5347635.0,5427175.0
4,33.0,4.0,alonso,1.0,1.0,Finished,82993.0,163162.0,243003.0,322942.0,402997.0,483040.0,563046.0,642833.0,722758.0,802305.0,881681.0,961329.0,1041063.0,1120700.0,1199975.0,1279212.0,1358381.0,1441678.0,1549717.0,1628990.0,1708710.0,1788543.0,1868217.0,1948018.0,2027733.0,2107458.0,2187318.0,2267061.0,2346709.0,2426280.0,2506065.0,2585649.0,2665187.0,2744703.0,2824618.0,2903846.0,2983077.0,3062335.0,3141526.0,3220713.0,3299814.0,3379571.0,3463075.0,3572541.0,3652987.0,3733592.0,3814920.0,3895316.0,3975158.0,4055428.0,4135868.0,4216214.0,4296682.0,4377173.0,4457482.0,4537588.0,4617654.0,4697581.0,4777591.0,4857743.0,4938071.0,5018220.0,5098608.0,5178855.0,5259091.0,5339386.0,5421892.0
5,33.0,5.0,kovalainen,17.0,5.0,Engine,84211.0,164571.0,244732.0,324425.0,404344.0,484155.0,564251.0,644434.0,724324.0,804038.0,883481.0,962739.0,1042548.0,1121999.0,1201286.0,1280556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33.0,15.0,trulli,5.0,1.0,Finished,85183.0,165667.0,245659.0,325543.0,405491.0,485599.0,565634.0,647197.0,727578.0,808069.0,888043.0,968192.0,1048313.0,1128635.0,1208899.0,1288691.0,1368291.0,1447815.0,1528097.0,1608195.0,1692977.0,1802777.0,1883302.0,1963899.0,2044500.0,2124940.0,2205355.0,2285804.0,2366015.0,2446160.0,2526301.0,2606304.0,2686286.0,2766242.0,2846171.0,2925785.0,3005496.0,3085189.0,3164837.0,3244447.0,3324118.0,3404139.0,3484030.0,3563839.0,3643595.0,3723350.0,3803152.0,3882907.0,3963281.0,4047365.0,4155347.0,4235767.0,4316192.0,4397481.0,4478404.0,4559084.0,4640161.0,4721234.0,4802788.0,4883828.0,4964809.0,5045434.0,5125990.0,5206122.0,5286101.0,5365909.0,5445659.0
12,33.0,13.0,massa,7.0,1.0,Finished,85492.0,170676.0,251383.0,331474.0,411818.0,492065.0,572976.0,653343.0,733700.0,814275.0,894591.0,975414.0,1055314.0,1135466.0,1215505.0,1295348.0,1375670.0,1460545.0,1577859.0,1675906.0,1756480.0,1837035.0,1917808.0,1998519.0,2079407.0,2160700.0,2242204.0,2324254.0,2404994.0,2485072.0,2565109.0,2645102.0,2724818.0,2805201.0,2885209.0,2965021.0,3044783.0,3124858.0,3205381.0,3286076.0,3365757.0,3445383.0,3524891.0,3604282.0,3683799.0,3763580.0,3842845.0,3921859.0,4000822.0,4079715.0,4165161.0,4248301.0,4332909.0,4439316.0,4517742.0,4596495.0,4675519.0,4754763.0,4835191.0,4914208.0,4992932.0,5071869.0,5150671.0,5230462.0,5309726.0,5388729.0,5468050.0
1,33.0,1.0,hamilton,12.0,1.0,Finished,86062.0,184168.0,294117.0,374164.0,454300.0,534920.0,615603.0,696446.0,777211.0,857986.0,938836.0,1019662.0,1100302.0,1181025.0,1261652.0,1342338.0,1428753.0,1526960.0,1607694.0,1689466.0,1770097.0,1850630.0,1930705.0,2011049.0,2091116.0,2171277.0,2251250.0,2331318.0,2411957.0,2492335.0,2572452.0,2652508.0,2733085.0,2812769.0,2892971.0,2973552.0,3053831.0,3133959.0,3214172.0,3298574.0,3407752.0,3489109.0,3569267.0,3649994.0,3732429.0,3815606.0,3896638.0,3977247.0,4057806.0,4138072.0,4218481.0,4299007.0,4379712.0,4460161.0,4540689.0,4620883.0,4701052.0,4781180.0,4861257.0,4940983.0,5021304.0,5101151.0,5181062.0,5260795.0,5340355.0,5420123.0,5500792.0
8,33.0,8.0,raikkonen,3.0,1.0,Finished,87246.0,167999.0,247414.0,326783.0,406106.0,486331.0,566195.0,646249.0,725655.0,805160.0,884660.0,964254.0,1043698.0,1123255.0,1202618.0,1281811.0,1365728.0,1477277.0,1557066.0,1636813.0,1716722.0,1796818.0,1876927.0,1957272.0,2037748.0,2117895.0,2197970.0,2278308.0,2358655.0,2438715.0,2518740.0,2598956.0,2679026.0,2759194.0,2838964.0,2918757.0,2998679.0,3078375.0,3158125.0,3238515.0,3317895.0,3397077.0,3476355.0,3555470.0,3634546.0,3713796.0,3792950.0,3876708.0,3985097.0,4065505.0,4146469.0,4227315.0,4308433.0,4390041.0,4471090.0,4551642.0,4632069.0,4712074.0,4792268.0,4872420.0,4952255.0,5031755.0,5111121.0,5190596.0,5270119.0,5349114.0,5428292.0
11,33.0,12.0,piquet_jr,4.0,1.0,Finished,87250.0,171880.0,253238.0,333622.0,414139.0,494671.0,575312.0,655952.0,736422.0,816957.0,897101.0,977310.0,1057818.0,1138024.0,1218048.0,1298024.0,1378196.0,1458363.0,1538488.0,1618257.0,1697903.0,1777654.0,1857137.0,1937054.0,2016665.0,2096202.0,2175519.0,2259588.0,2368026.0,2447972.0,2528884.0,2608874.0,2688624.0,2768548.0,2848216.0,2928013.0,3007660.0,3087067.0,3166701.0,3246250.0,3325818.0,3406263.0,3486062.0,3565815.0,3645368.0,3724818.0,3804778.0,3884214.0,3964037.0,4043675.0,4123013.0,4207182.0,4314250.0,4393449.0,4473055.0,4552732.0,4632890.0,4713085.0,4793597.0,4878184.0,4959948.0,5040383.0,5120854.0,5201129.0,5281234.0,5361122.0,5442462.0
7,33.0,7.0,bourdais,10.0,1.0,Finished,87939.0,170327.0,250927.0,330951.0,411252.0,491467.0,571858.0,652382.0,733097.0,813674.0,893724.0,973790.0,1054087.0,1134314.0,1214546.0,1294378.0,1375081.0,1455475.0,1535528.0,1615241.0,1695053.0,1774450.0,1853744.0,1933260.0,2017699.0,2127871.0,2207604.0,2287903.0,2369220.0,2449477.0,2530532.0,2611009.0,2691598.0,2771803.0,2851845.0,2931742.0,3011676.0,3091337.0,3171003.0,3250654.0,3330429.0,3410035.0,3490488.0,3571315.0,3651166.0,3731407.0,3810983.0,3890521.0,3969783.0,4053573.0,4162157.0,4242553.0,4323154.0,4404355.0,4486133.0,4567604.0,4648418.0,4729074.0,4813612.0,4894364.0,4974754.0,5055196.0,5135665.0,5216051.0,5296271.0,5376065.0,5480977.0
10,33.0,10.0,glock,19.0,28.0,Driver Seat,88953.0,171469.0,252340.0,332594.0,423023.0,552716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
