,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,trulli,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,6,7,6,6,6,4,4,4,4,4,4,12,11,10,9,8,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6
1,raikkonen,2,2,2,2,2,2,2,2,2,2,3,3,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,5,4,4,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
2,barrichello,3,3,3,3,3,3,3,3,3,3,2,2,8,8,8,7,6,6,6,6,6,6,6,6,6,5,5,4,4,3,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,ralf_schumacher,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,7,8,17,19,19,18,17,16,16,15,15,15,14,14,13,11,11,10,9,9,8,8,9,13,13,13,13,13,13,12,12,11,11,11,11,11,10,10,10,10,10,10,9,9
4,michael_schumacher,5,5,5,5,5,5,5,5,5,5,5,5,15,14,14,14,14,14,13,13,13,13,13,14,12,12,12,12,11,11,9,7,7,7,7,7,6,6,4,4,10,9,8,8,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4
5,montoya,6,6,6,6,6,6,6,6,6,6,6,6,13,12,12,9,8,7,7,7,7,7,7,7,7,7,6,5,5,4,3,3,3,3,3,2,2,2,5,5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
6,alonso,7,7,7,7,7,7,7,7,7,7,7,7,14,13,13,13,13,13,12,12,12,12,12,11,10,9,9,9,8,7,5,5,5,5,5,3,3,3,13,12,12,11,10,10,10,9,8,8,8,8,8,9,0,0,0,0,0,0,0,0
7,matta,8,8,8,8,8,9,15,14,14,14,14,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,6,6,6,6,6,5,5,3,3,3,3,3,4,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7
8,coulthard,9,9,9,9,9,10,18,17,16,16,16,15,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,7,15,15,14,13,13,13,12,12,11,10,8,8,6,5,5,5,4,4,4,7,7,7,6,6,6,6,6,6,6,5,5,5
9,pizzonia,10,10,10,10,10,8,17,19,19,19,19,19,12,11,11,12,12,12,11,10,10,10,10,9,14,18,17,17,16,16,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,villeneuve,11,11,11,11,11,11,8,8,8,8,8,8,10,10,10,11,11,11,10,11,11,11,11,12,11,11,11,11,10,10,10,9,9,9,8,8,7,7,6,6,7,12,12,12,12,11,10,10,10,10,10,10,9,9,9,9,9,9,10,10
11,webber,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,10,10,10,9,9,9,9,9,10,9,8,8,8,7,8,16,16,15,15,15,14,14,14,12,11,11,10,9,9,9,8,11,14,14,14,14,14,13,13,13,13,13,13,13,0
12,panis,13,13,13,13,13,14,16,16,15,15,15,14,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,14,14,14,14,13,13,12,11,10,9,8,7,7,8,13,13,12,12,12,12,12,11,11,11,11,11,11,11,11
13,heidfeld,14,14,14,14,14,13,10,10,10,10,10,10,16,15,15,15,15,15,14,14,17,19,19,19,19,19,19,19,19,18,18,18,17,17,17,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,0,0
14,button,15,15,15,15,15,15,11,11,11,11,11,13,19,18,18,18,17,17,16,15,14,14,14,13,13,13,13,13,12,12,11,10,10,11,10,10,9,9,7,7,5,6,11,11,11,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8
15,fisichella,16,16,16,16,16,16,12,12,12,12,12,12,17,16,16,16,16,16,15,16,15,15,15,15,15,14,14,14,13,13,12,12,12,12,11,11,10,13,14,14,14,14,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,verstappen,17,17,17,17,19,18,14,15,18,18,18,18,11,19,19,19,19,19,19,18,18,17,18,18,18,17,18,18,18,17,17,17,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,0,0
17,firman,18,18,18,18,17,19,19,18,17,17,17,17,7,7,7,8,9,9,8,8,8,8,8,8,8,10,10,10,9,9,8,8,8,8,13,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,0
18,wilson,19,19,19,19,18,17,13,13,13,13,13,16,18,17,17,17,18,18,18,17,16,16,16,17,17,16,16,16,17,19,19,19,18,18,18,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,0,0
