,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,vettel,1,1,17,16,15,14,12,8,6,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,massa,2,2,1,1,1,1,1,1,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,11,10,10,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4
2,rosberg,3,3,2,2,2,2,3,12,10,9,9,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,8,13,13,13,9,8,8,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
3,hamilton,4,4,3,3,3,3,2,3,11,11,11,11,11,10,9,9,8,8,8,8,8,8,8,8,8,8,7,7,6,7,12,11,11,9,9,9,9,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,hulkenberg,5,5,4,4,6,15,14,13,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,9,9,9,9,8,8,8,6,6,7,11,11,11,11,11,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,15,0,0,0,0,0,0
5,raikkonen,6,6,5,5,4,5,7,15,14,14,13,13,13,12,12,12,11,11,11,11,11,11,11,10,10,10,10,9,9,9,7,7,6,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,7,7,7
6,webber,7,7,6,6,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,perez,8,8,7,7,7,6,5,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,7,5,5,4,5,10,10,10,10,10,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5
8,ricciardo,9,9,8,8,8,7,6,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,8,8,8,8,9,14,13,13,13,13,13,13,13,12,11,11,11,11,11,11,10,10,10,10,10,10,10
9,alonso,10,15,20,20,20,19,19,19,17,17,16,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,15,13,13,13,13,13,16,16,15,14,14,14,14,14,14,14,13,12,12,12,12,12,12,11,11,11,11,11,11,11
10,sutil,11,10,10,10,10,8,9,7,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,3,3,3,4,4,4,3,5,9,9,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9
11,maldonado,12,12,11,12,12,11,10,10,19,19,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,15,15,15,13,12,12,12,12,12,12,12,16,15,15,15,15,15,15,15,15,14,13,13,13,13,13,12,12,12,12,12,12,12
12,button,13,11,9,9,9,10,18,18,15,15,15,17,19,19,19,19,19,18,18,18,18,18,18,18,18,18,16,16,16,16,14,15,18,18,18,18,18,18,18,17,16,16,16,16,16,16,16,15,15,14,14,14,14,13,13,13,13,13,14,0
13,gutierrez,14,13,13,13,13,12,11,9,7,7,7,7,6,6,6,8,13,13,13,13,14,14,14,14,14,15,17,17,17,17,17,17,16,16,16,16,15,15,13,12,12,12,12,12,11,11,14,17,17,16,16,16,16,16,15,15,15,15,15,0
14,resta,15,19,18,18,18,17,16,14,13,13,14,14,14,13,13,13,12,12,12,12,12,12,12,12,12,12,12,11,11,11,16,14,14,14,14,14,13,13,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
15,grosjean,16,14,12,11,11,9,8,6,4,4,5,5,7,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,10,9,9,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
16,bottas,17,16,14,14,14,13,13,11,9,10,10,10,10,9,10,10,9,9,9,9,9,9,9,11,11,11,11,10,10,10,8,16,15,15,15,15,14,14,12,11,11,11,11,11,12,12,11,13,14,17,17,17,17,17,16,16,16,16,16,0
17,jules_bianchi,18,17,15,15,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,0,0
18,chilton,19,18,16,17,16,16,15,16,18,18,19,19,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,0,0
19,vergne,20,20,19,19,19,18,17,17,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,18,18,18,18,18,18,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,16,15,15,15,15,14,14,14,14,14,13,0
20,pic,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
