,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
8,896,20,vettel,9,1,1,Finished,92771,187170.0,299348.0,392556.0,485430.0,578549.0,671320.0,763860.0,856470.0,948409.0,1039767.0,1131345.0,1222431.0,1313662.0,1404683.0,1495691.0,1586886.0,1677636.0,1768864.0,1860237.0,1950574.0,2041059.0,2131645.0,2221833.0,2311981.0,2402186.0,2492514.0,2582836.0,2673316.0,2763598.0,2856497.0,2966120.0,3055275.0,3144762.0,3234385.0,3323883.0,3413529.0,3502947.0,3592405.0,3681935.0,3771818.0,3861549.0,3951065.0,4041766.0,4130845.0,4220688.0,4310349.0,4399849.0,4489542.0,4579173.0,4668647.0,4758426.0,4848411.0,4936527.0,5026155.0,5115607.0,5204890.0,5294034.0,5383130.0,5472187.0
4,896,13,massa,6,4,1,Finished,95261,188242.0,280948.0,373664.0,466585.0,559641.0,652695.0,747903.0,860138.0,952578.0,1045156.0,1137964.0,1231126.0,1323609.0,1416203.0,1508820.0,1600917.0,1693441.0,1785656.0,1877394.0,1969117.0,2060728.0,2153037.0,2244656.0,2336253.0,2427984.0,2519943.0,2611543.0,2703082.0,2797200.0,2908260.0,2999068.0,3089685.0,3180325.0,3271306.0,3361872.0,3452502.0,3542986.0,3633316.0,3724094.0,3813671.0,3903616.0,3993291.0,4082949.0,4172516.0,4262250.0,4351797.0,4441243.0,4530601.0,4619856.0,4708866.0,4797926.0,4887102.0,4975988.0,5064887.0,5155278.0,5244507.0,5333959.0,5423739.0,5513879.0
1,896,3,rosberg,131,2,1,Finished,96003,189104.0,282094.0,374840.0,467889.0,561050.0,656443.0,768601.0,861814.0,955625.0,1048549.0,1140985.0,1233214.0,1325552.0,1417773.0,1509770.0,1602084.0,1694299.0,1786342.0,1878261.0,1969916.0,2061505.0,2153808.0,2245445.0,2337146.0,2428617.0,2522692.0,2632625.0,2723090.0,2813971.0,2904823.0,2995239.0,3085296.0,3175548.0,3266133.0,3356661.0,3447270.0,3537613.0,3627401.0,3717337.0,3806357.0,3895750.0,3984979.0,4074261.0,4163176.0,4252219.0,4341173.0,4430128.0,4518944.0,4607776.0,4696821.0,4785945.0,4874863.0,4963888.0,5052853.0,5141939.0,5230961.0,5320131.0,5410154.0,5502010.0
0,896,1,hamilton,131,6,1,Finished,96592,189870.0,282933.0,376030.0,469348.0,562729.0,656063.0,751767.0,863894.0,956943.0,1050133.0,1143134.0,1236292.0,1329083.0,1421601.0,1513451.0,1605335.0,1697193.0,1788991.0,1880835.0,1972470.0,2063686.0,2155465.0,2246829.0,2338106.0,2429470.0,2521077.0,2612254.0,2703882.0,2798467.0,2908788.0,2999563.0,3090582.0,3183017.0,3273587.0,3364019.0,3454626.0,3544964.0,3634604.0,3724831.0,3814468.0,3904251.0,3994054.0,4083969.0,4173433.0,4262827.0,4352647.0,4442135.0,4531282.0,4620493.0,4709606.0,4798841.0,4887893.0,4977273.0,5067241.0,5157490.0,5248265.0,5340337.0,5431221.0,5524662.0
10,896,807,hulkenberg,15,19,26,Mechanical,97178,190881.0,284361.0,378074.0,473859.0,587462.0,680073.0,772923.0,866365.0,959353.0,1052293.0,1145036.0,1238123.0,1331103.0,1424124.0,1516657.0,1609215.0,1701746.0,1793885.0,1885814.0,1977941.0,2069539.0,2161524.0,2254427.0,2345815.0,2437065.0,2528519.0,2619777.0,2710608.0,2801542.0,2892366.0,2983048.0,3076157.0,3187168.0,3277288.0,3367905.0,3458432.0,3548969.0,3639383.0,3729944.0,3820100.0,3910286.0,4000038.0,4090091.0,4179699.0,4269159.0,4358529.0,4448253.0,4537533.0,4626711.0,4715720.0,4804667.0,4898546.0,5033621.0,,,,,,
3,896,8,raikkonen,208,7,1,Finished,97600,191424.0,284703.0,378638.0,472409.0,566558.0,664064.0,780093.0,871988.0,964489.0,1056754.0,1149037.0,1241477.0,1333752.0,1426216.0,1518139.0,1610144.0,1702258.0,1794423.0,1886660.0,1978948.0,2070301.0,2162155.0,2254848.0,2347157.0,2438788.0,2530330.0,2621259.0,2712279.0,2803292.0,2894216.0,2985013.0,3075853.0,3166526.0,3256819.0,3347513.0,3437469.0,3527479.0,3617388.0,3707256.0,3796894.0,3886915.0,3976477.0,4066271.0,4156288.0,4246056.0,4335901.0,4425752.0,4515754.0,4605966.0,4696415.0,4787823.0,4878684.0,4969790.0,5061474.0,5155385.0,5248033.0,5344378.0,5452496.0,5540175.0
6,896,17,webber,9,20,91,Alternator,98171,192327.0,285458.0,379271.0,472905.0,565324.0,657890.0,750288.0,842116.0,933815.0,1025363.0,1116779.0,1208623.0,1300865.0,1392000.0,1483283.0,1574379.0,1665395.0,1756556.0,1847678.0,1938753.0,2029415.0,2120004.0,2210695.0,2301150.0,2391890.0,2482084.0,2576248.0,2684765.0,2774265.0,2864327.0,2957728.0,3067826.0,3157534.0,3247418.0,3337242.0,3426846.0,3516466.0,3606257.0,,,,,,,,,,,,,,,,,,,,,
13,896,815,perez,1,5,1,Finished,98803,192968.0,286720.0,380268.0,474004.0,567462.0,660621.0,753830.0,846493.0,938776.0,1031541.0,1123804.0,1215887.0,1308009.0,1400012.0,1492060.0,1584389.0,1676205.0,1768062.0,1859534.0,1951932.0,2043452.0,2134816.0,2226616.0,2318096.0,2409379.0,2500541.0,2594494.0,2704373.0,2795446.0,2886365.0,2977156.0,3073307.0,3184415.0,3275512.0,3366025.0,3456298.0,3546582.0,3636648.0,3726688.0,3817179.0,3906770.0,3996114.0,4085776.0,4175351.0,4264821.0,4354211.0,4443628.0,4532914.0,4622159.0,4711198.0,4800178.0,4889043.0,4978174.0,5068180.0,5158303.0,5248654.0,5338906.0,5427409.0,5516016.0
14,896,817,ricciardo,5,10,1,Finished,99529,194151.0,288306.0,382439.0,476364.0,570235.0,663964.0,757571.0,850770.0,943931.0,1037047.0,1130196.0,1224494.0,1317508.0,1410335.0,1502951.0,1595484.0,1687819.0,1780305.0,1872621.0,1964844.0,2056890.0,2148871.0,2240789.0,2332658.0,2424652.0,2516396.0,2608195.0,2699875.0,2791489.0,2883626.0,2975772.0,3069739.0,3182118.0,3272164.0,3362641.0,3453426.0,3546376.0,3657239.0,3747698.0,3837865.0,3928386.0,4018889.0,4110010.0,4201507.0,4292640.0,4384175.0,4474394.0,4564919.0,4654941.0,4744779.0,4834742.0,4924323.0,5013842.0,5103057.0,5192353.0,5281582.0,5370611.0,5459593.0,5548424.0
2,896,4,alonso,6,11,1,Finished,100693,199558.0,318374.0,411188.0,503990.0,596648.0,689548.0,782810.0,876920.0,970921.0,1063364.0,1156811.0,1248498.0,1340697.0,1432755.0,1524662.0,1617391.0,1709779.0,1803153.0,1895447.0,1986974.0,2078596.0,2170460.0,2261762.0,2353228.0,2444499.0,2536025.0,2627746.0,2719630.0,2813778.0,2922211.0,3011670.0,3101464.0,3191310.0,3281979.0,3375333.0,3485018.0,3574648.0,3664451.0,3754193.0,3843706.0,3933097.0,4023007.0,4112951.0,4202743.0,4293230.0,4384506.0,4474844.0,4565223.0,4655462.0,4745283.0,4835164.0,4924902.0,5014507.0,5103850.0,5192818.0,5282730.0,5371439.0,5460294.0,5550484.0
