,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
11,108.0,30.0,michael_schumacher,4.0,1.0,Finished,103478.0,201107.0,298063.0,395253.0,491679.0,588120.0,714812.0,816711.0,948729.0,1107007.0,1255131.0,1346611.0,1436637.0,1526814.0,1616766.0,1706588.0,1797364.0,1949933.0,2105408.0,2252302.0,2341410.0,2429804.0,2519411.0,2607789.0,2696315.0,2785059.0,2872818.0,2961215.0,3073807.0,3167955.0,3256021.0,3346413.0,3434635.0,3523247.0,3612242.0,3702030.0,3791809.0,3882088.0,3971031.0,4059522.0,4148238.0,4236366.0,4324266.0,4413023.0,4502313.0,4617614.0,4711823.0,4800848.0,4889858.0,4978847.0,5067400.0,5156008.0,5245604.0,5335417.0,5424659.0,5513693.0,5602780.0,5691606.0
9,108.0,22.0,barrichello,20.0,3.0,Accident,105068.0,202320.0,299568.0,396736.0,493822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108.0,2.0,heidfeld,15.0,22.0,Suspension,110921.0,212411.0,314527.0,415994.0,518225.0,618757.0,744010.0,854016.0,960810.0,1115561.0,1264352.0,1359583.0,1454192.0,1547711.0,1642144.0,1735729.0,1836601.0,1960848.0,2115654.0,2259015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,108.0,31.0,montoya,2.0,1.0,Finished,111388.0,212371.0,310096.0,404759.0,498378.0,591940.0,684259.0,775366.0,942365.0,1100988.0,1251879.0,1342723.0,1432138.0,1520830.0,1608959.0,1697982.0,1811882.0,1954872.0,2109781.0,2255057.0,2346612.0,2436447.0,2526552.0,2616777.0,2706838.0,2796505.0,2885962.0,2975028.0,3064061.0,3153352.0,3243116.0,3332072.0,3421456.0,3510400.0,3600163.0,3688723.0,3777403.0,3865517.0,3953459.0,4041651.0,4129765.0,4240956.0,4336005.0,4425663.0,4515376.0,4604620.0,4693779.0,4797262.0,4886865.0,4976314.0,5065516.0,5154835.0,5244527.0,5334474.0,5423698.0,5512652.0,5601454.0,5690799.0
17,108.0,49.0,frentzen,6.0,1.0,Finished,112134.0,213341.0,313544.0,412517.0,513126.0,637320.0,738681.0,839295.0,955633.0,1112063.0,1260297.0,1354282.0,1446204.0,1538542.0,1630736.0,1722952.0,1816339.0,1955909.0,2110438.0,2256227.0,2348885.0,2439954.0,2530720.0,2621175.0,2711384.0,2801885.0,2892364.0,2982191.0,3072495.0,3162448.0,3251893.0,3341947.0,3431878.0,3522565.0,3611661.0,3727222.0,3822766.0,3913907.0,4007460.0,4099148.0,4190570.0,4281704.0,4372462.0,4463459.0,4554411.0,4646230.0,4737594.0,4828120.0,4918056.0,5008587.0,5098215.0,5188004.0,5277719.0,5367626.0,5457692.0,5547321.0,5636517.0,5726052.0
7,108.0,18.0,button,10.0,1.0,Finished,112505.0,214313.0,315655.0,417523.0,542774.0,642506.0,736979.0,836457.0,954386.0,1111378.0,1258924.0,1350926.0,1441593.0,1532034.0,1622646.0,1713047.0,1804302.0,1953326.0,2108335.0,2254530.0,2345568.0,2435557.0,2525422.0,2615666.0,2747863.0,2843585.0,2933962.0,3024181.0,3113541.0,3202806.0,3294337.0,3386578.0,3476807.0,3567101.0,3656912.0,3746386.0,3835632.0,3925992.0,4039205.0,4135069.0,4224853.0,4315095.0,4405051.0,4495458.0,4585778.0,4675480.0,4764890.0,4854230.0,4943761.0,5033178.0,5122438.0,5211985.0,5302659.0,5391797.0,5480948.0,5570249.0,5658849.0,5748098.0
13,108.0,35.0,villeneuve,9.0,1.0,Finished,112916.0,215326.0,316760.0,443418.0,544294.0,638185.0,730828.0,827607.0,951553.0,1109487.0,1258002.0,1349695.0,1440867.0,1531060.0,1621558.0,1712416.0,1803414.0,1952394.0,2107776.0,2254228.0,2344987.0,2435042.0,2524827.0,2615167.0,2734220.0,2830044.0,2921146.0,3012044.0,3102989.0,3193923.0,3284753.0,3374613.0,3464227.0,3553882.0,3643555.0,3732994.0,3823602.0,3914313.0,4006797.0,4096148.0,4210049.0,4306683.0,4397928.0,4489265.0,4580177.0,4670605.0,4760732.0,4850867.0,4940780.0,5030501.0,5120849.0,5210548.0,5301275.0,5390581.0,5479862.0,5568700.0,5657470.0,5747660.0
2,108.0,4.0,alonso,7.0,1.0,Finished,113403.0,215350.0,315599.0,412647.0,506243.0,598955.0,690928.0,781092.0,943039.0,1121202.0,1264849.0,1360518.0,1454914.0,1548399.0,1642883.0,1736189.0,1838229.0,1961408.0,2116222.0,2259279.0,2355024.0,2446651.0,2538894.0,2631151.0,2725297.0,2816052.0,2908586.0,3001031.0,3092496.0,3184502.0,3276408.0,3365842.0,3454890.0,3543634.0,3631804.0,3720348.0,3808971.0,3897553.0,3987122.0,4079023.0,4167396.0,4279130.0,4373165.0,4463967.0,4555047.0,4646891.0,4738128.0,4828893.0,4918843.0,5009080.0,5099013.0,5189019.0,5278634.0,5368339.0,5458176.0,5547949.0,5637287.0,5727198.0
5,108.0,15.0,trulli,5.0,1.0,Finished,115163.0,217378.0,316762.0,416279.0,514487.0,611119.0,703951.0,796698.0,944258.0,1102122.0,1252325.0,1344321.0,1434950.0,1525284.0,1615033.0,1704895.0,1820871.0,1957647.0,2113077.0,2256887.0,2350688.0,2442449.0,2533833.0,2625058.0,2716406.0,2807897.0,2899521.0,2990775.0,3081833.0,3173198.0,3264055.0,3354677.0,3445681.0,3535853.0,3625866.0,3716026.0,3806188.0,3896300.0,3986734.0,4079940.0,4169775.0,4259424.0,4348871.0,4437509.0,4549373.0,4645638.0,4735664.0,4825310.0,4914990.0,5004544.0,5093782.0,5182911.0,5271853.0,5361121.0,5450012.0,5539051.0,5629199.0,5720925.0
4,108.0,14.0,coulthard,1.0,1.0,Finished,116961.0,243351.0,345669.0,441977.0,535047.0,627616.0,721253.0,818690.0,949854.0,1108113.0,1255639.0,1348466.0,1438935.0,1529418.0,1618837.0,1708759.0,1799766.0,1951166.0,2106820.0,2252815.0,2343651.0,2432753.0,2521762.0,2610366.0,2698957.0,2787456.0,2876078.0,2964350.0,3052790.0,3141440.0,3230022.0,3345324.0,3439883.0,3529735.0,3619588.0,3709242.0,3799376.0,3890463.0,3980043.0,4070013.0,4160190.0,4249677.0,4339038.0,4428409.0,4517774.0,4607118.0,4696479.0,4786240.0,4875464.0,4964588.0,5053886.0,5143132.0,5232138.0,5321201.0,5410627.0,5500550.0,5590839.0,5682124.0
