,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
16,108.0,44.0,panis,14.0,32.0,Fuel pressure,117579.0,221295.0,320946.0,418884.0,518454.0,612431.0,705343.0,825785.0,952442.0,1110454.0,1258337.0,1351881.0,1442895.0,1533998.0,1624777.0,1715887.0,1808313.0,1954261.0,2109185.0,2254775.0,2347365.0,2437908.0,2527602.0,2617557.0,2707709.0,2797425.0,2887149.0,2980046.0,3086391.0,3193108.0,3293052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,108.0,51.0,wilson,16.0,21.0,Radiator,117867.0,220504.0,320977.0,423932.0,525156.0,626965.0,727470.0,851966.0,961618.0,1116687.0,1264688.0,1360006.0,1453145.0,1547010.0,1640524.0,1734046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,108.0,23.0,ralf_schumacher,8.0,1.0,Finished,118559.0,222340.0,321449.0,419244.0,516298.0,611454.0,704692.0,797166.0,945553.0,1102877.0,1252941.0,1344884.0,1435360.0,1525721.0,1615493.0,1705436.0,1835244.0,1962504.0,2117437.0,2259710.0,2362483.0,2453798.0,2544260.0,2634897.0,2726309.0,2816913.0,2909094.0,3001645.0,3092966.0,3185000.0,3277336.0,3367581.0,3457528.0,3546668.0,3635394.0,3724318.0,3812935.0,3901906.0,3991959.0,4081943.0,4195356.0,4291062.0,4380780.0,4470316.0,4560200.0,4649981.0,4740038.0,4829760.0,4919427.0,5009766.0,5099583.0,5189594.0,5279301.0,5368937.0,5458751.0,5548432.0,5637858.0,5727869.0
6,108.0,17.0,webber,17.0,22.0,Suspension,119221.0,222746.0,321844.0,419580.0,518288.0,611919.0,705098.0,799240.0,946396.0,1104381.0,1254066.0,1347737.0,1437790.0,1527487.0,1617488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,108.0,52.0,firman,19.0,3.0,Accident,123185.0,227059.0,326246.0,423940.0,520940.0,617584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,108.0,42.0,pizzonia,13.0,22.0,Suspension,124293.0,230850.0,331292.0,428001.0,526941.0,624388.0,719642.0,845538.0,959637.0,1114777.0,1262977.0,1359034.0,1452634.0,1546756.0,1641291.0,1734779.0,1832786.0,1959875.0,2114598.0,2258337.0,2353232.0,2446288.0,2538604.0,2630932.0,2723803.0,2815717.0,2908182.0,3000514.0,3092137.0,3184246.0,3294177.0,3385926.0,3476076.0,3566379.0,3656003.0,3745388.0,3834605.0,3925680.0,4041739.0,4139686.0,4231289.0,4322889.0,4415010.0,4506149.0,4597215.0,4688568.0,4778995.0,4870013.0,4960691.0,5050807.0,5141049.0,5234104.0,,,,,,
3,108.0,8.0,raikkonen,3.0,1.0,Finished,124917.0,230061.0,327998.0,424109.0,521741.0,618753.0,713191.0,806362.0,947552.0,1105595.0,1254248.0,1345801.0,1436252.0,1526447.0,1616395.0,1706277.0,1796444.0,1948160.0,2103538.0,2251167.0,2340367.0,2429528.0,2519056.0,2607446.0,2695955.0,2784319.0,2872499.0,2960841.0,3049309.0,3137046.0,3224910.0,3312634.0,3427147.0,3521250.0,3610510.0,3701693.0,3791668.0,3881649.0,3983536.0,4084357.0,4174675.0,4263939.0,4352976.0,4442173.0,4531092.0,4619958.0,4708821.0,4798401.0,4888030.0,4976952.0,5066061.0,5155140.0,5245184.0,5334927.0,5424204.0,5513199.0,5602011.0,5691316.0
8,108.0,21.0,fisichella,12.0,6.0,Gearbox,126625.0,231531.0,331724.0,428385.0,525788.0,619351.0,717934.0,837650.0,956299.0,1112745.0,1260564.0,1354836.0,1446819.0,1539245.0,1631936.0,1723984.0,1817393.0,1956708.0,2111256.0,2256689.0,2349574.0,2440802.0,2531410.0,2622033.0,2712347.0,2802689.0,2892998.0,2983041.0,3073670.0,3163370.0,3253084.0,3342720.0,3472642.0,3571717.0,3662708.0,3753982.0,3845614.0,3937189.0,4028495.0,4119365.0,4210452.0,4301139.0,4391374.0,4481994.0,4572239.0,4662322.0,4751848.0,4841583.0,4930857.0,5021320.0,5111645.0,5201217.0,,,,,,
15,108.0,43.0,matta,18.0,20.0,Spun off,129888.0,236500.0,337799.0,436026.0,531847.0,626810.0,720563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,108.0,50.0,verstappen,11.0,11.0,+1 Lap,131555.0,239654.0,342253.0,443238.0,543883.0,643981.0,742470.0,843121.0,956928.0,1113607.0,1262406.0,1357902.0,1452314.0,1546372.0,1640242.0,1733808.0,1829446.0,1958435.0,2113764.0,2258130.0,2352527.0,2445238.0,2537690.0,2630410.0,2722973.0,2815199.0,2907467.0,2999663.0,3091448.0,3183592.0,3312534.0,3412960.0,3508294.0,3606357.0,3701832.0,3797566.0,3892764.0,3986521.0,4083387.0,4177216.0,4270797.0,4364360.0,4458014.0,4552202.0,4645341.0,4741340.0,4834509.0,4927609.0,5021228.0,5115537.0,5209042.0,5304087.0,5397296.0,5492270.0,5586847.0,5680525.0,5773626.0,
