,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1013,822,bottas,131,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,1300,13101,13443,13460,12416,11067,10651,9904,8605,7397,6022,4570,3652,3134,3146,2821,1965,1552,1151,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1013,1,hamilton,131,2,1,Finished,1896,2091,2309,2615,2785,3187,3621,3663,3306,2829,3180,0,1734,18269,17453,16217,14951,13708,12229,10753,9340,8782,8755,7711,6632,5595,4980,3969,2889,2167,1181,1197.0,2221.0,2294.0,1823.0,1540.0,1899.0,1675.0,2161.0,2479.0,3559.0,2856.0,2042.0,2138.0,1889.0,1362.0,1500.0,783.0,824.0,1492.0,1524.0
2,1013,20,vettel,6,3,1,Finished,2650,4762,6190,6848,8519,9785,9969,10305,10343,10584,15919,26086,20200,19304,18992,18518,17674,17097,15872,14897,13657,12266,11103,9848,9344,8864,8230,7346,6511,5615,4587,3420.0,4360.0,4559.0,4007.0,3701.0,3868.0,4029.0,5296.0,6717.0,6255.0,5206.0,4958.0,5304.0,5991.0,5207.0,5579.0,5786.0,6429.0,8331.0,11739.0
3,1013,815,perez,211,6,1,Finished,3547,6112,8197,9922,12150,16827,20315,23547,25593,32753,49288,47398,42307,42408,43076,44014,44419,44880,45202,45611,45932,46322,46759,47492,48183,50230,51377,52556,53754,54725,55667,55426.0,56176.0,57938.0,58619.0,59900.0,61486.0,62356.0,87886.0,84891.0,66620.0,66667.0,66576.0,67819.0,69007.0,69255.0,69957.0,70753.0,71682.0,74281.0,76416.0
4,1013,830,max_verstappen,9,4,1,Finished,5011,6657,8605,10245,12258,13935,14016,14381,14526,15397,15171,10349,6775,12730,29557,28395,27900,27277,26034,24557,23051,21397,19441,18004,17022,16301,15586,14780,14185,13228,11499,10187.0,8694.0,8991.0,8369.0,7673.0,7577.0,7386.0,6918.0,9093.0,8530.0,8648.0,8508.0,9514.0,10434.0,9958.0,11129.0,11723.0,12904.0,15329.0,17493.0
5,1013,846,norris,1,8,1,Finished,5069,8248,10816,12736,14780,18292,21150,24816,34315,50826,49893,47790,43725,44693,45672,46246,46547,47301,47897,48584,49312,49627,49862,50238,50983,52160,53113,53978,55289,56063,56813,55821.0,57337.0,58764.0,59845.0,60315.0,62025.0,63043.0,91698.0,99294.0,80306.0,79959.0,79507.0,81533.0,83341.0,85876.0,88301.0,90707.0,93437.0,97224.0,100268.0
6,1013,826,kvyat,5,19,4,Collision,6140,9385,12203,18468,33070,54314,55621,56187,56091,55539,55430,50787,47420,48361,50060,50765,51790,53000,54717,57226,58676,59646,60177,64113,65235,66567,68439,69501,70994,72474,106600,115010.0,130955.0,,,,,,,,,,,,,,,,,,
7,1013,832,sainz,1,7,1,Finished,6172,9941,12165,14316,17163,19268,21413,24652,26854,29185,31321,34922,45938,46344,46905,48803,48988,49285,49306,49723,50885,51567,51676,52366,53297,54578,55689,56548,57524,58306,58756,58175.0,58805.0,60190.0,61184.0,62204.0,63724.0,64568.0,91038.0,87181.0,69475.0,69607.0,69568.0,71270.0,72398.0,72885.0,74580.0,76091.0,78398.0,81337.0,83826.0
8,1013,817,ricciardo,4,20,4,Collision,7662,10843,14572,18684,22216,25614,28734,32221,36770,47699,65996,62204,58111,59036,59916,60614,60717,61776,62655,63601,64525,65587,66340,67758,68486,69454,70445,71103,71365,72623,133089,,,,,,,,,,,,,,,,,,,,
9,1013,844,leclerc,6,5,1,Finished,8250,10945,12819,14374,14676,16681,16398,15573,14359,13313,11530,5299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952.0,3846.0,10951.0,28103.0,28211.0,28521.0,30338.0,43734.0,47612.0,37822.0,37618.0,37237.0,37299.0,39022.0,39644.0,45781.0,64188.0,68376.0,67361.0,69107.0
