,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,42,1,hamilton,1,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19366.0,7296.0,6500.0,6181.0,5561.0,6232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,42,4,alonso,1,2,1,Finished,479,634,953,1348,1772,1922,2077,2236,2125,2220,2143,2418,2531,2882.0,2944.0,3223.0,3257.0,3215.0,3442.0,3978.0,0.0,5865.0,10172.0,9482.0,8328.0,8135.0,1439.0,1276.0,1242.0,1232.0,1008.0,873.0,651.0,724.0,885.0,1053.0,755.0,106.0,577.0,783.0,525.0,669.0,1144.0,1268.0,1184.0,1253.0,2524.0,2471.0,2514.0,23359.0,12318.0,1711.0,1807.0,1974.0,2035.0,2260.0,2325.0,2039.0,2001.0,1876.0,2023.0,2184.0,2207.0,2456.0,2345.0,1987.0,1924.0,2144.0,2448.0,2392.0,2262.0,2179.0,1518.0
2,42,13,massa,6,3,1,Finished,1130,1157,1795,2374,3094,3407,3499,3790,3774,4297,4509,4857,5110,5333.0,5478.0,5779.0,6009.0,6279.0,6742.0,7161.0,28304.0,18396.0,18153.0,18538.0,18278.0,18970.0,12596.0,12921.0,13176.0,13998.0,13924.0,14272.0,14152.0,14353.0,14468.0,14364.0,13678.0,12639.0,12215.0,12490.0,11982.0,12167.0,12744.0,13664.0,13750.0,14362.0,14884.0,15197.0,15415.0,15375.0,0.0,10621.0,15961.0,16128.0,16005.0,15862.0,15872.0,15520.0,15518.0,15311.0,14870.0,14628.0,14473.0,14526.0,15095.0,14875.0,14616.0,14148.0,14033.0,13958.0,13421.0,13309.0,12842.0
3,42,2,heidfeld,2,18,7,Transmission,2097,1966,2668,3437,4146,5067,5418,5958,6308,6481,6474,7187,7533,7865.0,8285.0,8761.0,8980.0,9292.0,9794.0,9986.0,38586.0,27284.0,26676.0,26578.0,25851.0,26335.0,19527.0,20845.0,20811.0,20985.0,21035.0,21415.0,21756.0,21831.0,21847.0,21578.0,20854.0,19917.0,20428.0,20526.0,20560.0,20505.0,21036.0,21344.0,21245.0,22005.0,22678.0,44474.0,50614.0,51924.0,38251.0,28771.0,29941.0,31000.0,32389.0,,,,,,,,,,,,,,,,,,
4,42,5,kovalainen,4,5,1,Finished,2666,2803,3699,4763,5914,6833,7656,8461,9213,9792,10130,11148,12048,12815.0,13449.0,14473.0,15281.0,16079.0,17108.0,18081.0,15646.0,0.0,0.0,0.0,0.0,0.0,14623.0,21145.0,21188.0,21313.0,21503.0,21861.0,22152.0,22351.0,22525.0,22675.0,22125.0,21211.0,21280.0,21976.0,21393.0,21427.0,22185.0,22721.0,22846.0,23415.0,47392.0,53397.0,54587.0,55738.0,41349.0,32215.0,33281.0,34439.0,35519.0,36922.0,37564.0,38141.0,38878.0,39459.0,39803.0,40123.0,40280.0,40608.0,40929.0,41000.0,40919.0,40820.0,40930.0,41557.0,41075.0,41134.0,41402.0
5,42,8,raikkonen,6,4,1,Finished,2946,3490,4251,5510,6518,7604,8174,9074,9998,10485,10954,11997,12717,13547.0,14155.0,14987.0,15898.0,16863.0,17629.0,18596.0,16785.0,843.0,474.0,23456.0,27398.0,26799.0,19612.0,19408.0,18715.0,18792.0,19074.0,19882.0,20109.0,20051.0,19853.0,19529.0,18774.0,18567.0,18363.0,18552.0,17491.0,16929.0,16947.0,17185.0,17292.0,17171.0,17230.0,17333.0,17212.0,17137.0,23113.0,17254.0,17232.0,17245.0,16843.0,16631.0,16483.0,16280.0,16161.0,15871.0,15490.0,15144.0,15122.0,14948.0,15564.0,15328.0,15046.0,14602.0,14572.0,14737.0,13903.0,14112.0,15422.0
6,42,15,trulli,7,6,1,Finished,4100,4445,5980,7902,9625,11105,12207,13160,14193,15195,15941,17021,18385,19817.0,21140.0,22391.0,23718.0,24883.0,26248.0,27467.0,24601.0,9851.0,10164.0,11578.0,11301.0,11619.0,5148.0,6372.0,6217.0,6129.0,28525.0,34344.0,34435.0,34832.0,35411.0,35620.0,35426.0,35338.0,35611.0,36652.0,37373.0,38412.0,39631.0,40508.0,41345.0,42585.0,43968.0,45362.0,47189.0,48354.0,34256.0,24686.0,25630.0,26903.0,27396.0,48408.0,54001.0,54651.0,55748.0,58553.0,59204.0,60422.0,60866.0,61991.0,62671.0,63798.0,64305.0,64873.0,65338.0,65917.0,65611.0,66356.0,66703.0
7,42,21,fisichella,4,9,11,+1 Lap,4706,16952,18570,21041,25188,27624,30787,33127,36818,38832,40676,43568,46747,49644.0,52490.0,55073.0,58448.0,61595.0,64927.0,67937.0,66834.0,53644.0,55710.0,57675.0,59310.0,61582.0,57447.0,59024.0,60853.0,61405.0,61805.0,63105.0,63209.0,63558.0,63917.0,87613.0,93485.0,94712.0,97748.0,99124.0,99560.0,101650.0,103366.0,105116.0,106901.0,108965.0,111134.0,113248.0,115255.0,116956.0,103990.0,95831.0,97591.0,99136.0,100245.0,101544.0,102450.0,103173.0,104426.0,105579.0,105848.0,106154.0,106562.0,107319.0,107544.0,107523.0,107453.0,107762.0,108443.0,108850.0,108624.0,109063.0,
8,42,17,webber,9,7,1,Finished,5141,5282,6391,8279,10234,11937,13458,14966,16378,17578,18804,20726,22304,23733.0,25194.0,26600.0,28046.0,29600.0,30937.0,32553.0,29851.0,14676.0,15012.0,15493.0,15437.0,15925.0,9240.0,9169.0,9177.0,31973.0,36503.0,36620.0,36604.0,36889.0,37565.0,37988.0,38171.0,37904.0,38787.0,39788.0,40212.0,41406.0,42750.0,43782.0,45089.0,46579.0,47836.0,48867.0,50300.0,51448.0,37875.0,28102.0,28998.0,29969.0,30819.0,31194.0,31121.0,30893.0,51103.0,59098.0,59468.0,60985.0,61378.0,62461.0,63211.0,64145.0,65011.0,65765.0,66349.0,66737.0,66496.0,67118.0,67331.0
9,42,3,rosberg,3,16,5,Engine,5955,6454,8104,10207,12308,14245,15927,17648,19273,20631,21814,23497,25017,26726.0,28403.0,30128.0,31827.0,33556.0,35323.0,36981.0,34608.0,20143.0,20889.0,21844.0,22082.0,23377.0,17144.0,17509.0,17757.0,18298.0,18428.0,19235.0,19226.0,19182.0,19061.0,19008.0,18447.0,18128.0,17666.0,45615.0,50316.0,51317.0,52760.0,54226.0,55533.0,57483.0,59798.0,61768.0,64090.0,66715.0,53819.0,44888.0,46552.0,48141.0,49247.0,50602.0,51977.0,54023.0,54899.0,56057.0,56796.0,57483.0,58257.0,59365.0,60277.0,60307.0,60652.0,61791.0,,,,,
