Race,Lap,Position,Overtaker,Overtakee,Live?,Turn
Australia,2,6,Montoya,R.Schumacher,Yes,3
Australia,2,14,Heidfeld,Fisichella,,
Australia,2,16,Bruni,Pantano,,
Australia,4,17,Klien,Pantano,,
Australia,5,16,Klien,Bruni,,
Australia,10,11,Massa,Raikkonen,Yes,1
Australia,24,6,Montoya,Trulli,Replay,13
Australia,33,12,Fisichella,Heidfeld,Yes,3
Australia,38,5,Montoya,Button,Yes,13
Australia,51,13,Panis,Pantano,,
Malaysia,2,2,Montoya,Barrichello,Yes,4
Malaysia,2,3,Raikkonen,Barrichello,Yes,5
Malaysia,2,5,Button,Trulli,,
Malaysia,2,11,Massa,Sato,Yes,1
Malaysia,2,12,Heidfeld,Sato,,
Malaysia,2,13,Da Matta,Sato,,
Malaysia,2,14,Klien,Sato,,
Malaysia,2,16,Panis,Bruni,,
Malaysia,2,17,Bruni,Fisichella,,
Malaysia,2,17,Panis,Fisichella,,
Malaysia,2,18,Baumgartner,Fisichella,,
Malaysia,3,5,Trulli,Button,Yes,4
Malaysia,3,5,Button,Trulli,Yes,9
Malaysia,3,8,Webber,R.Schumacher,Yes,9
Malaysia,3,9,Alonso,R.Schumacher,Yes,10
Malaysia,3,17,Fisichella,Bruni,,
Malaysia,3,18,Fisichella,Baumgartner,,
Malaysia,4,8,Alonso,Webber,Yes,1
Malaysia,4,15,Fisichella,Panis,,
Malaysia,6,16,Sato,Bruni,,
Malaysia,15,19,Webber,Baumgartner,,
Malaysia,22,18,Webber,Bruni,,
Malaysia,24,7,Alonso,Coulthard,Yes,1
Malaysia,25,6,R.Schumacher,Trulli,,
Malaysia,52,12,Fisichella,Panis,,
Bahrain,2,9,Webber,Coulthard,Yes,1
Bahrain,2,12,Da Matta,Panis,Yes,1
Bahrain,3,14,Klien,Raikkonen,Yes,8
Bahrain,3,14,Raikkonen,Klien,Yes,8
Bahrain,5,14,Klien,Raikkonen,Yes,1
Bahrain,5,14,Raikkonen,Klien,Yes,1
Bahrain,7,4,Trulli,Sato,,
Bahrain,11,9,Coulthard,Panis,,
Bahrain,11,10,Webber,Panis,,
Bahrain,11,11,Fisichella,Panis,,
Bahrain,12,5,Trulli,Heidfeld,,
Bahrain,12,13,Klien,Massa,Replay,14
Bahrain,13,5,Sato,Heidfeld,Yes,11
Bahrain,13,6,Button,Heidfeld,Yes,11
Bahrain,17,5,Button,Sato,Replay,13
Bahrain,20,11,Alonso,Massa,Yes,11
Bahrain,20,12,R.Schumacher,Massa,Yes,11
Bahrain,28,12,R.Schumacher,Da Matta,,
Bahrain,31,8,Alonso,Webber,Yes,1
Bahrain,33,6,Sato,Coulthard,Yes,2
Bahrain,49,3,Button,Montoya,Yes,8
Bahrain,49,3,Montoya,Button,Yes,8
San Marino,2,11,Massa,Panis,,
San Marino,11,3,Alonso,Button,,
San Marino,11,18,Coulthard,Baumgartner,,
San Marino,17,16,Coulthard,Klien,,
San Marino,19,11,Massa,Webber,,
San Marino,24,12,Raikkonen,Fisichella,,
Spain,3,13,Button,Da Matta,Replay,1
Spain,9,14,Alonso,Pantano,Yes,7
Spain,13,6,Alonso,Massa,,
Spain,13,10,R.Schumacher,Panis,,
Spain,14,7,Montoya,Massa,Yes,1
Spain,31,10,Button,Klien,Replay,1
Spain,47,6,R.Schumacher,Fisichella,,
Monaco,8,6,Montoya,Barrichello,Replay,St Devote
Monaco,10,15,R.Schumacher,Baumgartner,,
Monaco,12,12,Panis,Bruni,,
Monaco,12,13,R.Schumacher,Bruni,,
Monaco,29,7,Montoya,Heidfeld,Replay,Mirabeau
