Race,Lap,Position,Overtaker,Overtakee,Live,Turn
Brazil,59,12,Perez,Nasr,Yes,Finish Line
Brazil,60,13,Ricciardo,Nasr,Yes,4
Brazil,66,12,Ricciardo,Perez,Yes,2
Brazil,67,10,Verstappen,Maldonado,Yes,2
Abu Dhabi,3,7,Massa,Sainz,Yes,11
Abu Dhabi,4,14,Grosjean,Nasr,Yes,11
Abu Dhabi,6,5,Ricciardo,Hulkenberg,Yes,11
Abu Dhabi,6,10,Vettel,Verstappen,Replay,8
Abu Dhabi,6,15,Kvyat,Stevens,,
Abu Dhabi,8,9,Perez,Ericsson,Yes,8
Abu Dhabi,8,17,Nasr,Merhi,,
Abu Dhabi,10,15,Nasr,Stevens,,
Abu Dhabi,12,5,Perez,Grosjean,Yes,11
Abu Dhabi,12,7,Ricciardo,Ericsson,Yes,8
Abu Dhabi,12,8,Hulkenberg,Ericsson,,
Abu Dhabi,12,17,Bottas,Merhi,,
Abu Dhabi,13,9,Massa,Ericsson,Yes,8
Abu Dhabi,13,10,Kvyat,Ericsson,Yes,14
Abu Dhabi,14,2,Hamilton,Vettel,Yes,8
Abu Dhabi,14,16,Bottas,Stevens,,
Abu Dhabi,15,11,Sainz,Ericsson,Yes,11
Abu Dhabi,22,18,Alonso,Merhi,,
Abu Dhabi,24,11,Button,Grosjean,Yes,8
Abu Dhabi,24,11,Grosjean,Button,Yes,11
Abu Dhabi,25,14,Verstappen,Ericsson,Yes,7
Abu Dhabi,26,11,Hulkenberg,Nasr,Yes,8
Abu Dhabi,29,12,Sainz,Ericsson,Yes,8
Abu Dhabi,41,5,Vettel,Ricciardo,Yes,8
Abu Dhabi,41,12,Button,Ericsson,Replay,11
Abu Dhabi,43,13,Verstappen,Nasr,Replay,7
Abu Dhabi,45,4,Vettel,Perez,Yes,8
Abu Dhabi,45,12,Verstappen,Button,Yes,9
Abu Dhabi,47,8,Massa,Kvyat,Replay,11
Abu Dhabi,52,10,Grosjean,Sainz,Yes,8
Abu Dhabi,53,9,Grosjean,Kvyat,Yes,11
