Race,Lap,Position,Overtaker,Overtakee,Live?,Turn
Bahrain,49,8,Rosberg,Coulthard,Yes,4
Bahrain,54,9,Massa,Coulthard,,
Bahrain,56,7,Rosberg,Klien,Yes,1
Malaysia,2,12,R.Schumacher,Speed,Yes,1
Malaysia,2,18,Monteiro,Ide,,
Malaysia,3,13,Massa,Speed,Yes,1
Malaysia,3,18,Ide,Monteiro,,
Malaysia,4,6,Rosberg,Heidfeld,,
Malaysia,4,18,Monteiro,Ide,,
Malaysia,7,18,Liuzzi,Ide,,
Malaysia,11,8,Schumacher,Villeneuve,Replay,1
Malaysia,14,7,Schumacher,Trulli,Yes,1
Malaysia,15,14,Albers,Sato,,
Malaysia,16,7,Villeneuve,Trulli,Yes,1
Malaysia,17,8,Massa,Trulli,Yes,1
Malaysia,21,14,Liuzzi,Sato,,
Malaysia,22,14,Sato,Liuzzi,,
Malaysia,27,14,Liuzzi,Sato,,
Malaysia,48,12,Liuzzi,Albers,Yes,1
Australia,4,1,Alonso,Button,Yes,1
Australia,4,4,Webber,R.Schumacher,Yes,9
Australia,4,5,Montoya,R.Schumacher,Yes,11
Australia,4,12,Sato,Klien,,
Australia,4,13,Barrichello,Klien,,
Australia,4,16,Fisichella,Ide,,
Australia,4,17,Fisichella,Albers,,
Australia,4,18,Fisichella,Monteiro,,
Australia,5,4,Montoya,Webber,Yes,14
Australia,5,16,Albers,Ide,,
Australia,10,2,Raikkonen,Button,Yes,1
Australia,10,13,Fisichella,Barrichello,,
Australia,10,14,Fisichella,Coulthard,Replay,1
Australia,10,17,Monteiro,Ide,,
Australia,11,12,Fisichella,Sato,,
Australia,12,8,Liuzzi,Schumacher,Yes,3
Australia,12,11,Fisichella,Villeneuve,,
Australia,16,10,Fisichella,Speed,Yes,13
Australia,20,7,Montoya,Button,Replay,2
Australia,27,15,Albers,Sato,,
Australia,38,2,Raikkonen,Heidfeld,,
Australia,38,3,R.Schumacher,Heidfeld,Background,7
Australia,38,4,R.Schumacher,Button,Yes,2
Australia,38,5,Montoya,Button,Replay,3
Australia,39,4,Montoya,Heidfeld,Yes,9
Australia,42,9,Barrichello,Speed,,
San Marino,20,18,Monteiro,Sato,,
San Marino,44,8,R.Schumacher,Webber,,
Europe,2,14,R.Schumacher,Sato,,
Europe,4,4,Raikkonen,Button,Yes,13
Europe,4,15,Speed,Sato,,
Europe,4,16,Rosberg,Sato,,
Europe,4,17,Rosberg,Monteiro,,
Europe,4,18,Rosberg,Albers,,
Europe,5,10,Montoya,Fisichella,Yes,1
Europe,6,17,Monteiro,Sato,,
Europe,12,18,Albers,Sato,Replay,1
Europe,18,5,Massa,Trulli,,
Spain,2,17,Coulthard,Montagny,,
Spain,4,19,Villeneuve,Sato,,
Spain,5,18,Villeneuve,Montagny,,
Spain,15,15,Klien,Liuzzi,,
Spain,22,18,R.Schumacher,Monteiro,,
Spain,23,17,R.Schumacher,Albers,,
Spain,45,7,Heidfeld,Barrichello,,
Monaco,2,2,Raikkonen,Webber,Yes,Beau Rivage
Monaco,2,16,Schumacher,Speed,,
Monaco,2,17,Schumacher,Albers,,St Devote
Monaco,3,19,Massa,Montagny,,
Monaco,3,20,Massa,Sato,,
Monaco,20,15,Schumacher,Button,Replay,Chicane
Monaco,32,14,Fisichella,Rosberg,,
Monaco,33,17,Massa,Speed,,
Monaco,39,11,Fisichella,Coulthard,Yes,Chicane
Monaco,39,15,Schumacher,Speed,,
Monaco,39,16,Schumacher,Albers,,
Monaco,40,9,Fisichella,Villeneuve,Yes,Chicane
Monaco,40,10,Coulthard,Villeneuve,,
Monaco,40,13,Schumacher,Button,,
Monaco,41,11,Rosberg,Villeneuve,,
Monaco,43,8,Fisichella,Liuzzi,,
Monaco,43,12,Schumacher,Villeneuve,,
Monaco,44,9,Coulthard,Liuzzi,,
Monaco,59,16,Monteiro,Montagny,Replay,Mirabeau
Great Britain,4,7,Montoya,Barrichello,,
Great Britain,5,13,Button,Trulli,,
Great Britain,6,12,Button,Liuzzi,Yes,Stowe
Great Britain,6,13,Trulli,Liuzzi,,
Great Britain,38,11,Klien,Coulthard,,
Canada,2,5,Schumacher,Montoya,Background,5
Canada,4,16,Montoya,Coulthard,Yes,13
Canada,12,14,Montoya,R.Schumacher,Yes,13
Canada,23,7,Massa,Villeneuve,,
Canada,25,3,Schumacher,Trulli,Yes,13
Canada,26,4,Massa,Button,Yes,13
Canada,30,6,Fisichella,Heidfeld,,
Canada,65,9,Coulthard,Klien,Yes,10
Canada,65,10,Speed,Klien,Yes,10
Canada,67,8,Coulthard,Button,Yes,13
Canada,69,2,Schumacher,Raikkonen,Replay,10
USA,7,6,R.Schumacher,Villeneuve,Yes,1
USA,7,9,Coulthard,Monteiro,Background,1
USA,7,10,Trulli,Liuzzi,Background,1
USA,8,9,Trulli,Coulthard,,
USA,10,8,Trulli,Rosberg,,
USA,56,9,Liuzzi,Rosberg,Yes,1
France,2,18,Liuzzi,Albers,,
France,6,12,Speed,Barrichello,Replay,Chicane
France,14,13,Villeneuve,Barrichello,Replay,Adelaide
France,27,4,Raikkonen,Trulli,Replay,Nurburgring
France,37,9,De La Rosa,Heidfeld,Yes,Adelaide
Germany,2,4,Button,Fisichella,,
Germany,2,13,Coulthard,Sato,,
Germany,6,11,Coulthard,Trulli,,
Germany,6,13,Speed,Sato,,
Germany,6,15,Albers,Monteiro,,
Germany,8,11,Trulli,Coulthard,,
Germany,10,14,Albers,Sato,,
Germany,16,6,Barrichello,Webber,Yes,6
Germany,17,10,Trulli,Liuzzi,,
Germany,18,6,Button,Raikkonen,,
Germany,18,16,R.Schumacher,Monteiro,,
Germany,19,14,R.Schumacher,Sato,,
Germany,24,12,R.Schumacher,Albers,,
Germany,25,11,R.Schumacher,Speed,,
Germany,39,4,Webber,Fisichella,Yes,8
Germany,43,7,Trulli,Klien,Replay,8
Germany,52,10,R.Schumacher,Coulthard,Replay,6
Germany,54,11,Liuzzi,Coulthard,Yes,7
Germany,58,3,Raikkonen,Button,Yes,8
Germany,59,12,Speed,Albers,,
Hungary,2,5,Alonso,Fisichella,Replay,9
Hungary,2,9,Button,Heidfeld,,
Hungary,2,17,Klien,Rosberg,,
Hungary,2,18,Klien,Monteiro,,
Hungary,3,8,Button,Coulthard,Yes,1
Hungary,4,4,Alonso,Schumacher,Yes,5
Hungary,4,7,Button,Massa,,
Hungary,4,15,Kubica,Sato,,
Hungary,4,18,Rosberg,Monteiro,,
Hungary,5,2,De La Rosa,Barrichello,Yes,3
Hungary,5,16,Klien,Sato,,
Hungary,6,5,Button,Fisichella,,
Hungary,7,4,Button,Schumacher,Replay,1
Hungary,8,18,Albers,Monteiro,,
Hungary,9,16,Rosberg,Sato,,
Hungary,12,9,Barrichello,Massa,,
Hungary,12,12,Speed,Trulli,,
Hungary,12,13,Kubica,Trulli,Yes,4
Hungary,14,14,Liuzzi,Trulli,Yes,1
Hungary,16,11,Kubica,Speed,,
Hungary,17,4,Fisichella,Schumacher,Yes,1
Hungary,18,7,Barrichello,Heidfeld,,
Hungary,22,5,Barrichello,Coulthard,,
Hungary,31,8,Massa,R.Schumacher,Yes,1
Hungary,31,11,Trulli,Speed,,
Hungary,33,13,Albers,Sato,,
Hungary,34,9,Kubica,R.Schumacher,Yes,2
Hungary,36,8,Kubica,Massa,Yes,14
Hungary,38,14,Monteiro,Sato,,
Hungary,40,6,Schumacher,Coulthard,Yes,1
Hungary,40,9,R.Schumacher,Massa,,
Hungary,44,5,Schumacher,Heidfeld,Yes,1
Hungary,47,14,Sato,Speed,,
Hungary,63,13,Speed,Sato,,
Hungary,65,7,R.Schumacher,Kubica,,
Hungary,66,2,De La Rosa,Schumacher,Yes,6
Hungary,67,3,Heidfeld,Schumacher,Yes,6
Turkey,2,4,Button,Webber,,
Turkey,2,7,Kubica,Liuzzi,,
Turkey,2,8,Klien,Liuzzi,,
Turkey,2,12,Barrichello,Trulli,,
Turkey,3,12,Trulli,Barrichello,Yes,12
Turkey,4,6,Kubica,Rosberg,Yes,12
Turkey,4,14,Albers,Yamamoto,,
Turkey,5,9,De La Rosa,Liuzzi,Yes,12
Turkey,5,11,Trulli,Coulthard,Yes,12
Turkey,6,10,Trulli,Liuzzi,Yes,9
Turkey,7,11,Coulthard,Liuzzi,Replay,12
Turkey,8,12,Barrichello,Liuzzi,Yes,12
Turkey,13,11,Barrichello,Coulthard,,
Turkey,18,13,Fisichella,R.Schumacher,,
Turkey,18,16,Speed,Yamamoto,,
Turkey,19,8,Barrichello,Trulli,Replay,12
Turkey,19,8,Trulli,Barrichello,Replay,13
Turkey,19,11,Kubica,Webber,,
Turkey,19,12,Fisichella,Webber,Yes,14
Turkey,20,11,Fisichella,Kubica,Yes,12
Turkey,20,13,R.Schumacher,Webber,,
Turkey,21,6,De La Rosa,Klien,Yes,12
Turkey,23,12,R.Schumacher,Kubica,Yes,12
Turkey,24,15,Speed,Albers,Yes,12
Turkey,28,10,Barrichello,Albers,Replay,12
Turkey,28,12,Trulli,Klien,,12
Turkey,33,12,R.Schumacher,Klien,Yes,12
Turkey,38,6,Barrichello,Webber,Yes,12
Turkey,38,14,Speed,Kubica,,
Turkey,39,6,Webber,Barrichello,Replay,7
Turkey,39,6,Barrichello,Webber,Yes,12
Turkey,41,13,Webber,Kubica,Yes,12
Italy,2,13,Webber,Coulthard,,
Italy,2,16,R.Schumacher,Liuzzi,,
Italy,2,19,Monteiro,Yamamoto,,
Italy,2,20,Albers,Yamamoto,,
Italy,4,19,Albers,Monteiro,,
Italy,5,21,Sato,Yamamoto,,
Italy,18,15,De La Rosa,Liuzzi,,
Italy,21,9,Button,Alonso,,4
Italy,24,12,Speed,Coulthard,Replay,1
Italy,29,14,Klien,Liuzzi,,
Italy,30,11,Coulthard,Trulli,Yes,2
Italy,33,7,Heidfeld,Fisichella,,
Italy,49,14,Liuzzi,R.Schumacher,,
China,2,15,Kubica,R.Schumacher,,
China,2,16,Kubica,Massa,,
China,3,14,Kubica,Trulli,,
China,4,13,Kubica,Rosberg,Replay,14
China,7,11,Webber,Coulthard,Yes,9
China,7,16,Massa,R.Schumacher,Yes,14
China,8,5,Schumacher,Barrichello,Replay,16
China,8,8,Heidfeld,Speed,Yes,11
China,8,12,Kubica,Coulthard,Yes,14
China,8,21,Doornbos,Albers,,
China,9,10,Webber,Liuzzi,Replay,9
China,9,16,Massa,R.Schumacher,Yes,16
China,10,13,Rosberg,Coulthard,Yes,13
China,10,13,Coulthard,Rosberg,Yes,16
China,10,15,Massa,Trulli,Yes,Finish Line
China,10,20,Doornbos,Monteiro,,
China,11,14,Massa,Rosberg,Yes,14
China,12,11,Kubica,Liuzzi,,
China,12,13,Massa,Coulthard,,
China,12,19,Doornbos,Sato,,
China,13,2,Raikkonen,Fisichella,Yes,6
China,13,4,Schumacher,Button,Yes,14
China,13,9,Webber,Speed,,
China,13,18,Doornbos,Yamamoto,,
China,14,12,Massa,Liuzzi,Yes,14
China,15,10,Kubica,Speed,,
China,18,9,Kubica,Button,Yes,6
China,18,11,Massa,Speed,,
China,19,12,Coulthard,Liuzzi,,
China,20,7,Kubica,De La Rosa,Yes,14
China,20,9,Massa,Button,Yes,14
China,20,17,Doornbos,Liuzzi,,
China,22,5,Kubica,Barrichello,,
China,22,18,Monteiro,Rosberg,,
China,23,7,Massa,De La Rosa,,
China,25,8,Coulthard,Button,,
China,25,10,Webber,Kubica,Yes,1
China,25,11,Trulli,Kubica,Yes,2
China,25,12,Doornbos,Kubica,Yes,3
China,25,14,Speed,Kubica,Replay,12
China,27,15,Sato,Trulli,Background,7
China,27,17,Kubica,R.Schumacher,,
China,28,16,Kubica,Trulli,,
China,29,1,Fisichella,Alonso,Yes,14
China,29,1,Alonso,Fisichella,Yes,15
China,29,17,R.Schumacher,Trulli,,
China,29,18,Monteiro,Trulli,,
China,30,1,Fisichella,Alonso,Yes,14
China,31,2,Schumacher,Alonso,Yes,4
China,31,13,Rosberg,Speed,,
China,34,13,Kubica,Sato,,
China,35,9,Massa,Webber,,
China,36,17,Monteiro,Speed,,
China,37,7,Button,De La Rosa,,
China,42,1,Schumacher,Fisichella,Yes,2
China,48,2,Alonso,Fisichella,Yes,14
China,48,12,R.Schumacher,Doornbos,,
China,54,6,Button,De La Rosa,Replay,13
China,56,5,Button,Barrichello,Yes,4
Japan,2,19,Doornbos,Sato,Yes,1
Japan,3,19,Monteiro,Sato,,
Japan,4,14,Speed,Coulthard,,
Japan,5,6,Fisichella,Button,,
Japan,9,21,Barrichello,Yamamoto,,
Japan,10,16,Doornbos,Albers,,
Japan,10,20,Barrichello,Sato,,
Japan,13,3,Alonso,R.Schumacher,Replay,1
Japan,16,19,Barrichello,Monteiro,,
Japan,29,16,Barrichello,Liuzzi,,
Japan,34,18,Sato,Speed,,
Brazil,2,5,Fisichella,Barrichello,Yes,1
Brazil,2,6,Schumacher,Barrichello,,
Brazil,7,8,Button,R.Schumacher,,
Brazil,7,9,Button,Kubica,,
Brazil,8,5,Schumacher,Fisichella,Yes,1
Brazil,10,10,Speed,Liuzzi,,
Brazil,11,12,Coulthard,Sato,,
Brazil,28,14,Schumacher,Monteiro,,
Brazil,29,4,Button,Raikkonen,Yes,1
Brazil,30,10,Heidfeld,Liuzzi,Replay,1
Brazil,32,11,Schumacher,Doornbos,Yes,6
Brazil,36,8,Schumacher,Heidfeld,Yes,1
Brazil,40,7,Schumacher,Kubica,Replay,1
Brazil,40,7,Kubica,Schumacher,Yes,9
Brazil,41,7,Schumacher,Kubica,Yes,Finish Line
Brazil,47,16,Monteiro,Yamamoto,Yes,4
Brazil,51,6,Schumacher,Barrichello,Replay,1
Brazil,53,12,Doornbos,Heidfeld,,
Brazil,63,16,Yamamoto,Monteiro,,
Brazil,69,4,Schumacher,Raikkonen,Yes,1
