Race,Lap,Position,Overtaker,Overtakee,Live,Turn
China,7,14,Rosberg,Sato,,
China,8,11,Trulli,Kovalainen,Replay,9
China,8,15,Wurz,Sato,,
China,8,16,Schumacher,Sato,,
China,9,17,Fisichella,Sato,,
China,11,15,Schumacher,Wurz,,14
China,12,18,Barrichello,Sato,,
China,14,13,Rosberg,Button,Yes,14
China,17,12,Rosberg,Kovalainen,Yes,4
China,17,14,Schumacher,Button,Replay,14
China,18,13,Schumacher,Kovalainen,Yes,1
China,22,12,Schumacher,Rosberg,Yes,16
China,24,13,Fisichella,Button,Replay,6
China,26,3,Alonso,Massa,Yes,16
China,26,9,Webber,Kubica,,
China,27,5,Liuzzi,Massa,Yes,1
China,27,11,Button,Trulli,,
China,27,12,Button,Rosberg,,
China,28,6,Kubica,Massa,,
China,28,13,Fisichella,Trulli,,
China,28,14,Fisichella,Rosberg,Yes,1
China,28,15,Kovalainen,Rosberg,Yes,1
China,29,1,Raikkonen,Hamilton,Yes,10
China,29,10,Button,Wurz,Replay,14
China,29,12,Fisichella,Coulthard,Background,14
China,29,14,Kovalainen,Trulli,,
China,31,4,Kubica,Heidfeld,,
China,35,4,Button,Vettel,Replay,14
China,38,6,Fisichella,Liuzzi,Yes,14
China,48,9,Kovalainen,Webber,Replay,12
Brazil,2,7,Hamilton,Trulli,Yes,1
Brazil,2,15,Nakajima,Davidson,,
Brazil,7,6,Hamilton,Heidfeld,Yes,2
Brazil,8,4,Kubica,Webber,Yes,1
Brazil,11,17,Hamilton,Barrichello,Yes,1
Brazil,12,16,Hamilton,Sutil,,
Brazil,13,11,Button,Sato,,
Brazil,13,12,Nakajima,Sato,,
Brazil,14,12,Sato,Nakajima,,
Brazil,15,11,Nakajima,Sato,Yes,1
Brazil,15,12,Hamilton,Sato,Yes,Finish Line
Brazil,15,13,Hamilton,Davidson,Yes,6
Brazil,15,14,Hamilton,Schumacher,Yes,4
Brazil,17,11,Hamilton,Nakajima,Replay,4
Brazil,29,12,Hamilton,Barrichello,Yes,1
Brazil,33,3,Kubica,Alonso,Replay,1
Brazil,33,10,Hamilton,Vettel,Replay,4
Brazil,35,12,Schumacher,Sato,,
Brazil,57,8,Hamilton,Coulthard,Yes,Finish Line
Brazil,61,4,Rosberg,Heidfeld,Yes,1
Brazil,61,4,Kubica,Rosberg,Yes,1
Brazil,61,5,Kubica,Heidfeld,Yes,1
Brazil,61,9,Nakajima,Coulthard,Replay,1
Brazil,70,4,Rosberg,Kubica,Replay,1
