Race,Lap,Position,Overtaker,Overtakee,Live,Turn
Australia,2,15,Coulthard,Wurz,,
Australia,2,17,Massa,Speed,,
Australia,3,16,Massa,Wurz,Yes,3
Australia,6,15,Massa,Coulthard,Replay,1
Australia,6,21,Sutil,Davidson,,
Australia,14,13,Barrichello,Button,Replay,13
Australia,16,14,Massa,Button,Yes,13
Australia,23,15,Wurz,Webber,Replay,9
Australia,36,7,Rosberg,Schumacher,Replay,9
Australia,44,16,Davidson,Webber,,
Australia,49,8,Trulli,Kovalainen,,
Malaysia,2,18,Barrichello,Sato,,
Malaysia,4,2,Massa,Hamilton,Yes,4
Malaysia,4,2,Hamilton,Massa,Yes,4
Malaysia,4,16,Wurz,Button,,
Malaysia,6,15,Wurz,Liuzzi,,
Malaysia,6,17,Barrichello,Button,Replay,4
Malaysia,7,14,Wurz,Speed,Replay,1
Malaysia,8,13,Wurz,Schumacher,Replay,4
Malaysia,10,18,Sato,Button,,
Malaysia,13,11,Wurz,Coulthard,Yes,4
Malaysia,21,16,Schumacher,Speed,,
Malaysia,34,19,Kubica,Schumacher,,
Bahrain,4,12,Rosberg,Davidson,,
Bahrain,5,14,Coulthard,Sato,Yes,1
Bahrain,5,16,Schumacher,Barrichello,,
Bahrain,6,13,Coulthard,Davidson,Background,Finish Line
Bahrain,6,18,Liuzzi,Albers,,
Bahrain,15,9,Trulli,Kovalainen,Yes,10
Bahrain,15,11,Coulthard,Wurz,,
Bahrain,19,9,Rosberg,Kovalainen,Replay,Finish Line
Bahrain,21,11,Fisichella,Barrichello,Replay,4
Bahrain,22,11,Webber,Barrichello,,
Bahrain,23,12,Coulthard,Trulli,,
Bahrain,25,11,Coulthard,Barrichello,,
Bahrain,25,14,Rosberg,Wurz,,
Bahrain,28,9,Coulthard,Webber,Yes,1
Bahrain,31,7,Coulthard,Fisichella,Yes,1
Bahrain,31,8,Webber,Fisichella,,
Bahrain,32,4,Heidfeld,Alonso,Yes,4
Bahrain,35,9,Trulli,Fisichella,Replay,10
Bahrain,40,14,Barrichello,Schumacher,Yes,1
Spain,2,17,Davidson,Sutil,Yes,1
Spain,3,15,Webber,Liuzzi,,
Spain,4,18,Trulli,Sutil,Yes,1
Spain,29,14,Heidfeld,Albers,,
Spain,31,13,Heidfeld,Sutil,,
Monaco,7,16,Trulli,Sato,,
Monaco,20,15,Sato,Trulli,Background,Mirabeau
Canada,3,17,Kovalainen,Davidson,Yes,13
Canada,8,12,Webber,Barrichello,Yes,13
Canada,12,15,Kovalainen,Wurz,Yes,13
Canada,15,11,Webber,Liuzzi,Yes,10
Canada,15,11,Liuzzi,Webber,Yes,10
Canada,19,3,Massa,Alonso,Yes,2
Canada,34,10,Sato,Raikkonen,Replay,10
Canada,36,15,Coulthard,Trulli,Replay,1
Canada,36,16,Liuzzi,Trulli,,
Canada,37,9,Kovalainen,Albers,,
Canada,38,16,Rosberg,Davidson,Replay,13
Canada,39,12,Alonso,Wurz,Replay,1
Canada,40,10,Alonso,Barrichello,Replay,13
Canada,41,9,Alonso,Albers,,
Canada,42,8,Alonso,Kovalainen,Yes,1
Canada,42,10,Barrichello,Albers,,
Canada,45,10,Schumacher,Albers,Yes,1
Canada,55,5,Kovalainen,Trulli,Yes,13
Canada,61,7,Alonso,Schumacher,Yes,10
Canada,66,7,Sato,Schumacher,Yes,13
Canada,68,6,Sato,Alonso,Yes,13
USA,5,17,Davidson,Albers,,
USA,5,18,Fisichella,Albers,,
USA,7,14,Sato,Speed,Replay,5
USA,8,17,Fisichella,Davidson,,
USA,9,16,Fisichella,Button,Yes,Finish Line
USA,12,11,Wurz,Liuzzi,Yes,1
USA,12,11,Liuzzi,Wurz,Yes,2
USA,13,15,Fisichella,Speed,Yes,1
USA,14,13,Sato,Sutil,Yes,1
USA,15,13,Fisichella,Sutil,,
USA,20,4,Kovalainen,Heidfeld,Yes,4
USA,23,12,Fisichella,Wurz,Replay,7
USA,24,3,Alonso,Trulli,Yes,1
USA,26,15,Button,Speed,Yes,1
USA,28,7,Raikkonen,Heidfeld,Yes,1
USA,29,11,Fisichella,Liuzzi,Yes,7
USA,31,17,Sutil,Albers,,
USA,65,12,Davidson,Button,Yes,1
France,2,7,Alonso,Rosberg,Yes,Lycee
France,4,14,Wurz,Speed,,
France,5,6,Alonso,Heidfeld,Yes,Lycee
France,5,6,Heidfeld,Alonso,Yes,Chicane
France,5,15,Sato,Speed,,
France,19,16,Sutil,Albers,,
France,23,7,Alonso,Fisichella,Yes,Adelaide
France,33,5,Alonso,Heidfeld,Yes,Imola
France,38,3,Hamilton,Kubica,Yes,Adelaide
Great Britain,2,13,Rosberg,Wurz,Yes,Stowe
Great Britain,2,16,Massa,Barrichello,Yes,Abbey
Great Britain,2,17,Massa,Button,,
Great Britain,2,18,Massa,Davidson,Yes,Copse
Great Britain,3,12,Rosberg,Speed,Yes,Copse
Great Britain,3,15,Massa,Liuzzi,Replay,Copse
Great Britain,4,14,Massa,Wurz,Yes,Stowe
Great Britain,5,13,Massa,Speed,Yes,Stowe
Great Britain,7,12,Massa,Rosberg,Replay,Club
Great Britain,8,10,Massa,Coulthard,Yes,Abbey
Great Britain,11,9,Massa,Trulli,Replay,Stowe
Great Britain,12,5,Fisichella,Kovalainen,Replay,Stowe
Great Britain,32,12,Rosberg,Trulli,Yes,Becketts
Great Britain,32,13,Wurz,Trulli,Yes,Stowe
Great Britain,42,7,Kovalainen,Fisichella,,
Europe,2,1,Winkelhock,Raikkonen,Yes,7
Europe,2,2,Winkelhock,Sato,,
Europe,2,3,Winkelhock,Trulli,,
Europe,2,3,Massa,Sato,,
Europe,2,3,Sato,Wurz,,
Europe,2,4,Winkelhock,Wurz,,
Europe,2,4,Massa,Wurz,,
Europe,2,4,Alonso,Sato,,11
Europe,2,4,Sato,Trulli,,
Europe,2,4,Fisichella,Wurz,,
Europe,2,5,Winkelhock,Fisichella,,
Europe,2,5,Massa,Trulli,,
Europe,2,5,Alonso,Wurz,,9
Europe,2,5,Button,Webber,Background,3
Europe,2,5,Button,Sato,,
Europe,2,5,Webber,Sato,,
Europe,2,5,Fisichella,Trulli,,
Europe,2,6,Massa,Kubica,Yes,7
Europe,2,6,Alonso,Trulli,,8
Europe,2,6,Button,Wurz,,
Europe,2,6,Webber,Wurz,,
Europe,2,7,Alonso,Kubica,Yes,7
Europe,2,7,Button,Fisichella,Yes,7
Europe,2,7,Webber,Trulli,,
Europe,2,8,Button,Trulli,,
Europe,2,8,Webber,Fisichella,,
Europe,2,8,Coulthard,Wurz,,
Europe,2,9,Button,Kubica,,
Europe,2,9,Webber,Kubica,,
Europe,2,9,Coulthard,Trulli,,
Europe,2,9,Kovalainen,Wurz,,
Europe,2,10,Coulthard,Fisichella,,
Europe,2,10,Kovalainen,Trulli,,
Europe,2,11,Coulthard,Kubica,,
Europe,2,11,Kovalainen,Fisichella,,
Europe,2,11,Hamilton,Trulli,,
Europe,2,12,Hamilton,Fisichella,,
Europe,2,12,Barrichello,Trulli,,
Europe,2,13,Hamilton,Kubica,,
Europe,2,13,Barrichello,Fisichella,,
Europe,2,13,Sutil,Trulli,,
Europe,2,14,Barrichello,Kubica,,
Europe,2,14,Sutil,Fisichella,,
Europe,2,15,Sutil,Kubica,,
Europe,2,15,Fisichella,Kubica,,
Europe,8,1,Massa,Winkelhock,Yes,1
Europe,8,2,Alonso,Winkelhock,Yes,1
Europe,8,3,Coulthard,Winkelhock,Yes,4
Europe,8,4,Coulthard,Webber,Yes,1
Europe,8,4,Webber,Winkelhock,Yes,4
Europe,8,5,Kovalainen,Winkelhock,Yes,5
Europe,8,6,Raikkonen,Winkelhock,Yes,6
Europe,8,7,Wurz,Winkelhock,Yes,12
Europe,8,10,Kubica,Fisichella,,
Europe,8,10,Fisichella,Kubica,Yes,15
Europe,9,8,Fisichella,Barrichello,Yes,13
Europe,9,8,Barrichello,Winkelhock,Background,1
Europe,9,9,Fisichella,Winkelhock,,
Europe,9,9,Schumacher,Barrichello,Yes,15
Europe,9,10,Schumacher,Kubica,Background,5
Europe,9,11,Schumacher,Winkelhock,Background,7
Europe,9,11,Kubica,Winkelhock,Background,7
Europe,9,12,Heidfeld,Winkelhock,Yes,8
Europe,9,13,Heidfeld,Sato,,
Europe,9,13,Sato,Winkelhock,Yes,10
Europe,10,3,Webber,Coulthard,Yes,1
Europe,10,5,Raikkonen,Kovalainen,Yes,1
Europe,10,5,Kovalainen,Raikkonen,Yes,2
Europe,10,10,Kubica,Barrichello,,
Europe,10,14,Trulli,Winkelhock,,
Europe,10,15,Davidson,Winkelhock,,
Europe,11,11,Heidfeld,Barrichello,,
Europe,13,5,Raikkonen,Webber,Yes,1
Europe,19,5,Kovalainen,Wurz,Yes,1
Europe,33,13,Hamilton,Fisichella,Yes,13
Europe,37,12,Hamilton,Trulli,Yes,1
Europe,41,10,Hamilton,Barrichello,Yes,1
Europe,51,8,Fisichella,Kovalainen,Yes,3
Europe,51,9,Hamilton,Kovalainen,,
Europe,56,1,Alonso,Massa,Yes,5
Europe,59,6,Heidfeld,Kubica,,
Europe,59,9,Hamilton,Fisichella,Yes,6
Hungary,3,7,Alonso,Webber,Yes,1
Hungary,4,6,Alonso,Kubica,Yes,1
Hungary,33,19,Barrichello,Button,,
Hungary,41,17,Vettel,Liuzzi,,
Hungary,58,13,Massa,Wurz,Replay,11
Turkey,2,18,Button,Sutil,,
Turkey,2,20,Trulli,Yamamoto,,
Turkey,3,12,Fisichella,Liuzzi,,
Turkey,3,17,Button,Vettel,,
Turkey,3,18,Trulli,Sutil,,
Turkey,3,19,Trulli,Vettel,,
Turkey,3,21,Sato,Yamamoto,,
Turkey,6,17,Trulli,Button,,
Turkey,11,16,Button,Trulli,,
Turkey,16,15,Button,Barrichello,Replay,1
Turkey,18,14,Button,Schumacher,,
Turkey,21,12,Button,Coulthard,Yes,12
Turkey,29,14,Button,Davidson,,
Turkey,30,13,Button,Liuzzi,,
Turkey,49,16,Trulli,Barrichello,Replay,1
Italy,2,16,Schumacher,Sato,Yes,1
Italy,2,17,Liuzzi,Sato,,
Italy,2,18,Sutil,Sato,,
Italy,2,19,Yamamoto,Sato,,
Italy,8,8,Button,Rosberg,,
Italy,8,14,Davidson,Fisichella,Yes,1
Italy,8,18,Yamamoto,Sutil,,
Italy,9,18,Sutil,Yamamoto,Yes,1
Italy,11,18,Sato,Yamamoto,,
Italy,15,11,Trulli,Wurz,,
Italy,21,7,Rosberg,Button,Yes,4
Italy,26,13,Fisichella,Davidson,,
Italy,42,2,Hamilton,Raikkonen,Yes,1
Italy,46,5,Kubica,Rosberg,Replay,1
Belgium,2,12,Kubica,Button,,
Belgium,2,14,Sutil,Liuzzi,,
Belgium,3,6,Webber,Kovalainen,Yes,Les Combes
Belgium,3,10,Kubica,Coulthard,,
Belgium,3,11,Kubica,Trulli,,
Belgium,3,13,Sutil,Button,,
Belgium,3,16,Vettel,Barrichello,,
Belgium,4,7,Heidfeld,Kovalainen,Yes,Bus Stop
Belgium,4,17,Sato,Barrichello,,
Belgium,5,9,Kubica,Schumacher,,
Belgium,5,12,Sutil,Trulli,,
Belgium,11,8,Kubica,Kovalainen,Replay,Bus Stop
Belgium,11,19,Wurz,Davidson,,
Belgium,23,19,Yamamoto,Wurz,Replay,Malmedy
Belgium,26,19,Wurz,Davidson,,
Belgium,31,12,Sato,Button,Replay,Les Combes
Japan,19,11,Rosberg,Schumacher,,
Japan,20,3,Vettel,Webber,Yes,1
Japan,20,4,Vettel,Button,Yes,1
Japan,20,4,Webber,Button,Yes,1
Japan,20,6,Fisichella,Kubica,Background,1
Japan,20,6,Fisichella,Heidfeld,Yes,2
Japan,20,7,Kovalainen,Kubica,,
Japan,20,7,Kubica,Heidfeld,Yes,3
Japan,20,8,Kovalainen,Heidfeld,,
Japan,20,9,Coulthard,Heidfeld,,
Japan,20,11,Sutil,Davidson,,
Japan,20,12,Sutil,Schumacher,,
Japan,20,14,Raikkonen,Yamamoto,,
Japan,20,18,Sato,Barrichello,Background R,1
Japan,21,10,Sutil,Heidfeld,,
Japan,21,15,Liuzzi,Yamamoto,,
Japan,21,17,Sato,Rosberg,,
Japan,22,13,Raikkonen,Davidson,,
Japan,25,11,Raikkonen,Schumacher,Yes,8
Japan,25,18,Massa,Trulli,,
Japan,26,9,Heidfeld,Sutil,,
Japan,26,15,Rosberg,Yamamoto,,
Japan,27,10,Raikkonen,Sutil,Aftermath,Finish Line
Japan,30,4,Kovalainen,Fisichella,,
Japan,30,5,Kubica,Fisichella,Yes,3
Japan,31,12,Liuzzi,Davidson,,
Japan,31,13,Rosberg,Liuzzi,Yes,1
Japan,31,13,Liuzzi,Rosberg,Yes,1
Japan,31,16,Massa,Barrichello,,
Japan,31,18,Schumacher,Trulli,,
Japan,32,4,Kubica,Kovalainen,Yes,1
Japan,32,13,Rosberg,Davidson,,
Japan,32,15,Massa,Yamamoto,,
Japan,34,3,Kubica,Hamilton,Yes,15
Japan,34,7,Heidfeld,Alonso,Yes,1
Japan,34,14,Massa,Davidson,,
Japan,35,11,Liuzzi,Sutil,,
Japan,35,12,Rosberg,Sutil,,
Japan,36,4,Fisichella,Hamilton,Replay,4
Japan,36,5,Coulthard,Hamilton,Yes,8
Japan,37,15,Barrichello,Yamamoto,,
Japan,37,19,Button,Trulli,Yes,1
Japan,38,15,Yamamoto,Barrichello,,
Japan,39,11,Massa,Sutil,,
Japan,41,14,Schumacher,Yamamoto,Yes,4
Japan,49,5,Raikkonen,Fisichella,,
Japan,49,6,Raikkonen,Heidfeld,,
Japan,49,10,Liuzzi,Yamamoto,,
Japan,49,11,Liuzzi,Button,,
Japan,49,12,Sutil,Button,,
Japan,49,12,Liuzzi,Trulli,,
Japan,49,13,Sutil,Trulli,,
Japan,50,11,Sutil,Yamamoto,,
Japan,56,10,Liuzzi,Sutil,,
Japan,57,4,Raikkonen,Coulthard,Yes,6
Japan,58,10,Sutil,Liuzzi,,
Japan,64,9,Liuzzi,Sutil,,
Japan,67,6,Massa,Kubica,,6
Japan,67,6,Massa,Kubica,Yes,8
Japan,67,6,Kubica,Massa,Yes,12
Japan,67,6,Massa,Kubica,Yes,15
Japan,67,7,Kubica,Massa,,7
China,2,11,Vettel,Button,,
China,2,12,Trulli,Button,,
China,2,20,Schumacher,Davidson,,
China,3,18,Schumacher,Sutil,,
China,3,19,Davidson,Sutil,,
China,3,19,Schumacher,Yamamoto,,
China,3,20,Barrichello,Sutil,,
China,3,20,Davidson,Yamamoto,,
China,3,21,Barrichello,Yamamoto,,
China,4,6,Liuzzi,Heidfeld,,
China,4,16,Rosberg,Fisichella,,
China,5,15,Rosberg,Wurz,Replay,1
China,5,19,Barrichello,Davidson,,
China,6,8,Kubica,Webber,,
China,6,17,Schumacher,Fisichella,,
China,7,10,Vettel,Kovalainen,Yes,14
