Race,Lap,Position,Overtaker,Overtakee,Live,Turn
Malaysia,14,6,Hamilton,Schumacher,Yes,15
Malaysia,14,9,Heidfeld,Alguersuari,,
Malaysia,14,11,Perez,Rosberg,Yes,1
Malaysia,14,11,Webber,Perez,,
Malaysia,14,12,Webber,Rosberg,,
Malaysia,14,13,Massa,Rosberg,,
Malaysia,15,5,Button,Buemi,,
Malaysia,15,9,Webber,Alguersuari,,
Malaysia,15,10,Massa,Alguersuari,,
Malaysia,15,11,Massa,Perez,,
Malaysia,16,2,Hamilton,Kobayashi,,
Malaysia,16,10,Perez,Alguersuari,Yes,9
Malaysia,16,10,Di Resta,Perez,,
Malaysia,16,11,Di Resta,Alguersuari,Yes,10
Malaysia,16,17,Rosberg,D'Ambrosio,,
Malaysia,17,3,Alonso,Kobayashi,Yes,11
Malaysia,17,4,Alonso,Button,Yes,1
Malaysia,17,11,Schumacher,Perez,,
Malaysia,17,15,Rosberg,Alguersuari,,
Malaysia,17,17,Sutil,D'Ambrosio,,
Malaysia,22,6,Massa,Webber,Yes,4
Malaysia,22,18,Trulli,Glock,,
Malaysia,24,10,Webber,Kobayashi,Yes,11
Malaysia,25,8,Webber,Schumacher,,
Malaysia,26,5,Hamilton,Petrov,Yes,5
Malaysia,26,6,Button,Petrov,,
Malaysia,27,1,Vettel,Massa,Yes,1
Malaysia,27,11,Di Resta,Rosberg,,
Malaysia,28,8,Kobayashi,Schumacher,Yes,3
Malaysia,30,11,Schumacher,Alguersuari,Yes,11
Malaysia,32,14,Rosberg,Buemi,,
Malaysia,33,8,Petrov,Kobayashi,Yes,1
Malaysia,34,14,Sutil,Alguersuari,Replay,1
Malaysia,38,11,Di Resta,Rosberg,Replay,15
Malaysia,40,14,Buemi,Alguersuari,,
Malaysia,42,9,Kobayashi,Schumacher,Replay,9
Malaysia,43,6,Heidfeld,Petrov,Yes,15
Malaysia,44,6,Massa,Petrov,Yes,1
Malaysia,46,3,Alonso,Hamilton,Yes,6
Malaysia,47,14,Rosberg,Alguersuari,Replay,1
Malaysia,48,8,Petrov,Kobayashi,Replay,4
Malaysia,50,5,Webber,Massa,Yes,2
Malaysia,50,13,Rosberg,Buemi,,
Malaysia,52,3,Heidfeld,Hamilton,Yes,1
Malaysia,54,9,Schumacher,Di Resta,,
China,2,16,Webber,Perez,,
China,2,18,Maldonado,Kovalainen,,
China,2,19,Maldonado,Trulli,,
China,2,21,Glock,Liuzzi,,
China,3,10,Kobayashi,Alguersuari,Yes,14
China,3,22,D'Ambrosio,Liuzzi,,
China,4,15,Webber,Barrichello,Replay,12
China,6,11,Petrov,Alguersuari,Replay,14
China,8,16,Perez,Barrichello,Replay,12
China,9,12,Buemi,Alguersuari,Yes,6
China,9,12,Alguersuari,Buemi,Yes,6
China,9,13,Heidfeld,Buemi,Yes,14
China,9,15,Perez,Webber,Yes,9
China,9,18,Kovalainen,Maldonado,,
China,10,15,Barrichello,Webber,,
China,10,18,Trulli,Maldonado,,
China,12,11,Perez,Buemi,Yes,14
China,12,14,Schumacher,Kovalainen,,
China,12,18,Webber,Glock,,
China,12,19,Webber,D'Ambrosio,,
China,12,21,Maldonado,Karthikeyan,,
China,13,9,Rosberg,Heidfeld,Replay,14
China,13,14,Di Resta,Kovalainen,,
China,13,17,Webber,Buemi,,
China,14,2,Vettel,Hamilton,Yes,14
China,14,20,Maldonado,D'Ambrosio,,
China,15,1,Massa,Hamilton,Yes,14
China,15,5,Rosberg,Petrov,,
China,15,7,Vettel,Heidfeld,,
China,15,11,Schumacher,Barrichello,,
China,15,19,Maldonado,Glock,,
China,16,5,Button,Heidfeld,Yes,1
China,16,6,Massa,Heidfeld,Yes,14
China,16,7,Hamilton,Heidfeld,Yes,14
China,16,8,Hamilton,Perez,Yes,6
China,16,11,Di Resta,Barrichello,,
China,16,13,Sutil,Kovalainen,,
China,16,14,Kobayashi,Kovalainen,,
China,16,16,Webber,Trulli,,
China,17,2,Vettel,Petrov,Yes,14
China,17,3,Button,Petrov,Background,16
China,17,13,Webber,Kovalainen,,
China,17,20,Buemi,Karthikeyan,,
China,17,22,Glock,Liuzzi,,
China,18,6,Schumacher,Heidfeld,Yes,1
China,18,7,Alonso,Heidfeld,Yes,2
China,18,13,Petrov,Kovalainen,,
China,18,15,Perez,Trulli,,
China,19,13,Perez,Kovalainen,,
China,19,15,Heidfeld,Trulli,,
China,19,19,Buemi,D'Ambrosio,,
China,20,15,Barrichello,Trulli,,
China,21,17,Buemi,Kovalainen,,
China,21,22,D'Ambrosio,Liuzzi,,
China,23,20,Glock,Karthikeyan,,
China,25,5,Alonso,Schumacher,Replay,14
China,26,6,Button,Di Resta,Yes,14
China,27,6,Hamilton,Di Resta,Yes,14
China,28,3,Rosberg,Alonso,Yes,16
China,28,14,Webber,Barrichello,Replay,6
China,29,4,Button,Alonso,Yes,14
China,29,12,Schumacher,Heidfeld,Replay,14
China,30,5,Hamilton,Alonso,Yes,6
China,30,9,Petrov,Kobayashi,Yes,14
China,30,11,Schumacher,Perez,Yes,14
China,31,10,Webber,Perez,,
China,32,13,Kobayashi,Sutil,,
China,33,6,Schumacher,Petrov,Yes,6
China,34,7,Webber,Petrov,Yes,12
China,34,9,Alonso,Perez,Replay,14
China,35,11,Di Resta,Barrichello,,
China,36,2,Hamilton,Button,Yes,1
China,37,8,Alonso,Petrov,Yes,6
China,38,6,Webber,Schumacher,Yes,14
China,38,15,Barrichello,Kovalainen,,
China,38,18,Buemi,Trulli,,
China,40,17,Buemi,Maldonado,,
China,42,3,Hamilton,Rosberg,Yes,6
China,42,12,Petrov,Heidfeld,Replay,14
China,43,13,Perez,Heidfeld,Replay,3
China,44,2,Hamilton,Massa,Yes,Finish Line
China,44,22,Glock,Liuzzi,,
China,45,3,Rosberg,Massa,Replay,14
China,45,3,Massa,Rosberg,Replay,14
China,45,4,Button,Rosberg,Replay,14
China,45,6,Webber,Alonso,Replay,6
China,45,12,Perez,Petrov,,
China,49,3,Button,Massa,,
China,49,21,Glock,Karthikeyan,,
China,50,4,Rosberg,Massa,Replay,16
China,51,5,Webber,Massa,,
China,51,10,Petrov,Kobayashi,,
China,52,1,Hamilton,Vettel,Yes,7
China,52,9,Petrov,Di Resta,,
China,53,10,Kobayashi,Di Resta,,
China,54,4,Webber,Rosberg,Yes,6
China,54,22,Liuzzi,Karthikeyan,,
China,55,3,Webber,Button,Yes,16
Turkey,2,7,Petrov,Schumacher,Yes,12
Turkey,2,8,Massa,Petrov,Yes,12
Turkey,2,9,Massa,Heidfeld,Yes,1
Turkey,2,15,Buemi,Kovalainen,,
Turkey,2,19,Alguersuari,Liuzzi,,
Turkey,3,9,Barrichello,Heidfeld,Yes,1
Turkey,3,13,Buemi,Maldonado,,
Turkey,3,16,Kobayashi,Trulli,,
Turkey,3,20,D'Ambrosio,Karthikeyan,,
Turkey,4,15,Kobayashi,Kovalainen,,
Turkey,4,17,Alguersuari,Trulli,,
Turkey,5,2,Webber,Rosberg,Yes,12
Turkey,5,16,Alguersuari,Kovalainen,,
Turkey,6,5,Hamilton,Button,Yes,12
Turkey,6,5,Button,Hamilton,Yes,Finish Line
Turkey,6,9,Heidfeld,Barrichello,,
Turkey,6,12,Buemi,Di Resta,,
Turkey,6,14,Kobayashi,Maldonado,,
Turkey,6,21,Schumacher,Karthikeyan,,
Turkey,7,3,Alonso,Rosberg,Yes,12
Turkey,7,5,Hamilton,Button,Yes,1
Turkey,7,19,Schumacher,Liuzzi,,
Turkey,7,20,Schumacher,D'Ambrosio,,
Turkey,8,5,Button,Hamilton,Yes,1
Turkey,9,6,Massa,Hamilton,Yes,12
Turkey,9,20,D'Ambrosio,Liuzzi,,
Turkey,10,9,Kobayashi,Di Resta,,
Turkey,10,11,Hamilton,Maldonado,,
Turkey,10,12,Massa,Maldonado,Yes,9
Turkey,10,16,Petrov,Trulli,,
Turkey,11,10,Alguersuari,Maldonado,,
Turkey,11,12,Petrov,Kovalainen,,
Turkey,11,13,Heidfeld,Kovalainen,,
Turkey,11,14,Heidfeld,Trulli,,
Turkey,12,9,Petrov,Alguersuari,,
Turkey,12,13,Buemi,Trulli,,
Turkey,12,14,Buemi,Schumacher,,
Turkey,12,14,Schumacher,Trulli,,
Turkey,12,15,Barrichello,Trulli,,
Turkey,12,16,Sutil,Trulli,,
Turkey,12,21,Perez,Liuzzi,,
Turkey,12,22,Perez,Karthikeyan,,
Turkey,13,1,Vettel,Button,,12
Turkey,13,5,Rosberg,Kobayashi,,
Turkey,13,10,Heidfeld,Alguersuari,,
Turkey,13,11,Buemi,Alguersuari,,
Turkey,13,12,Buemi,Kovalainen,,
Turkey,13,13,Barrichello,Kovalainen,,
Turkey,13,14,Barrichello,Schumacher,Replay,5
Turkey,13,14,Schumacher,Kovalainen,,
Turkey,13,15,Sutil,Kovalainen,,
Turkey,13,16,Di Resta,Kovalainen,,
Turkey,13,17,Di Resta,Trulli,,
Turkey,13,19,Maldonado,D'Ambrosio,,
Turkey,14,4,Hamilton,Rosberg,Yes,12
Turkey,14,12,Kobayashi,Schumacher,Replay,12
Turkey,14,13,Sutil,Schumacher,Replay,12
Turkey,14,18,Perez,D'Ambrosio,,
Turkey,14,19,Alguersuari,D'Ambrosio,,
Turkey,14,21,Trulli,Liuzzi,,
Turkey,15,17,Schumacher,Perez,,
Turkey,15,20,Trulli,D'Ambrosio,,
Turkey,16,11,Kobayashi,Barrichello,,
Turkey,16,17,Alguersuari,Perez,,
Turkey,16,20,Kovalainen,D'Ambrosio,,
Turkey,20,5,Massa,Rosberg,Yes,9
Turkey,20,5,Rosberg,Massa,Yes,13
Turkey,21,4,Massa,Rosberg,Yes,12
Turkey,21,5,Button,Rosberg,Yes,14
Turkey,21,15,Schumacher,Maldonado,,
Turkey,21,19,Perez,Kovalainen,,
Turkey,22,8,Kobayashi,Buemi,Replay,12
Turkey,22,16,Alguersuari,Maldonado,,
Turkey,23,4,Button,Massa,Yes,12
Turkey,23,7,Buemi,Kobayashi,,
Turkey,23,7,Hamilton,Buemi,,
Turkey,23,8,Hamilton,Kobayashi,,
Turkey,23,8,Barrichello,Kobayashi,,
Turkey,23,9,Barrichello,Kobayashi,,
Turkey,23,11,Petrov,Di Resta,,
Turkey,24,10,Rosberg,Di Resta,Yes,7
Turkey,24,11,Heidfeld,Di Resta,Yes,9
Turkey,24,18,Perez,Trulli,,
Turkey,25,6,Petrov,Sutil,,
Turkey,25,7,Massa,Sutil,,
Turkey,25,15,Di Resta,Maldonado,,
Turkey,26,11,Buemi,Alguersuari,,
Turkey,26,15,Kobayashi,Di Resta,,
Turkey,29,2,Alonso,Webber,Yes,12
Turkey,29,18,Maldonado,Kovalainen,,
Turkey,30,10,Buemi,Schumacher,,
Turkey,32,16,Alguersuari,Perez,,
Turkey,33,12,Kobayashi,Sutil,,
Turkey,34,6,Button,Massa,Yes,12
Turkey,34,12,Sutil,Kobayashi,,
Turkey,34,12,Schumacher,Sutil,,
Turkey,34,13,Schumacher,Kobayashi,,
Turkey,35,13,Kobayashi,Massa,Replay,9
Turkey,35,13,Massa,Kobayashi,Yes,12
Turkey,36,8,Rosberg,Barrichello,Replay,12
Turkey,36,12,Massa,Sutil,,
Turkey,36,17,Perez,Maldonado,,
Turkey,38,8,Petrov,Barrichello,,
Turkey,38,14,Alguersuari,Kobayashi,,
Turkey,39,9,Heidfeld,Barrichello,Yes,11
Turkey,39,11,Massa,Schumacher,Yes,12
Turkey,40,4,Hamilton,Buemi,,
Turkey,40,10,Massa,Barrichello,,
Turkey,41,15,Alguersuari,Barrichello,,
Turkey,43,12,Kobayashi,Di Resta,,
Turkey,44,10,Buemi,Schumacher,Replay,12
Turkey,46,7,Rosberg,Massa,Yes,12
Turkey,49,4,Hamilton,Button,Yes,12
Turkey,50,18,Trulli,Kovalainen,,
Turkey,51,2,Webber,Alonso,Yes,12
Turkey,51,8,Heidfeld,Petrov,,
Turkey,51,14,Sutil,Barrichello,,
Turkey,52,12,Massa,Schumacher,Replay,9
Turkey,52,12,Schumacher,Massa,Replay,13
Turkey,52,15,Perez,Barrichello,,
Turkey,53,11,Schumacher,Alguersuari,Yes,14
Turkey,53,12,Massa,Alguersuari,Yes,14
Turkey,54,5,Rosberg,Button,Yes,12
Turkey,54,7,Heidfeld,Buemi,,
Turkey,54,11,Massa,Schumacher,Yes,1
Turkey,54,12,Alguersuari,Schumacher,Yes,2
Turkey,54,12,Schumacher,Alguersuari,Yes,5
Turkey,55,13,Sutil,Alguersuari,,
Turkey,55,14,Perez,Alguersuari,Yes,9
Turkey,56,13,Perez,Sutil,Yes,13
Turkey,57,13,Sutil,Perez,,
Turkey,58,8,Petrov,Buemi,,
Spain,2,19,Barrichello,Liuzzi,,
Spain,4,9,Button,Buemi,Replay,5
Spain,6,22,D'Ambrosio,Karthikeyan,,
Spain,8,19,Liuzzi,Perez,Replay,3
Spain,8,19,Perez,Liuzzi,,
Spain,10,7,Vettel,Massa,Yes,10
Spain,10,8,Vettel,Button,Yes,5
Spain,10,17,Maldonado,Barrichello,Replay,10
Spain,11,4,Vettel,Rosberg,Yes,1
Spain,11,6,Button,Massa,Replay,1
Spain,11,7,Webber,Massa,Yes,10
Spain,11,16,Maldonado,Sutil,,
Spain,12,4,Webber,Button,Replay,5
Spain,12,7,Schumacher,Trulli,,
Spain,12,8,Schumacher,Kovalainen,,
Spain,12,12,Massa,Heidfeld,,
Spain,12,22,Kobayashi,Karthikeyan,,
Spain,13,8,Petrov,Trulli,,
Spain,13,9,Petrov,Kovalainen,,
Spain,13,10,Rosberg,Kovalainen,,
Spain,13,11,Massa,Kovalainen,,
Spain,13,13,Buemi,Heidfeld,,
Spain,13,20,Kobayashi,Glock,,
Spain,13,21,Kobayashi,D'Ambrosio,,
Spain,14,9,Rosberg,Trulli,,
Spain,14,10,Massa,Trulli,,
Spain,14,21,Sutil,D'Ambrosio,,
Spain,14,22,Karthikeyan,Sutil,,
Spain,14,22,Sutil,Karthikeyan,,
Spain,14,23,Barrichello,Karthikeyan,,
Spain,15,12,Buemi,Kovalainen,,
Spain,15,18,Kobayashi,Liuzzi,,
Spain,15,20,Sutil,Glock,,
Spain,15,22,Barrichello,D'Ambrosio,,
Spain,16,5,Button,Schumacher,Yes,4
Spain,16,7,Rosberg,Petrov,,
Spain,16,11,Maldonado,Kovalainen,,
Spain,16,12,Maldonado,Heidfeld,,
Spain,16,12,Alguersuari,Kovalainen,,
Spain,16,13,Alguersuari,Heidfeld,,
Spain,16,19,Sutil,Liuzzi,,
Spain,16,21,Barrichello,Glock,,
Spain,17,13,Di Resta,Heidfeld,,
Spain,18,18,Sutil,Kovalainen,,
Spain,19,17,Sutil,Kobayashi,,
Spain,21,13,Perez,Heidfeld,,
Spain,23,10,Di Resta,Alguersuari,,
Spain,23,11,Massa,Alguersuari,,
Spain,24,10,Massa,Di Resta,Replay,1
Spain,25,14,Maldonado,Sutil,,
Spain,25,17,Heidfeld,Kobayashi,Yes,7
Spain,25,18,Heidfeld,Kovalainen,Yes,1
Spain,26,21,Glock,Liuzzi,,
Spain,28,12,Maldonado,Trulli,,
Spain,28,14,Buemi,Trulli,,
Spain,28,15,Alguersuari,Sutil,Yes,1
Spain,29,11,Maldonado,Perez,,
Spain,29,12,Buemi,Perez,,
Spain,30,8,Rosberg,Di Resta,,
Spain,32,9,Petrov,Di Resta,,
Spain,32,17,Kobayashi,Trulli,,
Spain,34,16,Kobayashi,Barrichello,,
Spain,35,3,Webber,Alonso,Yes,10
Spain,35,3,Alonso,Webber,Yes,11
Spain,36,3,Button,Alonso,Yes,11
Spain,36,4,Button,Webber,Yes,1
Spain,36,12,Heidfeld,Alguersuari,,
Spain,36,13,Di Resta,Alguersuari,,
Spain,36,14,Perez,Alguersuari,,
Spain,37,13,Kobayashi,Maldonado,,
Spain,37,15,Sutil,Trulli,,
Spain,37,16,Heidfeld,Trulli,,
Spain,38,16,Heidfeld,Sutil,,
Spain,41,15,Heidfeld,Maldonado,Replay,1
Spain,41,19,Barrichello,Kovalainen,,
Spain,42,9,Di Resta,Buemi,,
Spain,42,10,Perez,Buemi,,
Spain,42,11,Petrov,Buemi,,
Spain,43,12,Heidfeld,Kobayashi,,
Spain,45,11,Heidfeld,Petrov,Yes,10
Spain,46,16,Kobayashi,Alguersuari,,
Spain,48,15,Kobayashi,Buemi,,
Spain,50,12,Perez,Maldonado,,
Spain,52,11,Kobayashi,Maldonado,Yes,1
Spain,52,12,Heidfeld,Maldonado,Yes,7
Spain,54,17,Alguersuari,Barrichello,,
Spain,55,9,Perez,Petrov,,
Spain,55,11,Heidfeld,Kobayashi,,
Spain,56,10,Heidfeld,Petrov,,
Spain,57,11,Kobayashi,Petrov,,
Spain,58,8,Perez,Massa,Yes,7
Spain,58,9,Heidfeld,Massa,Yes,11
Spain,60,8,Heidfeld,Perez,Yes,1
Spain,63,13,Sutil,Buemi,,
Monaco,10,9,Hamilton,Schumacher,Yes,Saint-Devote
Monaco,12,10,Barrichello,Schumacher,Yes,Mirabeau
Monaco,14,5,Massa,Rosberg,Yes,Tabac
Monaco,14,6,Maldonado,Rosberg,Yes,Tabac
Monaco,15,7,Petrov,Rosberg,,
Monaco,15,8,Hamilton,Rosberg,,
Monaco,17,20,Schumacher,D'Ambrosio,,
Monaco,23,14,Hamilton,Alguersuari,,
Monaco,24,13,Hamilton,Trulli,,
Monaco,24,15,Di Resta,Alguersuari,Yes,Loews
Monaco,27,19,Kovalainen,D'Ambrosio,,
Monaco,28,20,Glock,D'Ambrosio,,
Monaco,29,15,Schumacher,Rosberg,Yes,Loews
Monaco,33,9,Hamilton,Massa,Replay,Tunnel
Monaco,48,16,Di Resta,D'Ambrosio,,
Monaco,50,15,Di Resta,Kovalainen,,
Monaco,57,13,Rosberg,Alguersuari,,
Monaco,62,16,Trulli,D'Ambrosio,,
Monaco,62,17,Kovalainen,D'Ambrosio,,
Monaco,65,4,Kobayashi,Sutil,Replay,Mirabeau
Monaco,66,5,Webber,Sutil,Replay,Tabac
Monaco,66,6,Webber,Petrov,,
Monaco,66,12,Alguersuari,Buemi,,
Monaco,66,13,Alguersuari,Rosberg,,
Monaco,68,6,Maldonado,Sutil,Yes,Tabac
Monaco,68,7,Maldonado,Petrov,,
Monaco,68,8,Hamilton,Petrov,Yes,Tabac
Monaco,77,4,Webber,Kobayashi,Yes,Tabac
Canada,5,4,Rosberg,Hamilton,Yes,2
Canada,5,5,Button,Hamilton,Yes,2
Canada,5,5,Schumacher,Button,Yes,6
Canada,5,6,Schumacher,Hamilton,Yes,2
Canada,5,6,Hamilton,Button,Yes,8
Canada,5,8,Di Resta,Heidfeld,,
Canada,5,9,Di Resta,Petrov,,
Canada,5,10,Kobayashi,Petrov,Background,8
Canada,5,11,Kobayashi,Maldonado,Background,1
Canada,5,20,Glock,Liuzzi,,
Canada,5,22,Alguersuari,Karthikeyan,,
Canada,5,23,Alguersuari,D'Ambrosio,,
Canada,6,8,Kobayashi,Heidfeld,,
Canada,6,11,Maldonado,Petrov,,
Canada,6,11,Petrov,Di Resta,,
Canada,6,12,Webber,Di Resta,,
Canada,6,13,Webber,Sutil,,
Canada,6,15,Barrichello,Buemi,,
Canada,7,10,Petrov,Maldonado,,
Canada,7,11,Webber,Maldonado,,
Canada,7,17,Trulli,De La Rosa,,
Canada,7,21,Alguersuari,Liuzzi,,
Canada,8,10,Di Resta,Maldonado,,
Canada,13,10,Button,Di Resta,,
Canada,13,11,Button,Maldonado,,
Canada,13,16,De la Rosa,Trulli,,
Canada,13,19,Alguersuari,Glock,Yes,10
Canada,13,21,Liuzzi,Karthikeyan,,
Canada,13,22,Liuzzi,D'Ambrosio,,
Canada,14,14,Button,Buemi,,
Canada,14,17,Alguersuari,Trulli,Background,10
Canada,14,18,Alguersuari,Kovalainen,,
Canada,15,8,Webber,Petrov,Replay,3
Canada,15,11,Button,Maldonado,Yes,10
Canada,15,12,Button,Sutil,,
Canada,15,13,Button,Barrichello,,3
Canada,16,14,De la Rosa,Buemi,,
Canada,16,21,Barrichello,Karthikeyan,,
Canada,17,7,Webber,Heidfeld,Replay,6
Canada,17,16,Kovalainen,Trulli,,
Canada,17,19,Barrichello,Liuzzi,,
Canada,17,20,Sutil,Liuzzi,,
Canada,18,6,Alonso,Heidfeld,Yes,13
Canada,18,9,Button,Di Resta,Yes,3
Canada,18,15,Barrichello,Trulli,,
Canada,18,16,Barrichello,Glock,,
Canada,18,17,Sutil,Glock,,
Canada,18,18,Sutil,Maldonado,,
Canada,18,18,Maldonado,Glock,,
Canada,18,20,Buemi,Liuzzi,,
Canada,19,7,Button,Petrov,Yes,8
Canada,19,7,Petrov,Button,Yes,11
Canada,19,14,Barrichello,Kovalainen,,
Canada,19,19,Buemi,Glock,,
Canada,34,9,Button,De La Rosa,Background,13
Canada,34,19,Maldonado,Karthikeyan,,
Canada,35,19,Barrichello,Glock,,
Canada,35,20,Buemi,Glock,,
Canada,36,10,Schumacher,Karthikeyan,Yes,8
Canada,36,11,Schumacher,Trulli,Yes,6
Canada,36,11,Button,Karthikeyan,,
Canada,36,12,Schumacher,D'Ambrosio,,
Canada,36,12,Sutil,Trulli,Yes,10
Canada,36,12,Button,Sutil,Yes,10
Canada,36,13,Sutil,D'Ambrosio,,
Canada,36,13,Button,Trulli,Yes,10
Canada,36,14,Button,D'Ambrosio,Yes,8
Canada,36,16,Barrichello,Alguersuari,,
Canada,36,17,Maldonado,Alguersuari,,
Canada,37,7,Schumacher,Petrov,Yes,6
Canada,37,12,Sutil,Karthikeyan,,
Canada,40,11,Maldonado,Barrichello,Background,13
Canada,41,10,Maldonado,Rosberg,Background,1
Canada,41,11,Barrichello,Rosberg,Replay,13
Canada,41,16,De la Rosa,Glock,,
Canada,41,20,Button,Liuzzi,,
Canada,42,6,Schumacher,Webber,Yes,11
Canada,42,10,Barrichello,Maldonado,,
Canada,42,15,De la Rosa,D'Ambrosio,Foreground,3
Canada,42,18,Button,Trulli,,
Canada,42,19,Button,Karthikeyan,,
Canada,43,15,Glock,D'Ambrosio,,
Canada,43,15,Button,Glock,,
Canada,43,16,Button,D'Ambrosio,,
Canada,43,17,Trulli,D'Ambrosio,,
Canada,44,14,Button,De La Rosa,,
Canada,44,19,Di Resta,Karthikeyan,,
Canada,44,20,Di Resta,Liuzzi,,
Canada,45,4,Schumacher,Heidfeld,Yes,13
Canada,45,10,Rosberg,Maldonado,,
Canada,45,13,Button,Buemi,,
Canada,45,18,Di Resta,D'Ambrosio,,
Canada,46,17,Di Resta,Trulli,,
Canada,46,20,Liuzzi,Karthikeyan,,
Canada,47,16,Di Resta,Glock,,
Canada,48,8,Rosberg,Barrichello,,
Canada,48,10,Alguersuari,Maldonado,,
Canada,49,10,Button,Alguersuari,Yes,13
Canada,49,11,Button,Maldonado,Yes,7
Canada,50,19,Karthikeyan,Liuzzi,,
Canada,51,2,Schumacher,Kobayashi,Yes,10
Canada,51,3,Schumacher,Massa,Yes,10
Canada,51,3,Massa,Kobayashi,Yes,10
Canada,51,15,Trulli,Glock,,
Canada,52,12,Di Resta,Alguersuari,,
Canada,52,13,Di Resta,Maldonado,,
Canada,54,5,Button,Heidfeld,,
Canada,54,9,Alguersuari,Rosberg,,
Canada,54,19,Liuzzi,Karthikeyan,,
Canada,55,4,Button,Kobayashi,,
Canada,55,13,Buemi,De La Rosa,,
Canada,60,16,Liuzzi,D'Ambrosio,,
Canada,61,5,Petrov,Kobayashi,,
Canada,61,7,Rosberg,Barrichello,,
Canada,61,8,Rosberg,Alguersuari,,
Canada,61,10,Massa,Maldonado,,
Canada,61,13,Di Resta,De La Rosa,,
Canada,64,3,Button,Webber,Yes,Finish Line
Canada,64,14,Liuzzi,Glock,,
Canada,64,16,Karthikeyan,D'Ambrosio,,
Canada,65,2,Button,Schumacher,Yes,13
Canada,65,8,Massa,Alguersuari,,
Canada,65,11,Di Resta,Buemi,,
Canada,67,3,Webber,Schumacher,Yes,13
Canada,67,7,Massa,Rosberg,,
Canada,68,15,Karthikeyan,Glock,,
Canada,68,16,D'Ambrosio,Glock,,
Canada,70,1,Button,Vettel,Yes,6
Canada,70,6,Massa,Kobayashi,Yes,Finish Line
Europe,2,21,Maldonado,Liuzzi,,
Europe,3,16,Alguersuari,Perez,,
Europe,3,18,Kovalainen,Glock,,
Europe,4,15,Alguersuari,Petrov,,
Europe,4,19,Trulli,Glock,,
Europe,4,20,Maldonado,Glock,,
Europe,6,6,Button,Rosberg,Yes,2
Europe,12,15,Heidfeld,Kovalainen,,
Europe,12,23,Maldonado,Karthikeyan,,
Europe,13,14,Heidfeld,Sutil,Replay,4
Europe,13,14,Sutil,Heidfeld,,
Europe,13,16,Barrichello,Kovalainen,,
Europe,13,17,Barrichello,Trulli,,
Europe,14,6,Hamilton,Schumacher,Yes,12
Europe,14,21,Maldonado,Liuzzi,,
Europe,14,22,Maldonado,D'Ambrosio,,
Europe,15,7,Rosberg,Alguersuari,Yes,18
Europe,15,11,Sutil,Schumacher,Yes,12
Europe,15,11,Schumacher,Sutil,Yes,13
Europe,15,13,Di Resta,Trulli,,
Europe,15,21,Kovalainen,D'Ambrosio,,
Europe,16,14,Buemi,Trulli,,
Europe,16,18,Maldonado,Glock,,
Europe,16,21,Schumacher,D'Ambrosio,,
Europe,17,9,Sutil,Perez,Yes,12
