Race,Lap,Position,Overtaker,Overtakee,Live?,Turn
Bahrain,46,13,Hulkenberg,Nasr,,
Bahrain,47,14,Wehrlein,Nasr,,
Bahrain,50,8,Kvyat,Bottas,Yes,1
Bahrain,50,11,Magnussen,Ericsson,,
Bahrain,51,6,Verstappen,Massa,Yes,11
Bahrain,51,13,Wehrlein,Hulkenberg,Yes,1
Bahrain,56,7,Kvyat,Massa,Yes,4
Bahrain,56,14,Nasr,Perez,,
Bahrain,56,15,Hulkenberg,Perez,,
China,2,7,Vettel,Massa,Yes,11
China,2,8,Button,Massa,Yes,13
China,2,11,Verstappen,Ericsson,Yes,1
China,3,9,Bottas,Massa,Background,14
China,4,4,Vettel,Hulkenberg,Yes,Pitlane
China,4,5,Vettel,Sainz,Yes,Pitlane
China,4,15,Gutierrez,Palmer,,
China,8,8,Perez,Haryanto,Background,Finish Line
China,9,3,Kvyat,Alonso,Yes,14
China,9,4,Kvyat,Wehrlein,Yes,6
China,9,5,Kvyat,Gutierrez,Yes,2
China,9,7,Perez,Palmer,Background,13
China,9,8,Bottas,Palmer,Yes,14
China,9,9,Bottas,Haryanto,Yes,1
China,9,10,Button,Haryanto,,
China,9,11,Sainz,Haryanto,Background,5
China,9,12,Vettel,Haryanto,Yes,7
China,9,13,Vettel,Hulkenberg,Yes,11
China,9,13,Hulkenberg,Haryanto,Background,6
China,9,14,Vettel,Ericsson,,
China,9,15,Ricciardo,Ericsson,Background,14
China,9,16,Ricciardo,Magnussen,Background,6
China,9,17,Verstappen,Magnussen,Background,13
China,9,20,Hamilton,Grosjean,Background,6
China,10,9,Vettel,Palmer,,
China,10,10,Vettel,Button,Background,14
China,10,10,Button,Palmer,Yes,1
China,10,11,Vettel,Sainz,Yes,2
China,10,11,Sainz,Palmer,Background,14
China,10,14,Ricciardo,Haryanto,Background,2
China,10,16,Hamilton,Ericsson,,
China,10,17,Hamilton,Magnussen,Yes,6
China,10,17,Raikkonen,Ericsson,Background,13
China,10,18,Hamilton,Raikkonen,,
China,10,18,Raikkonen,Magnussen,,
China,10,19,Verstappen,Magnussen,,
China,11,6,Perez,Gutierrez,Yes,14
China,11,8,Vettel,Bottas,Yes,15
China,11,12,Ricciardo,Palmer,Yes,3
China,11,13,Ricciardo,Hulkenberg,Yes,2
China,11,13,Hulkenberg,Palmer,Yes,3
China,11,14,Hamilton,Palmer,,
China,11,15,Hamilton,Haryanto,Yes,2
China,11,15,Raikkonen,Palmer,Background,14
China,11,16,Raikkonen,Haryanto,,
China,11,17,Verstappen,Haryanto,Background,14
China,11,18,Verstappen,Ericsson,Background,6
China,12,2,Kvyat,Massa,Yes,14
China,12,5,Perez,Wehrlein,Yes,1
China,12,6,Vettel,Wehrlein,,
China,12,7,Vettel,Gutierrez,Yes,1
China,12,7,Bottas,Wehrlein,,
China,12,8,Bottas,Gutierrez,,
China,12,9,Button,Gutierrez,,
China,12,13,Hamilton,Hulkenberg,,
China,12,16,Verstappen,Palmer,,
China,13,5,Vettel,Perez,Yes,14
China,13,8,Button,Wehrlein,Yes,14
China,13,10,Sainz,Gutierrez,Yes,2
China,13,11,Ricciardo,Gutierrez,Yes,6
China,13,12,Hamilton,Gutierrez,Yes,7
China,13,13,Hulkenberg,Gutierrez,Yes,14
China,13,17,Ericsson,Palmer,,
China,13,18,Ericsson,Haryanto,,
China,13,19,Magnussen,Haryanto,,
China,14,4,Vettel,Alonso,Yes,14
China,14,9,Sainz,Wehrlein,Yes,2
China,14,10,Ricciardo,Wehrlein,,
China,14,11,Hamilton,Wehrlein,,
China,14,18,Magnussen,Palmer,,
China,14,19,Haryanto,Palmer,,
China,14,20,Grosjean,Palmer,,
China,15,8,Sainz,Button,Background,6
China,15,12,Hulkenberg,Wehrlein,,
China,15,13,Verstappen,Wehrlein,,
China,15,14,Verstappen,Gutierrez,,
China,16,5,Perez,Alonso,,
China,16,6,Bottas,Alonso,Yes,14
China,16,9,Ricciardo,Button,,
China,16,10,Hamilton,Button,Yes,6
China,16,17,Grosjean,Haryanto,,
China,16,19,Raikkonen,Nasr,,
China,17,11,Verstappen,Hulkenberg,Replay,14
China,17,17,Alonso,Haryanto,,
China,18,11,Vettel,Gutierrez,,
China,18,12,Vettel,Ericsson,Yes,7
China,18,17,Raikkonen,Haryanto,,
China,18,18,Hulkenberg,Nasr,,
China,19,13,Perez,Magnussen,,
China,19,15,Alonso,Grosjean,,
China,20,4,Kvyat,Button,Yes,14
China,20,5,Kvyat,Verstappen,Yes,6
China,20,6,Vettel,Verstappen,Yes,14
China,20,8,Perez,Ericsson,,
China,20,9,Massa,Ericsson,,
China,20,12,Sainz,Raikkonen,,
China,20,13,Raikkonen,Grosjean,,
China,20,14,Sainz,Grosjean,,
China,20,15,Ricciardo,Grosjean,,
China,21,5,Vettel,Button,Yes,6
China,21,10,Sainz,Alonso,Yes,14
China,21,11,Ricciardo,Alonso,Yes,14
China,21,12,Ricciardo,Raikkonen,,
China,21,16,Gutierrez,Wehrlein,,
China,22,7,Bottas,Ericsson,Yes,14
China,22,11,Raikkonen,Alonso,Yes,14
China,23,8,Ricciardo,Ericsson,Yes,14
China,23,9,Ricciardo,Sainz,Yes,3
China,23,12,Hamilton,Alonso,Background,14
China,23,13,Hamilton,Hulkenberg,,
China,23,18,Magnussen,Palmer,,
China,24,5,Massa,Perez,Yes,13
China,24,9,Sainz,Ericsson,Yes,1
China,24,10,Raikkonen,Ericsson,Yes,6
China,24,11,Hamilton,Ericsson,,
China,25,4,Massa,Button,Yes,6
China,26,5,Perez,Button,Yes,7
China,26,6,Bottas,Button,Yes,14
China,26,12,Alonso,Ericsson,,
China,26,13,Verstappen,Ericsson,,
China,26,14,Verstappen,Hulkenberg,,
China,27,5,Bottas,Perez,Yes,14
China,27,7,Ricciardo,Button,Yes,7
China,27,8,Sainz,Button,Yes,14
China,27,9,Raikkonen,Button,Yes,14
China,27,20,Hulkenberg,Nasr,,
China,28,6,Ricciardo,Perez,Yes,14
China,28,11,Verstappen,Alonso,Yes,14
China,31,10,Bottas,Gutierrez,,
China,31,16,Hulkenberg,Grosjean,,
China,31,17,Ericsson,Grosjean,,
China,32,8,Massa,Alonso,,
China,32,11,Perez,Gutierrez,,
China,32,13,Hamilton,Button,,
China,33,11,Hamilton,Gutierrez,Yes,6
China,33,14,Alonso,Magnussen,,
China,33,19,Wehrlein,Nasr,,
China,34,9,Hamilton,Perez,Yes,14
China,34,15,Hulkenberg,Magnussen,,
China,36,3,Vettel,Kvyat,Yes,14
China,36,4,Vettel,Raikkonen,Yes,4
China,36,19,Haryanto,Palmer,,
China,37,15,Gutierrez,Ericsson,,
China,37,20,Grosjean,Palmer,,
China,37,21,Magnussen,Palmer,,
China,38,8,Ricciardo,Perez,,
China,38,11,Raikkonen,Sainz,,
China,38,19,Grosjean,Haryanto,,
China,39,4,Massa,Verstappen,Yes,14
China,39,10,Raikkonen,Button,,
China,40,5,Hamilton,Bottas,Yes,9
China,40,6,Ricciardo,Bottas,Yes,14
China,40,12,Verstappen,Alonso,,
China,41,8,Raikkonen,Perez,Yes,14
China,41,10,Sainz,Button,Yes,14
China,43,4,Ricciardo,Massa,Yes,14
China,43,5,Ricciardo,Hamilton,Yes,6
China,44,7,Raikkonen,Bottas,Yes,7
China,44,16,Gutierrez,Grosjean,,
China,45,14,Button,Ericsson,,
China,45,18,Wehrlein,Nasr,,
China,46,6,Raikkonen,Hamilton,Yes,14
China,47,5,Raikkonen,Massa,Yes,14
China,47,19,Grosjean,Nasr,,
China,48,10,Verstappen,Sainz,,
China,49,9,Verstappen,Perez,,
China,49,10,Sainz,Perez,,
China,50,14,Gutierrez,Ericsson,Yes,6
China,51,15,Hulkenberg,Ericsson,,
China,56,9,Sainz,Bottas,,
Russia,4,2,Bottas,Raikkonen,Yes,2
Russia,4,4,Hamilton,Massa,Yes,2
Russia,6,15,Ericsson,Kvyat,Yes,2
Russia,6,15,Kvyat,Ericsson,Yes,7
Russia,6,15,Ericsson,Kvyat,,
Russia,6,17,Perez,Ricciardo,Background,2
Russia,7,3,Hamilton,Raikkonen,Yes,6
Russia,7,16,Perez,Kvyat,Replay,2
Russia,8,12,Button,Nasr,,
Russia,8,15,Perez,Ericsson,,
Russia,9,13,Perez,Nasr,,13
Russia,9,14,Perez,Wehrlein,,
Russia,10,14,Wehrlein,Nasr,Replay,3
Russia,18,18,Kvyat,Gutierrez,,
Russia,19,4,Hamilton,Alonso,Yes,13
Russia,19,5,Hamilton,Bottas,Yes,2
Russia,20,5,Bottas,Alonso,Yes,13
Russia,22,13,Sainz,Palmer,Replay,2
Russia,24,8,Alonso,Ericsson,Yes,13
Russia,27,17,Kvyat,Wehrlein,Yes,16
Russia,29,8,Magnussen,Ricciardo,Yes,5
Russia,29,9,Grosjean,Ricciardo,Yes,6
Russia,30,12,Button,Palmer,Yes,2
Russia,31,10,Perez,Sainz,Yes,2
Russia,31,15,Kvyat,Nasr,,
Russia,31,16,Ricciardo,Nasr,,
Russia,31,17,Ricciardo,Wehrlein,,
Russia,32,15,Ricciardo,Kvyat,Yes,2
Russia,37,13,Ricciardo,Ericsson,Yes,2
Russia,48,10,Button,Sainz,Yes,16
Russia,49,12,Ricciardo,Palmer,Replay,13
Spain,4,18,Massa,Wehrlein,,
Spain,5,17,Massa,Ericsson,,
Spain,6,16,Massa,Nasr,,
Spain,8,3,Vettel,Sainz,Yes,1
Spain,9,14,Palmer,Gutierrez,,
Spain,10,4,Raikkonen,Sainz,Yes,1
Spain,12,9,Sainz,Haryanto,,
Spain,13,9,Perez,Haryanto,,
Spain,14,2,Ricciardo,Grosjean,Yes,1
Spain,14,10,Button,Haryanto,Aftermath,1
Spain,14,11,Alonso,Haryanto,Yes,3
Spain,14,12,Massa,Haryanto,,
Spain,15,3,Verstappen,Grosjean,Yes,1
Spain,15,5,Raikkonen,Gutierrez,Yes,1
Spain,15,13,Hulkenberg,Haryanto,,
Spain,16,14,Magnussen,Haryanto,,
Spain,16,15,Kvyat,Haryanto,,
Spain,17,11,Grosjean,Hulkenberg,,
Spain,17,15,Ericsson,Haryanto,,
Spain,17,16,Palmer,Haryanto,,
Spain,17,17,Gutierrez,Haryanto,,
Spain,17,18,Nasr,Haryanto,,
Spain,18,16,Gutierrez,Palmer,,
Spain,19,15,Gutierrez,Ericsson,,
Spain,20,19,Wehrlein,Haryanto,,
Spain,22,13,Gutierrez,Kvyat,,
Spain,23,12,Gutierrez,Magnussen,Replay,1
Spain,26,15,Massa,Wehrlein,,
Spain,28,14,Massa,Nasr,,
Spain,29,13,Massa,Palmer,,
Spain,29,16,Kvyat,Wehrlein,,
Spain,32,12,Grosjean,Nasr,,
Spain,32,13,Gutierrez,Nasr,Yes,5
Spain,33,11,Gutierrez,Palmer,Yes,10
Spain,33,12,Gutierrez,Grosjean,Replay,5
Spain,33,12,Grosjean,Palmer,Yes,13
Spain,33,14,Kvyat,Nasr,,
Spain,33,16,Ericsson,Wehrlein,,
Spain,33,17,Magnussen,Wehrlein,,
Spain,37,7,Massa,Alonso,,
Spain,39,13,Magnussen,Ericsson,Replay,5
Spain,39,18,Grosjean,Haryanto,,
Spain,43,17,Grosjean,Wehrlein,Replay,1
Spain,44,10,Massa,Button,,
Spain,50,9,Massa,Kvyat,,
Spain,50,14,Ericsson,Nasr,,
Spain,52,12,Palmer,Magnussen,,
Spain,55,13,Ericsson,Magnussen,,
Spain,56,8,Massa,Gutierrez,,
Spain,56,16,Magnussen,Wehrlein,,
Spain,61,9,Button,Gutierrez,Yes,10
Spain,61,12,Ericsson,Palmer,,
Spain,62,10,Kvyat,Gutierrez,Yes,5
Spain,65,14,Magnussen,Nasr,,
Monaco,7,18,Verstappen,Wehrlein,Bg/Replay,Start Finish
Monaco,8,10,Gutierrez,Raikkonen,,Casino
Monaco,10,15,Verstappen,Haryanto,,
Monaco,16,15,Verstappen,Nasr,Replay,Chicane
Monaco,17,11,Button,Wehrlein,Replay,Chicane
Monaco,19,13,Verstappen,Wehrlein,Yes,Tabac
Monaco,19,14,Verstappen,Magnussen,Replay,St Devote
Monaco,20,16,Ericsson,Nasr,,
Monaco,23,10,Verstappen,Button,Replay,Chicane
Monaco,25,17,Grosjean,Haryanto,,
Monaco,37,16,Ericsson,Haryanto,,
Monaco,41,10,Massa,Gutierrez,,
Monaco,77,11,Bottas,Gutierrez,,
Monaco,78,6,Hulkenberg,Rosberg,Yes,Finish Line
Canada,2,8,Hulkenberg,Alonso,Yes,Finish Line
Canada,2,14,Grosjean,Kvyat,,
Canada,3,9,Rosberg,Alonso,Yes,13
Canada,4,18,Ericsson,Palmer,,
Canada,7,20,Haryanto,Magnussen,,
Canada,9,13,Grosjean,Gutierrez,Replay,13
Canada,11,8,Rosberg,Hulkenberg,,
Canada,11,13,Kvyat,Gutierrez,Background,Finish Line
Canada,11,17,Palmer,Ericsson,,
Canada,11,18,Haryanto,Ericsson,,
Canada,12,13,Sainz,Gutierrez,,
Canada,12,14,Raikkonen,Gutierrez,,
Canada,15,12,Raikkonen,Kvyat,Replay,13
Canada,16,11,Raikkonen,Grosjean,,
Canada,16,15,Sainz,Magnussen,,
Canada,17,3,Vettel,Ricciardo,Yes,10
Canada,18,2,Vettel,Verstappen,Yes,13
Canada,18,9,Raikkonen,Perez,Yes,13
Canada,19,13,Kvyat,Magnussen,,
Canada,21,14,Alonso,Magnussen,,
Canada,21,15,Gutierrez,Magnussen,,
Canada,24,7,Rosberg,Perez,Yes,13
Canada,33,17,Ericsson,Wehrlein,,
Canada,34,16,Ericsson,Magnussen,,
Canada,36,4,Bottas,Ricciardo,Replay,1
Canada,37,10,Perez,Grosjean,,
Canada,38,5,Rosberg,Ricciardo,Yes,13
Canada,52,10,Perez,Alonso,,
Canada,52,11,Perez,Kvyat,,
Canada,54,6,Rosberg,Ricciardo,Yes,13
Canada,57,5,Rosberg,Raikkonen,Yes,13
Canada,62,11,Kvyat,Alonso,,
Canada,67,11,Alonso,Kvyat,,
Europe,2,13,Hulkenberg,Nasr,,
Europe,3,8,Bottas,Kvyat,Yes,3
Europe,3,9,Hamilton,Kvyat,Replay,Finish Line
Europe,4,7,Bottas,Verstappen,Yes,17
Europe,4,7,Verstappen,Bottas,Background,20
Europe,4,10,Grosjean,Kvyat,Yes,3
Europe,4,11,Alonso,Kvyat,,
Europe,5,7,Bottas,Verstappen,Yes,1
Europe,5,8,Hamilton,Verstappen,Yes,2
Europe,5,18,Ericsson,Palmer,,
Europe,5,19,Magnussen,Palmer,,
Europe,6,2,Vettel,Ricciardo,Yes,1
Europe,6,14,Ericsson,Gutierrez,,
Europe,8,7,Hulkenberg,Grosjean,,
Europe,8,10,Ricciardo,Ericsson,,
Europe,8,13,Palmer,Gutierrez,Yes,2
Europe,8,14,Verstappen,Gutierrez,,
Europe,10,7,Ricciardo,Grosjean,Yes,3
Europe,10,8,Ricciardo,Wehrlein,Yes,1
Europe,10,10,Raikkonen,Ericsson,,
Europe,10,11,Massa,Ericsson,,
Europe,10,13,Verstappen,Palmer,,
Europe,10,15,Sainz,Alonso,,
Europe,11,4,Hamilton,Bottas,Yes,1
Europe,11,8,Raikkonen,Wehrlein,Yes,2
Europe,11,9,Massa,Wehrlein,Yes,Finish Line
Europe,13,6,Ricciardo,Hulkenberg,Yes,1
Europe,14,10,Verstappen,Wehrlein,Yes,Finish Line
Europe,14,11,Verstappen,Ericsson,Yes,1
Europe,15,12,Sainz,Ericsson,,
Europe,15,13,Alonso,Ericsson,,
Europe,15,20,Gutierrez,Haryanto,,
Europe,16,6,Raikkonen,Hulkenberg,Yes,1
Europe,16,11,Sainz,Wehrlein,,1
Europe,16,14,Button,Ericsson,,
Europe,17,12,Alonso,Wehrlein,Replay,1
Europe,17,13,Button,Wehrlein,,
Europe,18,4,Raikkonen,Ricciardo,Yes,Finish Line
Europe,18,14,Nasr,Wehrlein,,
Europe,19,7,Perez,Massa,Yes,Finish Line
Europe,20,7,Hamilton,Massa,Yes,3
Europe,21,4,Perez,Ricciardo,Yes,Finish Line
Europe,21,14,Grosjean,Wehrlein,,
Europe,22,5,Hamilton,Ricciardo,Yes,1
Europe,23,10,Hulkenberg,Button,Yes,Finish Line
Europe,23,11,Hulkenberg,Nasr,Yes,3
Europe,23,19,Gutierrez,Ericsson,,
Europe,24,9,Hulkenberg,Alonso,,Finish Line
Europe,24,11,Ricciardo,Button,Yes,Finish Line
Europe,24,12,Ricciardo,Nasr,Yes,3
Europe,24,17,Verstappen,Palmer,,
Europe,25,8,Hulkenberg,Sainz,Yes,Finish Line
Europe,26,16,Alonso,Gutierrez,Replay,3
Europe,27,9,Ricciardo,Sainz,Yes,1
Europe,27,11,Magnussen,Wehrlein,,
Europe,27,12,Verstappen,Wehrlein,,
Europe,27,16,Button,Gutierrez,,
Europe,27,20,Ericsson,Haryanto,,
Europe,28,10,Verstappen,Magnussen,,
Europe,28,13,Alonso,Palmer,,
Europe,28,15,Button,Sainz,Yes,3
Europe,28,17,Nasr,Gutierrez,Background/r,3
Europe,30,13,Button,Palmer,Replay,1
Europe,30,14,Sainz,Palmer,Yes,Finish Line
Europe,30,18,Ericsson,Wehrlein,,
Europe,31,15,Nasr,Palmer,,
Europe,31,19,Gutierrez,Wehrlein,,
Europe,34,17,Gutierrez,Ericsson,,
Europe,38,12,Button,Alonso,Yes,1
Europe,38,13,Nasr,Alonso,Yes,Finish Line
Europe,41,14,Grosjean,Alonso,Yes,Finish Line
Europe,42,11,Button,Magnussen,Yes,Finish Line
Europe,42,14,Alonso,Grosjean,Yes,2
Europe,42,14,Alonso,Grosjean,Yes,3
Europe,44,12,Nasr,Magnussen,Replay,Finish Line
Europe,45,9,Verstappen,Massa,Yes,1
Europe,46,13,Grosjean,Magnussen,,
Europe,48,7,Ricciardo,Hulkenberg,Yes,1
Europe,49,8,Verstappen,Hulkenberg,Yes,Finish Line
Europe,51,3,Perez,Raikkonen,Yes,1
Austria,2,6,Verstappen,Ricciardo,,
Austria,2,13,Alonso,Grosjean,,
Austria,2,19,Massa,Nasr,,
Austria,2,20,Massa,Haryanto,,
Austria,6,4,Rosberg,Hulkenberg,Yes,2
Austria,6,5,Verstappen,Hulkenberg,Yes,3
Austria,6,7,Vettel,Ricciardo,Replay,8
Austria,7,2,Raikkonen,Button,Yes,3
Austria,7,6,Vettel,Hulkenberg,Yes,2
Austria,7,7,Ricciardo,Hulkenberg,Background,3
Austria,7,18,Massa,Gutierrez,,
Austria,8,3,Rosberg,Button,Yes,5
Austria,9,4,Verstappen,Button,Yes,2
Austria,11,14,Rosberg,Haryanto,Yes,8
Austria,11,19,Alonso,Sainz,,
Austria,12,9,Gutierrez,Massa,Yes,1
Austria,12,10,Nasr,Massa,Yes,3
Austria,12,12,Rosberg,Ericsson,Yes,3
Austria,13,9,Rosberg,Nasr,,
Austria,13,11,Button,Haryanto,,
Austria,13,12,Hulkenberg,Haryanto,,
Austria,14,7,Rosberg,Gutierrez,Aftermath,2
Austria,14,12,Bottas,Haryanto,,
Austria,14,15,Perez,Sainz,Yes,3
Austria,16,4,Rosberg,Grosjean,Yes,2
Austria,16,5,Verstappen,Grosjean,Yes,3
Austria,16,13,Alonso,Haryanto,,
Austria,17,6,Ricciardo,Grosjean,,
Austria,17,14,Perez,Haryanto,,
Austria,18,8,Nasr,Gutierrez,Yes,1
Austria,18,9,Button,Gutierrez,Yes,1
Austria,18,10,Hulkenberg,Gutierrez,Yes,2
Austria,18,15,Sainz,Haryanto,,
Austria,19,11,Bottas,Gutierrez,Yes,2
Austria,20,12,Alonso,Gutierrez,Yes,3
Austria,21,8,Button,Nasr,Yes,3
Austria,21,10,Bottas,Hulkenberg,Yes,3
Austria,21,13,Perez,Gutierrez,,
Austria,22,9,Bottas,Nasr,,
Austria,22,11,Alonso,Hulkenberg,,
Austria,22,16,Magnussen,Wehrlein,Yes,1
Austria,23,18,Massa,Palmer,,
Austria,25,7,Button,Grosjean,Yes,3
Austria,25,19,Hulkenberg,Gutierrez,Replay,3
Austria,32,10,Massa,Magnussen,Yes,2
Austria,32,11,Perez,Magnussen,Yes,2
Austria,32,12,Perez,Palmer,Yes,1
Austria,32,12,Alonso,Magnussen,,
Austria,32,13,Perez,Alonso,Yes,1
Austria,32,13,Alonso,Palmer,Yes,1
Austria,32,14,Hulkenberg,Palmer,,
Austria,32,15,Hulkenberg,Ericsson,Yes,1
Austria,32,16,Sainz,Ericsson,Yes,2
Austria,33,15,Sainz,Palmer,Replay,2
Austria,33,16,Gutierrez,Palmer,,
Austria,33,17,Gutierrez,Ericsson,Replay,2
Austria,34,13,Hulkenberg,Magnussen,Yes,3
Austria,35,14,Sainz,Magnussen,Yes,2
Austria,35,15,Gutierrez,Magnussen,Yes,3
Austria,39,7,Button,Nasr,Yes,2
Austria,42,8,Grosjean,Nasr,Yes,3
Austria,43,9,Massa,Nasr,Yes,3
Austria,43,10,Perez,Nasr,Yes,5
Austria,44,12,Sainz,Hulkenberg,Yes,2
Austria,44,17,Wehrlein,Haryanto,,
Austria,48,11,Sainz,Alonso,,
Austria,55,12,Bottas,Wehrlein,,
Austria,58,4,Raikkonen,Ricciardo,Yes,3
Austria,60,15,Palmer,Nasr,Background,3
Austria,61,1,Rosberg,Verstappen,Yes,3
Austria,61,6,Ricciardo,Grosjean,,
Austria,63,2,Hamilton,Verstappen,Yes,2
Austria,63,10,Bottas,Alonso,,
Austria,63,11,Wehrlein,Alonso,,
Austria,63,12,Gutierrez,Alonso,,
Austria,64,16,Magnussen,Hulkenberg,,
Austria,64,17,Ericsson,Hulkenberg,,
Austria,65,5,Ricciardo,Button,Yes,2
Great Britain,7,9,Sainz,Massa,,
Great Britain,7,14,Vettel,Kvyat,,
Great Britain,16,2,Verstappen,Rosberg,Yes,Chapel
Great Britain,18,9,Raikkonen,Alonso,,
