Race,Lap,Position,Overtaker,Overtakee,Live?,Turn
Canada,11,17,Gutierrez,Kobayashi,,
Canada,12,15,Kvyat,Kobayashi,,
Canada,15,15,Kvyat,Gutierrez,Yes,1
Canada,16,8,Bottas,Maldonado,,
Canada,16,14,Button,Gutierrez,Yes,13
Canada,16,17,Grosjean,Kobayashi,,
Canada,16,18,Sutil,Kobayashi,,
Canada,17,8,Ricciardo,Maldonado,,
Canada,17,12,Massa,Kvyat,Yes,13
Canada,18,15,Magnussen,Gutierrez,,
Canada,22,9,Massa,Vergne,,
Canada,26,8,Massa,Alonso,Yes,1
Canada,26,15,Grosjean,Gutierrez,Replay,13
Canada,27,11,Raikkonen,Kvyat,,
Canada,28,12,Button,Kvyat,Replay,10
Canada,28,16,Sutil,Gutierrez,,
Canada,38,15,Kvyat,Sutil,,
Canada,39,13,Button,Grosjean,,
Canada,48,9,Button,Vergne,,
Canada,57,5,Massa,Hulkenberg,Yes,13
Canada,57,6,Massa,Bottas,Yes,10
Canada,57,14,Gutierrez,Sutil,,
Canada,60,7,Alonso,Bottas,Yes,1
Canada,60,8,Button,Bottas,,
Canada,64,13,Sutil,Gutierrez,,
Canada,66,2,Ricciardo,Perez,Yes,1
Canada,68,1,Ricciardo,Rosberg,Yes,13
Canada,69,3,Vettel,Perez,Yes,13
Canada,69,6,Button,Hulkenberg,,
Canada,69,7,Button,Alonso,,
Austria,2,19,Grosjean,Ericsson,,
Austria,2,21,Grosjean,Chilton,,
Austria,3,9,Kvyat,Ricciardo,Yes,4
Austria,6,13,Vergne,Sutil,Yes,2
Austria,9,16,Kobayashi,Bianchi,,
Austria,11,16,Hulkenberg,Chilton,Yes,2
Austria,12,13,Magnussen,Ericsson,,
Austria,12,14,Hulkenberg,Ericsson,,
Austria,12,16,Kvyat,Chilton,,
Austria,12,17,Ricciardo,Chilton,,
Austria,13,7,Rosberg,Button,Replay,2
Austria,13,14,Kvyat,Ericsson,,
Austria,13,17,Vergne,Chilton,,
Austria,14,11,Magnussen,Bianchi,,
Austria,14,15,Ricciardo,Ericsson,,
Austria,14,18,Grosjean,Chilton,,
Austria,15,2,Perez,Raikkonen,Yes,4
Austria,15,3,Rosberg,Raikkonen,Yes,5
Austria,15,5,Hamilton,Massa,Yes,2
Austria,15,11,Hulkenberg,Bianchi,,
Austria,15,15,Vergne,Ericsson,,
Austria,16,11,Kvyat,Bianchi,,
Austria,17,12,Ricciardo,Bianchi,,
Austria,18,7,Alonso,Maldonado,Replay,2
Austria,18,13,Raikkonen,Bianchi,,
Austria,18,16,Grosjean,Ericsson,,
Austria,19,14,Vergne,Bianchi,,
Austria,21,18,Sutil,Chilton,,
Austria,24,8,Magnussen,Maldonado,Replay,3
Austria,25,9,Hulkenberg,Maldonado,Yes,2
Austria,25,16,Sutil,Ericsson,,
Austria,26,18,Kobayashi,Chilton,,
Austria,27,1,Rosberg,Perez,Yes,2
Austria,27,2,Bottas,Perez,Yes,3
Austria,28,3,Hamilton,Perez,Yes,3
Austria,31,13,Maldonado,Bianchi,,
Austria,32,17,Grosjean,Chilton,Yes,2
Austria,33,14,Sutil,Bianchi,,
Austria,36,18,Ericsson,Chilton,,
Austria,39,16,Grosjean,Kobayashi,,
Austria,57,16,Bianchi,Kobayashi,,
Austria,66,6,Perez,Magnussen,Yes,2
Austria,71,8,Ricciardo,Hulkenberg,Yes,5
Great Britain,3,7,Bottas,Ricciardo,Yes,Stowe
Great Britain,3,8,Bottas,Kvyat,Yes,Brooklands
Great Britain,3,12,Alonso,Gutierrez,,
Great Britain,3,15,Grosjean,Ericsson,,
Great Britain,4,2,Hamilton,Button,Yes,Brooklands
Great Britain,4,6,Bottas,Hulkenberg,Yes,Stowe
Great Britain,4,10,Alonso,Bianchi,,
Great Britain,4,11,Alonso,Sutil,Replay,Brooklands
Great Britain,4,16,Vergne,Ericsson,,
Great Britain,5,18,Perez,Kobayashi,,
Great Britain,6,8,Alonso,Ricciardo,Yes,Club
Great Britain,6,9,Alonso,Kvyat,Yes,Woodcote
Great Britain,6,17,Perez,Ericsson,,
Great Britain,8,7,Alonso,Hulkenberg,Yes,Brooklands
Great Britain,8,11,Sutil,Bianchi,,
Great Britain,8,18,Kobayashi,Ericsson,,
Great Britain,9,8,Ricciardo,Hulkenberg,Background,Stowe
Great Britain,9,13,Maldonado,Gutierrez,,
Great Britain,11,10,Vettel,Sutil,,
Great Britain,11,12,Vergne,Bianchi,,
Great Britain,12,13,Grosjean,Bianchi,,
Great Britain,13,4,Bottas,Magnussen,Yes,Stowe
Great Britain,13,15,Perez,Maldonado,,
Great Britain,14,14,Perez,Bianchi,,
Great Britain,15,5,Alonso,Magnussen,Yes,Stowe
Great Britain,15,8,Vettel,Hulkenberg,Yes,Stowe
Great Britain,16,3,Bottas,Button,Yes,Stowe
Great Britain,16,9,Ricciardo,Sutil,Replay,Stowe
Great Britain,16,13,Kvyat,Perez,,
Great Britain,16,15,Maldonado,Bianchi,,
Great Britain,18,12,Kvyat,Grosjean,,
Great Britain,21,8,Ricciardo,Hulkenberg,Yes,Brooklands
Great Britain,23,11,Kvyat,Vergne,,
Great Britain,25,6,Vettel,Magnussen,Yes,Luffield
Great Britain,27,8,Alonso,Hulkenberg,Yes,Copse
Great Britain,28,12,Vergne,Sutil,,
Great Britain,29,13,Perez,Bianchi,,
Great Britain,33,2,Bottas,Vettel,Yes,Stowe
Great Britain,34,5,Alonso,Vettel,Yes,Copse
Great Britain,37,9,Kvyat,Vergne,,
Great Britain,37,11,Perez,Sutil,,
Great Britain,42,12,Grosjean,Sutil,,
Great Britain,47,5,Vettel,Alonso,Yes,Copse
Germany,3,7,Perez,Kvyat,Yes,6
Germany,3,13,Ricciardo,Gutierrez,,
Germany,3,16,Hamilton,Chilton,Yes,2
Germany,3,18,Bianchi,Kobayashi,Background,2
Germany,4,12,Ricciardo,Grosjean,,
Germany,4,14,Hamilton,Gutierrez,Replay,6
Germany,4,15,Hamilton,Maldonado,Yes,2
Germany,4,17,Bianchi,Chilton,Replay,6
Germany,4,20,Magnussen,Ericsson,,
Germany,5,10,Vergne,Sutil,Yes,6
Germany,5,13,Hamilton,Grosjean,Yes,1
Germany,5,14,Gutierrez,Grosjean,Background,6
Germany,7,11,Ricciardo,Sutil,Yes,6
Germany,7,12,Hamilton,Sutil,Yes,6
Germany,7,15,Maldonado,Grosjean,,
Germany,8,19,Magnussen,Kobayashi,,
Germany,9,18,Magnussen,Chilton,,
Germany,10,9,Ricciardo,Vergne,Yes,6
Germany,10,10,Hamilton,Vergne,Yes,6
Germany,11,8,Ricciardo,Raikkonen,Yes,8
Germany,11,16,Magnussen,Bianchi,,
Germany,13,7,Hamilton,Ricciardo,Yes,6
Germany,13,8,Hamilton,Raikkonen,Yes,6
Germany,14,5,Hamilton,Perez,Yes,6
Germany,14,8,Alonso,Sutil,Replay,6
Germany,14,17,Vergne,Chilton,,
Germany,14,19,Kvyat,Kobayashi,,
Germany,15,4,Vettel,Raikkonen,Yes,6
Germany,15,5,Alonso,Raikkonen,Yes,6
Germany,15,10,Magnussen,Grosjean,Replay,6
Germany,15,10,Button,Magnussen,Replay,6
Germany,15,11,Button,Grosjean,Replay,6
Germany,15,16,Perez,Chilton,,
Germany,15,17,Kvyat,Chilton,,
Germany,15,18,Gutierrez,Chilton,,
Germany,16,8,Hulkenberg,Maldonado,,
Germany,16,13,Ricciardo,Bianchi,,
Germany,18,8,Button,Maldonado,Yes,6
Germany,18,11,Ricciardo,Grosjean,Yes,6
Germany,18,13,Vergne,Bianchi,Yes,6
Germany,18,14,Perez,Bianchi,,
Germany,18,16,Sutil,Kvyat,,
Germany,20,2,Bottas,Hamilton,Yes,6
Germany,20,6,Hulkenberg,Raikkonen,Replay,6
Germany,20,9,Ricciardo,Magnussen,Replay,6
Germany,20,14,Sutil,Bianchi,,
Germany,20,17,Maldonado,Gutierrez,,
Germany,21,10,Vergne,Grosjean,,
Germany,21,15,Maldonado,Kvyat,Yes,6
Germany,22,11,Perez,Grosjean,Yes,6
Germany,22,13,Raikkonen,Sutil,Yes,6
Germany,22,16,Gutierrez,Kvyat,,
Germany,23,12,Raikkonen,Grosjean,Yes,6
Germany,24,11,Raikkonen,Perez,Replay,6
Germany,24,13,Sutil,Grosjean,Yes,6
Germany,24,14,Maldonado,Grosjean,Yes,6
Germany,24,15,Gutierrez,Grosjean,,
Germany,24,16,Kvyat,Grosjean,,
Germany,25,10,Raikkonen,Vergne,Yes,6
Germany,26,9,Raikkonen,Magnussen,Yes,6
Germany,29,7,Hamilton,Ricciardo,Yes,7
Germany,29,10,Vergne,Magnussen,,
Germany,31,6,Hamilton,Button,Yes,6
Germany,31,12,Maldonado,Sutil,,
Germany,32,14,Magnussen,Kvyat,,
Germany,33,5,Hamilton,Hulkenberg,Yes,6
Germany,33,8,Button,Raikkonen,,
Germany,33,15,Gutierrez,Bianchi,,
Germany,34,11,Maldonado,Perez,,
Germany,35,5,Alonso,Vettel,Yes,6
Germany,36,16,Kvyat,Bianchi,,
Germany,38,4,Alonso,Hulkenberg,Yes,6
Germany,38,5,Vettel,Hulkenberg,Yes,6
Germany,38,9,Magnussen,Maldonado,,
Germany,41,13,Maldonado,Gutierrez,,
Germany,42,11,Perez,Sutil,Replay,12
Germany,42,14,Kvyat,Gutierrez,Replay,6
Germany,49,3,Hamilton,Alonso,Yes,6
Germany,49,5,Vettel,Button,Yes,6
Germany,51,13,Vergne,Gutierrez,,
Germany,53,7,Ricciardo,Hulkenberg,Yes,6
Germany,54,11,Perez,Raikkonen,Yes,3
Germany,55,3,Hamilton,Alonso,,
Germany,56,5,Ricciardo,Button,Yes,8
Germany,56,9,Magnussen,Maldonado,,
Germany,57,6,Alonso,Button,Yes,6
Germany,58,10,Perez,Maldonado,,
Germany,59,5,Alonso,Ricciardo,Yes,5
Germany,59,5,Ricciardo,Alonso,Yes,8
Germany,60,11,Raikkonen,Maldonado,,
Germany,61,7,Hulkenberg,Button,,
Germany,62,5,Alonso,Ricciardo,Yes,6
Hungary,2,19,Magnussen,Ericsson,,
Hungary,3,19,Hamilton,Magnussen,,
Hungary,3,20,Hamilton,Ericsson,,
Hungary,3,21,Kvyat,Ericsson,,
Hungary,4,16,Hamilton,Kobayashi,,
Hungary,4,17,Hamilton,Chilton,,
Hungary,4,18,Hamilton,Maldonado,,
Hungary,4,18,Kvyat,Chilton,,
Hungary,4,19,Kvyat,Maldonado,,
Hungary,4,20,Kvyat,Magnussen,,
Hungary,4,20,Magnussen,Maldonado,,
Hungary,5,15,Hamilton,Bianchi,,
Hungary,5,19,Magnussen,Chilton,,
Hungary,6,14,Hamilton,Grosjean,,
Hungary,6,20,Maldonado,Chilton,,
Hungary,7,17,Kvyat,Kobayashi,,
Hungary,7,20,Chilton,Maldonado,,
Hungary,8,13,Hamilton,Raikkonen,Yes,1
Hungary,8,18,Magnussen,Kobayashi,,
Hungary,14,1,Button,Ricciardo,Yes,1
Hungary,14,4,Magnussen,Rosberg,Background,1
Hungary,14,7,Alonso,Vettel,Yes,1
Hungary,14,8,Hulkenberg,Vettel,,
Hungary,14,10,Hamilton,Perez,,
Hungary,14,11,Hamilton,Bottas,,
Hungary,14,12,Hamilton,Gutierrez,Background,1
Hungary,15,5,Vergne,Rosberg,Yes,2
Hungary,15,5,Alonso,Vergne,Background R,14
Hungary,15,6,Alonso,Rosberg,Yes,1
Hungary,15,14,Sutil,Bianchi,,
Hungary,16,13,Kvyat,Bianchi,,
Hungary,18,15,Button,Chilton,,
Hungary,20,14,Button,Kobayashi,,
Hungary,20,16,Magnussen,Chilton,,
Hungary,22,15,Magnussen,Kobayashi,,
Hungary,27,15,Bianchi,Chilton,,
Hungary,28,11,Button,Kvyat,,
Hungary,28,13,Magnussen,Bottas,,
Hungary,28,16,Maldonado,Chilton,,
Hungary,29,15,Maldonado,Bianchi,,
Hungary,30,10,Button,Sutil,Replay,1
Hungary,34,2,Hamilton,Vergne,Yes,9
Hungary,34,11,Rosberg,Maldonado,,
Hungary,38,8,Rosberg,Bottas,Yes,1
Hungary,40,9,Vettel,Vergne,Replay,1
Hungary,41,15,Kvyat,Chilton,,
Hungary,43,7,Raikkonen,Maldonado,Yes,13
Hungary,60,5,Rosberg,Raikkonen,Yes,1
Hungary,61,4,Rosberg,Massa,Yes,1
Hungary,61,13,Maldonado,Kvyat,,
Hungary,67,2,Ricciardo,Hamilton,Yes,3
Hungary,68,1,Ricciardo,Alonso,Yes,1
Belgium,2,12,Hulkenberg,Sutil,,
Belgium,3,8,Button,Massa,,
Belgium,4,3,Ricciardo,Alonso,Yes,Les Combes
Belgium,5,2,Ricciardo,Vettel,Replay,Pouhon
Belgium,5,9,Perez,Massa,Background,Les Combes
Belgium,8,4,Bottas,Alonso,Yes,Les Combes
Belgium,8,13,Vergne,Sutil,,
Belgium,9,8,Kvyat,Massa,,
Belgium,9,13,Raikkonen,Gutierrez,,
Belgium,10,9,Raikkonen,Vergne,,
Belgium,10,10,Raikkonen,Sutil,,
Belgium,10,11,Rosberg,Sutil,,
Belgium,10,12,Rosberg,Gutierrez,Replay,Les Combes
Belgium,10,15,Massa,Ericsson,,
Belgium,10,16,Massa,Chilton,,
Belgium,11,7,Vettel,Vergne,Yes,Les Combes
Belgium,11,8,Rosberg,Vergne,,
Belgium,12,10,Perez,Gutierrez,,
Belgium,13,7,Magnussen,Vergne,Yes,Bus-Stop
Belgium,13,9,Perez,Alonso,Yes,Eau Rouge
Belgium,13,9,Alonso,Perez,Yes,Liege
Belgium,14,7,Alonso,Vergne,,
Belgium,14,11,Kvyat,Gutierrez,,
Belgium,15,18,Grosjean,Chilton,,
Belgium,16,8,Button,Perez,,
Belgium,16,17,Grosjean,Ericsson,,
Belgium,17,4,Bottas,Rosberg,Yes,Les Combes
Belgium,18,18,Hamilton,Chilton,,
Belgium,19,17,Hamilton,Ericsson,,
Belgium,20,9,Rosberg,Kvyat,Replay,Bus-Stop
Belgium,21,8,Rosberg,Perez,,
Belgium,23,5,Rosberg,Button,Yes,Les Combes
Belgium,23,5,Button,Rosberg,Yes,Fagnes
Belgium,23,16,Hamilton,Grosjean,,
Belgium,24,4,Rosberg,Button,Yes,Les Combes
Belgium,24,5,Raikkonen,Button,Yes,Bus-Stop
Belgium,25,3,Rosberg,Alonso,Yes,Les Combes
Belgium,25,6,Vettel,Button,Yes,Bus-Stop
Belgium,25,12,Kvyat,Gutierrez,,
Belgium,26,11,Kvyat,Vergne,,
Belgium,27,7,Magnussen,Hulkenberg,Yes,La Source
Belgium,28,8,Alonso,Hulkenberg,,
Belgium,29,13,Massa,Gutierrez,,
Belgium,31,4,Bottas,Vettel,Yes,Les Combes
Belgium,31,14,Vergne,Hamilton,,
Belgium,32,8,Button,Perez,Yes,Les Combes
Belgium,35,3,Bottas,Rosberg,Yes,Les Combes
Belgium,35,3,Rosberg,Bottas,Yes,Blanchimont
Belgium,35,8,Vettel,Perez,,
Belgium,36,2,Rosberg,Raikkonen,Yes,Les Combes
Belgium,36,13,Massa,Gutierrez,,
Belgium,38,14,Sutil,Gutierrez,,
Belgium,40,3,Bottas,Raikkonen,Yes,Les Combes
Belgium,42,6,Button,Alonso,Yes,Malmedy
Belgium,42,6,Alonso,Button,Yes,Liege
Belgium,42,7,Vettel,Button,Yes,Fagnes
Belgium,42,16,Chilton,Ericsson,,
Belgium,43,5,Vettel,Magnussen,Yes,Finish Line
Belgium,43,6,Vettel,Alonso,Yes,Liege
Belgium,44,5,Magnussen,Vettel,Yes,La Source
Belgium,44,5,Vettel,Magnussen,Yes,La Source
Belgium,44,7,Button,Alonso,Yes,Les Combes
Italy,2,18,Kvyat,Bianchi,,
Italy,2,19,Kvyat,Chilton,,
Italy,3,17,Kvyat,Kobayashi,,
Italy,3,20,Grosjean,Chilton,,
Italy,4,20,Chilton,Grosjean,,
Italy,5,2,Massa,Magnussen,Yes,4
Italy,5,3,Hamilton,Magnussen,Yes,6
Italy,5,9,Raikkonen,Hulkenberg,,
Italy,5,16,Kvyat,Gutierrez,,
Italy,6,10,Bottas,Hulkenberg,Yes,1
Italy,7,11,Ricciardo,Hulkenberg,Yes,1
Italy,7,15,Kvyat,Sutil,,
Italy,9,9,Bottas,Raikkonen,Replay,1
Italy,10,2,Hamilton,Massa,Yes,1
Italy,12,18,Grosjean,Bianchi,,
