,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,alonso,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,michael_schumacher,2,2,2,2,2,2,2,2,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,trulli,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,webber,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,10,9,7,5,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,9,8,7,7,5,5,5,5,5,5,5,5,6,6,6
4,heidfeld,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,4,4,4,2,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ralf_schumacher,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,12,12,12,12,11,10,9,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,8,7,7,6,6,4,4,4,4,4,4,4,4,4,4,4
6,raikkonen,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,3,2,2,6,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
7,fisichella,8,8,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,rosa,9,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,9,8,8,12,12,9,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,5,4,3,8,8,6,6,6,6,6,6,6,6,5,5,5
9,button,10,12,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,8,7,7,6,11,8,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,7,6,5,4,4,0,0,0,0,0,0,0,0,0,0,0
10,sato,11,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,5,5,4,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,massa,12,13,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,9,13,13,13,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,11,10,9,8,8,8,8,7,7,7,7,7,7,0
12,barrichello,13,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,7,6,6,5,4,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,5,6,5,5,7,7,7,7,8,8,8,8,8,9,0
13,villeneuve,14,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,10,8,7,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,11,10,9,9,9,9,9,9,9,10,0,0,0
14,karthikeyan,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,coulthard,16,16,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,12,11,10,6,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,11,10,10,10,10,10,10,10,9,9,8,0
16,monteiro,17,17,16,15,15,15,15,15,15,16,16,16,15,15,15,15,14,14,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,10,0,0
17,friesacher,18,18,17,16,16,16,16,16,16,15,15,15,14,14,14,14,15,15,15,15,15,15,15,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,0,0,0
