,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
11,127,30,michael_schumacher,6,1,1,Finished,88129,174986,261547,348072,434496,520757.0,607382.0,693684.0,779867.0,865812.0,951772.0,1037449.0,1123765.0,1209903.0,1295807.0,1381166.0,1466560.0,1552471.0,1638027.0,1723517.0,1809043.0,1895832.0,1981596.0,2066779.0,2151509.0,2236165.0,2320854.0,2405705.0,2491053.0,2575397.0,2660861.0,2765415.0,2849883.0,2934820.0,3019338.0,3104310.0,3188739.0,3273469.0,3358638.0,3443355.0,3528048.0,3613103.0,3698094.0,3782877.0,3867158.0,3951879.0,4058003.0,4143681.0,4229541.0,4315198.0,4401219.0,4487274.0,4573586.0,4659782.0,4745267.0,4830912.0,4916800.0,5003460.0,5090475.0,5176393.0,5262740.0,5350789.0
10,127,23,ralf_schumacher,3,3,1,Finished,89464,176734,263846,351368,438561,525718.0,612809.0,699607.0,786960.0,873883.0,960650.0,1047233.0,1133638.0,1220183.0,1306420.0,1392266.0,1478227.0,1564014.0,1650234.0,1736118.0,1821927.0,1907724.0,1993382.0,2079220.0,2164826.0,2251233.0,2337139.0,2422517.0,2507941.0,2592751.0,2678544.0,2783271.0,2868876.0,2954393.0,3039976.0,3125245.0,3210235.0,3295063.0,3380280.0,3465427.0,3550577.0,3636091.0,3721235.0,3806662.0,3891446.0,3976763.0,4082468.0,4167952.0,4253722.0,4339563.0,4425414.0,4511293.0,4598866.0,4685250.0,4770966.0,4856661.0,4942010.0,5027883.0,5114021.0,5200593.0,5285826.0,5370544.0
9,127,22,barrichello,6,2,1,Finished,90242,177806,265265,352911,440309,527380.0,614570.0,701370.0,788015.0,874813.0,961481.0,1047987.0,1134501.0,1220966.0,1307355.0,1393558.0,1479475.0,1565344.0,1651193.0,1736945.0,1822732.0,1908796.0,1994674.0,2080143.0,2165685.0,2251862.0,2337591.0,2424113.0,2508740.0,2593474.0,2678407.0,2762841.0,2866472.0,2951076.0,3036055.0,3120577.0,3205092.0,3289262.0,3374068.0,3458374.0,3542748.0,3627889.0,3712367.0,3796599.0,3880788.0,3965579.0,4050134.0,4161041.0,4246455.0,4332129.0,4416872.0,4501481.0,4586369.0,4672526.0,4758913.0,4845394.0,4931605.0,5018337.0,5105766.0,5193834.0,5281426.0,5368696.0
12,127,31,montoya,3,4,1,Finished,91341,179639,267699,356159,443943,532026.0,619751.0,707456.0,795319.0,882601.0,969822.0,1057262.0,1144441.0,1231554.0,1318374.0,1404893.0,1491377.0,1577899.0,1664315.0,1750661.0,1836543.0,1922418.0,2008663.0,2094229.0,2179836.0,2265863.0,2351116.0,2436574.0,2522000.0,2607481.0,2692521.0,2778632.0,2883589.0,2968912.0,3054298.0,3139965.0,3225625.0,3311432.0,3396863.0,3482320.0,3567866.0,3653337.0,3738878.0,3823985.0,3909157.0,3994330.0,4080070.0,4165856.0,4271541.0,4357547.0,4443969.0,4530254.0,4617190.0,4703845.0,4790567.0,4876748.0,4962994.0,5049274.0,5135382.0,5221825.0,5308028.0,5395514.0
1,127,8,raikkonen,1,14,43,Exhaust,91804,180230,268504,356728,444902,532789.0,620732.0,708724.0,797197.0,885142.0,972662.0,1060222.0,1147473.0,1234797.0,1321854.0,1408705.0,1495538.0,1582124.0,1668714.0,1754762.0,1841269.0,1927559.0,2014072.0,2100113.0,2186001.0,2272137.0,2358424.0,2444018.0,2529707.0,2616709.0,2726100.0,2812567.0,2899180.0,2986318.0,3072749.0,3158816.0,3244674.0,3330157.0,3416096.0,3502461.0,3588305.0,3674103.0,3759607.0,3847646.0,,,,,,,,,,,,,,,,,,
4,127,14,coulthard,1,6,11,+1 Lap,92674,181514,270161,358668,447177,535801.0,624418.0,713071.0,801340.0,889402.0,977121.0,1064986.0,1153102.0,1241153.0,1328715.0,1415867.0,1503174.0,1590288.0,1677192.0,1763867.0,1850894.0,1937528.0,2024172.0,2110679.0,2197272.0,2283556.0,2370116.0,2456501.0,2542756.0,2629193.0,2715419.0,2801533.0,2887809.0,2974845.0,3081227.0,3168096.0,3255146.0,3342305.0,3429291.0,3516068.0,3602561.0,3689179.0,3775645.0,3861671.0,3947850.0,4034119.0,4120144.0,4206040.0,4292231.0,4397108.0,4483966.0,4570797.0,4657853.0,4745343.0,4833108.0,4919758.0,5006206.0,5092278.0,5178592.0,5264603.0,5351698.0,
5,127,15,trulli,4,9,11,+1 Lap,93324,182441,270831,359636,448102,536915.0,625437.0,714223.0,802822.0,891221.0,979176.0,1067021.0,1154827.0,1242577.0,1330130.0,1417538.0,1504902.0,1592249.0,1679361.0,1766100.0,1852753.0,1940072.0,2046868.0,2134055.0,2220665.0,2307665.0,2394322.0,2480992.0,2567403.0,2653757.0,2740292.0,2826916.0,2913457.0,2999999.0,3086587.0,3173211.0,3259791.0,3346852.0,3433521.0,3520582.0,3631419.0,3719136.0,3807953.0,3895787.0,3982995.0,4070409.0,4158123.0,4245890.0,4334983.0,4422560.0,4510022.0,4599895.0,4687607.0,4775298.0,4862991.0,4950583.0,5038745.0,5128141.0,5217472.0,5306251.0,5397563.0,
7,127,18,button,4,5,1,Finished,93736,182851,271454,360392,449227,538092.0,626450.0,714927.0,803368.0,891830.0,980101.0,1068081.0,1155454.0,1243192.0,1330750.0,1418108.0,1505598.0,1592892.0,1680037.0,1766794.0,1853407.0,1940213.0,2026320.0,2131993.0,2217899.0,2303897.0,2389684.0,2475721.0,2561789.0,2647946.0,2733920.0,2820178.0,2906252.0,2992506.0,3078806.0,3164860.0,3251023.0,3337106.0,3422946.0,3508881.0,3595404.0,3702942.0,3788703.0,3875009.0,3961579.0,4048155.0,4134740.0,4221471.0,4307611.0,4393767.0,4480438.0,4567116.0,4653627.0,4740395.0,4827011.0,4913507.0,4999988.0,5086312.0,5172326.0,5259105.0,5345993.0,5434184.0
0,127,2,heidfeld,15,10,11,+1 Lap,94307,183323,272111,360836,449583,538769.0,627032.0,715416.0,803857.0,892342.0,980628.0,1068613.0,1156296.0,1243936.0,1331434.0,1419292.0,1536450.0,1623761.0,1709417.0,1816822.0,1903713.0,1990991.0,2078311.0,2168301.0,2266624.0,2353527.0,2440727.0,2527641.0,2614415.0,2701949.0,2788383.0,2874593.0,2960596.0,3046393.0,3132389.0,3217896.0,3303876.0,3390255.0,3477608.0,3586187.0,3672764.0,3761474.0,3848816.0,3935880.0,4022622.0,4109274.0,4196229.0,4282847.0,4369041.0,4455557.0,4542257.0,4629498.0,4716254.0,4802305.0,4888621.0,4974672.0,5061403.0,5147076.0,5232555.0,5318287.0,5403588.0,
3,127,13,massa,15,8,11,+1 Lap,94734,183719,272553,361283,449948,539267.0,627452.0,715983.0,804318.0,892770.0,981006.0,1068972.0,1156807.0,1244404.0,1331811.0,1419171.0,1506696.0,1614807.0,1701373.0,1787921.0,1874620.0,1961616.0,2048557.0,2135896.0,2223209.0,2310041.0,2396824.0,2483726.0,2570051.0,2656343.0,2742956.0,2829509.0,2915842.0,3002121.0,3088758.0,3175234.0,3262163.0,3374542.0,3461445.0,3548380.0,3636803.0,3724248.0,3811838.0,3900589.0,3987752.0,4075022.0,4163240.0,4251038.0,4338265.0,4426942.0,4514240.0,4601591.0,4689004.0,4776361.0,4863654.0,4951103.0,5039152.0,5126881.0,5213560.0,5300026.0,5387157.0,
