,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,1073,1,hamilton,131,2,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10570,8720,6533,3834,1032,116,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256.0
1,1073,830,max_verstappen,9,1,1,Finished,1114,1426,1666,1903,1991,2105,2191,2423,2738,3412,4415,5131,8388,25386,15693,15016,14157,12071,9750,3778,1746,2062,2574,2774,2945,3468.0,3841.0,3633.0,4053.0,4223.0,4645.0,5114.0,4953.0,5535.0,5705.0,7836.0,20225.0,16389.0,15730.0,14895.0,14478.0,14159.0,13981.0,13769.0,13571.0,13349.0,12322.0,11323.0,11105.0,11069.0,11183.0,11909.0,15407.0,7869.0,6221.0,6892.0,456.0,0.0
2,1073,815,perez,9,15,5,Engine,2070,2786,3472,3585,4204,4850,5322,5677,6384,7105,7857,8456,9465,8604,0,0,0,0,0,0,6223,26981,27831,28457,28312,28548.0,28624.0,28443.0,28937.0,29768.0,30223.0,30599.0,30817.0,30922.0,30754.0,42086.0,45577.0,42170.0,41988.0,41244.0,41187.0,41445.0,41426.0,41320.0,42571.0,42329.0,41288.0,40164.0,39796.0,39440.0,38925.0,38621.0,47654.0,31637.0,16392.0,,,
3,1073,832,sainz,6,3,1,Finished,3133,4667,6235,7802,9559,11295,13061,14731,16540,18498,20164,21370,22913,22251,14004,13912,13256,13575,14925,30994,30145,31942,34015,35612,37352,38780.0,40471.0,42047.0,43822.0,45435.0,47331.0,49003.0,50419.0,52046.0,58246.0,72143.0,57480.0,55615.0,57237.0,58175.0,59736.0,60991.0,62554.0,63177.0,64140.0,64544.0,64658.0,64734.0,65591.0,66446.0,67130.0,69479.0,87872.0,63428.0,18356.0,11701.0,3368.0,5173.0
4,1073,846,norris,1,7,1,Finished,3972,6144,8322,9888,11759,13721,15483,17185,18985,21012,22969,24488,26813,27335,19498,19921,22205,41779,41109,36189,35495,36695,38478,39794,41196,42471.0,43679.0,44700.0,46424.0,48011.0,49653.0,51300.0,52384.0,53984.0,59859.0,73564.0,59242.0,57552.0,59220.0,60279.0,61850.0,63456.0,65019.0,66147.0,67189.0,67978.0,68248.0,70691.0,91844.0,91907.0,92200.0,99825.0,144736.0,153965.0,147094.0,120383.0,59512.0,59200.0
5,1073,844,leclerc,6,10,1,Finished,4457,6806,9129,10849,12849,14842,16612,18399,20147,22199,24061,25876,27941,29738,25434,46604,46045,44740,43347,38481,37443,39025,40741,41866,43412,44777.0,46017.0,47128.0,48899.0,50484.0,52370.0,53749.0,55155.0,58004.0,66971.0,94157.0,75250.0,73818.0,75963.0,77009.0,78629.0,80576.0,82915.0,85066.0,88435.0,90147.0,91438.0,92523.0,94818.0,96986.0,100050.0,115465.0,147690.0,156466.0,150574.0,123261.0,63574.0,66057.0
6,1073,852,tsunoda,213,4,1,Finished,4914,7617,9841,11706,13899,15847,17581,19454,21477,23583,25586,27527,29241,30585,22454,22885,22758,21844,20364,15637,14788,16480,20661,43841,45271,46817.0,48533.0,49381.0,51003.0,52550.0,54811.0,56558.0,57954.0,59770.0,68608.0,80721.0,67882.0,66031.0,67705.0,68686.0,70314.0,71759.0,73339.0,74312.0,75315.0,75935.0,75984.0,76092.0,76798.0,77510.0,78111.0,83554.0,100158.0,71707.0,22959.0,15042.0,4812.0,5692.0
7,1073,822,bottas,131,6,1,Finished,5594,8541,10637,12845,14859,16905,18550,20498,22657,25145,27603,29289,31110,31452,24346,24417,24142,23032,21650,16911,15957,17510,19831,20949,21950,23509.0,24461.0,25449.0,27169.0,30605.0,53352.0,54684.0,55903.0,56620.0,62936.0,75937.0,61162.0,58891.0,60089.0,61183.0,62689.0,64267.0,65979.0,67229.0,68102.0,68871.0,69037.0,70011.0,70375.0,70721.0,70649.0,71970.0,91720.0,64701.0,19776.0,13198.0,4058.0,7463.0
8,1073,839,ocon,214,9,1,Finished,6086,9380,11645,14049,16273,18561,20775,22821,25184,27540,30071,32247,34850,35763,30894,50725,50782,50068,49292,44274,43523,44996,46636,48256,50017,51415.0,52791.0,54204.0,55712.0,57082.0,58908.0,60524.0,61812.0,63792.0,71751.0,87040.0,69730.0,69223.0,72080.0,73632.0,76064.0,78683.0,81164.0,83308.0,85302.0,87044.0,89395.0,90503.0,93166.0,95025.0,96756.0,112059.0,146861.0,155494.0,149646.0,122763.0,62851.0,64026.0
9,1073,817,ricciardo,1,12,11,+1 Lap,6581,9928,12437,14908,17338,19521,21992,24361,26514,28956,31536,33638,36609,37502,30176,31154,32015,34178,53158,48129,47644,48689,50574,51993,53602,54778.0,56092.0,57114.0,58798.0,60580.0,62317.0,63753.0,65053.0,66669.0,76204.0,88968.0,71452.0,70361.0,73065.0,74557.0,76861.0,79485.0,82144.0,84201.0,86203.0,89275.0,90446.0,91616.0,94002.0,96019.0,97827.0,115010.0,152900.0,160517.0,153216.0,149506.0,90655.0,
10,1073,4,alonso,214,8,1,Finished,6993,10624,13548,16080,18789,21116,23377,25844,28478,31251,33694,35663,37893,38482,31114,32079,33042,33028,32325,27990,27022,28915,30845,32533,34190,35640.0,37044.0,38213.0,39803.0,41673.0,43492.0,45213.0,46601.0,48331.0,51025.0,67375.0,67399.0,67374.0,69423.0,71292.0,75060.0,77708.0,80039.0,82089.0,84142.0,85634.0,87077.0,89351.0,91040.0,93581.0,95071.0,110533.0,145542.0,154651.0,147794.0,121499.0,61175.0,61708.0
11,1073,842,gasly,213,5,1,Finished,7644,11667,14613,17263,20000,22193,24400,26950,29959,32623,35215,37196,39346,39734,32235,33181,33958,34095,33536,29131,28182,29933,31877,33544,35820,37191.0,38822.0,39986.0,41632.0,43301.0,45107.0,46739.0,48162.0,49959.0,55049.0,68232.0,68721.0,68123.0,70378.0,72003.0,73670.0,75342.0,76817.0,77868.0,78772.0,79228.0,79244.0,79258.0,79725.0,80365.0,80873.0,89415.0,104122.0,71600.0,39911.0,16635.0,5261.0,6531.0
12,1073,841,giovinazzi,51,17,6,Gearbox,8136,12515,15765,18529,21496,24216,26373,28810,31493,34312,36924,39226,41821,42114,34479,35478,37943,58750,57272,52914,52493,54624,57307,60437,62359,64286.0,66023.0,68162.0,70372.0,72639.0,74649.0,76801.0,78501.0,,,,,,,,,,,,,,,,,,,,,,,,,
13,1073,840,stroll,117,13,11,+1 Lap,8648,13079,16435,19517,23971,26968,29488,31910,34640,37476,40085,42377,44700,45069,37330,38474,39026,38807,38056,34499,36473,59312,61325,63185,65312,67189.0,69138.0,71842.0,73682.0,75613.0,77512.0,79477.0,81121.0,83143.0,97379.0,110708.0,87913.0,88920.0,91104.0,92792.0,95068.0,96935.0,99127.0,102501.0,104311.0,105830.0,106915.0,107929.0,109763.0,111987.0,113647.0,131983.0,165764.0,162020.0,155724.0,150998.0,95056.0,
14,1073,20,vettel,117,11,1,Finished,9003,13592,16958,20196,22796,25519,27684,30041,32809,35548,38274,40441,42900,43142,35705,36617,36960,36532,35748,32194,32156,34242,38598,60838,63170,64884.0,67803.0,69489.0,71521.0,73609.0,75585.0,77784.0,79463.0,80818.0,93786.0,107881.0,85983.0,84590.0,88534.0,89930.0,91982.0,93899.0,95974.0,97573.0,99208.0,102326.0,103146.0,103919.0,105389.0,106937.0,108356.0,122735.0,150144.0,157757.0,151680.0,126259.0,66298.0,67527.0
15,1073,849,latifi,3,16,3,Accident,9488,15242,19891,23406,26531,29941,32769,35979,39327,42500,45877,48282,51102,51781,44730,46094,48018,48342,48192,46150,46435,50551,53691,56647,59832,62822.0,67344.0,73367.0,95663.0,97448.0,99346.0,101333.0,103133.0,105462.0,125447.0,137550.0,112632.0,112319.0,115454.0,117694.0,120652.0,123412.0,126134.0,128938.0,132934.0,135659.0,138110.0,141205.0,143679.0,146647.0,,,,,,,,
16,1073,8,raikkonen,51,19,23,Brakes,9924,14452,17810,21251,24605,27880,30680,33515,36522,39046,41843,44084,46912,47412,39831,40626,40971,40809,40455,37206,40556,63272,65307,68635,123682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
