,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
14,176,57,hakkinen,1,1,1,Finished,85478,165482,244986,331057,410657,490519,570139,649786,729495,809440,889297.0,969046.0,1048789.0,1128974.0,1208621.0,1288776.0,1368871.0,1448331.0,1528320.0,1608178.0,1687776.0,1767659.0,1847614.0,1927175.0,2007231.0,2086646.0,2166216.0,2245345.0,2324649.0,2404861.0,2485408.0,2565668.0,2644548.0,2723697.0,2803101.0,2882499.0,2961714.0,3040882.0,3120130.0,3199352.0,3277809.0,3364072.0,3466379.0,3547441.0,3626669.0,3706875.0,3785607.0,3864618.0,3943615.0,4022691.0,4101697.0,4180919.0,4260050.0,4339484.0,4418831.0,4499098.0,4577959.0,4657276.0,4736240.0,4815239.0,4894066.0,4973090.0,5051911.0,5130764.0,5209422.0,5288227.0,5366816.0,5446717.0,5525566.0,5604014.0,5683390.0,5763785.0
3,176,22,barrichello,24,13,5,Engine,86331,166938,246958,327083,406708,486389,566146,645631,725670,806063,886057.0,965847.0,1045489.0,1125133.0,1204763.0,1284744.0,1364516.0,1444057.0,1523919.0,1603584.0,1683711.0,1763942.0,1843719.0,1923818.0,2003295.0,2083052.0,2169778.0,2273062.0,2352903.0,2433558.0,2513610.0,2593860.0,2675966.0,2757444.0,2839627.0,2920139.0,3000642.0,3080949.0,3161915.0,3242687.0,3323847.0,3405095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,176,30,michael_schumacher,6,2,1,Finished,87092,168467,248847,329706,410058,489855,569591,649101,729088,808900,888784.0,968643.0,1048377.0,1128310.0,1208133.0,1288480.0,1368197.0,1447606.0,1527947.0,1607501.0,1687025.0,1766937.0,1846568.0,1926956.0,2006520.0,2085726.0,2165154.0,2244552.0,2324180.0,2404306.0,2484995.0,2564534.0,2643664.0,2722757.0,2801955.0,2881484.0,2960459.0,3046319.0,3150340.0,3229958.0,3310067.0,3389262.0,3469375.0,3549319.0,3628992.0,3709530.0,3789033.0,3868697.0,3948422.0,4027929.0,4107355.0,4187090.0,4266251.0,4345693.0,4425051.0,4504360.0,4584207.0,4663882.0,4742998.0,4822007.0,4900771.0,4979438.0,5058324.0,5137068.0,5215684.0,5294465.0,5373284.0,5451971.0,5530622.0,5610008.0,5689265.0,5768710.0
13,176,56,irvine,6,5,11,+1 Lap,88769,170375,251341,332681,413595,494139,574919,655044,735747,816370,897141.0,977899.0,1058408.0,1138776.0,1219501.0,1300225.0,1380730.0,1461296.0,1542311.0,1623160.0,1703710.0,1784478.0,1865131.0,1945514.0,2025784.0,2106047.0,2187321.0,2268682.0,2349629.0,2430587.0,2511056.0,2591504.0,2675352.0,2757190.0,2839569.0,2921317.0,3001783.0,3083351.0,3163860.0,3250927.0,3357209.0,3437636.0,3518686.0,3599071.0,3679389.0,3759743.0,3840104.0,3920743.0,4002717.0,4083023.0,4162980.0,4242974.0,4322968.0,4403164.0,4490332.0,4594569.0,4674402.0,4753469.0,4832740.0,4911755.0,4990797.0,5069698.0,5148514.0,5227377.0,5306466.0,5385835.0,5465196.0,5544757.0,5624224.0,5703707.0,5783103.0,
2,176,21,fisichella,22,15,8,Clutch,89161,171526,253180,334580,415773,496997,578269,659190,740469,821834,902592.0,983682.0,1064637.0,1145630.0,1227029.0,1308509.0,1389383.0,1470711.0,1551597.0,1632644.0,1715433.0,1796591.0,1878206.0,1960469.0,2041687.0,2122645.0,2203401.0,2284410.0,2365588.0,2446632.0,2527475.0,2608059.0,2689055.0,2770040.0,2850524.0,2931315.0,3012321.0,3100942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,176,49,frentzen,17,3,60,Out of fuel,90717,172814,254591,335942,417421,498477,579426,660219,741216,822810,904633.0,985952.0,1067143.0,1147942.0,1228824.0,1309829.0,1390692.0,1471505.0,1553551.0,1634398.0,1715940.0,1797134.0,1878646.0,1960757.0,2041971.0,2123212.0,2203766.0,2284745.0,2366290.0,2447273.0,2528008.0,2608924.0,2689786.0,2770449.0,2850966.0,2931654.0,3012829.0,3094209.0,3174536.0,3254142.0,3333955.0,3413684.0,3493711.0,3574156.0,3662053.0,3764662.0,3844769.0,3924543.0,4004482.0,4085840.0,4165970.0,4245714.0,4325815.0,4405119.0,4484778.0,4564493.0,4644146.0,4723485.0,4803324.0,4883221.0,4962230.0,5041643.0,5121202.0,5201077.0,5280354.0,5359812.0,5439189.0,5518798.0,5598110.0,5677177.0,5756877.0,
5,176,25,wurz,22,7,12,+2 Laps,91555,174163,256174,338383,420196,501737,583083,664313,745883,837297,919511.0,1001760.0,1083676.0,1165934.0,1247648.0,1329757.0,1412080.0,1508048.0,1589629.0,1671147.0,1752883.0,1834556.0,1916146.0,1997727.0,2079160.0,2160868.0,2242414.0,2324129.0,2407686.0,2489470.0,2571077.0,2653803.0,2736156.0,2818749.0,2900971.0,2983079.0,3065137.0,3147406.0,3229761.0,3313731.0,3402086.0,3507940.0,3589005.0,3670198.0,3751441.0,3832926.0,3914068.0,3994790.0,4075831.0,4156744.0,4237849.0,4318957.0,4399591.0,4480362.0,4561606.0,4642155.0,4722400.0,4802760.0,4884643.0,4965082.0,5045463.0,5125628.0,5206190.0,5286381.0,5366526.0,5448439.0,5528889.0,5609326.0,5690799.0,5772021.0,,
19,176,71,damon_hill,17,21,4,Collision,91829,174376,256398,338676,420614,502267,583709,664924,746064,857096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,176,44,panis,20,6,11,+1 Lap,92226,174833,256982,339303,421052,502777,584460,665398,746734,827183,907286.0,994458.0,1100739.0,1181725.0,1262311.0,1342297.0,1422468.0,1503686.0,1583713.0,1663859.0,1745308.0,1827067.0,1906846.0,1986375.0,2066321.0,2147874.0,2235868.0,2345854.0,2425240.0,2505355.0,2585797.0,2671007.0,2751851.0,2831632.0,2911312.0,2991205.0,3070719.0,3151236.0,3231138.0,3313877.0,3395906.0,3475551.0,3556388.0,3636258.0,3715799.0,3795775.0,3883889.0,3986907.0,4066641.0,4146587.0,4226709.0,4306714.0,4386786.0,4466799.0,4546556.0,4626678.0,4706708.0,4786464.0,4866408.0,4946368.0,5026368.0,5106507.0,5186590.0,5266619.0,5346610.0,5426869.0,5507268.0,5588357.0,5669317.0,5751335.0,5833368.0,
16,176,65,herbert,24,20,9,Hydraulics,92796,175081,257109,339672,421538,502968,584984,666167,747360,829485,909915.0,990842.0,1071647.0,1151971.0,1377879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,176,23,ralf_schumacher,3,4,11,+1 Lap,92914,176169,258340,340368,422452,504098,585755,667009,748010,831289,912124.0,992957.0,1073790.0,1154509.0,1235718.0,1316279.0,1396482.0,1476653.0,1556849.0,1636986.0,1717559.0,1797911.0,1878926.0,1961381.0,2042820.0,2123766.0,2204472.0,2285287.0,2366539.0,2447832.0,2528695.0,2609382.0,2690643.0,2771158.0,2858609.0,2964892.0,3045616.0,3126984.0,3207910.0,3288346.0,3369930.0,3450592.0,3531566.0,3612766.0,3693378.0,3774512.0,3855378.0,3936540.0,4017354.0,4098091.0,4178682.0,4259431.0,4341383.0,4422104.0,4503262.0,4583945.0,4666220.0,4746064.0,4826066.0,4905935.0,4986028.0,5065745.0,5145782.0,5225692.0,5305535.0,5385204.0,5464599.0,5544091.0,5623774.0,5703220.0,5782860.0,
1,176,15,trulli,20,19,6,Gearbox,93867,177032,259055,341158,423205,504989,586635,667949,750225,832147,913459.0,994801.0,1078282.0,1159945.0,1240914.0,1327679.0,1409225.0,1490326.0,1572176.0,1665289.0,1820768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,176,55,alesi,15,17,6,Gearbox,94007,182845,265287,346655,426967,507466,587922,668072,748469,830186,910675.0,991191.0,1072197.0,1152683.0,1232879.0,1312411.0,1391921.0,1471721.0,1552021.0,1632683.0,1712417.0,1792114.0,1871603.0,1950642.0,2029539.0,2115860.0,2235031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,176,64,diniz,15,14,4,Collision,95001,178843,261680,343595,425675,507481,590276,671946,757659,840222,922263.0,1004266.0,1086070.0,1168057.0,1250018.0,1331875.0,1413323.0,1495280.0,1578137.0,1659235.0,1740805.0,1822078.0,1903488.0,1984597.0,2065756.0,2147394.0,2229142.0,2310568.0,2391744.0,2472577.0,2553975.0,2636310.0,2718246.0,2800341.0,2882475.0,2965777.0,3046946.0,3128857.0,3210210.0,3291658.0,3373408.0,3457329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,176,72,sarrazin,18,16,20,Spun off,95323,183569,267239,350258,433431,516107,599512,681188,763473,846299,929165.0,1012191.0,1094181.0,1176167.0,1258101.0,1339948.0,1421573.0,1503477.0,1585655.0,1666880.0,1748850.0,1830812.0,1912387.0,1994275.0,2075822.0,2157650.0,2239560.0,2321430.0,2403912.0,2488125.0,2570145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,176,70,zanardi,3,12,6,Gearbox,95835,180042,262626,344869,426892,509465,591704,673177,755337,838424,927765.0,1036975.0,1119946.0,1204724.0,1292971.0,1376202.0,1459540.0,1543955.0,1627685.0,1710942.0,1794877.0,1877852.0,1963154.0,2045829.0,2129448.0,2212317.0,2295066.0,2377735.0,2460029.0,2542344.0,2624654.0,2707487.0,2790324.0,2872723.0,2954790.0,3036701.0,3119248.0,3202075.0,3283840.0,3366212.0,3447998.0,3539593.0,3692436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
