,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1,970.0,1.0,hamilton,1.0,1.0,Finished,108752.0,246631.0,391333.0,522257.0,702899.0,870265.0,1039629.0,1148638.0,1252668.0,1354231.0,1455038.0,1554396.0,1653784.0,1753137.0,1851261.0,1949991.0,2048886.0,2147863.0,2246419.0,2344933.0,2443418.0,2540978.0,2638622.0,2736407.0,2834286.0,2932384.0,3030477.0,3127928.0,3225412.0,3323008.0,3421546.0,3518257.0,3616420.0,3714137.0,3811444.0,3913085.0,4030736.0,4127859.0,4224532.0,4321259.0,4417057.0,4513138.0,4608843.0,4704221.0,4799804.0,4895325.0,4991361.0,5087410.0,5183302.0,5279121.0,5375015.0,5470972.0,5567615.0,5663272.0,5759411.0,5856158.0
5,970.0,20.0,vettel,2.0,1.0,Finished,110119.0,249545.0,409229.0,549228.0,718264.0,884472.0,1044190.0,1153240.0,1256191.0,1357686.0,1458890.0,1559559.0,1659979.0,1759958.0,1859682.0,1958943.0,2057884.0,2157410.0,2256317.0,2354549.0,2452911.0,2551072.0,2648577.0,2746388.0,2844486.0,2942594.0,3040574.0,3138592.0,3237171.0,3334670.0,3432524.0,3530749.0,3628651.0,3731498.0,3847027.0,3943819.0,4040212.0,4137084.0,4234105.0,4329528.0,4425142.0,4520881.0,4616551.0,4712602.0,4808201.0,4904179.0,4999907.0,5095554.0,5191186.0,5286897.0,5382624.0,5478296.0,5574003.0,5669977.0,5766264.0,5862408.0
10,970.0,822.0,bottas,6.0,1.0,Finished,111916.0,251029.0,396043.0,531425.0,714635.0,880725.0,1058192.0,1170013.0,1279849.0,1384383.0,1486418.0,1587318.0,1686831.0,1785948.0,1884607.0,1983136.0,2082324.0,2182299.0,2280370.0,2378484.0,2476744.0,2575061.0,2673534.0,2772379.0,2871487.0,2969739.0,3067566.0,3165620.0,3263529.0,3361456.0,3459328.0,3557280.0,3656635.0,3755878.0,3859752.0,3976463.0,4072640.0,4168552.0,4265140.0,4361206.0,4457055.0,4553147.0,4651026.0,4747636.0,4844601.0,4940771.0,5036706.0,5132556.0,5229080.0,5325884.0,5422081.0,5518634.0,5614881.0,5711240.0,5808016.0,5904966.0
9,970.0,817.0,ricciardo,4.0,1.0,Finished,113297.0,253241.0,396736.0,534444.0,703825.0,873980.0,1040741.0,1149868.0,1254331.0,1356066.0,1457948.0,1558722.0,1658994.0,1758953.0,1858601.0,1957879.0,2056934.0,2156138.0,2255238.0,2354059.0,2452417.0,2552014.0,2650902.0,2749699.0,2848587.0,2947141.0,3045646.0,3144392.0,3243317.0,3341885.0,3441003.0,3539444.0,3643289.0,3759501.0,3856314.0,3953105.0,4050157.0,4147729.0,4244576.0,4341395.0,4438413.0,4535567.0,4632521.0,4729644.0,4826875.0,4923982.0,5021310.0,5118777.0,5216612.0,5314002.0,5411491.0,5509182.0,5607147.0,5705171.0,5803398.0,5902193.0
3,970.0,8.0,raikkonen,5.0,1.0,Finished,113926.0,254369.0,397890.0,535508.0,712939.0,877429.0,1042097.0,1152626.0,1255703.0,1357195.0,1458405.0,1559169.0,1659559.0,1759583.0,1859134.0,1958455.0,2057378.0,2156798.0,2255753.0,2355423.0,2453807.0,2552667.0,2651447.0,2750758.0,2849339.0,2948629.0,3047351.0,3145926.0,3244724.0,3343195.0,3442123.0,3541261.0,3639852.0,3738380.0,3836873.0,3935400.0,4034543.0,4133758.0,4238023.0,4355667.0,4453106.0,4549109.0,4645231.0,4741916.0,4838370.0,4934925.0,5031921.0,5128655.0,5225805.0,5322521.0,5419263.0,5515790.0,5612649.0,5709436.0,5806393.0,5904234.0
12,970.0,826.0,kvyat,17.0,9.0,Hydraulics,115821.0,260124.0,419147.0,574018.0,740373.0,902350.0,1051593.0,1169912.0,1279579.0,1385918.0,1489342.0,1591502.0,1693023.0,1794457.0,1895204.0,1995767.0,2096170.0,2196260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,970.0,830.0,max_verstappen,3.0,1.0,Finished,116264.0,257420.0,401721.0,537868.0,713431.0,879237.0,1042547.0,1151863.0,1254933.0,1356473.0,1456878.0,1556253.0,1655491.0,1754872.0,1854022.0,1953218.0,2052505.0,2151299.0,2250046.0,2348719.0,2447317.0,2546098.0,2644623.0,2743334.0,2841958.0,2940747.0,3039548.0,3143169.0,3247585.0,3363769.0,3460491.0,3557922.0,3655148.0,3752740.0,3850188.0,3947402.0,4045315.0,4142913.0,4240247.0,4337816.0,4434681.0,4532069.0,4629811.0,4727611.0,4824855.0,4922351.0,5019843.0,5117544.0,5215940.0,5313321.0,5410856.0,5508688.0,5606658.0,5704658.0,5802963.0,5901350.0
2,970.0,4.0,alonso,16.0,30.0,Driveshaft,117148.0,262392.0,418756.0,569426.0,733976.0,890329.0,1047065.0,1157241.0,1261361.0,1363458.0,1465047.0,1566583.0,1667837.0,1769026.0,1870184.0,1970958.0,2071385.0,2171643.0,2271693.0,2371813.0,2472037.0,2571840.0,2671640.0,2771536.0,2871954.0,2971988.0,3071820.0,3171547.0,3271132.0,3370656.0,3470152.0,3569796.0,3672183.0,,,,,,,,,,,,,,,,,,,,,,,
4,970.0,13.0,massa,14.0,11.0,+1 Lap,118158.0,265188.0,420601.0,575032.0,742108.0,903829.0,1051893.0,1170632.0,1281879.0,1388955.0,1494430.0,1597265.0,1698882.0,1800064.0,1901200.0,2001785.0,2102240.0,2203142.0,2303681.0,2403988.0,2504008.0,2603746.0,2703259.0,2807769.0,2927240.0,3025527.0,3123851.0,3222426.0,3321532.0,3422641.0,3521719.0,3620620.0,3719701.0,3818771.0,3918214.0,4017278.0,4116384.0,4215476.0,4314440.0,4413513.0,4513945.0,4613520.0,4713632.0,4813223.0,4913778.0,5014123.0,5115352.0,5223668.0,5340523.0,5437034.0,5534117.0,5631925.0,5730003.0,5827792.0,5924386.0,
8,970.0,815.0,perez,9.0,11.0,+1 Lap,118810.0,266199.0,421117.0,575493.0,742916.0,904982.0,1052174.0,1162476.0,1265909.0,1367490.0,1468288.0,1569026.0,1669488.0,1770070.0,1870669.0,1971658.0,2072285.0,2172337.0,2272433.0,2377305.0,2496714.0,2595642.0,2694286.0,2792895.0,2891693.0,2990495.0,3089401.0,3188432.0,3287228.0,3386130.0,3485379.0,3584409.0,3683491.0,3783086.0,3882208.0,3981631.0,4081085.0,4180327.0,4279663.0,4378832.0,4477887.0,4577220.0,4676665.0,4775945.0,4875356.0,4974980.0,5074476.0,5174909.0,5279310.0,5396441.0,5493424.0,5590159.0,5686951.0,5783559.0,5880090.0,
