,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,vettel,2,2,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,bottas,3,3,2,2,5,5,12,11,11,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,7,7,7,7,6,5,5,5,6,5,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
3,ricciardo,4,4,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,raikkonen,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,2,2,2,2,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,kvyat,6,7,10,10,9,9,8,10,10,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,max_verstappen,7,6,5,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,6,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,alonso,8,8,9,9,8,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,7,7,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,massa,9,9,11,11,10,10,9,12,13,13,14,14,14,14,14,14,14,14,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,12,11,11,11,11,11,11,11,11,10,10,11,11,11,13,13,13,13,13,13,13,13,0
9,perez,10,10,12,12,11,11,10,8,8,8,8,8,8,8,8,8,8,8,8,8,11,10,10,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,0
10,hulkenberg,11,18,17,15,15,15,15,15,15,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,0
11,kevin_magnussen,12,11,13,13,12,12,11,9,9,9,9,9,9,9,9,9,9,10,10,10,9,9,9,9,9,9,9,9,9,9,9,10,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,0
12,ericsson,13,12,15,16,16,16,16,17,17,17,17,17,17,17,17,17,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
13,ocon,14,13,8,8,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,10,11,11,11,11,11,11,11,11,11,11,11,10,9,9,9,9,9,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,0
14,grosjean,15,15,18,17,17,17,17,16,16,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,11,12,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,0
15,vandoorne,16,17,14,14,14,14,14,14,14,15,15,15,15,15,15,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,giovinazzi,17,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,sainz,18,14,7,7,7,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,7,7,7,6,6,6,6,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7
