,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,kubica,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,10,10,10,10,10,10,10,10,10,9,8,7,7,6,6,6,5,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,raikkonen,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,rosberg,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,16,15,15,15,15,14,14,14,13,12,11,11,11,10,10,15,15,15,15,15,14,14,13,13,13,12,12,11,11,11,11,11,11,10,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
4,alonso,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,11,11,11,11,11,11,11,11,11,10,9,9,9,8,8,8,8,6,5,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,massa,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,12,16,16,16,16,16,16,16,15,14,13,13,13,13,12,11,11,10,10,8,8,8,7,7,7,6,6,6,6,6,6,4,4,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5
6,kovalainen,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,17,14,13,13,13,13,13,13,13,12,11,10,10,10,9,9,9,9,8,8,7,7,7,6,6,6,5,5,5,5,5,5,5,5,9,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9
7,barrichello,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,6,7,7,6,6,6,5,5,5,4,4,4,4,4,4,6,6,4,4,4,4,4,4,6,6,7,7,7,7,7,7,7,7,7,7
8,heidfeld,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,6,7,8,8,7,7,7,7,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9,nakajima,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,2,2,2,2,11,11,10,10,9,9,10,9,9,8,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,webber,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,13,12,12,12,12,13,12,12,11,11,11,10,10,9,9,9,8,8,7,7,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,coulthard,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,3,3,3,3,2,2,2,1,5,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12,trulli,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,4,4,4,4,3,3,3,2,1,1,9,11,11,11,11,11,10,10,9,9,9,9,9,9,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,6,6,6
13,glock,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,7,7,5,5,5,5,4,4,4,3,2,2,1,1,1,10,10,10,9,9,8,8,7,7,7,7,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
14,piquet_jr,15,15,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,16,13,12,12,12,12,12,12,12,16,16,15,15,15,15,15,14,14,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,sutil,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,fisichella,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,7,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,14,14,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,bourdais,18,18,18,18,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,15,14,14,14,14,15,15,15,14,15,14,14,14,14,14,13,13,12,12,12,12,12,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
18,vettel,19,19,19,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,11,9,9,9,9,9,9,9,9,9,8,6,6,6,5,5,5,4,14,14,14,13,13,12,12,12,11,11,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
