,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
11,32,13,massa,6,13,1,Finished,110994,218652,325191,431885,538227,644893,752204,859142,965547,1071763,1178194,1284205,1389962,1496185.0,1611887.0,1807685.0,1995073.0,2228056.0,2341191.0,2457621.0,2568378.0,2679177.0,2789491.0,2904420.0,3024259.0,3131964.0,3240800.0,3349853.0,3458007.0,3567169.0,3685039.0,3814531.0,3921993.0,4031983.0,4141630.0,4250439.0,4359059.0,4468120.0,4577123.0,4688027.0,4798449.0,4908637.0,5018280.0,5128476.0,5239599.0,5350252.0,5459846.0,5569962.0,5680129.0,5796923.0,5917788.0,6031526.0,6184294.0,6295741.0,6406161.0,6516082.0,6626454.0,6737782.0,6846738.0,6956059.0,7071474.0
0,32,1,hamilton,1,3,1,Finished,112282,219938,326987,433977,540908,647998,755086,862008,968641,1075153,1181679,1288274,1394510,1500582.0,1613532.0,1809485.0,1995498.0,2176200.0,2336127.0,2449265.0,2560394.0,2670290.0,2780477.0,2890724.0,3000756.0,3110409.0,3220328.0,3329692.0,3439526.0,3548150.0,3656441.0,3764591.0,3873397.0,3981204.0,4089012.0,4197100.0,4305064.0,4413144.0,4520970.0,4628951.0,4736549.0,4849765.0,4977794.0,5084460.0,5191304.0,5298465.0,5405218.0,5512055.0,5618995.0,5726494.0,5840210.0,6013739.0,6177123.0,6287006.0,6394679.0,6502364.0,6609909.0,6717604.0,6825755.0,6933490.0,7042221.0
7,32,8,raikkonen,6,15,3,Accident,114526,223720,331450,439000,546282,653308,760410,866922,973037,1079142,1184906,1290891,1397192,1502791.0,1614788.0,1811592.0,1999821.0,2186486.0,2339531.0,2454197.0,2565675.0,2676286.0,2786430.0,2897246.0,3007882.0,3117294.0,3227056.0,3337299.0,3447141.0,3557161.0,3667024.0,3776431.0,3885894.0,3996148.0,4105314.0,4213185.0,4322532.0,4433536.0,4542174.0,4649020.0,4756294.0,4864131.0,4970290.0,5077458.0,5184109.0,5290773.0,5397238.0,5504255.0,5612190.0,5724701.0,5859666.0,6016372.0,6178131.0,6288917.0,6396872.0,6504327.0,6611975.0,,,,
8,32,9,kubica,2,11,1,Finished,115883,224957,333111,441025,548890,656761,764522,871543,979321,1086687,1193745,1300891,1407931,1514830.0,1625286.0,1812367.0,2005902.0,2171421.0,2334004.0,2446989.0,2557539.0,2667565.0,2777602.0,2887320.0,2996550.0,3106533.0,3220319.0,3353350.0,3461249.0,3568714.0,3677722.0,3785507.0,3898630.0,4031309.0,4140872.0,4249632.0,4358308.0,4467112.0,4576404.0,4687144.0,4797907.0,4907511.0,5017431.0,5127906.0,5236946.0,5345322.0,5453956.0,5562454.0,5670755.0,5779120.0,5891947.0,6024599.0,6181543.0,6294147.0,6404975.0,6514652.0,6624313.0,6734741.0,6844140.0,6953645.0,7064279.0
17,32,20,vettel,5,5,1,Finished,116730,226166,334900,443383,552401,661417,769846,878065,985926,1093746,1201198,1308490,1415761,1523043.0,1641296.0,1813588.0,1998167.0,2177033.0,2336423.0,2450297.0,2561617.0,2671928.0,2782516.0,2892352.0,3002360.0,3112393.0,3222398.0,3332430.0,3441768.0,3550980.0,3660279.0,3769197.0,3877632.0,3985610.0,4093740.0,4202317.0,4310195.0,4418554.0,4527160.0,4635166.0,4743073.0,4851016.0,4962988.0,5092405.0,5201810.0,5310805.0,5420007.0,5528755.0,5637534.0,5746329.0,5867709.0,6017460.0,6178472.0,6290057.0,6399229.0,6507493.0,6615356.0,6723208.0,6830766.0,6938608.0,7046572.0
9,32,10,glock,7,4,1,Finished,117721,227540,336663,445379,553811,662456,771153,879674,987525,1095409,1202952,1310195,1417501,1525282.0,1643215.0,1814429.0,1998783.0,2178863.0,2336622.0,2449888.0,2561115.0,2671107.0,2781540.0,2891223.0,3001672.0,3111528.0,3221400.0,3331097.0,3440741.0,3550129.0,3658741.0,3767269.0,3875566.0,3984068.0,4092136.0,4200754.0,4308889.0,4417508.0,4525856.0,4633481.0,4741376.0,4849498.0,4956803.0,5064271.0,5171642.0,5283455.0,5412332.0,5519900.0,5627022.0,5734066.0,5848719.0,6015437.0,6177546.0,6288010.0,6396061.0,6503503.0,6611203.0,6719139.0,6827627.0,6934844.0,7044459.0
4,32,5,kovalainen,1,10,1,Finished,118416,228697,338000,447386,556093,664926,773578,881515,989784,1097623,1205491,1313414,1421050,1528387.0,1644255.0,1816103.0,2001577.0,2182975.0,2338389.0,2452927.0,2564467.0,2674878.0,2785449.0,2896548.0,3006793.0,3116299.0,3226375.0,3336548.0,3446272.0,3556289.0,3666292.0,3775655.0,3885024.0,3999245.0,4131058.0,4240891.0,4350298.0,4459458.0,4568088.0,4677049.0,4786020.0,4895007.0,5004610.0,5113807.0,5223496.0,5332465.0,5441627.0,5550950.0,5659959.0,5768912.0,5885216.0,6023675.0,6180841.0,6293423.0,6403715.0,6513251.0,6622776.0,6732401.0,6841220.0,6951915.0,7063206.0
1,32,2,heidfeld,2,6,1,Finished,119102,229619,339043,448339,557642,666704,775080,883320,991429,1099064,1206767,1314646,1422363,1529669.0,1647416.0,1817457.0,2002043.0,2180097.0,2336990.0,2450966.0,2562230.0,2672487.0,2783261.0,2893242.0,3003047.0,3113289.0,3223239.0,3332992.0,3442549.0,3551786.0,3661011.0,3770086.0,3878546.0,3986670.0,4095058.0,4203207.0,4311454.0,4419345.0,4528280.0,4636637.0,4743947.0,4851975.0,4964089.0,5094158.0,5203358.0,5312374.0,5420780.0,5529670.0,5638252.0,5747442.0,5869065.0,6019802.0,6178847.0,6290979.0,6400370.0,6508234.0,6616244.0,6724070.0,6831468.0,6939550.0,7047405.0
13,32,15,trulli,7,16,9,Hydraulics,120625,233187,345448,457427,568922,679954,792242,905627,1018021,1128680,1238537,1348082,1457293,1566335.0,1680393.0,1820767.0,2000880.0,2169833.0,2333133.0,2445020.0,2554778.0,2664095.0,2773225.0,2881998.0,2990533.0,3098794.0,3206711.0,3314815.0,3422599.0,3530246.0,3637860.0,3744832.0,3856913.0,3991787.0,4101561.0,4211297.0,4321201.0,4433160.0,4544897.0,4654185.0,4763302.0,4872303.0,4981957.0,5091298.0,5200735.0,5309618.0,5418792.0,5527226.0,5636111.0,5821563.0,,,,,,,,,,,
2,32,3,rosberg,3,2,1,Finished,121121,233543,345722,457741,569350,680326,788931,896115,1003063,1109792,1216691,1323604,1430403,1537348.0,1654905.0,1819919.0,2000494.0,2168382.0,2332646.0,2442149.0,2549678.0,2657180.0,2764697.0,2872006.0,2979293.0,3086523.0,3193463.0,3304647.0,3437466.0,3544881.0,3652008.0,3759053.0,3866233.0,3972837.0,4079792.0,4186850.0,4293607.0,4400192.0,4506646.0,4617365.0,4748609.0,4856765.0,4964861.0,5072619.0,5180338.0,5288052.0,5395807.0,5503450.0,5611512.0,5719196.0,5838206.0,6012925.0,6176724.0,6285799.0,6393978.0,6501577.0,6609122.0,6716581.0,6824065.0,6931573.0,7039261.0
5,32,6,nakajima,3,8,1,Finished,121690,234278,346427,458688,570135,681392,792771,903072,1011542,1119633,1227550,1335033,1442320,1550341.0,1666886.0,1818753.0,2003175.0,2181038.0,2337561.0,2451738.0,2562983.0,2673265.0,2783869.0,2894651.0,3004216.0,3114330.0,3224181.0,3334315.0,3443815.0,3552896.0,3662169.0,3771348.0,3880616.0,3992333.0,4102249.0,4212059.0,4321782.0,4430930.0,4539187.0,4646618.0,4754706.0,4867516.0,5000085.0,5108759.0,5216672.0,5324265.0,5432192.0,5539867.0,5647414.0,5755618.0,5871627.0,6021674.0,6179771.0,6292126.0,6401944.0,6511046.0,6619855.0,6729282.0,6838227.0,6946572.0,7054793.0
3,32,4,alonso,4,1,1,Finished,122063,234775,346924,459282,570722,681910,793573,905897,1015696,1123325,1230672,1341672,1474755,1584383.0,1759712.0,1879341.0,2006353.0,2172327.0,2334991.0,2447537.0,2558419.0,2668468.0,2778367.0,2888238.0,2997498.0,3107220.0,3217235.0,3325551.0,3434570.0,3541523.0,3648480.0,3755661.0,3861856.0,3967900.0,4074165.0,4180556.0,4286576.0,4392749.0,4498619.0,4604462.0,4714513.0,4844332.0,4951964.0,5058656.0,5165453.0,5272551.0,5379416.0,5485911.0,5593499.0,5700621.0,5814652.0,6011890.0,6175324.0,6282023.0,6387791.0,6495508.0,6602545.0,6711095.0,6819458.0,6926373.0,7036304.0
15,32,17,webber,9,18,7,Transmission,122719,235542,347812,460154,571528,683321,794489,906896,1018641,1129385,1239342,1349167,1458350,1571731.0,1763952.0,1880877.0,2007366.0,2173129.0,2335257.0,2448100.0,2559018.0,2669140.0,2779087.0,2889129.0,2999166.0,3108379.0,3218251.0,3341457.0,3488063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,32,18,button,11,9,1,Finished,123476,236381,348739,461151,572677,684335,795561,907648,1019642,1130301,1240692,1350690,1460055,1569473.0,1681885.0,1823144.0,2004831.0,2181738.0,2337995.0,2452499.0,2563917.0,2674234.0,2784822.0,2895740.0,3005934.0,3115603.0,3225615.0,3335810.0,3445550.0,3555793.0,3665660.0,3775088.0,3884228.0,3994216.0,4108402.0,4239849.0,4348381.0,4457409.0,4566354.0,4675276.0,4784371.0,4893326.0,5003029.0,5112785.0,5222090.0,5331276.0,5440508.0,5549624.0,5658318.0,5767644.0,5882857.0,6022467.0,6180350.0,6292945.0,6403055.0,6512354.0,6621402.0,6731101.0,6839897.0,6948061.0,7056189.0
12,32,14,coulthard,9,7,1,Finished,123966,236970,349424,461640,573526,685176,796197,908224,1020330,1131023,1241620,1351467,1461035,1574806.0,1765695.0,1882370.0,2009026.0,2174050.0,2335573.0,2448594.0,2559695.0,2669812.0,2780076.0,2889997.0,3000135.0,3109848.0,3219649.0,3329021.0,3438700.0,3547471.0,3655633.0,3763974.0,3872427.0,3980306.0,4088231.0,4196462.0,4304276.0,4412486.0,4520341.0,4628214.0,4735776.0,4852217.0,4986606.0,5096345.0,5206066.0,5315919.0,5425580.0,5534027.0,5642951.0,5751857.0,5869921.0,6020840.0,6179271.0,6291649.0,6401359.0,6510120.0,6618527.0,6727079.0,6835767.0,6943976.0,7052691.0
6,32,7,bourdais,5,12,1,Finished,124490,237764,350257,462528,574684,685987,796897,908906,1021216,1131895,1242822,1352552,1469030,1579235.0,1697330.0,1824973.0,2003970.0,2173769.0,2340222.0,2455578.0,2567333.0,2678538.0,2796904.0,2906088.0,3014461.0,3123024.0,3240177.0,3348752.0,3456572.0,3564462.0,3674036.0,3783744.0,3898099.0,4033637.0,4144166.0,4254052.0,4363245.0,4471900.0,4580987.0,4691886.0,4802295.0,4912464.0,5024427.0,5136142.0,5245448.0,5354449.0,5464781.0,5574604.0,5685505.0,5797911.0,5920477.0,6037116.0,6183512.0,6295042.0,6405715.0,6515389.0,6625243.0,6735918.0,6844960.0,6954632.0,7065736.0
19,32,22,barrichello,11,19,26,Mechanical,125408,238675,351365,463806,575964,688067,799648,910740,1022314,1133393,1244403,1354816,1465136,1579091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32,12,piquet_jr,4,20,3,Accident,126046,239575,351984,464363,576866,688818,800567,911826,1023204,1134554,1245431,1355996,1466445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,32,16,sutil,10,17,3,Accident,127243,240515,353041,465206,577729,689714,801348,912656,1023959,1135221,1246200,1357358,1467391,1578109.0,1693501.0,1824417.0,2006915.0,2184199.0,2338936.0,2454968.0,2566702.0,2677887.0,2788333.0,2899388.0,3010214.0,3120669.0,3231222.0,3342448.0,3453301.0,3563562.0,3673356.0,3782879.0,3892569.0,4002032.0,4111823.0,4221435.0,4330829.0,4440099.0,4553820.0,4690357.0,4801192.0,4911942.0,5022638.0,5133092.0,5243396.0,5353366.0,5463698.0,5573752.0,5684656.0,,,,,,,,,,,,
