,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,massa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,16,16,17,17,17,16,15,15,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,13,13,13,14,14,14,14,14,13,13,13,13
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,7,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
2,raikkonen,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,16,15,14,14,14,14,14,14,14,14,12,12,12,12,12,12,11,10,10,10,10,9,9,9,8,6,4,4,4,3,3,3,3,5,5,5,5,5,5,5,0,0,0,0
3,kubica,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,3,3,3,3,3,3,3,3,3,6,17,16,16,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11
4,vettel,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9,8,9,9,9,9,9,9,9,9,7,7,7,7,7,7,6,6,6,6,6,6,6,5,4,3,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5
5,glock,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,10,9,8,8,8,8,8,8,8,8,6,6,6,6,6,6,5,5,5,5,5,5,5,4,2,2,2,2,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
6,kovalainen,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,14,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,12,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10
7,heidfeld,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,11,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,7,7,7,7,7,7,7,6,5,4,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6
8,trulli,9,9,9,9,9,9,10,11,12,12,12,12,11,11,11,11,7,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,8,8,8,8,9,10,10,10,10,8,6,6,6,6,6,6,15,0,0,0,0,0,0,0,0,0,0,0
9,rosberg,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,10,6,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,7,7,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10,nakajima,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,10,12,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,8,8,8,8,9,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8
11,alonso,12,12,12,12,12,12,12,12,11,11,11,11,19,18,15,15,14,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,webber,13,13,13,13,13,13,13,13,13,13,13,13,12,13,16,16,16,5,5,5,5,5,5,5,5,5,4,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,button,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,13,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,11,12,12,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,9,9
14,coulthard,15,15,15,15,15,15,15,15,15,15,15,15,14,14,17,17,17,7,6,6,6,6,6,6,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,6,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7
15,bourdais,16,16,16,16,16,16,16,16,16,16,16,16,18,17,14,14,11,6,16,16,16,16,17,17,16,16,16,15,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,13,13,13,13,13,12,12,12,12
16,barrichello,17,17,17,17,17,17,17,17,17,17,17,17,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,piquet_jr,18,18,18,18,18,18,18,18,18,18,18,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,sutil,19,19,19,19,19,19,19,19,19,19,19,19,17,15,13,13,15,15,14,15,15,15,15,15,15,15,15,14,13,13,13,13,13,13,12,11,11,11,11,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
