,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
12,841.0,20.0,vettel,1.0,1.0,Finished,98109.0,191115.0,283828.0,376631.0,468973.0,561578.0,654080.0,746617.0,839857.0,932429.0,1025098.0,1118000.0,1211698.0,1323773.0,1422158.0,1513706.0,1604506.0,1696316.0,1787334.0,1878389.0,1969677.0,2060761.0,2151636.0,2243876.0,2335575.0,2426903.0,2518471.0,2609584.0,2700923.0,2791977.0,2883684.0,2975295.0,3066701.0,3158572.0,3251169.0,3364906.0,3464227.0,3557859.0,3648864.0,3739394.0,3829534.0,3919953.0,4010456.0,4100300.0,4190770.0,4281439.0,4371736.0,4462207.0,4552917.0,4643649.0,4734522.0,4825609.0,4916280.0,5006936.0,5097835.0,5187797.0,5278313.0,5370259.0
1,841.0,1.0,hamilton,2.0,1.0,Finished,100573.0,194347.0,287247.0,379829.0,472300.0,564734.0,657181.0,749491.0,842103.0,935224.0,1027961.0,1120756.0,1213231.0,1306215.0,1399401.0,1511440.0,1611006.0,1702829.0,1794229.0,1885423.0,1976635.0,2068159.0,2159573.0,2251137.0,2342962.0,2434381.0,2525891.0,2618158.0,2709984.0,2801133.0,2892586.0,2986844.0,3078977.0,3170993.0,3263420.0,3376718.0,3476266.0,3567279.0,3657617.0,3748817.0,3839131.0,3929552.0,4020637.0,4111812.0,4202324.0,4292832.0,4383469.0,4474254.0,4565007.0,4656017.0,4747329.0,4838958.0,4930428.0,5022217.0,5113983.0,5205796.0,5297980.0,5392556.0
10,841.0,17.0,webber,5.0,1.0,Finished,101467.0,195192.0,288400.0,381333.0,474232.0,567148.0,660048.0,753310.0,846640.0,940888.0,1055883.0,1156104.0,1249765.0,1343883.0,1438119.0,1530616.0,1623150.0,1716055.0,1808785.0,1901314.0,1993615.0,2085957.0,2178429.0,2271175.0,2364095.0,2475828.0,2573669.0,2665017.0,2756403.0,2847327.0,2938123.0,3028520.0,3119082.0,3209556.0,3300356.0,3390852.0,3481479.0,3571961.0,3662700.0,3754370.0,3867860.0,3965305.0,4054991.0,4145099.0,4234902.0,4324706.0,4415236.0,4505358.0,4595071.0,4684671.0,4774836.0,4864661.0,4954657.0,5044352.0,5135476.0,5225679.0,5316151.0,5408430.0
18,841.0,808.0,petrov,3.0,1.0,Finished,102835.0,197198.0,291160.0,384889.0,478614.0,572187.0,665551.0,758866.0,852223.0,945838.0,1039449.0,1133605.0,1227303.0,1320455.0,1413925.0,1527720.0,1627583.0,1719628.0,1811588.0,1903802.0,1995651.0,2087992.0,2179914.0,2272431.0,2366005.0,2457934.0,2549209.0,2640472.0,2731579.0,2823058.0,2914820.0,3007080.0,3098889.0,3190302.0,3282252.0,3396609.0,3496229.0,3587494.0,3678156.0,3768869.0,3859736.0,3950261.0,4041043.0,4131899.0,4222725.0,4314058.0,4404754.0,4495639.0,4586806.0,4677477.0,4768232.0,4858390.0,4949045.0,5039676.0,5129740.0,5219932.0,5310052.0,5400819.0
7,841.0,13.0,massa,7.0,1.0,Finished,104196.0,198681.0,294345.0,388245.0,482957.0,576657.0,670661.0,764494.0,858363.0,952853.0,1049552.0,1144214.0,1258274.0,1358524.0,1451482.0,1544231.0,1636664.0,1730156.0,1822987.0,1915648.0,2007937.0,2100258.0,2192799.0,2285249.0,2378103.0,2470827.0,2563903.0,2656817.0,2750011.0,2843276.0,2957016.0,3056989.0,3148866.0,3240510.0,3332111.0,3423995.0,3515254.0,3606517.0,3698323.0,3789614.0,3880821.0,3971914.0,4063554.0,4155044.0,4246375.0,4337753.0,4429294.0,4542300.0,4639213.0,4728664.0,4818758.0,4911214.0,5004033.0,5094103.0,5183050.0,5272820.0,5363623.0,5455445.0
11,841.0,18.0,button,6.0,1.0,Finished,104722.0,198861.0,294617.0,388435.0,483713.0,577004.0,670963.0,764984.0,858561.0,953214.0,1047610.0,1140809.0,1234262.0,1327877.0,1421679.0,1516576.0,1625485.0,1726349.0,1840776.0,1940687.0,2032874.0,2124892.0,2217598.0,2309330.0,2401298.0,2492471.0,2583631.0,2674774.0,2765570.0,2857242.0,2948297.0,3039562.0,3131070.0,3222685.0,3314073.0,3405532.0,3515970.0,3615596.0,3706652.0,3797237.0,3887480.0,3977883.0,4068294.0,4158522.0,4248654.0,4338831.0,4429367.0,4519915.0,4609798.0,4700443.0,4790736.0,4880834.0,4971563.0,5062117.0,5152223.0,5242512.0,5333360.0,5424563.0
3,841.0,3.0,rosberg,17.0,4.0,Collision,105340.0,201148.0,296584.0,392394.0,489231.0,584087.0,678706.0,773330.0,868021.0,962042.0,1056139.0,1151001.0,1245408.0,1339543.0,1434016.0,1548255.0,1651209.0,1746148.0,1840159.0,1933773.0,2027276.0,2121876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,841.0,155.0,kobayashi,21.0,2.0,Disqualified,105896.0,203014.0,298497.0,394145.0,489778.0,585080.0,681761.0,776281.0,870706.0,965197.0,1059783.0,1154350.0,1249197.0,1343539.0,1439455.0,1554274.0,1654859.0,1747734.0,1840825.0,1934158.0,2028809.0,2122659.0,2216817.0,2309149.0,2402641.0,2495303.0,2587969.0,2680342.0,2772506.0,2864586.0,2957009.0,3069129.0,3168678.0,3260417.0,3351686.0,3442933.0,3534014.0,3625353.0,3716547.0,3807493.0,3898520.0,3990293.0,4081434.0,4172252.0,4263221.0,4353921.0,4444656.0,4535273.0,4625893.0,4716589.0,4806973.0,4898105.0,4989342.0,5081029.0,5171807.0,5264072.0,5355301.0,5447131.0
4,841.0,4.0,alonso,4.0,1.0,Finished,106144.0,202377.0,297103.0,392458.0,486858.0,580136.0,673039.0,766138.0,859759.0,953812.0,1048669.0,1161293.0,1260105.0,1352784.0,1444688.0,1536977.0,1629163.0,1720995.0,1812953.0,1904889.0,1996891.0,2089227.0,2181182.0,2273380.0,2366855.0,2459226.0,2572778.0,2669678.0,2759775.0,2849878.0,2939959.0,3030136.0,3120515.0,3210871.0,3301298.0,3391612.0,3482351.0,3572750.0,3663871.0,3754965.0,3846597.0,3956912.0,4054657.0,4144686.0,4234294.0,4324134.0,4413971.0,4503568.0,4593055.0,4682922.0,4772859.0,4862516.0,4952023.0,5042424.0,5131953.0,5221618.0,5311530.0,5402031.0
20,841.0,814.0,resta,10.0,11.0,+1 Lap,107562.0,203369.0,299110.0,394662.0,490783.0,586006.0,683589.0,779343.0,874388.0,970395.0,1065092.0,1160083.0,1255271.0,1372361.0,1472609.0,1566111.0,1660134.0,1753570.0,1846932.0,1941477.0,2035649.0,2128789.0,2223125.0,2317192.0,2412476.0,2505563.0,2598486.0,2691274.0,2784440.0,2877105.0,2969995.0,3062867.0,3156065.0,3248821.0,3341875.0,3456977.0,3557529.0,3651223.0,3743645.0,3835586.0,3927754.0,4019931.0,4113764.0,4205889.0,4298278.0,4390764.0,4483569.0,4576205.0,4669158.0,4761751.0,4854730.0,4947789.0,5042192.0,5136692.0,5231111.0,5327416.0,5423766.0,
