,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
16,8,20,vettel,9,1,1,Finished,86511,168849,250672,332290,413992,495450,576725,657807,738738,819838,900677,981664,1062485,1143537,1224463,1305198,1386240,1467136,1548020,1629184,1714933,1820978,1903662,1985994,2068004,2150377,2232090,2314351,2396857,2479108,2562899,2645362,2727534,2809107,2890442,2972711,3054768.0,3136343.0,3218374.0,3300080.0,3381934.0,3463255.0,3545126.0,3630781.0,3736217.0,3818799.0,3900420.0,3982143.0,4063851.0,4145177.0,4226724.0,4308010.0,4390054.0,4472566.0,4554468.0,4636394.0,4718964.0,4801461.0,4883941.0,4969328.0
18,8,22,barrichello,23,3,1,Finished,88012,171415,253988,336756,419196,501588,583966,666073,748388,830687,912973,995102,1076962,1158647,1240328,1322001,1403647,1485076,1570796,1676996,1761597,1845073,1928407,2011271,2093796,2176471,2259022,2341629,2424366,2506873,2589843,2673549,2756347,2838960,2921985,3004990,3087514.0,3170217.0,3253055.0,3335822.0,3418602.0,3501465.0,3584123.0,3666814.0,3749614.0,3831593.0,3917581.0,4021388.0,4104406.0,4186960.0,4269287.0,4351595.0,4433535.0,4515865.0,4598375.0,4680651.0,4763138.0,4845345.0,4927827.0,5010503.0
14,8,17,webber,9,2,1,Finished,88776,172155,254727,337478,420054,502418,584695,666883,749145,831199,913723,995822,1077671,1159506,1241161,1322731,1404397,1485962,1567500,1652444,1760521,1843064,1925515,2007567,2089562,2171541,2253425,2334832,2417202,2499042,2580846,2663034,2744856,2826501,2908749,2991158,3072901.0,3154766.0,3237059.0,3318465.0,3399776.0,3481575.0,3563249.0,3644951.0,3726955.0,3808492.0,3894092.0,3997895.0,4080957.0,4163214.0,4246191.0,4329169.0,4411765.0,4493904.0,4575213.0,4656818.0,4737733.0,4819757.0,4901769.0,4984516.0
5,8,6,nakajima,3,11,1,Finished,90365,174135,257149,340160,422561,505069,587191,669459,751692,833781,915889,998077,1080033,1161878,1248050,1355626,1439144,1522489,1607353,1691373,1775237,1858855,1942396,2025568,2108804,2192338,2275594,2358543,2441688,2524738,2607485,2689957,2772729,2855722,2938885,3022374,3105184.0,3188454.0,3271118.0,3357667.0,3463225.0,3547247.0,3630102.0,3713067.0,3796043.0,3880117.0,3963584.0,4046850.0,4130181.0,4213229.0,4296546.0,4379852.0,4462939.0,4545846.0,4628817.0,4711933.0,4794616.0,4877211.0,4960314.0,5043351.0
7,8,8,raikkonen,6,8,1,Finished,90979,174611,258206,341177,423854,506518,588842,671093,753250,835499,917930,1000237,1082516,1164172,1245930,1331675,1437644,1520867,1606194,1689898,1773338,1856497,1939562,2022739,2105792,2188718,2271571,2354380,2437235,2519936,2603433,2686278,2769343,2852379,2935800,3019201,3102153.0,3184758.0,3267221.0,3349684.0,3432455.0,3519993.0,3624295.0,3707528.0,3790582.0,3873585.0,3956441.0,4039944.0,4123294.0,4206766.0,4290102.0,4373722.0,4457092.0,4540448.0,4623937.0,4706872.0,4789664.0,4872172.0,4955271.0,5038950.0
2,8,3,rosberg,3,5,1,Finished,92209,175985,259023,342413,425190,507695,590002,672008,754100,836419,918710,1001177,1083554,1165494,1247430,1328866,1409920,1494790,1599869,1682452,1764970,1847263,1929856,2012480,2095120,2178264,2260746,2343227,2425872,2508404,2591210,2674261,2757084,2839984,2923056,3006059,3088671.0,3171270.0,3254026.0,3336659.0,3419441.0,3502337.0,3588779.0,3692494.0,3775901.0,3858951.0,3942295.0,4025658.0,4108874.0,4191760.0,4274501.0,4357449.0,4439915.0,4522637.0,4604992.0,4687038.0,4768936.0,4850852.0,4933016.0,5015243.0
12,8,15,trulli,7,7,1,Finished,92757,176656,260305,343422,426345,508979,591460,673691,755874,838149,920408,1002769,1084959,1166944,1249097,1331129,1412935,1498639,1605413,1688755,1771844,1854924,1938323,2021442,2104550,2187558,2270541,2353494,2436370,2519300,2602543,2685594,2768607,2851874,2935060,3018307,3101087.0,3183514.0,3266112.0,3348839.0,3432001.0,3515066.0,3597620.0,3680199.0,3762791.0,3849321.0,3953798.0,4038062.0,4121716.0,4205201.0,4288169.0,4371177.0,4454316.0,4537090.0,4620003.0,4702974.0,4786011.0,4869429.0,4953026.0,5037635.0
11,8,13,massa,6,4,1,Finished,93386,178821,262222,345573,428453,511160,593664,676214,758506,840713,922998,1005330,1087834,1170630,1253055,1335135,1417011,1498916,1580590,1662273,1744018,1825527,1911459,2016101,2098755,2181317,2263769,2346203,2428591,2510919,2593258,2675764,2758251,2840962,2923857,3007045,3089623.0,3172224.0,3254678.0,3337264.0,3420054.0,3503097.0,3585826.0,3667875.0,3754450.0,3858010.0,3941195.0,4024591.0,4107942.0,4190572.0,4273486.0,4356446.0,4438639.0,4520903.0,4603268.0,4685622.0,4767759.0,4849818.0,4932010.0,5014371.0
15,8,18,button,23,6,1,Finished,93608,177246,260701,343914,426910,509625,592140,674553,756737,838992,921201,1003519,1086596,1169535,1251272,1332604,1414003,1499133,1606570,1690187,1773908,1857454,1940592,2023922,2107168,2190670,2273650,2356453,2439333,2522051,2604930,2688301,2771288,2854470,2937578,3021017,3104267.0,3187000.0,3269662.0,3352184.0,3435144.0,3518367.0,3600803.0,3683197.0,3765783.0,3848201.0,3930088.0,4011785.0,4097263.0,4198943.0,4280549.0,4362439.0,4444028.0,4525217.0,4606421.0,4687875.0,4769519.0,4851390.0,4933508.0,5015613.0
9,8,10,glock,7,9,1,Finished,94541,179648,263173,346550,429620,512609,595134,677636,759986,842227,924378,1006740,1088802,1171364,1254313,1336500,1418761,1500925,1587220,1698337,1781554,1864591,1947693,2030737,2113924,2197338,2280258,2363242,2446191,2529196,2611806,2694746,2778003,2861014,2944265,3027637,3110678.0,3193680.0,3276478.0,3359134.0,3441667.0,3524151.0,3607065.0,3689857.0,3772619.0,3855072.0,3937947.0,4026261.0,4127783.0,4209815.0,4291486.0,4374114.0,4457610.0,4540966.0,4624455.0,4707761.0,4790611.0,4873273.0,4956040.0,5039151.0
1,8,2,heidfeld,2,15,11,+1 Lap,95854,183714,269531,354556,439824,524294,608656,693289,778144,861961,945791,1029644,1113832,1198107,1281775,1365662,1449644,1532851,1615975,1699444,1787654,1896768,1980410,2063500,2146827,2230094,2314845,2399529,2484169,2569005,2653506,2737929,2822084,2906752,2991817,3076135,3160140.0,3243437.0,3327119.0,3410157.0,3493036.0,3576057.0,3659768.0,3742879.0,3825922.0,3913182.0,4015825.0,4098612.0,4181172.0,4263878.0,4346659.0,4429125.0,4511357.0,4593597.0,4676119.0,4758558.0,4841068.0,4923469.0,5005425.0,
3,8,4,alonso,4,14,11,+1 Lap,95999,184220,270104,354901,440258,524773,609094,693599,778536,862977,946315,1030025,1114131,1198624,1282271,1366138,1450275,1537281,1641645,1724262,1806538,1889085,1972264,2055716,2139679,2223774,2308296,2392543,2477205,2565141,2649442,2731459,2813599,2895724,2977954,3059806,3141675.0,3228092.0,3331680.0,3414118.0,3496687.0,3578935.0,3661827.0,3744376.0,3826930.0,3909770.0,3991842.0,4073928.0,4156136.0,4238564.0,4321117.0,4403345.0,4485948.0,4568291.0,4651535.0,4734049.0,4816740.0,4899454.0,4982225.0,
8,8,9,kubica,2,13,11,+1 Lap,96802,185826,271788,356721,441961,527024,611136,695283,779647,863987,948327,1031956,1115539,1199840,1283728,1367535,1451253,1534915,1618055,1700956,1784518,1867041,1949660,2032329,2115017,2198408,2281383,2368513,2475414,2558515,2641116,2723586,2805834,2888148,2970857,3053544,3137996.0,3220843.0,3303364.0,3385862.0,3468044.0,3550550.0,3632919.0,3715271.0,3797766.0,3880791.0,3968833.0,4072901.0,4155207.0,4237709.0,4320351.0,4402727.0,4485118.0,4567868.0,4650742.0,4733398.0,4816219.0,4898979.0,4981760.0,
17,8,21,fisichella,10,10,1,Finished,96860,181993,265782,349330,432591,515763,598719,681624,764338,846797,929241,1011625,1093974,1176384,1258974,1341469,1423754,1505842,1587915,1669725,1755835,1861933,1945629,2028906,2111981,2195539,2278671,2361674,2444797,2527878,2610720,2693678,2776805,2860035,2943058,3026892,3109883.0,3192830.0,3275557.0,3358132.0,3440520.0,3522910.0,3605726.0,3688650.0,3775746.0,3879297.0,3962443.0,4045129.0,4128882.0,4211469.0,4293875.0,4376295.0,4459020.0,4542121.0,4625466.0,4708958.0,4791735.0,4874669.0,4957965.0,5040850.0
