,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,barrichello,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3
2,webber,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
3,nakajima,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,11,11,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
4,raikkonen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,10,10,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8
5,rosberg,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,7,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,9,8,7,6,6,5,5,5,5,5,5,5,5,5,5,5
6,trulli,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,8,8,7,7,7,7,7,7,7,7,7,7,7,7
7,massa,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,6,4,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,7,6,5,5,4,4,4,4,4,4,4,4,4,4,4
8,button,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,7,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,4,4,3,3,6,6,6,6,6,6,6,6,6,6,6
9,glock,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,8,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,8,7,6,5,7,9,9,9,9,9,9,9,9,9,9,9,9
10,heidfeld,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,19,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
11,alonso,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,19,19,18,17,16,16,16,16,16,15,15,16,15,14,14,13,13,13,13,13,17,17,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
12,kubica,13,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,12,12,12,12,12,12,13,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,0
13,fisichella,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,9,6,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
14,hamilton,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,16,19,18,17,17,17,17,17,16,16,15,16,16,16,15,15,15,15,15,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
15,piquet_jr,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,14,14,13,13,13,13,13,13,12,12,14,14,15,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,0
16,bourdais,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,15,14,14,14,14,14,14,17,17,17,17,17,17,18,19,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,buemi,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,16,15,19,19,19,19,19,19,19,19,19,19,19,17,17,17,17,17,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
18,kovalainen,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,17,16,15,15,15,15,15,14,13,12,12,12,12,19,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
