,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,michael_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,button,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,7,7,7,6,6,6,5,3,3,3,3,3,3,3,8,8,7,7,7,7,7,7,7,7,7,7,6,6,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2,massa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,7,7,7,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,alonso,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,barrichello,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,9,9,9,8,9,13,13,13,13,13,13,13,13,13,13,13,13,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10
5,ralf_schumacher,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,10,10,10,10,10,10,10,10,10,10,10,9,9,8,7,7,10,10,9,9,9,9,9,9,9,9,9,8,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6,montoya,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,4,4,4,3,3,3,3,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,trulli,8,8,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,webber,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,6,5,5,5,4,4,4,4,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,8,9,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,raikkonen,10,10,10,10,9,9,9,9,9,9,9,9,9,9,8,7,6,6,6,5,5,5,9,9,9,9,9,8,8,7,6,6,6,6,6,6,6,6,6,6,6,5,4,4,3,3,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,villeneuve,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,7,6,6,6,7,15,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11,13,13,13,12,12,12,12,12,12,12,12,12,12,12
11,fisichella,12,12,12,12,12,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,8,8,8,8,8,7,7,10,10,10,9,8,8,8,8,8,8,8,8,8,7,7,6,6,6,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8
12,rosberg,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
13,coulthard,14,14,14,14,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,heidfeld,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,12,13,13,13,13,13,13,13,13,13,13,0
15,liuzzi,16,16,16,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
16,speed,17,17,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
17,klien,18,18,18,18,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,12,16,16,16,16,16,16,16,16,16,16,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,monteiro,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
19,sato,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
