,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,987,20,vettel,6,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8584,4023,3832,3507,3662,3595,3992,3626,3549,3647,3503,3013,2081.0,2748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,987,822,bottas,131,2,1,Finished,1166,1714,1685,1177,404,1012,1177,1634,1671,1668,1846,2249,2226,2165,2004,1764,1824,1880,1831,1760,1681,1532,1657,1689,1780,1643,6506,16586,9630,5297,5411,5310,5659,6330,6669,6551,6428,6372,6016,5530,4879.0,4751.0,2907.0,2571.0,2603.0,2537.0,2568.0,2788.0,3030.0,3112.0,3116.0,2881.0,2971.0,2948.0,2851.0,3021.0,2906.0,2609.0,2355.0,2414.0,2260.0,2153.0,2596.0,2474.0,2437.0,2140.0,2096.0,2183.0,2131.0,2459.0,2762.0
2,987,8,raikkonen,6,3,1,Finished,3120,3839,3755,1903,717,1881,2329,2567,2871,3120,3459,3691,4050,4434,4856,4782,5051,5226,5259,5370,5576,5705,5771,6183,6224,6101,6190,1158,0,11759,11337,11007,10744,10810,11096,10917,10354,10117,9811,9221,7886.0,7414.0,4423.0,4308.0,4528.0,4736.0,4648.0,4984.0,4866.0,5243.0,5071.0,4453.0,4864.0,4925.0,4908.0,4806.0,5416.0,5316.0,4798.0,4554.0,4307.0,4122.0,4511.0,4324.0,4346.0,4169.0,4453.0,4424.0,4809.0,4762.0,4600.0
3,987,830,max_verstappen,9,5,1,Finished,4081,4644,4436,2858,1221,2460,3490,3809,4159,4486,4859,5109,5398,5532,5911,5902,6329,6629,6913,7129,7642,8000,8223,8546,8983,9877,11230,12253,21582,17752,17362,17121,16945,16690,16402,16022,15343,14955,14216,13510,11831.0,11011.0,7658.0,7594.0,8908.0,8895.0,8829.0,8985.0,8779.0,8820.0,9387.0,9482.0,9713.0,9778.0,9634.0,9638.0,9743.0,10075.0,11946.0,13106.0,13868.0,19873.0,36580.0,34842.0,34576.0,34268.0,34302.0,33923.0,33754.0,33274.0,32940.0
4,987,4,alonso,1,8,1,Finished,5875,6210,5725,4681,1864,4635,6148,6900,7599,8306,9486,10458,11338,12395,13174,13642,14766,15703,16632,18555,19995,21198,22370,23624,24958,25740,26920,27237,37789,34218,35003,35795,36554,37557,38540,39401,40090,40723,41137,41348,40549.0,40874.0,38492.0,39124.0,40485.0,41224.0,42439.0,43831.0,44524.0,45197.0,45806.0,46323.0,47006.0,47678.0,48441.0,48912.0,49460.0,50357.0,50870.0,51382.0,52223.0,52976.0,54087.0,55085.0,56680.0,58279.0,60426.0,62327.0,64558.0,66618.0,69363.0
5,987,13,massa,3,7,1,Finished,6993,7201,6738,6210,1801,3714,4907,5866,6654,7535,8499,9453,10360,11305,12150,12780,13780,14649,15698,17087,19089,20284,21573,22687,23964,24853,30552,42278,35717,31909,32765,33562,34486,35280,36172,36745,37529,37943,38354,39001,38440.0,38953.0,36599.0,37161.0,37833.0,38764.0,40890.0,42214.0,43023.0,43759.0,44298.0,44871.0,45688.0,46706.0,47526.0,47978.0,48664.0,49421.0,49913.0,50389.0,51268.0,52015.0,53081.0,54407.0,56093.0,57664.0,59880.0,61706.0,64169.0,66234.0,68882.0
6,987,815,perez,10,9,1,Finished,8639,8287,8231,7592,2333,5031,6964,8536,9523,10289,11277,12732,13737,16324,17218,17585,18144,18765,19491,20922,21851,22640,23591,24460,25869,26872,27962,24106,20496,18869,20765,22014,23295,24776,31254,47447,47383,47425,47165,47209,46461.0,46813.0,44569.0,45256.0,45555.0,46074.0,47031.0,48089.0,48631.0,49312.0,49824.0,50409.0,50980.0,51549.0,52051.0,52492.0,52904.0,53275.0,53336.0,53582.0,53895.0,54279.0,55263.0,55991.0,57205.0,58646.0,60772.0,62635.0,64986.0,66932.0,69500.0
7,987,807,hulkenberg,4,10,11,+1 Lap,10216,9586,9786,8923,2947,5945,8046,9808,11164,12188,14377,15997,17519,19050,20201,21357,22595,23777,26086,27606,28886,29921,31110,32213,33354,34280,35502,31714,26580,29186,47738,48522,49597,50497,51610,52209,52858,53952,54317,54906,54581.0,55373.0,53473.0,54462.0,55323.0,56441.0,57447.0,58666.0,59376.0,60553.0,61660.0,62679.0,63589.0,64975.0,65846.0,66685.0,67540.0,68729.0,69510.0,70506.0,72648.0,78525.0,81327.0,82673.0,84074.0,85343.0,86409.0,88108.0,89359.0,90589.0,
8,987,832,sainz,4,11,11,+1 Lap,11564,12149,12096,11896,3144,6420,9099,10992,12747,15241,16985,18983,20551,22279,24617,26090,27379,28627,29925,31446,32912,34335,35885,37073,38569,39602,40902,36971,31647,29328,36003,53547,54144,55193,56015,57270,58028,58718,59372,59999,59395.0,61353.0,59414.0,60588.0,61383.0,62690.0,64049.0,65437.0,66359.0,67717.0,68987.0,70124.0,71266.0,72653.0,75066.0,78879.0,80280.0,81467.0,83859.0,84745.0,85871.0,86958.0,88288.0,89582.0,90729.0,92104.0,93025.0,94374.0,95599.0,97135.0,
9,987,842,gasly,5,12,11,+1 Lap,13566,13617,13051,12441,3714,7326,9942,12252,14423,16388,18431,20380,22817,24799,26556,28049,29659,31366,33038,35053,37141,39332,41549,43323,45127,46861,48747,45600,40827,38768,40757,42680,44583,46409,48342,50189,51900,53812,56271,58097,59000.0,61415.0,61777.0,68650.0,87061.0,87453.0,88416.0,90789.0,91408.0,92633.0,93553.0,94280.0,94959.0,95947.0,96611.0,97171.0,98869.0,100888.0,101720.0,102189.0,102773.0,103406.0,104295.0,105091.0,105904.0,107787.0,108558.0,110450.0,111349.0,113811.0,
