,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
3,351,4,alonso,6,1,1,Finished,116343,230628.0,357533.0,515846.0,677105.0,790567.0,903684.0,1016888.0,1130494.0,1243119.0,1355279.0,1467428.0,1579605.0,1691706.0,1803415.0,1914935.0,2026835.0,2138152.0,2249921.0,2361562.0,2473944.0,2585148.0,2696458.0,2808219.0,2919885.0,3031699.0,3143305.0,3255952.0,3374920.0,3508731.0,3619744.0,3746623.0,3899491.0,4062657.0,4225576.0,4337135.0,4447870.0,4559306.0,4669051.0,4779159.0,4888762.0,4998460.0,5107788.0,5217352.0,5327254.0,5436121.0,5545087.0,5653909.0,5762827.0,5871877.0,5981012.0,6089909.0,6198444.0,6307460.0,6416466.0,6525388.0,6635051.0,6743027.0,6851618.0,6962686.0,7073579.0
12,351,20,vettel,9,2,1,Finished,117389,231784.0,358625.0,516767.0,677809.0,791808.0,905077.0,1018227.0,1131897.0,1244952.0,1357368.0,1469728.0,1582240.0,1694263.0,1806225.0,1918087.0,2030141.0,2141583.0,2253120.0,2364805.0,2476778.0,2588634.0,2699908.0,2811592.0,2922974.0,3034360.0,3146318.0,3257793.0,3376866.0,3510024.0,3620606.0,3747568.0,3900852.0,4063402.0,4226182.0,4339137.0,4450042.0,4561384.0,4670919.0,4780571.0,4889885.0,4999621.0,5109518.0,5218438.0,5328168.0,5437503.0,5546358.0,5655208.0,5764193.0,5872940.0,5982077.0,6091027.0,6199493.0,6308552.0,6417605.0,6526677.0,6636033.0,6744295.0,6852436.0,6962919.0,7073872.0
0,351,1,hamilton,1,19,4,Collision,118445,233336.0,359880.0,517832.0,678744.0,793282.0,906819.0,1020145.0,1133712.0,1246889.0,1359961.0,1472742.0,1585827.0,1698487.0,1811244.0,1924382.0,2037398.0,2150172.0,2263180.0,2375995.0,2489106.0,2602208.0,2715804.0,2830125.0,2944260.0,3057983.0,3172180.0,3293525.0,3428134.0,3539949.0,3650699.0,3780285.0,3904144.0,4067569.0,4228006.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11,351,18,button,1,4,1,Finished,119870,235517.0,360323.0,518855.0,679385.0,794794.0,909293.0,1023183.0,1136974.0,1250769.0,1363869.0,1477199.0,1590399.0,1703524.0,1816466.0,1929477.0,2043281.0,2156495.0,2269407.0,2382557.0,2495593.0,2608427.0,2721902.0,2835834.0,2950478.0,3064799.0,3178494.0,3291819.0,3412903.0,3547171.0,3658992.0,3787703.0,3905101.0,4068157.0,4228513.0,4344461.0,4456906.0,4569000.0,4680127.0,4790859.0,4901369.0,5011731.0,5121910.0,5231910.0,5342141.0,5452372.0,5562560.0,5673162.0,5783172.0,5893475.0,6003451.0,6113336.0,6223333.0,6333104.0,6443214.0,6553293.0,6663421.0,6773454.0,6883611.0,6994252.0,7103963.0
10,351,17,webber,9,3,1,Finished,120834,236263.0,367754.0,526970.0,683686.0,799953.0,914992.0,1030165.0,1144940.0,1259621.0,1374075.0,1488241.0,1602273.0,1716683.0,1830346.0,1944871.0,2058625.0,2172200.0,2285646.0,2398924.0,2511803.0,2626118.0,2740057.0,2852724.0,2965091.0,3077864.0,3192759.0,3306404.0,3419380.0,3533051.0,3646050.0,3776754.0,3903644.0,4066904.0,4227569.0,4343571.0,4455426.0,4566856.0,4678076.0,4788902.0,4899088.0,5009027.0,5118840.0,5228748.0,5339415.0,5449391.0,5560083.0,5670143.0,5780243.0,5890371.0,6000619.0,6111362.0,6221551.0,6331257.0,6441618.0,6551602.0,6661758.0,6771662.0,6881705.0,6991958.0,7102720.0
2,351,3,rosberg,131,5,1,Finished,121621,237644.0,362795.0,520018.0,679989.0,795616.0,910303.0,1024506.0,1138385.0,1252591.0,1366138.0,1479331.0,1592850.0,1706248.0,1819581.0,1932912.0,2046387.0,2159346.0,2272537.0,2385810.0,2499250.0,2612586.0,2725832.0,2839302.0,2953455.0,3066731.0,3180605.0,3294267.0,3407988.0,3528830.0,3663596.0,3793727.0,3914466.0,4069627.0,4228784.0,4345559.0,4458587.0,4570854.0,4682373.0,4793599.0,4904393.0,5014625.0,5124890.0,5235092.0,5345434.0,5456365.0,5567144.0,5677829.0,5788786.0,5899109.0,6009437.0,6120494.0,6231217.0,6341376.0,6451501.0,6561872.0,6672443.0,6782972.0,6895606.0,7009173.0,7122973.0
5,351,9,kubica,4,7,1,Finished,122249,238287.0,363499.0,520892.0,680606.0,796256.0,911148.0,1025456.0,1139512.0,1253698.0,1367260.0,1481147.0,1595571.0,1709115.0,1822816.0,1936160.0,2049794.0,2162850.0,2275806.0,2389633.0,2502933.0,2615801.0,2729048.0,2842850.0,2956476.0,3070460.0,3184221.0,3298274.0,3411872.0,3525491.0,3641318.0,3776899.0,3918174.0,4070783.0,4229459.0,4346536.0,4459323.0,4571986.0,4683327.0,4794556.0,4906041.0,5016688.0,5126959.0,5237321.0,5354797.0,5487367.0,5598822.0,5710728.0,5824636.0,5936705.0,6049655.0,6161406.0,6273755.0,6385862.0,6496103.0,6605358.0,6715147.0,6825521.0,6937086.0,7048213.0,7160138.0
13,351,22,barrichello,3,6,1,Finished,123705,239878.0,364830.0,522037.0,681247.0,797651.0,913440.0,1028890.0,1143441.0,1258369.0,1373244.0,1487331.0,1601651.0,1715579.0,1829869.0,1943668.0,2057291.0,2170933.0,2284557.0,2397964.0,2511307.0,2624578.0,2737411.0,2850833.0,2963981.0,3077372.0,3192148.0,3305595.0,3418667.0,3531759.0,3644667.0,3778545.0,3918975.0,4072101.0,4230467.0,4347428.0,4460905.0,4573825.0,4686182.0,4797498.0,4908925.0,5020374.0,5131886.0,5243217.0,5353903.0,5464634.0,5575449.0,5686488.0,5797433.0,5908522.0,6020201.0,6130535.0,6241026.0,6351848.0,6462704.0,6573462.0,6683983.0,6794455.0,6906601.0,7018475.0,7129680.0
15,351,30,michael_schumacher,131,13,11,+1 Lap,124294,240629.0,365411.0,522555.0,682223.0,798327.0,914174.0,1029575.0,1144403.0,1259217.0,1375561.0,1489898.0,1604136.0,1718537.0,1833160.0,1947642.0,2062257.0,2176481.0,2290906.0,2404995.0,2519432.0,2633552.0,2748013.0,2862290.0,2977134.0,3091788.0,3206600.0,3321036.0,3435650.0,3564663.0,3709349.0,3826316.0,3943367.0,4079402.0,4234071.0,4353917.0,4507400.0,4647776.0,4758111.0,4868680.0,4979769.0,5090485.0,5200885.0,5310833.0,5421165.0,5531191.0,5641058.0,5751125.0,5861682.0,5971894.0,6081976.0,6192047.0,6301848.0,6411528.0,6523376.0,6639502.0,6750891.0,6861052.0,6972116.0,7086513.0,
21,351,808,petrov,4,11,11,+1 Lap,124974,242022.0,374777.0,529255.0,684489.0,802416.0,922293.0,1037494.0,1153331.0,1269222.0,1385143.0,1501781.0,1617792.0,1733878.0,1850968.0,1966954.0,2082336.0,2196297.0,2310058.0,2423745.0,2537446.0,2652207.0,2765966.0,2879242.0,2992674.0,3106024.0,3219753.0,3334566.0,3447891.0,3561396.0,3680477.0,3811249.0,3929641.0,4076935.0,4232406.0,4351438.0,4465691.0,4579816.0,4693351.0,4806587.0,4919156.0,5031933.0,5144855.0,5259088.0,5372579.0,5484482.0,5596870.0,5709827.0,5822742.0,5935934.0,6048606.0,6162689.0,6276117.0,6389076.0,6504590.0,6616612.0,6729982.0,6844335.0,6959029.0,7077619.0,
19,351,155,kobayashi,15,21,3,Accident,125355,242658.0,368924.0,523321.0,682566.0,799563.0,916217.0,1031192.0,1146240.0,1261053.0,1376692.0,1490955.0,1605176.0,1719392.0,1833867.0,1948645.0,2063266.0,2177445.0,2291743.0,2406170.0,2520442.0,2634399.0,2748688.0,2863193.0,2977740.0,3092413.0,3207275.0,3321819.0,3436451.0,3552025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,351,67,buemi,5,14,11,+1 Lap,126016,243397.0,376677.0,532639.0,686954.0,804695.0,922931.0,1038410.0,1153866.0,1269981.0,1385734.0,1502372.0,1618415.0,1734430.0,1851576.0,1968347.0,2083043.0,2197553.0,2311482.0,2425211.0,2538955.0,2653253.0,2767427.0,2881178.0,2994353.0,3107786.0,3221621.0,3335952.0,3449924.0,3563351.0,3681203.0,3819685.0,3958696.0,4080839.0,4234502.0,4354605.0,4469514.0,4582244.0,4695096.0,4808291.0,4920526.0,5032940.0,5145456.0,5259760.0,5373371.0,5485385.0,5597516.0,5710372.0,5824108.0,5936348.0,6051200.0,6171097.0,6306061.0,6420082.0,6529928.0,6640540.0,6754613.0,6869811.0,6979521.0,7091029.0,
20,351,807,hulkenberg,3,10,1,Finished,126583,243901.0,377126.0,529839.0,685002.0,802999.0,920507.0,1035771.0,1151888.0,1267730.0,1383733.0,1500238.0,1616363.0,1732563.0,1849790.0,1964969.0,2078953.0,2192814.0,2306713.0,2421035.0,2535152.0,2649277.0,2763210.0,2876739.0,2990268.0,3103548.0,3217849.0,3331424.0,3445118.0,3559413.0,3678754.0,3808443.0,3926947.0,4074142.0,4231597.0,4349576.0,4463861.0,4578058.0,4691289.0,4804248.0,4917379.0,5030365.0,5143562.0,5257169.0,5369382.0,5482090.0,5595115.0,5707808.0,5820728.0,5933786.0,6046996.0,6159912.0,6272951.0,6386806.0,6500868.0,6614714.0,6728810.0,6843106.0,6957556.0,7071936.0,7206370.0
9,351,16,sutil,10,9,1,Finished,127182,244867.0,377617.0,531038.0,685908.0,803663.0,919848.0,1035319.0,1151386.0,1266970.0,1383204.0,1499514.0,1615797.0,1732124.0,1847869.0,1963065.0,2077690.0,2191754.0,2305887.0,2420230.0,2534329.0,2648470.0,2762194.0,2875683.0,2989173.0,3102721.0,3216777.0,3330498.0,3444116.0,3558544.0,3677422.0,3808062.0,3925976.0,4073708.0,4231147.0,4348954.0,4462970.0,4577129.0,4690430.0,4803487.0,4916627.0,5029617.0,5142855.0,5255842.0,5368315.0,5481439.0,5594345.0,5707079.0,5820049.0,5933276.0,6046283.0,6159211.0,6272257.0,6385476.0,6500314.0,6614233.0,6728335.0,6842519.0,6957098.0,7071512.0,7205995.0
14,351,24,liuzzi,10,24,4,Collision,128218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,351,5,kovalainen,205,16,5,Engine,129367,248509.0,380163.0,533951.0,688110.0,807162.0,925496.0,1042683.0,1159380.0,1276354.0,1393128.0,1510032.0,1626669.0,1743439.0,1860375.0,1977437.0,2093906.0,2212055.0,2328683.0,2445100.0,2561265.0,2677995.0,2794239.0,2910350.0,3026132.0,3141932.0,3261631.0,3377112.0,3493101.0,3608615.0,3731500.0,3853998.0,3971912.0,4097279.0,4239291.0,4357457.0,4473973.0,4589583.0,4703860.0,4817858.0,4931635.0,5045346.0,5159185.0,5273132.0,5386940.0,5500754.0,5614195.0,5728349.0,5842577.0,5955913.0,6069214.0,6182809.0,6295860.0,6409340.0,6523030.0,6639225.0,6754247.0,6907506.0,,,
8,351,15,trulli,205,23,9,Hydraulics,129608,249844.0,389252.0,536303.0,688674.0,869997.0,1013281.0,1135441.0,1257340.0,1379353.0,1496189.0,1612585.0,1729454.0,1846384.0,1969850.0,2087866.0,2206889.0,2323736.0,2441865.0,2558251.0,2674649.0,2791359.0,2912549.0,3029168.0,3161228.0,3505408.0,3650278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,351,10,glock,166,17,9,Hydraulics,129976,248907.0,374604.0,525882.0,683458.0,802021.0,918761.0,1034684.0,1150922.0,1266395.0,1382761.0,1498792.0,1615185.0,1731626.0,1849538.0,1971653.0,2088832.0,2205117.0,2320618.0,2436372.0,2552036.0,2667580.0,2783407.0,2899200.0,3014778.0,3131174.0,3246934.0,3363655.0,3479881.0,3595919.0,3726416.0,3902758.0,4065907.0,4227403.0,4355713.0,4471696.0,4587482.0,4701041.0,4814625.0,4928644.0,5042739.0,5156570.0,5274449.0,5391164.0,5508576.0,5626971.0,5744835.0,5866297.0,6025572.0,,,,,,,,,,,,
16,351,32,klien,164,20,9,Hydraulics,131855,252553.0,391438.0,546533.0,691178.0,810678.0,929605.0,1048036.0,1167459.0,1286120.0,1404083.0,1522691.0,1640747.0,1758976.0,1877125.0,1996144.0,2114355.0,2232330.0,2350773.0,2468656.0,2588237.0,2707572.0,2825338.0,2946171.0,3065659.0,3187758.0,3308609.0,3427966.0,3549391.0,3675311.0,3816520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,351,810,grassi,166,15,12,+2 Laps,132283,253474.0,392005.0,545271.0,689801.0,808373.0,926430.0,1044008.0,1161003.0,1278159.0,1395227.0,1512450.0,1629908.0,1748865.0,1865871.0,1982916.0,2099775.0,2216683.0,2333526.0,2449977.0,2566239.0,2682512.0,2798691.0,2915536.0,3034141.0,3153358.0,3269746.0,3386010.0,3502390.0,3618762.0,3748270.0,3901571.0,4064488.0,4227057.0,4356998.0,4476631.0,4594577.0,4710930.0,4829780.0,4947839.0,5072229.0,5212431.0,5330195.0,5443713.0,5558624.0,5677082.0,5793416.0,5906758.0,6024636.0,6140040.0,6253836.0,6367790.0,6481609.0,6594201.0,6706714.0,6822345.0,6938818.0,7055171.0,7172061.0,,
18,351,153,alguersuari,5,12,11,+1 Lap,132562,252644.0,390738.0,536967.0,688887.0,805826.0,923437.0,1039139.0,1154626.0,1270702.0,1386590.0,1502984.0,1619056.0,1735015.0,1851979.0,1970088.0,2084411.0,2198571.0,2312789.0,2426510.0,2540443.0,2655003.0,2768754.0,2882684.0,2995901.0,3109341.0,3223033.0,3336788.0,3450814.0,3564797.0,3682979.0,3812545.0,3930330.0,4077263.0,4233142.0,4352604.0,4466405.0,4580516.0,4694131.0,4807652.0,4922310.0,5034837.0,5147170.0,5260460.0,5374273.0,5486795.0,5601220.0,5713674.0,5827826.0,5940385.0,6053675.0,6166386.0,6280134.0,6392895.0,6506368.0,6620149.0,6733612.0,6847483.0,6962158.0,7079746.0,
23,351,811,bruno_senna,164,22,3,Accident,133689,255039.0,393461.0,554123.0,691519.0,811967.0,931800.0,1051989.0,1170485.0,1289627.0,1407934.0,1527008.0,1645483.0,1763960.0,1882260.0,2000999.0,2119764.0,2237741.0,2355703.0,2475360.0,2596128.0,2715033.0,2834169.0,2954516.0,3074642.0,3195194.0,3313623.0,3432398.0,3554502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
