,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,raikkonen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,alonso,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,kubica,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,kovalainen,5,5,5,5,5,5,5,5,5,5,5,6,6,6,8,11,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
5,fisichella,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,8,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
6,heidfeld,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,3,3,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,ralf_schumacher,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,12,12,11,11,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,webber,9,9,9,9,9,9,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,trulli,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,9,7,9,17,17,17,16,16,16,15,14,13,13,13,13,12,14,15,16,16,16,16,16,16,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,coulthard,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,8,8,8,8,8,8,8,8,9,12,12,12,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,0
11,speed,12,12,13,13,14,14,14,13,13,13,13,13,13,13,12,12,11,11,10,10,10,10,10,10,11,15,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,wurz,13,14,14,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,12,12,12,11,11,11,10,10,15,15,15,15,14,13,13,12,12,12,12,11,11,11,11,13,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
13,rosberg,14,13,12,12,12,12,13,12,12,12,12,12,12,12,14,20,19,19,19,19,19,19,17,17,16,16,16,16,16,14,13,12,12,11,11,11,11,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
14,liuzzi,15,15,16,16,16,16,16,15,15,15,15,15,15,15,15,14,14,14,13,13,13,12,12,13,17,17,17,17,17,16,15,15,14,14,14,14,14,13,13,13,13,12,12,12,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0
15,barrichello,16,17,17,17,17,17,17,16,16,16,16,16,16,16,16,15,15,15,14,14,14,13,13,12,12,11,9,9,9,9,9,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,0
16,button,17,18,18,18,18,18,18,17,17,17,17,17,17,17,17,16,16,16,15,15,15,14,14,14,13,12,10,10,10,10,10,9,9,13,13,13,13,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,0
17,davidson,18,19,19,19,19,19,19,18,18,18,18,18,18,18,18,17,17,17,16,16,16,15,15,15,14,13,11,11,11,12,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,massa,19,16,15,14,13,13,12,10,10,10,9,9,9,9,9,7,4,4,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,sutil,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,albers,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,19,18,18,18,18,18,17,18,18,18,18,18,18,18,17,16,16,16,15,15,15,15,15,15,16,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,14,14,0,0
