,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
8,1010,822,bottas,131,1,1,Finished,93813,183475,272721,361362,450121,539155,627938,716589,805253,894281.0,983266.0,1071899.0,1160525.0,1248825.0,1337042.0,1425280.0,1513657.0,1601860.0,1689696.0,1777528.0,1865343.0,1953874.0,2059924.0,2153729.0,2241067.0,2328517.0,2416274.0,2503785.0,2591444.0,2678981.0,2766216.0,2853482.0,2940844.0,3028771.0,3116381.0,3203846.0,3290954.0,3378312.0,3466047.0,3553320.0,3640363.0,3727102.0,3814499.0,3902039.0,3989619.0,4077110.0,4164433.0,4251617.0,4338688.0,4425926.0,4514016.0,4603242.0,4690414.0,4778022.0,4864852.0,4953584.0,5039164.0,5127325.0
0,1010,1,hamilton,131,2,1,Finished,94887,184646,273978,362782,451696,541171,630321,719529,808699,898040.0,986824.0,1075557.0,1164173.0,1252668.0,1358747.0,1454389.0,1543190.0,1631857.0,1721224.0,1810558.0,1898749.0,1987415.0,2076169.0,2164665.0,2253299.0,2341281.0,2429955.0,2518868.0,2607549.0,2696056.0,2784376.0,2872330.0,2960101.0,3047639.0,3135015.0,3222568.0,3310924.0,3399073.0,3487116.0,3575312.0,3663594.0,3751170.0,3839097.0,3926857.0,4014467.0,4102034.0,4189132.0,4276356.0,4364084.0,4451651.0,4539304.0,4627237.0,4714371.0,4801561.0,4888603.0,4975527.0,5061584.0,5148211.0
3,1010,20,vettel,6,4,1,Finished,95626,185721,275092,364216,453526,543192,632610,722167,811449,900843.0,990089.0,1079191.0,1167980.0,1274607.0,1368299.0,1456253.0,1544814.0,1633471.0,1722719.0,1811946.0,1900647.0,1989161.0,2077798.0,2166500.0,2255399.0,2344109.0,2432814.0,2521573.0,2609780.0,2698123.0,2788174.0,2876663.0,2965321.0,3054057.0,3142551.0,3231108.0,3319715.0,3408276.0,3496831.0,3585034.0,3673249.0,3761638.0,3850223.0,3938498.0,4026747.0,4114961.0,4203361.0,4291741.0,4380173.0,4468919.0,4557625.0,4646269.0,4735275.0,4824713.0,4913872.0,5003555.0,5093612.0,5184434.0
11,1010,830,max_verstappen,9,3,1,Finished,96291,186344,275714,365015,454738,544482,633998,723451,812814,902266.0,991706.0,1080810.0,1169750.0,1258808.0,1347756.0,1436513.0,1525471.0,1614336.0,1702921.0,1791678.0,1880228.0,1968826.0,2057851.0,2147602.0,2253572.0,2347224.0,2434862.0,2522821.0,2610368.0,2698428.0,2786343.0,2873888.0,2961404.0,3048861.0,3136492.0,3224382.0,3312473.0,3400513.0,3488611.0,3576934.0,3665216.0,3752954.0,3840646.0,3928200.0,4016047.0,4103495.0,4190697.0,4277904.0,4367066.0,4454622.0,4541512.0,4629410.0,4716393.0,4802933.0,4889795.0,4976405.0,5062661.0,5149845.0
16,1010,844,leclerc,6,5,1,Finished,97042,187678,277711,367098,456677,546801,636807,726515,819145,909050.0,998962.0,1088790.0,1178072.0,1267462.0,1356957.0,1446056.0,1535395.0,1624386.0,1713312.0,1802045.0,1890878.0,1979783.0,2068704.0,2158039.0,2247244.0,2336258.0,2425533.0,2533262.0,2626666.0,2713906.0,2801681.0,2889433.0,2977546.0,3065661.0,3153980.0,3241681.0,3329725.0,3417717.0,3505659.0,3593387.0,3680963.0,3768572.0,3856122.0,3943741.0,4031176.0,4118705.0,4206031.0,4293390.0,4381480.0,4469304.0,4559455.0,4647738.0,4737796.0,4827949.0,4918087.0,5007995.0,5098629.0,5185555.0
9,1010,825,kevin_magnussen,210,6,1,Finished,98243,189155,279868,370247,460413,551032,641416,731682,822757,913603.0,1004351.0,1094932.0,1185320.0,1294006.0,1389027.0,1477904.0,1569340.0,1659946.0,1749665.0,1838916.0,1928909.0,2018277.0,2107419.0,2196462.0,2285528.0,2374527.0,2463529.0,2552403.0,2641327.0,2730502.0,2819570.0,2908506.0,2997311.0,3086523.0,3175564.0,3264579.0,3353505.0,3442365.0,3530835.0,3619186.0,3707618.0,3795825.0,3885193.0,3973798.0,4062777.0,4152093.0,4240790.0,4329455.0,4418240.0,4506751.0,4595351.0,4683762.0,4772071.0,4860496.0,4949110.0,5037292.0,5125698.0,5214481.0
4,1010,154,grosjean,210,18,36,Wheel,99116,190166,280896,371603,461994,552407,642878,733218,824242,914878.0,1005748.0,1096601.0,1186671.0,1277226.0,1393745.0,1488826.0,1577288.0,1666447.0,1756156.0,1846818.0,1937627.0,2028664.0,2119760.0,2210515.0,2301417.0,2392924.0,2481972.0,2570699.0,2659902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1010,807,hulkenberg,4,7,11,+1 Lap,99692,190897,281596,372283,462938,553379,644302,734777,825566,916020.0,1006673.0,1097599.0,1205203.0,1299679.0,1390378.0,1480032.0,1570228.0,1661296.0,1751028.0,1840567.0,1930398.0,2019992.0,2109269.0,2198310.0,2287255.0,2376382.0,2465519.0,2554649.0,2643497.0,2732527.0,2821580.0,2910749.0,2999801.0,3088802.0,3177852.0,3266822.0,3355789.0,3444710.0,3533258.0,3622023.0,3710596.0,3799197.0,3887942.0,3976708.0,4065650.0,4154413.0,4243209.0,4331876.0,4420664.0,4509340.0,4598242.0,4686686.0,4775301.0,4863793.0,4955008.0,5043813.0,5132524.0,
1,1010,8,raikkonen,51,8,11,+1 Lap,100507,191691,282619,373215,463980,554862,645705,736658,827380,918428.0,1009014.0,1118416.0,1214321.0,1303576.0,1392766.0,1482794.0,1572320.0,1662051.0,1752967.0,1843077.0,1933043.0,2022969.0,2112157.0,2201292.0,2290420.0,2379411.0,2468204.0,2557376.0,2646674.0,2735855.0,2824659.0,2913519.0,3002455.0,3091486.0,3180153.0,3268901.0,3358094.0,3447010.0,3535796.0,3624527.0,3713126.0,3801957.0,3890399.0,3978976.0,4067380.0,4156109.0,4244499.0,4333127.0,4421901.0,4510806.0,4599226.0,4687496.0,4776396.0,4866164.0,4955824.0,5044624.0,5133709.0,
17,1010,846,norris,1,12,11,+1 Lap,101117,192531,283574,374764,465824,557214,648093,738743,829407,920194.0,1011007.0,1102422.0,1192781.0,1283205.0,1391231.0,1487053.0,1575608.0,1664726.0,1754664.0,1846156.0,1936933.0,2028241.0,2119009.0,2209827.0,2300773.0,2390501.0,2479482.0,2568673.0,2657783.0,2747027.0,2836103.0,2925051.0,3014045.0,3102991.0,3192079.0,3280945.0,3369679.0,3458794.0,3548047.0,3636805.0,3725978.0,3817503.0,3907103.0,3996868.0,4086036.0,4175365.0,4265142.0,4354543.0,4446113.0,4536564.0,4628622.0,4720760.0,4811519.0,4902544.0,4993366.0,5084185.0,5175259.0,
