,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
16,1027,844,leclerc,6,4,1,Finished,89892,199444,286593,368181,449834,532048,614104,696181,777917,859760,941318,1022600,1103531,1184656,1268777,1368269,1448965,1529411,1609996,1690639,1771097,1852086,1933057,2014435,2095715,2176818,2257897,2339346,2420193,2501238,2582795,2663372,2743952,2824955,2905729,2986920,3068110,3149168,3230023,3310753,3391980,3473252,3557174,3659761,3739288,3819127,3899035,3978702,4058299.0,4137647.0,4217681.0,4297203.0,4376435.0,4456264.0,4535768.0,4616000.0,4696099.0,4776329.0,4857957.0,4938205.0,5018086.0,5097551.0,5177099.0,5256774.0,5337678.0,5417252.0,5496581.0,5576133.0,5655921.0,5735669.0,5815272.0
3,1027,20,vettel,6,2,1,Finished,92867,201092,287948,369520,451430,533401,615774,697411,779256,861023,943000,1024479,1105457,1187025,1268295,1349502,1430984,1512100,1593318,1674427,1755680,1837002,1918596,2000793,2082567,2163727,2245261,2326492,2407792,2488874,2570047,2651228,2732556,2814393,2896738,2980173,3065067,3164478,3244295,3324832,3405620,3486108,3566451,3647059,3727612,3808156,3888667,3968851,4049027.0,4129200.0,4209619.0,4289727.0,4369920.0,4450824.0,4531570.0,4611964.0,4692978.0,4773860.0,4854061.0,4933616.0,5013432.0,5093278.0,5173008.0,5253124.0,5332804.0,5412204.0,5491774.0,5571155.0,5651052.0,5730617.0,5810670.0
19,1027,848,albon,9,5,1,Finished,93730,202024,288970,370825,452875,534795,617078,698793,780859,862427,943894,1025664,1107170,1192058,1295767,1376571,1457698,1539098,1620293,1701185,1781959,1862814,1943804,2025077,2106698,2188382,2269769,2350731,2431720,2512888,2594794,2675156,2756601,2837898,2918863,3000138,3080992,3161713,3242581,3323209,3404244,3484742,3565097,3648814,3748492,3828292,3908040,3987365,4067087.0,4147282.0,4227341.0,4307437.0,4386851.0,4466872.0,4546807.0,4626424.0,4706230.0,4786166.0,4866515.0,4946926.0,5027198.0,5107260.0,5187024.0,5266795.0,5346293.0,5425964.0,5506032.0,5585724.0,5665794.0,5746518.0,5830303.0
12,1027,832,sainz,1,13,11,+1 Lap,96038,203750,290976,374594,457831,541313,625072,709546,793225,876813,960262,1043417,1126674,1210139,1298631,1402502,1484679,1567056,1649169,1732590,1814586,1897140,1979438,2061976,2144466,2226743,2309044,2390934,2473352,2559666,2643540,2726348,2809744,2894925,2985466,3085469,3168695,3250324,3331761,3413053,3494066,3575108,3656183,3737311,3818294,3901334,3982457,4063741,4144962.0,4226156.0,4309766.0,4391015.0,4471940.0,4552951.0,4633752.0,4714270.0,4794875.0,4875498.0,4956236.0,5037317.0,5118798.0,5200371.0,5280971.0,5361381.0,5441801.0,5522112.0,5602536.0,5683114.0,5763691.0,5844231.0,
0,1027,1,hamilton,131,1,1,Finished,99041,205045,291527,372802,454784,536425,618255,700070,781924,863550,945677,1027293,1108389,1189815,1270475,1351660,1432924,1513936,1595249,1676502,1757510,1838621,1922955,2021858,2101784,2182777,2263752,2344336,2425666,2507277,2588462,2669526,2750778,2832057,2913331,2994683,3076146,3157114,3238324,3319447,3400439,3481454,3562709,3643601,3724386,3805208,3886080,3966412,4046651.0,4126789.0,4206900.0,4287009.0,4367384.0,4448265.0,4528684.0,4609603.0,4690459.0,4770970.0,4851058.0,4930947.0,5010587.0,5090800.0,5171011.0,5250786.0,5330314.0,5409775.0,5489236.0,5568986.0,5648834.0,5728783.0,5808904.0
17,1027,846,norris,1,20,54,Withdrew,101168,207272,293026,376537,459841,544578,628294,711565,795111,878634,962465,1049359,1254203,1337311,1419959,1502496,1585205,1667615,1749793,1832654,1916178,1998560,2081423,2165903,2248568,2331197,2416464,2499049,2581521,2665871,2748704,2833843,2916267,2998995,3083631,3170413,3252668,3334977,3417161,3502051,3584331,3666488,3750558,3832404,3914339,3995982,4077703,4166792,,,,,,,,,,,,,,,,,,,,,,,
8,1027,822,bottas,131,3,1,Finished,102468,207803,293656,378366,460517,542747,625514,706678,788343,870084,951705,1033069,1114483,1196004,1277313,1358530,1439610,1520989,1602216,1683279,1764299,1845507,1926988,2007797,2088749,2170490,2251728,2332885,2414415,2495119,2576062,2656847,2737765,2819027,2900827,2987168,3086678,3167786,3248217,3328299,3408375,3488740,3569018,3649440,3729646,3810026,3890085,3970619,4050614.0,4130717.0,4210689.0,4290989.0,4371046.0,4451820.0,4532379.0,4612993.0,4693981.0,4774709.0,4855162.0,4935118.0,5015143.0,5094803.0,5174505.0,5254401.0,5334199.0,5413693.0,5493643.0,5573206.0,5652710.0,5732416.0,5812457.0
11,1027,830,max_verstappen,9,6,1,Finished,103698,208678,294118,377865,488849,591166,671767,752912,834029,915575,996977,1078089,1159692,1241116,1324768,1407300,1490277,1574028,1655909,1737356,1819555,1904430,1986245,2068059,2148791,2230040,2311613,2392379,2473904,2557956,2639041,2719831,2800693,2881718,2962823,3044125,3125399,3206294,3287415,3368786,3450399,3532248,3613329,3694731,3776174,3856764,3937581,4018057,4098906.0,4179531.0,4260359.0,4341137.0,4421969.0,4502579.0,4583290.0,4664384.0,4745083.0,4825685.0,4906383.0,4986847.0,5067558.0,5148590.0,5229091.0,5310064.0,5390470.0,5471229.0,5552143.0,5633301.0,5714646.0,5796229.0,5877711.0
10,1027,826,kvyat,5,11,11,+1 Lap,105296,210141,295556,379071,463183,546480,629903,713181,797335,885234,987476,1069385,1152454,1234962,1317460,1400266,1482837,1565145,1647647,1729926,1812316,1896100,1978458,2060658,2142718,2224900,2306791,2388600,2470270,2551982,2633428,2715384,2797493,2879167,2961123,3043096,3124723,3207920,3289551,3371147,3452787,3535219,3617255,3702050,3800707,3881133,3961123,4041028,4121222.0,4201661.0,4282652.0,4364215.0,4445952.0,4527068.0,4608833.0,4691593.0,4777314.0,4859107.0,4940702.0,5021596.0,5102582.0,5182776.0,5263554.0,5343718.0,5423704.0,5503808.0,5583825.0,5664002.0,5744982.0,5829121.0,
15,1027,842,gasly,5,9,11,+1 Lap,106554,211869,296590,380360,465523,548644,632261,717249,803848,904946,988952,1071315,1154455,1237480,1320351,1404922,1488891,1571430,1653982,1736251,1818786,1902702,1985345,2067545,2151264,2233513,2315639,2397588,2479583,2561943,2644419,2727139,2810372,2895524,2981685,3064334,3145916,3227345,3308725,3389975,3471248,3552551,3633653,3714641,3795853,3876861,3957848,4038682,4122945.0,4222663.0,4302868.0,4383438.0,4462968.0,4543500.0,4623766.0,4704180.0,4784555.0,4865286.0,4947838.0,5029518.0,5110136.0,5190726.0,5271469.0,5352195.0,5432219.0,5512199.0,5592116.0,5671717.0,5751658.0,5832191.0,
