,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,hakkinen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,michael_schumacher,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,coulthard,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,ralf_schumacher,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
4,irvine,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,10,10,9,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,0
5,barrichello,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,button,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,herbert,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,8,8,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,0
8,villeneuve,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,0
9,verstappen,10,10,10,10,10,10,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,frentzen,11,11,11,11,11,11,12,12,11,11,11,11,11,11,10,10,9,9,8,11,11,11,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,trulli,12,12,12,12,12,12,11,11,10,10,10,10,10,10,11,18,18,16,14,12,12,12,11,11,11,11,11,11,15,13,13,13,13,14,14,15,15,14,13,13,13,12,12,12,12,12,12,13,13,13,13,13,0
12,rosa,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,13,15,15,15,15,15,15,15,15,15,14,12,12,12,12,12,11,11,11,16,15,15,15,14,13,13,13,13,13,12,12,12,12,12,0
13,wurz,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,14,20,17,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,salo,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,17,18,14,14,14,14,14,14,14,14,14,12,11,11,11,11,11,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,0
15,alesi,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,14,14,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,heidfeld,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,15,15,18,19,16,16,16,16,16,16,16,16,16,16,14,14,14,14,13,13,13,13,13,16,17,17,0,0,0,0,0,0,0,0,0,0,0,0
17,zonta,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,16,16,13,12,10,10,10,13,13,13,13,13,13,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,0
18,diniz,19,19,19,19,19,19,19,19,18,18,18,18,19,20,20,20,20,20,17,13,13,13,12,12,12,12,12,12,13,15,15,15,15,15,15,14,14,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,0
19,fisichella,20,20,20,20,20,20,20,20,19,19,19,19,18,18,18,17,17,15,15,18,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,15,14,14,14,13,14,14,14,14,14,14,14,14,14,14,0
20,gene,21,21,21,21,21,21,21,21,20,20,20,20,20,19,19,19,19,19,16,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,16,16,15,15,15,15,15,0,0,0,0,0,0,0
