,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
14,187.0,57.0,hakkinen,15.0,20.0,Spun off,91626.0,179604.0,267349.0,354814.0,441789.0,529793.0,616580.0,703089.0,789614.0,876223.0,962959.0,1049933.0,1137010.0,1223930.0,1310897.0,1397766.0,1484620.0,1571498.0,1657897.0,1744100.0,1830729.0,1917931.0,2004422.0,2090482.0,2177509.0,2264092.0,2350388.0,2436974.0,2523100.0,,,,,,,,,,,,,,,,,,,,,,,,
11,187.0,49.0,frentzen,1.0,1.0,Finished,92830.0,181180.0,269258.0,357077.0,444805.0,532359.0,619809.0,707075.0,794205.0,881225.0,968778.0,1056166.0,1143454.0,1230667.0,1317860.0,1404939.0,1491937.0,1578870.0,1665431.0,1751924.0,1838273.0,1924744.0,2011574.0,2098134.0,2185931.0,2272330.0,2358651.0,2444973.0,2531100.0,2617893.0,2703945.0,2789862.0,2875943.0,2961860.0,3050315.0,3155956.0,3243067.0,3329943.0,3416336.0,3502556.0,3588952.0,3674895.0,3760983.0,3846914.0,3932863.0,4019177.0,4105519.0,4192000.0,4278174.0,4364178.0,4450187.0,4536497.0,4622923.0
20,187.0,70.0,zanardi,7.0,1.0,Finished,93951.0,182637.0,271036.0,359205.0,447345.0,534948.0,622521.0,709711.0,797135.0,884542.0,971742.0,1059441.0,1147161.0,1234228.0,1321354.0,1408716.0,1495884.0,1584234.0,1671479.0,1758581.0,1845588.0,1932572.0,2019331.0,2106089.0,2193583.0,2281943.0,2369844.0,2458040.0,2546492.0,2633880.0,2723236.0,2830107.0,2916800.0,3003839.0,3090405.0,3178221.0,3265641.0,3352893.0,3440078.0,3526942.0,3613596.0,3700038.0,3786404.0,3872808.0,3959444.0,4046661.0,4133379.0,4219837.0,4306089.0,4392213.0,4478260.0,4564377.0,4650970.0
5,187.0,23.0,ralf_schumacher,2.0,1.0,Finished,95124.0,183606.0,271780.0,359859.0,447837.0,535762.0,623333.0,710584.0,797719.0,885382.0,972297.0,1060351.0,1148016.0,1235282.0,1322574.0,1409407.0,1496292.0,1582537.0,1669136.0,1755834.0,1842119.0,1928346.0,2014595.0,2100882.0,2188193.0,2274331.0,2361091.0,2447311.0,2533532.0,2620145.0,2706374.0,2792564.0,2880919.0,2988042.0,3075017.0,3162002.0,3248820.0,3335414.0,3422232.0,3508540.0,3594390.0,3680448.0,3766374.0,3852462.0,3938356.0,4024400.0,4110549.0,4196128.0,4281981.0,4368408.0,4454066.0,4539746.0,4626195.0
15,187.0,63.0,salo,3.0,1.0,Finished,95791.0,184392.0,272386.0,360445.0,448592.0,536123.0,623892.0,711574.0,799061.0,886218.0,973487.0,1061136.0,1148846.0,1236077.0,1323449.0,1410904.0,1497860.0,1584750.0,1673260.0,1760372.0,1847169.0,1934058.0,2020875.0,2107988.0,2195090.0,2282330.0,2369986.0,2457172.0,2544368.0,2631629.0,2718501.0,2804924.0,2891959.0,2978676.0,3064939.0,3154240.0,3258323.0,3344492.0,3430442.0,3516539.0,3602722.0,3688867.0,3774586.0,3860216.0,3946015.0,4031853.0,4117676.0,4203511.0,4289423.0,4375450.0,4461448.0,4547645.0,4634855.0
1,187.0,14.0,coulthard,5.0,1.0,Finished,96906.0,185003.0,273127.0,360992.0,449132.0,536758.0,624354.0,711971.0,799520.0,887289.0,975312.0,1062495.0,1149946.0,1237485.0,1324686.0,1411924.0,1499319.0,1586158.0,1673842.0,1760994.0,1847977.0,1934842.0,2021656.0,2108471.0,2195630.0,2282821.0,2370631.0,2458432.0,2547045.0,2634352.0,2721130.0,2806962.0,2893389.0,2980576.0,3066477.0,3155087.0,3260410.0,3347634.0,3434016.0,3520698.0,3606893.0,3693434.0,3779900.0,3866128.0,3952340.0,4038462.0,4124695.0,4210771.0,4296890.0,4383083.0,4469004.0,4554880.0,4641065.0
4,187.0,22.0,barrichello,4.0,1.0,Finished,97587.0,185834.0,273610.0,361376.0,449939.0,537569.0,625211.0,712598.0,800152.0,887388.0,974416.0,1061590.0,1149354.0,1236727.0,1323954.0,1411455.0,1498536.0,1585337.0,1672346.0,1759162.0,1846120.0,1933113.0,2019944.0,2106646.0,2193982.0,2281327.0,2367575.0,2453713.0,2541900.0,2652273.0,2739126.0,2825757.0,2912527.0,2999624.0,3086230.0,3172681.0,3259906.0,3346830.0,3433443.0,3520117.0,3606447.0,3692970.0,3779384.0,3865647.0,3951808.0,4037923.0,4124146.0,4210281.0,4296554.0,4382611.0,4468436.0,4554448.0,4640553.0
13,187.0,56.0,irvine,6.0,1.0,Finished,98297.0,187405.0,275895.0,363976.0,451841.0,539873.0,627409.0,715222.0,802549.0,889963.0,977663.0,1065091.0,1152884.0,1240405.0,1327505.0,1414980.0,1502129.0,1589174.0,1676430.0,1763824.0,1850927.0,1938045.0,2025442.0,2112219.0,2199362.0,2285914.0,2372920.0,2460128.0,2547934.0,2636526.0,2723189.0,2809710.0,2896133.0,2983040.0,3072199.0,3177473.0,3264476.0,3351401.0,3438345.0,3525233.0,3611765.0,3698199.0,3784706.0,3871183.0,3957793.0,4044293.0,4130963.0,4217350.0,4303742.0,4390157.0,4476717.0,4563471.0,4650325.0
21,187.0,71.0,damon_hill,10.0,1.0,Finished,98331.0,188263.0,277062.0,365571.0,453524.0,541631.0,629448.0,717023.0,804567.0,891826.0,979072.0,1066675.0,1154437.0,1241849.0,1329147.0,1416576.0,1503795.0,1591085.0,1678515.0,1765767.0,1852568.0,1940105.0,2027166.0,2113997.0,2201329.0,2288191.0,2375109.0,2462285.0,2549337.0,2637041.0,2724252.0,2810802.0,2897324.0,2987717.0,3100090.0,3188487.0,3275511.0,3362929.0,3450575.0,3537265.0,3623607.0,3710802.0,3797853.0,3884438.0,3971678.0,4058702.0,4146046.0,4233342.0,4322587.0,4410639.0,4499526.0,4588412.0,4679182.0
7,187.0,35.0,villeneuve,8.0,1.0,Finished,98711.0,189228.0,278085.0,366631.0,455158.0,543194.0,631210.0,718895.0,806568.0,894075.0,981723.0,1069700.0,1157454.0,1245184.0,1332691.0,1420332.0,1507735.0,1594819.0,1682334.0,1769508.0,1856788.0,1944199.0,2031394.0,2118508.0,2206432.0,2293328.0,2380530.0,2467645.0,2554435.0,2641490.0,2728986.0,2815338.0,2901880.0,2989042.0,3079560.0,3187668.0,3274799.0,3361789.0,3448515.0,3535222.0,3621708.0,3708230.0,3794727.0,3882092.0,3968650.0,4055276.0,4141632.0,4227970.0,4314460.0,4400829.0,4488904.0,4576788.0,4664720.0
