,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
10,143.0,30.0,michael_schumacher,2.0,1.0,Finished,95339.0,217369.0,297155.0,375350.0,453342.0,531921.0,609760.0,687549.0,765512.0,843436.0,921345.0,999142.0,1077071.0,1154847.0,1232609.0,1310366.0,1388068.0,1465823.0,1543017.0,1620225.0,1697847.0,1774671.0,1851634.0,1929014.0,2010913.0,2110929.0,2189513.0,2266494.0,2343710.0,2420718.0,2497841.0,2574882.0,2652131.0,2729421.0,2806751.0,2884059.0,2962704.0,3041072.0,3119165.0,3196563.0,3273576.0,3350669.0,3427579.0,3504124.0,3581760.0,3680866.0,3793473.0,3892477.0,3982864.0,4075898.0,4169774.0,4264622.0,4366578.0,4462091.0,4556107.0,4646209.0,4734658.0,4823281.0,4911265.0,5000269.0,5089424.0,5177214.0,5268552.0,5356010.0,5442295.0,5528510.0,5614888.0,5700030.0,5785845.0,5870611.0,5956998.0
11,143.0,31.0,montoya,16.0,4.0,Collision,96632.0,217633.0,296658.0,374973.0,452879.0,531400.0,609156.0,686912.0,764846.0,842650.0,920549.0,998486.0,1076361.0,1154022.0,1231858.0,1309615.0,1387393.0,1464895.0,1542124.0,1619346.0,1696478.0,1773248.0,1850732.0,1927869.0,2005034.0,2082569.0,2159320.0,2237156.0,2313965.0,2390594.0,2467187.0,2543838.0,2620570.0,2697222.0,2773918.0,2850598.0,2927417.0,3004631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,143.0,14.0,coulthard,1.0,1.0,Finished,97534.0,218103.0,298078.0,376566.0,454629.0,532831.0,610702.0,688721.0,766465.0,844601.0,922437.0,1000223.0,1078061.0,1155836.0,1233629.0,1311336.0,1389064.0,1466692.0,1544325.0,1621793.0,1699165.0,1776329.0,1853617.0,1930627.0,2007952.0,2085352.0,2162488.0,2239919.0,2317987.0,2394887.0,2471553.0,2548208.0,2625011.0,2701852.0,2779163.0,2855820.0,2932901.0,3010368.0,3088831.0,3172025.0,3272850.0,3349960.0,3426709.0,3503207.0,3580276.0,3670696.0,3782918.0,3893526.0,3982882.0,4074301.0,4167203.0,4258551.0,4351506.0,4445020.0,4537132.0,4628123.0,4717865.0,4807315.0,4895721.0,4982723.0,5070023.0,5157442.0,5245564.0,5333142.0,5421205.0,5508536.0,5594464.0,5680422.0,5766875.0,5853419.0,5940834.0
5,143.0,15.0,trulli,5.0,11.0,+1 Lap,98716.0,218423.0,299254.0,378481.0,457383.0,536162.0,614974.0,694020.0,773395.0,852043.0,930939.0,1009565.0,1088262.0,1166968.0,1245635.0,1324581.0,1403001.0,1481429.0,1560107.0,1638819.0,1717956.0,1796377.0,1875002.0,1953574.0,2032200.0,2110623.0,2189448.0,2268559.0,2346983.0,2425642.0,2503962.0,2582422.0,2661386.0,2739808.0,2818358.0,2897066.0,2976353.0,3055246.0,3133823.0,3211593.0,3289225.0,3367093.0,3444742.0,3527833.0,3651801.0,3781776.0,3875012.0,3967234.0,4061185.0,4155886.0,4249751.0,4342882.0,4435914.0,4529460.0,4621752.0,4714922.0,4807244.0,4899744.0,4992218.0,5084963.0,5176492.0,5270358.0,5361432.0,5452259.0,5542786.0,5634127.0,5724757.0,5814651.0,5904248.0,5993429.0,
9,143.0,23.0,ralf_schumacher,13.0,20.0,Spun off,99681.0,218739.0,328460.0,707727.0,785001.0,862619.0,940457.0,1018834.0,1096697.0,1174555.0,1253378.0,1330949.0,1409340.0,1487368.0,1564838.0,1642526.0,1719997.0,1797572.0,1875404.0,1953806.0,2032497.0,2112669.0,2190502.0,2268990.0,2347303.0,2425874.0,2504388.0,2582486.0,2659740.0,2737054.0,2813988.0,2891404.0,2968920.0,3046668.0,3125474.0,3202408.0,3279111.0,3354804.0,3430520.0,3507230.0,3591828.0,3720064.0,3838341.0,3928192.0,4018808.0,4111449.0,4202826.0,4307168.0,4439785.0,4531213.0,4621975.0,4712853.0,4803686.0,4896364.0,,,,,,,,,,,,,,,,,
14,143.0,49.0,frentzen,11.0,10.0,Electrical,100286.0,219700.0,300913.0,380601.0,459864.0,538945.0,618692.0,697603.0,776591.0,855656.0,934708.0,1013601.0,1092489.0,1171550.0,1251391.0,1330294.0,1409147.0,1488922.0,1567669.0,1646182.0,1724685.0,1803063.0,1881256.0,1959499.0,2037718.0,2115906.0,2194286.0,2272709.0,2350823.0,2429202.0,2507230.0,2585276.0,2663307.0,2741139.0,2819179.0,2897318.0,2976904.0,3055755.0,3134486.0,3212337.0,3289859.0,3367718.0,3450103.0,3551438.0,3646582.0,3767222.0,3857473.0,3947584.0,4040343.0,4133920.0,4228090.0,4322556.0,4416045.0,4509159.0,4601025.0,4692823.0,4783648.0,4872600.0,4961319.0,5051912.0,5140705.0,5231255.0,5326325.0,,,,,,,,
8,143.0,22.0,barrichello,21.0,4.0,Collision,101286.0,219991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,143.0,35.0,villeneuve,7.0,11.0,+1 Lap,102892.0,220534.0,301371.0,381425.0,460319.0,539107.0,619012.0,698229.0,777156.0,856093.0,935063.0,1023218.0,1126803.0,1204942.0,1283774.0,1363141.0,1441917.0,1521175.0,1601094.0,1680236.0,1758782.0,1837908.0,1917164.0,1995764.0,2073883.0,2151892.0,2230093.0,2308364.0,2386120.0,2463929.0,2542124.0,2622660.0,2700516.0,2783122.0,2861620.0,2939960.0,3018764.0,3098196.0,3176624.0,3254139.0,3331245.0,3414587.0,3515324.0,3602976.0,3763158.0,3856245.0,3948736.0,4043038.0,4138096.0,4233805.0,4328481.0,4425735.0,4520127.0,4611974.0,4702875.0,4792736.0,4881461.0,4969794.0,5059652.0,5147575.0,5236143.0,5325166.0,5413832.0,5499954.0,5586417.0,5671727.0,5756833.0,5841600.0,5925742.0,6010973.0,
1,143.0,2.0,heidfeld,3.0,11.0,+1 Lap,103737.0,221588.0,302206.0,382216.0,461546.0,540542.0,620122.0,699199.0,779130.0,858134.0,937453.0,1016323.0,1095386.0,1174176.0,1253302.0,1332603.0,1411123.0,1489833.0,1568563.0,1647143.0,1725814.0,1804271.0,1882499.0,1960631.0,2038906.0,2117230.0,2195446.0,2273861.0,2352104.0,2430251.0,2508401.0,2586472.0,2664557.0,2742723.0,2820916.0,2899690.0,2978398.0,3062614.0,3168595.0,3246869.0,3325311.0,3403375.0,3482023.0,3560974.0,3657894.0,3780201.0,3872509.0,3964336.0,4060564.0,4158788.0,4255007.0,4349677.0,4444065.0,4539871.0,4632085.0,4721787.0,4812211.0,4901891.0,4992411.0,5081593.0,5171023.0,5259946.0,5347558.0,5434991.0,5521810.0,5608311.0,5695670.0,5781438.0,5866590.0,5951257.0,
3,143.0,8.0,raikkonen,12.0,20.0,Spun off,104570.0,222060.0,302558.0,382568.0,462028.0,541454.0,620932.0,700375.0,780157.0,859246.0,938700.0,1017497.0,1096556.0,1175973.0,1255024.0,1334214.0,1412616.0,1491175.0,1569361.0,1647919.0,1726669.0,1806183.0,1884374.0,1962529.0,2040697.0,2119181.0,2197617.0,2275533.0,2354346.0,2432862.0,2510951.0,2588829.0,2666645.0,2744534.0,2822402.0,2900907.0,2984973.0,3090489.0,3169460.0,3247969.0,3326240.0,3404941.0,3483145.0,3562288.0,3654324.0,3772532.0,3887965.0,3980093.0,4072570.0,4166457.0,4262176.0,4377056.0,4470302.0,4563572.0,4654458.0,,,,,,,,,,,,,,,,
18,143.0,56.0,irvine,15.0,20.0,Spun off,105969.0,222756.0,303482.0,383175.0,462825.0,547105.0,649604.0,728727.0,808091.0,887865.0,967233.0,1046191.0,1125513.0,1204888.0,1285354.0,1365343.0,1444689.0,1523992.0,1604165.0,1685003.0,1764590.0,1844130.0,1923824.0,2002881.0,2082386.0,2161929.0,2241739.0,2320232.0,2399207.0,2477481.0,2555639.0,2633716.0,2712131.0,2790494.0,2868569.0,2946894.0,3025691.0,3104552.0,3182782.0,3260187.0,3337642.0,3415218.0,3492350.0,3569922.0,3660951.0,3770885.0,3888549.0,3980561.0,4076323.0,4170973.0,4265926.0,4363706.0,,,,,,,,,,,,,,,,,,,
17,143.0,55.0,alesi,8.0,11.0,+1 Lap,106642.0,223422.0,303833.0,383785.0,463188.0,543354.0,622063.0,700989.0,780581.0,859871.0,939328.0,1018656.0,1098381.0,1177266.0,1256481.0,1336002.0,1414742.0,1493220.0,1571997.0,1650850.0,1729326.0,1808029.0,1886089.0,1969650.0,2087370.0,2166341.0,2244995.0,2323959.0,2402547.0,2480577.0,2559751.0,2638110.0,2716458.0,2794918.0,2873101.0,2952132.0,3030920.0,3110178.0,3188928.0,3267419.0,3345977.0,3423963.0,3501572.0,3590727.0,3706148.0,3797592.0,3891347.0,3985982.0,4079311.0,4173529.0,4267744.0,4364169.0,4459452.0,4552876.0,4647837.0,4739825.0,4831520.0,4922767.0,5014300.0,5104980.0,5195864.0,5286958.0,5376910.0,5466938.0,5558548.0,5648752.0,5740715.0,5832007.0,5922637.0,6014126.0,
13,143.0,44.0,panis,4.0,11.0,+1 Lap,107471.0,223715.0,304360.0,383953.0,463268.0,542391.0,621002.0,699267.0,777475.0,856406.0,935364.0,1015622.0,1093645.0,1171625.0,1249517.0,1327205.0,1405103.0,1482838.0,1560437.0,1638877.0,1716112.0,1793520.0,1870713.0,1947998.0,2025150.0,2102514.0,2179783.0,2263233.0,2362503.0,2439626.0,2517122.0,2594758.0,2672301.0,2750198.0,2828281.0,2906215.0,2984373.0,3062728.0,3141645.0,3219195.0,3296772.0,3373719.0,3450521.0,3527253.0,3617832.0,3808938.0,3900603.0,3994288.0,4086604.0,4178101.0,4269001.0,4364810.0,4459797.0,4553652.0,4644295.0,4734126.0,4825165.0,4914698.0,5005755.0,5095635.0,5185790.0,5275822.0,5364957.0,5454147.0,5543081.0,5634230.0,5722887.0,5811531.0,5901131.0,5990736.0,
15,143.0,50.0,verstappen,17.0,4.0,Collision,107907.0,224115.0,305985.0,385483.0,464897.0,544344.0,623573.0,702896.0,782199.0,861889.0,942417.0,1021820.0,1101004.0,1180651.0,1260264.0,1339649.0,1418926.0,1498212.0,1577392.0,1656535.0,1736540.0,1815752.0,1895242.0,1974372.0,2053335.0,2132210.0,2211197.0,2290215.0,2370600.0,2449742.0,2528739.0,2607735.0,2686629.0,2765666.0,2844881.0,2923928.0,3003784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,143.0,54.0,burti,18.0,5.0,Engine,108666.0,225254.0,307061.0,387021.0,466135.0,545411.0,624522.0,703639.0,782966.0,862497.0,943061.0,1022616.0,1103437.0,1182771.0,1261822.0,1341017.0,1420051.0,1499099.0,1578252.0,1657280.0,1736956.0,1816178.0,1895674.0,1974751.0,2053871.0,2132692.0,2211589.0,2290446.0,2369205.0,2455408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,143.0,21.0,fisichella,6.0,11.0,+1 Lap,109202.0,225636.0,307930.0,387944.0,467669.0,547067.0,626339.0,705800.0,785101.0,864800.0,944116.0,1023662.0,1104117.0,1183679.0,1263241.0,1342371.0,1421395.0,1500344.0,1579244.0,1658338.0,1737658.0,1816983.0,1896321.0,1975569.0,2054788.0,2133587.0,2212377.0,2291314.0,2371235.0,2450494.0,2529423.0,2608396.0,2687311.0,2766467.0,2845514.0,2924612.0,3004277.0,3085240.0,3164288.0,3242196.0,3320026.0,3404688.0,3510033.0,3595510.0,3713360.0,3806946.0,3899768.0,3994373.0,4089278.0,4183685.0,4277831.0,4371644.0,4466941.0,4559756.0,4651396.0,4742728.0,4833365.0,4924025.0,5014880.0,5105522.0,5196007.0,5287252.0,5377059.0,5467141.0,5556940.0,5646197.0,5735074.0,5824672.0,5914902.0,6005963.0,
