,0,1,2
0,830,9,1:29.990
1,1,131,1:30.248
2,822,131,1:30.376
3,815,9,1:30.445
4,832,6,1:30.840
5,842,213,1:30.868
6,844,6,1:30.987
7,846,1,1:31.252
8,4,214,1:31.340
9,817,1,1:31.382
10,839,214,1:31.736
11,20,117,1:31.767
12,841,51,1:31.813
13,847,3,1:32.065
14,854,210,1:32.942
15,849,3,1:33.062
16,8,51,1:33.354
17,853,210,1:33.554
18,840,117,3:00.00
19,852,213,3:00.00
