,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,bottas,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,button,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,9,8,8,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,alonso,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,9,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,vergne,5,5,6,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,8,14,13,12,12,11,11,11,11,11,11,11,11,11,11,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13
5,rosberg,6,19,19,19,18,17,16,15,15,14,14,13,12,12,11,11,11,11,11,9,9,9,7,7,7,5,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6,kevin_magnussen,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,kvyat,8,9,9,9,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,12,15,15,15,15,14,13,13,12,12,12,12,12,12,12,14,14,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,0
8,vettel,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,2,2,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,ricciardo,10,8,8,7,7,7,7,7,7,7,11,17,17,16,16,16,16,15,15,15,14,14,14,12,12,11,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
10,raikkonen,11,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,7,11,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
11,perez,12,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,14,14,13,13,13,13,13,13,13,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
12,gutierrez,13,12,12,12,12,12,12,12,12,12,12,11,11,11,13,13,13,13,13,13,12,12,12,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,14,14,14,15,15,15,15,15,15,15,15,15,15,15,0
13,hulkenberg,14,13,13,13,13,13,13,13,13,13,13,12,13,14,14,14,14,14,14,14,13,13,13,13,16,16,15,15,15,15,15,15,15,15,15,15,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
14,grosjean,15,14,14,14,14,14,14,14,14,15,16,15,15,15,15,15,15,16,16,16,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
15,ericsson,16,15,15,15,15,15,15,16,17,17,17,16,16,17,17,17,17,17,17,17,16,16,16,16,15,15,16,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,0,0
16,massa,17,20,20,20,19,18,18,17,16,16,15,14,14,13,12,12,12,12,12,11,11,11,11,10,9,8,8,14,14,14,14,14,14,14,13,13,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
17,maldonado,18,16,16,16,17,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,0
18,sutil,19,17,17,17,16,16,17,18,18,18,18,18,20,20,20,20,20,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
19,kobayashi,20,18,18,18,20,20,20,20,20,20,20,20,19,19,19,19,19,19,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
