,0,1,2
0,1,131,1:38.338
1,3,131,1:38.606
2,822,3,1:38.920
3,18,1,1:39.121
4,826,5,1:39.277
5,825,1,1:39.022
6,817,9,1:39.635
7,4,6,1:39.709
8,8,6,1:39.771
9,818,5,1:39.929
10,20,9,1:40.052
11,807,10,1:40.058
12,815,10,1:40.163
13,821,15,1:40.536
14,16,15,1:40.766
15,154,208,1:41.397
16,828,207,1:42.648
17,13,3,1:43.064
18,155,207,1:43.166
19,813,208,1:43.205
20,820,206,1:43.649
