,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,915,1,hamilton,131,1,1,Finished,107490,212832,317765,422510,526590,630774,734732,838614,942431,1046600.0,1150286.0,1254456.0,1358467.0,1462418.0,1566160.0,1669911.0,1773488.0,1877256.0,1980980.0,2084387.0,2187981.0,2291229.0,2394959.0,2498660.0,2602127.0,2706242.0,2814517.0,2940114.0,3043717.0,3147336.0,3251297.0,3354552.0,3457978.0,3560954.0,3664145.0,3767916.0,3871408.0,3973602.0,4076407.0,4178260.0,4280776.0,4383571.0,4485996.0,4588070.0,4690347.0,4792430.0,4894623.0,4996229.0,5098839.0,5201502.0,5304486.0,5407348.0,5510744.0
17,915,822,bottas,3,3,1,Finished,109127,214768,319993,424645,529113,633350,737497,841526,945382,1049376.0,1153612.0,1257965.0,1362425.0,1466475.0,1570722.0,1674662.0,1778965.0,1883616.0,1987825.0,2092369.0,2197321.0,2302199.0,2407466.0,2512680.0,2618005.0,2727975.0,2854519.0,2958471.0,3062877.0,3167930.0,3273445.0,3376964.0,3480362.0,3584149.0,3687468.0,3790564.0,3894179.0,3996956.0,4099820.0,4202355.0,4304923.0,4407153.0,4509959.0,4612416.0,4714246.0,4816438.0,4918509.0,5020417.0,5121961.0,5224147.0,5325681.0,5427273.0,5528169.0
6,915,18,button,1,4,1,Finished,110056,216244,321723,427844,533001,638405,743469,848177,953300,1058598.0,1163752.0,1268764.0,1373556.0,1478205.0,1583124.0,1687768.0,1792211.0,1896707.0,2001162.0,2105721.0,2210073.0,2318646.0,2443765.0,2548114.0,2652148.0,2756524.0,2860666.0,2964778.0,3068889.0,3172739.0,3276711.0,3380368.0,3483811.0,3587344.0,3691026.0,3794439.0,3897710.0,4001459.0,4104566.0,4207755.0,4310855.0,4413618.0,4516357.0,4619016.0,4721822.0,4824791.0,4926755.0,5029634.0,5131906.0,5234057.0,5336138.0,5438476.0,5540978.0
2,915,4,alonso,6,6,1,Finished,110798,217377,322874,428546,533772,639063,744479,850592,956746,1062098.0,1166984.0,1271589.0,1376334.0,1481063.0,1585712.0,1690273.0,1794970.0,1899714.0,2004140.0,2108376.0,2212628.0,2316685.0,2420837.0,2525140.0,2634852.0,2766175.0,2871600.0,2976566.0,3081246.0,3185680.0,3290181.0,3394661.0,3498890.0,3602862.0,3706919.0,3810915.0,3915146.0,4019221.0,4123382.0,4227067.0,4330529.0,4434472.0,4538119.0,4641869.0,4745614.0,4848746.0,4952176.0,5055402.0,5158573.0,5261651.0,5364940.0,5468581.0,5570760.0
14,915,818,vergne,5,13,1,Finished,112641,219836,328847,437365,544027,650127,755734,861326,967132,1072703.0,1178376.0,1283437.0,1389129.0,1494528.0,1599715.0,1704580.0,1809183.0,1913997.0,2018753.0,2123611.0,2228528.0,2334021.0,2443685.0,2571567.0,2676316.0,2781156.0,2886453.0,2991650.0,3096713.0,3201550.0,3306738.0,3411865.0,3516869.0,3621916.0,3726651.0,3831379.0,3936089.0,4043156.0,4148004.0,4252945.0,4358861.0,4463739.0,4567875.0,4671994.0,4775653.0,4879972.0,4984130.0,5088438.0,5193106.0,5297122.0,5399928.0,5505489.0,5608039.0
1,915,3,rosberg,131,2,1,Finished,112669,242580,348151,453491,560483,665445,770783,876303,981106,1086033.0,1190417.0,1295067.0,1400269.0,1505159.0,1609322.0,1713359.0,1817540.0,1921777.0,2026468.0,2130296.0,2234346.0,2338121.0,2441816.0,2545319.0,2649079.0,2752223.0,2855910.0,2959614.0,3063557.0,3168401.0,3271556.0,3374326.0,3477776.0,3580446.0,3682997.0,3785405.0,3887493.0,3990923.0,4094014.0,4196798.0,4299421.0,4402334.0,4504792.0,4607066.0,4709366.0,4811338.0,4913405.0,5015309.0,5117579.0,5219331.0,5321088.0,5422448.0,5524401.0
18,915,825,kevin_magnussen,1,5,1,Finished,113179,220471,327894,433655,539234,644862,750027,855008,960186,1065204.0,1170380.0,1276085.0,1381060.0,1486171.0,1590908.0,1695317.0,1799603.0,1903717.0,2007763.0,2111690.0,2216620.0,2320809.0,2424881.0,2528743.0,2632887.0,2741818.0,2866682.0,2970624.0,3074613.0,3178908.0,3283516.0,3387389.0,3491606.0,3595721.0,3699816.0,3803466.0,3907267.0,4010987.0,4114950.0,4218839.0,4322941.0,4426349.0,4529656.0,4632732.0,4736156.0,4839500.0,4943723.0,5047264.0,5150599.0,5254354.0,5357474.0,5460997.0,5564360.0
19,915,826,kvyat,5,14,11,+1 Lap,114272,223416,330120,437719,545707,651753,757286,863100,968765,1074269.0,1179866.0,1285419.0,1391052.0,1496500.0,1601801.0,1706961.0,1812906.0,1918112.0,2023383.0,2133386.0,2261897.0,2366479.0,2471106.0,2576291.0,2681025.0,2785422.0,2890352.0,2995361.0,3099559.0,3204070.0,3309143.0,3413980.0,3518780.0,3624042.0,3731774.0,3837570.0,3950077.0,4075093.0,4180860.0,4283742.0,4386327.0,4489554.0,4591760.0,4694440.0,4796963.0,4899324.0,5001761.0,5104178.0,5206386.0,5308414.0,5410636.0,5512658.0,
7,915,20,vettel,9,8,1,Finished,114632,221588,329191,435775,541609,648603,754071,859252,964571,1069928.0,1175147.0,1280640.0,1385765.0,1490875.0,1596256.0,1701585.0,1806654.0,1911364.0,2015939.0,2120519.0,2225281.0,2329836.0,2433973.0,2538599.0,2643312.0,2747829.0,2852548.0,2957283.0,3062065.0,3171780.0,3299175.0,3404227.0,3508505.0,3612353.0,3716195.0,3820107.0,3923760.0,4027540.0,4130953.0,4234488.0,4337813.0,4441168.0,4544691.0,4648532.0,4751846.0,4855249.0,4958599.0,5062234.0,5165201.0,5267899.0,5371615.0,5474299.0,5576929.0
13,915,817,ricciardo,9,7,1,Finished,115016,222439,329558,436707,542262,649154,754997,860237,965821,1071712.0,1182004.0,1308439.0,1414038.0,1518660.0,1623277.0,1727971.0,1832670.0,1937605.0,2041674.0,2146101.0,2250204.0,2354885.0,2459225.0,2563744.0,2667699.0,2771946.0,2876619.0,2980438.0,3083944.0,3188130.0,3292119.0,3396212.0,3500467.0,3604539.0,3708527.0,3812415.0,3916223.0,4020099.0,4124160.0,4227914.0,4331328.0,4435172.0,4538833.0,4642608.0,4746288.0,4849684.0,4952862.0,5056327.0,5159467.0,5262517.0,5365978.0,5469506.0,5572556.0
