,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,170286.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,171276.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,10,10,10,10,10,10,9,9,9,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5
2,173573.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,7,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
3,174550.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,8,8,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
4,175883.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8
5,176837.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,3,2,8,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,2,2,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
6,177576.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,4,5,9,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,3,3,2,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3
7,178525.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
8,179622.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,7,6,4,4,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,6,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7
9,181357.0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,7,6,3,3,3,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6
10,182175.0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,9,9,7,6,6,5,5,5,5,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11
11,184786.0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10
