,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
11,28,13,massa,6,17,5,Engine,86987,170286,253067,335426,417723,499936,581995,664397,746462,828322,910419,991898,1073455,1155287,1236701,1318056,1399954,1484289,1591516,1674229,1756969,1840059,1922879.0,2006093.0,2088670.0,2171291.0,2253863.0,2336477.0,2419135.0,2501428.0,2583607.0,2666019.0,2748490.0,2830828.0,2913061.0,2995262.0,3077549.0,3159392.0,3241049.0,3322437.0,3403841.0,3486073.0,3568615.0,3654154.0,3761200.0,3844229.0,3927274.0,4010971.0,4094310.0,4177589.0,4260779.0,4344144.0,4427195.0,4510269.0,4593213.0,4676864.0,4760047.0,4842708.0,4925849.0,5008829.0,5091859.0,5175323.0,5258971.0,5341586.0,5424162.0,5507133.0,5591071.0,,,
0,28,1,hamilton,1,5,1,Finished,88299,171276,253893,336595,419268,501657,583969,666442,748662,831214,913165,994771,1076548,1158231,1239724,1321316,1403507,1485260,1569709,1677587,1760130,1843453,1926034.0,2008733.0,2091547.0,2174014.0,2256943.0,2339597.0,2422386.0,2504822.0,2587255.0,2670045.0,2752460.0,2834882.0,2917069.0,2999320.0,3081318.0,3163746.0,3245820.0,3327450.0,3448198.0,3556669.0,3639067.0,3721375.0,3803858.0,3886622.0,3969660.0,4052369.0,4135520.0,4218524.0,4303567.0,4386660.0,4469207.0,4552806.0,4635577.0,4717913.0,4800264.0,4882540.0,4964543.0,5047028.0,5129877.0,5212565.0,5294764.0,5376773.0,5458556.0,5540205.0,5622292.0,5704353.0,5787210.0,5870115.0
4,28,5,kovalainen,1,1,1,Finished,89841,173573,256912,339920,422652,505339,588047,670713,753760,836138,918239,1000318,1082147,1164339,1246198,1327993,1410173,1492442,1574195,1656040,1740541,1850683,1933993.0,2017235.0,2100232.0,2183389.0,2266355.0,2349237.0,2432246.0,2515136.0,2597770.0,2681963.0,2765563.0,2849360.0,2932848.0,3015704.0,3098250.0,3180512.0,3262707.0,3344742.0,3427545.0,3509861.0,3592241.0,3674425.0,3756612.0,3838696.0,3920610.0,4005739.0,4111495.0,4194605.0,4277003.0,4359582.0,4442306.0,4524768.0,4607325.0,4689526.0,4771751.0,4853875.0,4935892.0,5018661.0,5101469.0,5184934.0,5266879.0,5349147.0,5431382.0,5513874.0,5596947.0,5680169.0,5763420.0,5847067.0
9,28,10,glock,7,2,1,Finished,90470,174550,258344,341653,424871,508049,590841,673748,756799,839232,921651,1003850,1086375,1168202,1250038,1331801,1413803,1495803,1577518,1662259,1775498,1859001,1942114.0,2024943.0,2108081.0,2190910.0,2273665.0,2356458.0,2439779.0,2522335.0,2604903.0,2687541.0,2770773.0,2853877.0,2937287.0,3020711.0,3104053.0,3186534.0,3268383.0,3350234.0,3432283.0,3513954.0,3596402.0,3678367.0,3761879.0,3844895.0,3931101.0,4037160.0,4119818.0,4202499.0,4285297.0,4367880.0,4450224.0,4532862.0,4615512.0,4697794.0,4780119.0,4863715.0,4945836.0,5028302.0,5110393.0,5193317.0,5275590.0,5357778.0,5440425.0,5522826.0,5604847.0,5687361.0,5770957.0,5858128.0
8,28,9,kubica,2,8,1,Finished,91408,175883,259488,343158,426569,509942,593459,677168,760912,844497,927693,1010610,1093323,1176307,1258959,1341583,1424264,1510083,1620844,1704768,1788449,1872567,1956891.0,2041440.0,2125820.0,2210393.0,2294115.0,2378053.0,2462215.0,2545935.0,2629536.0,2713119.0,2796692.0,2879999.0,2963613.0,3047029.0,3130322.0,3213514.0,3296577.0,3379295.0,3461923.0,3544505.0,3627777.0,3710689.0,3793602.0,3878252.0,3961733.0,4045615.0,4129752.0,4215227.0,4322246.0,4405168.0,4487987.0,4571414.0,4655245.0,4737941.0,4820865.0,4903455.0,4987215.0,5070407.0,5153720.0,5236788.0,5319214.0,5401495.0,5483632.0,5566241.0,5648896.0,5731454.0,5813447.0,5895388.0
3,28,4,alonso,4,4,1,Finished,91882,176837,260990,345147,428833,512230,595640,679264,762648,845963,929077,1012063,1094859,1177891,1260498,1343500,1426085,1508882,1592189,1674970,1757503,1843400,1952595.0,2036131.0,2119552.0,2202897.0,2286076.0,2369306.0,2452770.0,2535584.0,2618369.0,2701232.0,2784134.0,2867514.0,2950730.0,3033827.0,3116457.0,3198962.0,3281790.0,3364821.0,3448102.0,3531762.0,3615438.0,3697482.0,3779574.0,3861853.0,3943646.0,4025560.0,4107393.0,4191719.0,4298751.0,4381795.0,4465363.0,4548617.0,4631738.0,4714404.0,4797011.0,4879470.0,4962003.0,5044351.0,5126567.0,5209364.0,5291776.0,5374326.0,5456193.0,5538166.0,5620232.0,5702596.0,5785240.0,5868681.0
7,28,8,raikkonen,6,3,1,Finished,92510,177576,262088,346059,429675,512999,596385,680545,763411,846607,929705,1012965,1095608,1178632,1261516,1344289,1426645,1509570,1593002,1675705,1758291,1844743,1953357.0,2036936.0,2120635.0,2204049.0,2287505.0,2370351.0,2453894.0,2536501.0,2619526.0,2702132.0,2785602.0,2868675.0,2951708.0,3035090.0,3117810.0,3200434.0,3283175.0,3365706.0,3448603.0,3532240.0,3616132.0,3698789.0,3780859.0,3862842.0,3944685.0,4026394.0,4108167.0,4192080.0,4275631.0,4379552.0,4461767.0,4543513.0,4625515.0,4707268.0,4789014.0,4870474.0,4951741.0,5033450.0,5114645.0,5196150.0,5277735.0,5359233.0,5441234.0,5523638.0,5606483.0,5691930.0,5777253.0,5863923.0
15,28,17,webber,9,9,1,Finished,93426,178525,263042,347298,431383,515119,599363,683112,766581,849924,933044,1016009,1098625,1181547,1264224,1347279,1430147,1515601,1624047,1707405,1790883,1874914,1958667.0,2043141.0,2127660.0,2211829.0,2296002.0,2379791.0,2463989.0,2547773.0,2631420.0,2715208.0,2799131.0,2882978.0,2966329.0,3049469.0,3132712.0,3215941.0,3299037.0,3382016.0,3465096.0,3547971.0,3631013.0,3714264.0,3797587.0,3880983.0,3966514.0,4073198.0,4156068.0,4239029.0,4323185.0,4407745.0,4491100.0,4574404.0,4658336.0,4741538.0,4824669.0,4907940.0,4991299.0,5074296.0,5157385.0,5240692.0,5324027.0,5407334.0,5489898.0,5572194.0,5654319.0,5737929.0,5822143.0,5905901.0
13,28,15,trulli,7,7,1,Finished,94623,179622,264153,348119,432118,515847,600150,683777,767538,851127,934369,1017343,1100025,1182639,1265285,1347838,1431154,1513722,1595583,1678584,1761117,1844112,1929782.0,2039794.0,2123352.0,2207423.0,2291064.0,2374494.0,2457671.0,2540657.0,2623762.0,2706871.0,2789775.0,2872930.0,2956419.0,3039591.0,3122540.0,3205832.0,3288832.0,3371516.0,3454140.0,3537796.0,3621448.0,3705251.0,3789291.0,3873331.0,3956205.0,4039108.0,4121914.0,4204910.0,4287565.0,4370637.0,4455992.0,4560792.0,4646367.0,4729580.0,4812144.0,4894973.0,4977203.0,5059380.0,5141725.0,5224442.0,5306706.0,5388467.0,5470105.0,5551997.0,5634034.0,5716427.0,5799216.0,5883516.0
10,28,12,piquet_jr,4,6,1,Finished,95679,181357,266566,350868,435041,518789,602524,686618,770057,853634,936751,1020087,1103042,1186012,1268661,1351200,1434038,1516962,1599281,1681371,1764052,1846800,1929266.0,2011082.0,2096052.0,2206227.0,2289411.0,2372750.0,2455879.0,2538891.0,2622096.0,2705153.0,2788211.0,2871919.0,2955194.0,3038342.0,3121521.0,3204948.0,3287900.0,3370403.0,3453154.0,3537073.0,3620765.0,3704734.0,3788791.0,3872722.0,3955171.0,4038380.0,4121108.0,4204210.0,4286896.0,4369910.0,4452305.0,4537675.0,4645452.0,4728129.0,4810436.0,4892832.0,4975247.0,5058085.0,5140536.0,5223168.0,5305062.0,5386599.0,5468549.0,5550449.0,5632316.0,5714237.0,5796384.0,5879365.0
