,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
12,15,20,vettel,9,1,1,Finished,96383,191044,284993,378844,472130,565427,658663,751726,844909,938255,1031659,1124973.0,1218601.0,1311912.0,1405412.0,1498847.0,1591970.0,1687505.0,1809026.0,1903279.0,1997369.0,2091434.0,2185175.0,2278795.0,2372308.0,2466092.0,2559786.0,2653433.0,2746822.0,2839874.0,2933182.0,3026326.0,3119989.0,3213283.0,3306601.0,3399948.0,3493120.0,3586579.0,3679870.0,3775230.0,3891709.0,3984891.0,4077463.0,4171056.0,4268005.0,4448245.0,4608082.0,4769726.0,4925042.0,5019459.0,5113202.0,5206502.0,5300443.0
0,15,1,hamilton,1,3,1,Finished,97507,192970,287186,380907,474622,568074,661641,755096,848745,942411,1036155,1129731.0,1222990.0,1316264.0,1411765.0,1529386.0,1623986.0,1718536.0,1812892.0,1907127.0,2001303.0,2095417.0,2189503.0,2283382.0,2377313.0,2471230.0,2565125.0,2658776.0,2752372.0,2846035.0,2939528.0,3032843.0,3126297.0,3219816.0,3313604.0,3407112.0,3502476.0,3618566.0,3712416.0,3807186.0,3902467.0,3997768.0,4092771.0,4187818.0,4289287.0,4453397.0,4612012.0,4772964.0,4927544.0,5023187.0,5117776.0,5212112.0,5306915.0
8,15,15,trulli,7,2,1,Finished,98586,194206,288532,382348,476258,569885,663550,757061,850630,944346,1037798,1131561.0,1225158.0,1318883.0,1412889.0,1507922.0,1625916.0,1720464.0,1814862.0,1908880.0,2003376.0,2097739.0,2191770.0,2285764.0,2379567.0,2473498.0,2567356.0,2661301.0,2755030.0,2848891.0,2942590.0,3036263.0,3129769.0,3222991.0,3316552.0,3410202.0,3503552.0,3596704.0,3691526.0,3805825.0,3900147.0,3994840.0,4089201.0,4183581.0,4284810.0,4451856.0,4611308.0,4771927.0,4926889.0,5021688.0,5115820.0,5209996.0,5305320.0
1,15,2,heidfeld,2,6,1,Finished,99405,194994,289857,384015,478016,572114,666086,760260,855204,949549,1043370,1137047.0,1230647.0,1324464.0,1418207.0,1512087.0,1605804.0,1701414.0,1818609.0,1913385.0,2007937.0,2102203.0,2196624.0,2291011.0,2385544.0,2479862.0,2574312.0,2668488.0,2762632.0,2856602.0,2950540.0,3044478.0,3138284.0,3232197.0,3326216.0,3422190.0,3541760.0,3637164.0,3733624.0,3828846.0,3923959.0,4018656.0,4112912.0,4207270.0,4314603.0,4459027.0,4617101.0,4776902.0,4928863.0,5025816.0,5120852.0,5215517.0,5309952.0
6,15,8,raikkonen,6,4,1,Finished,100261,196357,291600,386390,481098,575846,670401,764879,859235,953545,1048003,1142200.0,1236223.0,1330470.0,1424794.0,1519148.0,1613421.0,1709599.0,1826613.0,1921070.0,2015690.0,2110088.0,2204356.0,2298286.0,2392187.0,2486006.0,2579625.0,2673345.0,2766840.0,2860366.0,2953823.0,3046950.0,3139949.0,3233366.0,3328588.0,3445198.0,3540361.0,3635203.0,3730007.0,3824459.0,3918850.0,4012995.0,4107036.0,4201414.0,4308925.0,4455886.0,4613221.0,4774003.0,4927882.0,5024000.0,5119108.0,5213767.0,5308383.0
14,15,22,barrichello,23,7,1,Finished,100689,197204,292401,387562,482159,576895,671859,766459,861010,955380,1049856,1144027.0,1238240.0,1332476.0,1426683.0,1520877.0,1614787.0,1710832.0,1829976.0,1925340.0,2020465.0,2115352.0,2210232.0,2305155.0,2399816.0,2494408.0,2589402.0,2684047.0,2778747.0,2873096.0,2967259.0,3061447.0,3155703.0,3249984.0,3344373.0,3438670.0,3532843.0,3627225.0,3721306.0,3815414.0,3909716.0,4006086.0,4121011.0,4215365.0,4321051.0,4460679.0,4618028.0,4777694.0,4929341.0,5026513.0,5121819.0,5216452.0,5311084.0
9,15,16,sutil,10,13,1,Finished,101754,201788,297839,393205,488945,584078,679513,774723,869925,964905,1059905,1154691.0,1255732.0,1350766.0,1447819.0,1568845.0,1664204.0,1759352.0,1854375.0,1949380.0,2044186.0,2138691.0,2233144.0,2327544.0,2422180.0,2517058.0,2612815.0,2707984.0,2802013.0,2896083.0,2990047.0,3084371.0,3178479.0,3272290.0,3366309.0,3459977.0,3553863.0,3647578.0,3742836.0,3859529.0,3953900.0,4048237.0,4142320.0,4236811.0,4352237.0,4466997.0,4625382.0,4784775.0,4932169.0,5029388.0,5125233.0,5220550.0,5315402.0
2,15,3,rosberg,3,5,1,Finished,102672,199483,294606,389211,483820,578923,673998,769011,863879,958555,1053354,1147996.0,1242686.0,1337449.0,1431931.0,1526328.0,1620655.0,1714996.0,1809957.0,1904458.0,1998613.0,2094549.0,2212906.0,2308059.0,2402873.0,2497605.0,2592258.0,2686835.0,2781518.0,2876058.0,2970548.0,3065213.0,3159678.0,3254075.0,3348540.0,3442957.0,3537286.0,3631623.0,3725943.0,3820081.0,3914268.0,4008090.0,4101685.0,4195615.0,4295312.0,4457764.0,4614445.0,4775816.0,4928375.0,5024751.0,5119781.0,5214603.0,5309236.0
4,15,5,kovalainen,1,11,1,Finished,103117,201001,297225,392662,488395,583643,679081,774162,869396,964433,1059449,1154183.0,1252610.0,1347913.0,1442758.0,1537390.0,1631861.0,1726052.0,1820374.0,1914760.0,2009448.0,2103775.0,2197775.0,2293851.0,2411189.0,2505793.0,2600479.0,2695399.0,2791279.0,2885562.0,2979448.0,3073355.0,3167762.0,3261634.0,3355435.0,3449533.0,3544283.0,3639283.0,3736272.0,3855925.0,3950865.0,4046175.0,4140568.0,4234981.0,4350561.0,4465422.0,4622314.0,4782478.0,4931271.0,5028101.0,5123908.0,5219073.0,5314178.0
7,15,9,kubica,2,9,1,Finished,103633,202121,299559,395380,491172,586728,682148,777542,873312,968478,1063587,1158648.0,1253911.0,1349557.0,1444760.0,1539809.0,1634541.0,1728897.0,1823147.0,1917153.0,2011181.0,2105448.0,2199424.0,2293329.0,2387023.0,2482820.0,2598767.0,2692748.0,2786713.0,2880654.0,2974524.0,3068198.0,3161934.0,3255774.0,3350126.0,3445740.0,3542237.0,3637731.0,3732674.0,3826337.0,3921985.0,4038148.0,4131502.0,4224836.0,4331938.0,4462041.0,4619420.0,4779470.0,4930249.0,5027247.0,5122940.0,5217614.0,5312220.0
11,15,18,button,23,8,1,Finished,103947,202481,299102,393972,489341,584801,680259,775507,870962,966061,1061155,1155990.0,1251210.0,1345069.0,1438751.0,1532323.0,1628770.0,1746069.0,1840346.0,1934628.0,2029045.0,2123487.0,2217913.0,2312526.0,2407044.0,2501450.0,2596044.0,2690383.0,2784409.0,2878515.0,2972389.0,3066423.0,3160490.0,3254842.0,3349243.0,3443857.0,3538205.0,3632263.0,3726649.0,3822643.0,3935993.0,4029244.0,4122548.0,4216187.0,4321569.0,4461356.0,4618663.0,4778705.0,4929777.0,5026804.0,5122427.0,5217304.0,5311917.0
13,15,21,fisichella,6,12,1,Finished,104263,202951,299845,395970,491592,587291,682799,778192,874149,969381,1064244,1159337.0,1254725.0,1350029.0,1445259.0,1540943.0,1637177.0,1756587.0,1852026.0,1947257.0,2042195.0,2136603.0,2231188.0,2325635.0,2420176.0,2515866.0,2610067.0,2704104.0,2798117.0,2891961.0,2985905.0,3079482.0,3172961.0,3266987.0,3360730.0,3454679.0,3548632.0,3642591.0,3738277.0,3857071.0,3952156.0,4046836.0,4141616.0,4236287.0,4351062.0,4466211.0,4623494.0,4783565.0,4931932.0,5029105.0,5124928.0,5220256.0,5315039.0
5,15,6,nakajima,3,15,1,Finished,105067,204216,301597,398140,494102,590069,685895,781684,877184,972819,1068358,1163944.0,1259523.0,1355051.0,1450789.0,1546135.0,1641139.0,1736057.0,1831540.0,1926866.0,2022324.0,2117523.0,2213413.0,2308781.0,2403831.0,2498614.0,2594658.0,2714080.0,2809553.0,2904669.0,3000731.0,3097690.0,3193785.0,3289235.0,3384314.0,3479356.0,3574303.0,3669333.0,3764272.0,3860910.0,3956603.0,4051704.0,4146743.0,4241794.0,4356843.0,4468920.0,4626854.0,4785849.0,4932561.0,5031602.0,5127756.0,5223322.0,5318416.0
17,15,153,alguersuari,5,18,3,Accident,106152,203954,301160,397449,493198,588758,684362,780183,875900,971508,1067028,1162702.0,1258191.0,1353980.0,1449624.0,1544949.0,1640182.0,1735121.0,1830653.0,1926277.0,2021517.0,2119109.0,2237150.0,2331676.0,2426668.0,2521544.0,2616315.0,2711325.0,2806530.0,2901292.0,2995424.0,3089809.0,3183925.0,3277974.0,3372407.0,3466954.0,3561395.0,3655914.0,3750272.0,3844669.0,3939555.0,4033902.0,4130124.0,,,,,,,,,,
15,15,24,liuzzi,10,14,1,Finished,106552,205177,302860,399566,495760,591823,687806,783547,879558,975417,1071128,1166950.0,1262952.0,1358266.0,1453757.0,1548700.0,1643562.0,1738470.0,1833193.0,1927961.0,2023227.0,2118294.0,2214059.0,2309349.0,2406351.0,2523048.0,2618548.0,2714622.0,2810176.0,2905279.0,3001001.0,3095991.0,3190512.0,3284874.0,3379412.0,3473706.0,3568295.0,3663060.0,3757364.0,3851691.0,3946455.0,4040944.0,4137359.0,4253141.0,4372863.0,4492076.0,4628111.0,4787640.0,4932773.0,5030108.0,5126387.0,5221273.0,5316177.0
3,15,4,alonso,4,10,1,Finished,106698,204469,301919,398683,494626,590762,686735,782589,878337,974128,1070064,1165765.0,1263300.0,1359457.0,1455329.0,1550966.0,1646143.0,1741001.0,1835839.0,1930503.0,2025328.0,2120104.0,2215041.0,2310222.0,2405432.0,2499959.0,2594371.0,2688317.0,2782789.0,2878934.0,2997709.0,3092520.0,3187077.0,3281593.0,3376259.0,3470738.0,3565406.0,3659994.0,3754549.0,3849356.0,3944134.0,4039422.0,4134068.0,4228585.0,4338737.0,4463523.0,4620803.0,4781360.0,4930737.0,5027549.0,5123266.0,5218562.0,5313508.0
18,15,154,grosjean,4,16,11,+1 Lap,106926,205749,303768,401728,498609,595742,692123,788513,885708,982374,1078877,1174870.0,1271142.0,1367433.0,1463632.0,1559590.0,1655452.0,1751079.0,1846336.0,1941683.0,2037162.0,2132017.0,2227083.0,2321998.0,2417215.0,2516780.0,2612345.0,2710283.0,2807609.0,2927709.0,3022658.0,3117566.0,3216110.0,3318293.0,3414530.0,3509731.0,3605076.0,3700947.0,3795590.0,3892986.0,3988275.0,4085207.0,4180120.0,4278789.0,4449198.0,4608753.0,4770822.0,4925881.0,5032396.0,5128299.0,5223901.0,5319798.0,
16,15,67,buemi,5,19,8,Clutch,107397,206159,304322,401225,496617,592261,688254,784142,880139,975895,1090187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
