,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
15,81.0,31.0,montoya,1.0,1.0,Finished,98977.0,243410.0,326661.0,409380.0,492072.0,574939.0,657663.0,740531.0,823387.0,906013.0,988560.0,1071258.0,1153635.0,1235983.0,1318074.0,1399992.0,1482098.0,1564707.0,1646658.0,1728427.0,1810750.0,1898653.0,2002730.0,2086704.0,2170639.0,2253566.0,2336307.0,2419098.0,2501316.0,2583354.0,2665717.0,2748470.0,2831683.0,2913524.0,2995655.0,3078460.0,3162072.0,3244318.0,3325669.0,3406406.0,3487106.0,3568244.0,3649711.0,3736233.0,3838433.0,3921108.0,4003341.0,4085033.0,4166718.0,4249231.0,4332466.0,4414698.0,4496418.0,4577977.0,4659688.0,4741266.0,4822846.0,4904745.0,4987478.0,5069588.0
2,81.0,4.0,alonso,2.0,1.0,Finished,99665.0,243944.0,327997.0,410648.0,493163.0,576301.0,658920.0,742008.0,824846.0,907161.0,989798.0,1072282.0,1154801.0,1236944.0,1319407.0,1401531.0,1483565.0,1565411.0,1647778.0,1729539.0,1811825.0,1894680.0,1981451.0,2087173.0,2171410.0,2256102.0,2339140.0,2422167.0,2505099.0,2587698.0,2670430.0,2752915.0,2835878.0,2918366.0,3000219.0,3082184.0,3164620.0,3248042.0,3330470.0,3411698.0,3493105.0,3574627.0,3656878.0,3738747.0,3821993.0,3903280.0,3984663.0,4065981.0,4151259.0,4251103.0,4333738.0,4415689.0,4497595.0,4579095.0,4661096.0,4742917.0,4824906.0,4906754.0,4989594.0,5072327.0
9,81.0,18.0,button,5.0,1.0,Finished,100531.0,244279.0,329023.0,412184.0,495393.0,578441.0,661462.0,744810.0,827783.0,910871.0,993894.0,1076890.0,1159748.0,1242533.0,1325153.0,1407350.0,1489666.0,1572051.0,1654585.0,1741047.0,1846717.0,1931130.0,2014672.0,2098114.0,2181534.0,2265369.0,2348857.0,2432143.0,2515129.0,2598016.0,2681134.0,2764420.0,2847195.0,2929770.0,3012521.0,3094903.0,3177400.0,3259883.0,3342202.0,3424590.0,3506806.0,3588799.0,3675010.0,3779698.0,3863817.0,3947545.0,4030819.0,4114502.0,4198158.0,4281177.0,4364642.0,4447357.0,4530208.0,4612900.0,4695525.0,4778093.0,4861102.0,4944039.0,5026995.0,5109852.0
11,81.0,22.0,barrichello,7.0,1.0,Finished,101263.0,244930.0,329949.0,413289.0,496604.0,579971.0,662839.0,746206.0,829264.0,912064.0,995170.0,1078334.0,1161059.0,1243636.0,1326389.0,1408749.0,1495753.0,1598093.0,1682227.0,1765681.0,1849868.0,1933264.0,2016581.0,2099565.0,2182623.0,2266106.0,2349567.0,2433117.0,2516188.0,2598769.0,2681992.0,2769052.0,2870871.0,2953791.0,3036939.0,3119830.0,3202719.0,3285359.0,3368656.0,3451908.0,3534210.0,3616608.0,3701099.0,3785136.0,3873547.0,3975685.0,4059062.0,4142768.0,4226454.0,4310501.0,4394089.0,4477447.0,4561254.0,4645045.0,4728459.0,4811873.0,4894855.0,4977897.0,5062218.0,5146155.0
10,81.0,21.0,fisichella,4.0,1.0,Finished,101946.0,245689.0,331330.0,414999.0,498479.0,581790.0,664861.0,748610.0,832057.0,915107.0,998234.0,1081632.0,1164536.0,1247258.0,1329934.0,1412098.0,1494376.0,1576428.0,1658978.0,1741421.0,1823444.0,1904953.0,1986297.0,2067824.0,2154769.0,2258835.0,2341762.0,2424602.0,2507905.0,2590254.0,2672800.0,2755593.0,2838281.0,2921107.0,3003766.0,3085792.0,3168181.0,3251474.0,3333748.0,3415632.0,3497786.0,3579125.0,3660284.0,3741799.0,3823405.0,3909287.0,4022773.0,4104804.0,4187376.0,4269702.0,4351504.0,4433234.0,4515150.0,4598211.0,4679683.0,4761237.0,4842874.0,4924434.0,5006178.0,5087502.0
7,81.0,15.0,trulli,9.0,1.0,Finished,103176.0,246177.0,332819.0,417829.0,502624.0,587113.0,671168.0,755441.0,839468.0,923472.0,1007521.0,1091530.0,1175407.0,1259169.0,1342503.0,1425648.0,1509091.0,1592172.0,1675463.0,1764181.0,1870890.0,1956045.0,2040840.0,2125846.0,2209875.0,2294092.0,2378484.0,2463252.0,2547156.0,2630687.0,2714552.0,2798353.0,2881934.0,2967248.0,3050408.0,3133220.0,3216033.0,3298654.0,3381230.0,3463470.0,3545830.0,3632772.0,3737163.0,3821534.0,3907691.0,3991553.0,4074943.0,4158884.0,4241780.0,4324762.0,4407390.0,4489875.0,4572173.0,4654562.0,4736860.0,4818972.0,4901523.0,4983767.0,5066237.0,5150439.0
14,81.0,30.0,michael_schumacher,6.0,1.0,Finished,103746.0,246432.0,333427.0,418414.0,503470.0,587849.0,672127.0,756278.0,840045.0,924136.0,1008349.0,1092268.0,1176198.0,1259965.0,1343645.0,1426726.0,1509916.0,1593179.0,1676509.0,1760416.0,1842603.0,1924432.0,2006107.0,2092975.0,2197769.0,2281559.0,2366328.0,2449927.0,2533322.0,2616314.0,2699711.0,2783046.0,2866258.0,2949244.0,3032041.0,3114770.0,3197595.0,3280223.0,3363532.0,3446281.0,3530140.0,3614066.0,3697865.0,3781198.0,3864456.0,3953021.0,4054932.0,4139640.0,4223053.0,4306890.0,4390145.0,4473495.0,4556462.0,4639804.0,4723946.0,4807128.0,4890881.0,4975895.0,5060066.0,5144910.0
3,81.0,8.0,raikkonen,3.0,1.0,Finished,105411.0,246780.0,333687.0,418867.0,503832.0,588125.0,672554.0,756783.0,840642.0,924621.0,1008760.0,1092590.0,1176556.0,1260304.0,1344033.0,1427180.0,1510772.0,1593773.0,1677011.0,1760688.0,1843329.0,1924989.0,2006657.0,2089032.0,2171578.0,2258905.0,2362268.0,2444837.0,2527230.0,2609371.0,2691734.0,2773826.0,2855485.0,2937245.0,3019235.0,3100761.0,3182064.0,3263452.0,3344657.0,3425733.0,3507413.0,3589351.0,3671522.0,3752597.0,3838498.0,3938949.0,4020924.0,4102816.0,4185377.0,4267547.0,4349383.0,4431217.0,4513034.0,4595264.0,4677000.0,4758807.0,4840443.0,4922162.0,5003522.0,5084024.0
12,81.0,23.0,ralf_schumacher,8.0,1.0,Finished,106344.0,248104.0,334490.0,419785.0,505358.0,589913.0,673973.0,758659.0,842651.0,926516.0,1010424.0,1094236.0,1178053.0,1261464.0,1345279.0,1428590.0,1512131.0,1595588.0,1679683.0,1763214.0,1851938.0,1960397.0,2044855.0,2129427.0,2214502.0,2300020.0,2384456.0,2468520.0,2552795.0,2637207.0,2721759.0,2805582.0,2889095.0,2972480.0,3055756.0,3139730.0,3222731.0,3305433.0,3387909.0,3470512.0,3552744.0,3635122.0,3718624.0,3801061.0,3883108.0,3965068.0,4051894.0,4153226.0,4236666.0,4320238.0,4402957.0,4485876.0,4568630.0,4651483.0,4734172.0,4816631.0,4899343.0,4982099.0,5065003.0,5148800.0
18,81.0,35.0,villeneuve,14.0,11.0,+1 Lap,107071.0,249195.0,336641.0,422175.0,507247.0,591645.0,675765.0,760128.0,844291.0,928487.0,1012730.0,1097052.0,1180930.0,1264512.0,1348225.0,1431435.0,1514942.0,1598723.0,1688216.0,1807989.0,1893825.0,1979600.0,2063594.0,2147568.0,2232090.0,2316599.0,2400913.0,2485218.0,2569716.0,2654828.0,2738878.0,2822867.0,2906630.0,2991770.0,3077137.0,3162101.0,3247287.0,3336796.0,3443973.0,3528864.0,3612993.0,3699128.0,3783625.0,3867928.0,3952632.0,4037164.0,4121218.0,4207250.0,4291800.0,4376372.0,4461053.0,4546078.0,4631181.0,4716546.0,4800709.0,4884539.0,4968361.0,5052386.0,5136545.0,
