,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1,rosberg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,2,4,14,14,14,14,14,14,14,17,17,17,16,15,15,15,15,15,15,15,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11
2,vettel,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,9,8,8,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
3,webber,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,12,12,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,glock,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,9,7,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,5,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2
5,alonso,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3
6,barrichello,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,10,9,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6
7,kubica,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,12,12,11,11,10,10,10,10,9,9,8,8,8,8,8,8,8,8,8
8,kovalainen,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,5,5,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7
9,button,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,6,6,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,4,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5
10,nakajima,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,8,8,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,7,7,7,11,11,11,11,11,10,9,9,9,9,9,9,9,9,9
11,buemi,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,13,17,17,17,17,17,17,17,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,raikkonen,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,6,6,6,6,6,7,10,10,10,10,10,10,10,10,10
13,alguersuari,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,17,16,16,16,16,16,16,16,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,sutil,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,fisichella,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
16,trulli,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,11,11,10,10,9,9,9,9,10,12,12,12,12,12,12,12,12,12,12
17,liuzzi,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,17,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
18,grosjean,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
