,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,ricciardo,1,1,14,18,17,17,17,17,15,14,12,12,11,10,10,8,8,7,7,14,11,10,8,8,8,8,7,6,6,5,5,4,4,4,4,2,4,8,7,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,rosberg,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,kvyat,3,3,2,2,6,6,6,6,3,3,3,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,perez,4,4,3,3,9,9,9,8,7,7,6,5,6,6,6,5,4,6,12,8,7,5,5,6,6,5,6,10,13,13,12,10,10,10,10,10,10,9,9,8,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11
4,hulkenberg,5,5,4,6,13,13,13,13,13,13,13,14,13,13,12,12,13,18,18,15,14,13,14,14,14,16,20,18,17,17,16,16,16,15,14,14,14,14,14,14,14,14,14,14,13,14,16,16,16,16,15,15,15,15,15,0
5,sainz,6,6,5,7,12,12,12,12,11,11,11,11,10,9,8,7,7,5,6,12,10,9,10,9,9,9,8,7,7,7,6,5,6,13,12,12,12,12,12,11,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,9
6,massa,7,9,9,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,9,8,6,6,5,4,4,4,4,4,4,4,8,8,7,7,7,7,5,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6
7,vettel,8,7,6,5,15,15,15,15,12,9,8,6,5,4,4,4,5,11,10,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8,button,9,8,7,8,11,11,11,11,10,10,10,9,8,8,9,11,10,9,8,5,6,4,4,4,5,7,11,15,14,14,13,14,13,11,11,11,11,10,11,10,11,11,11,12,14,13,13,13,13,13,13,13,13,13,13,13
9,bottas,10,10,8,9,10,10,10,10,8,8,9,7,7,7,7,6,6,4,3,2,2,7,7,7,7,6,5,5,5,6,10,9,9,8,8,8,8,6,5,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,10
10,ericsson,11,12,11,13,14,14,14,14,16,18,19,19,17,16,15,15,14,13,11,10,9,8,9,12,12,14,14,14,18,18,17,17,17,17,15,15,16,16,16,16,16,16,16,15,15,15,14,14,14,15,16,16,16,16,16,0
11,max_verstappen,12,11,10,11,18,18,18,18,20,19,17,16,16,15,13,13,11,10,9,7,15,15,15,15,15,13,13,11,10,10,8,7,7,6,6,6,6,4,8,12,12,12,12,11,11,11,11,10,9,9,9,9,9,8,8,8
12,alonso,13,13,12,10,3,3,3,3,4,4,4,4,4,5,5,9,17,16,15,11,12,12,13,13,13,12,12,12,11,11,9,11,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12
13,kevin_magnussen,14,14,13,15,16,16,16,16,17,20,20,20,19,18,16,16,15,14,14,16,19,19,18,18,18,18,16,16,15,15,15,15,15,16,18,21,20,20,20,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,0
14,wehrlein,15,15,15,12,4,4,4,4,5,5,5,8,9,12,17,20,20,20,19,18,17,17,17,17,17,17,17,20,19,19,19,19,18,18,17,17,17,17,17,17,17,17,17,19,18,18,18,18,18,18,18,18,18,18,18,0
15,jolyon_palmer,16,16,16,16,7,7,7,7,9,12,16,17,18,21,20,21,21,21,20,20,18,18,19,21,21,21,21,21,20,20,20,20,20,19,19,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0
16,gutierrez,17,17,17,14,5,5,5,5,6,6,7,10,14,14,14,14,12,12,13,19,16,16,16,16,16,15,15,13,12,12,11,12,12,12,16,16,15,15,15,15,15,15,15,16,16,16,15,15,15,14,14,14,14,14,14,0
17,haryanto,18,18,18,17,8,8,8,9,14,15,18,18,20,19,18,18,18,19,21,21,20,20,20,19,19,19,18,19,21,21,21,21,21,20,20,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
18,grosjean,19,21,21,21,21,21,20,20,21,21,21,21,21,20,19,17,16,15,16,17,21,21,21,20,20,20,19,17,16,16,18,18,19,21,21,20,19,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,0
19,raikkonen,20,19,19,19,19,19,19,19,18,17,15,15,15,17,21,19,19,17,17,13,13,11,11,10,10,10,9,8,8,8,7,6,5,5,5,5,5,11,10,9,8,8,8,7,7,6,5,5,5,5,5,5,5,5,5,5
20,hamilton,21,20,20,20,20,20,21,21,19,16,14,13,12,11,11,10,9,8,5,3,5,14,12,11,11,11,10,9,9,9,14,13,11,9,9,9,9,7,6,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7
